path,turn,province_rows,private_K_over_target_min,private_K_over_target_median,private_K_over_target_max,total_K_over_target_min,total_K_over_target_median,total_K_over_target_max,raw_ra0_min,raw_ra0_median,raw_ra0_max,raw_ra0_std,raw_ra0_below_0p02,raw_ra0_above_0p09,lower_clip_count,upper_clip_count,hjb_converged_count,source_final_predicate,max_nk_gap,max_yt_gap
A,18,31,0.014147599321597846,0.04203715164073372,0.08174997395856992,1.0,1.0,1.0000000000000002,0.08783694510988704,0.21365097532808566,0.4062918958059289,0.08853402191184911,0,30,0,30,31,False,1.1840585036893003e-06,2.880362615087506e-12
A,19,31,0.014147599321597808,0.0420371516407392,0.08174997395857604,1.0,1.0,1.0000000000000002,0.08783694510988796,0.21365097532808752,0.4062918958059336,0.08853402191185059,0,30,0,30,31,False,4.7362303412512574e-07,3.9479530755670567e-13
A,20,31,0.014147599321598696,0.042037151640742836,0.08174997395857579,0.9999999999999999,1.0,1.0,0.08783694510988814,0.21365097532808805,0.4062918958059346,0.08853402191185071,0,30,0,30,31,False,1.8944915458618539e-07,5.6621374255882984e-14
A,21,31,0.014147599321600013,0.04203715164074416,0.08174997395857615,0.9999999999999999,1.0,1.0,0.0878369451098876,0.2136509753280869,0.4062918958059327,0.08853402191185035,0,30,0,30,31,False,7.577967076066727e-08,1.2434497875801753e-14
A,22,31,0.014147599321599308,0.0420371516407421,0.08174997395858462,1.0,1.0,1.0,0.08783694510988689,0.2136509753280854,0.40629189580592995,0.0885340219118498,0,30,0,30,31,False,3.031189010904711e-08,6.328271240363392e-15
A,23,31,0.014147599321598767,0.04203715164073925,0.08174997395857041,1.0,1.0,1.0,0.08783694510988754,0.21365097532808663,0.40629189580593206,0.08853402191185018,0,30,0,30,31,False,1.2124734993790298e-08,6.217248937900877e-15
A,24,31,0.014147599321597457,0.042037151640741066,0.08174997395858538,0.9999999999999998,1.0,1.0,0.08783694510988789,0.21365097532808747,0.4062918958059336,0.08853402191185052,0,30,0,30,31,False,4.849882495605584e-09,3.3306690738754696e-15
A,25,31,0.014147599321597875,0.042037151640744834,0.0817499739585799,1.0,1.0,1.0,0.08783694510988757,0.2136509753280869,0.4062918958059326,0.08853402191185032,0,30,0,30,31,False,1.9399624129334825e-09,2.886579864025407e-15
B,1,31,0.0148199286114318,0.04593878154213418,0.0993234425547495,0.9999999999999999,1.0,1.0000000000000002,0.2502570646414367,0.4763263686225738,0.9645303327953562,0.16654744447723807,0,31,0,31,20,False,11.67973404214395,2.715689591397689
B,2,31,0.01451147062307415,0.04427516863212554,0.08180923306095202,1.0,1.0,1.0,0.2594156384725419,0.5027368180630868,1.0928084100025715,0.19179858959039311,0,31,0,31,13,False,0.5656293732652369,0.01357218459484355
B,3,31,0.01801437861360723,0.041997869806589753,0.08430974427732846,1.0,1.0,1.0,0.2601749967838215,0.5052530541853978,1.1175399313615328,0.1966332828368217,0,31,0,31,10,False,0.18202131666948718,0.004438668316443017
B,4,31,0.015072902524020588,0.04475096163262981,0.09605350694458158,1.0,1.0,1.0,0.260748959287722,0.5064747807993382,1.1244507269044166,0.19788540095793197,0,31,0,31,10,False,0.08811572799402145,0.0019094479245183038
B,5,31,0.015382286169061947,0.042485250357155085,0.09369918992927617,1.0,1.0,1.0,0.088595759647388,0.20793835266330807,0.38243654723597664,0.08170684661378873,0,30,0,30,10,False,0.0299194063985323,0.7296748163964248
B,6,31,0.014795792091234895,0.04196650940635054,0.08137142050414244,1.0,1.0,1.0,0.09003443989801867,0.21206257532813866,0.4101646922166866,0.08979943140794373,0,31,0,31,31,False,0.08007405963351066,0.019190355466710773
B,7,31,0.014788394529544651,0.041939222380749694,0.08132165311533654,1.0,1.0,1.0000000000000002,0.08783627904873736,0.2138620131786104,0.40518084744436683,0.08846081992502736,0,30,0,30,31,False,0.02559022522727461,0.019089049414917292
B,8,31,0.014788607902004553,0.04193969784937715,0.08132405698946113,1.0,1.0,1.0000000000000002,0.08784403652708667,0.213941791064652,0.406226082693182,0.0884337553172581,0,30,0,30,31,False,0.010616407981602571,0.012686053115100071
B,9,31,0.014788478755488305,0.041939251991545606,0.08132340756583575,1.0,1.0,1.0,0.08784309003495124,0.21394461543801674,0.4063107647374553,0.0884980427081842,0,30,0,30,31,False,0.004354357312134738,0.00010642399140115
B,10,31,0.014788442841742622,0.04193906835425518,0.08132349749311402,1.0,1.0,1.0,0.087843307300381,0.21394524190243938,0.40631866731760624,0.08850116750427314,0,30,0,30,31,False,0.0017359783898758252,1.3980016561054853e-05
B,11,31,0.014788441468984857,0.04193906233317803,0.08132349547926133,0.9999999999999998,1.0,1.0,0.08784329515466453,0.21394524825608374,0.4063192807343623,0.08850134497939689,0,30,0,30,31,False,0.0006941715394475079,2.236374234354521e-06
B,12,31,0.014788441500139101,0.04193906244749491,0.08132349574044376,0.9999999999999999,1.0,1.0000000000000002,0.08784329604441318,0.21394525041040857,0.40631933497273354,0.08850135653769539,0,30,0,30,31,False,0.00027752627973409716,3.124851453151223e-07
B,13,31,0.014788441495347495,0.041939062426070234,0.08132349571790713,0.9999999999999999,1.0,1.0000000000000002,0.08784329595282264,0.21394525032051806,0.4063193391359981,0.08850135740210865,0,30,0,30,31,False,0.00011099513381918058,4.505393935705371e-08
B,14,31,0.01478844149568404,0.04193906242789504,0.08132349571950041,1.0,1.0,1.0,0.0878432959589473,0.21394525032926628,0.40631933950421967,0.0885013574594753,0,30,0,30,31,False,4.4394893666366286e-05,6.331795532332762e-09
B,15,31,0.014788441495645292,0.041939062427675255,0.08132349571933772,0.9999999999999999,1.0,1.0,0.08784329595831332,0.21394525032826942,0.406319339532406,0.08850135746512028,0,30,0,30,31,False,1.7757506713511617e-05,8.930404193918662e-10
B,16,31,0.01478844149564874,0.041939062427699285,0.08132349571934797,0.9999999999999999,1.0,1.0,0.08784329595835662,0.21394525032832476,0.4063193395349098,0.08850135746536882,0,30,0,30,31,False,7.102925418278616e-06,1.2521428338629903e-10
B,17,31,0.014788441495650024,0.04193906242769905,0.08132349571935023,1.0,1.0,1.0,0.08784329595835229,0.2139452503283162,0.40631933953510063,0.0885013574654165,0,30,0,30,31,False,2.8411582324583406e-06,1.7557511000632076e-11
B,18,31,0.014788441495648336,0.04193906242769257,0.08132349571935786,1.0,1.0,1.0000000000000002,0.08784329595835244,0.21394525032831638,0.4063193395351172,0.08850135746541604,0,30,0,30,31,False,1.1364613463626938e-06,2.4567015088905464e-12
B,19,31,0.014788441495649679,0.041939062427697765,0.08132349571934347,1.0,1.0,1.0,0.08784329595835162,0.21394525032831455,0.40631933953511534,0.08850135746541594,0,30,0,30,31,False,4.5458425734778984e-07,3.50941498084012e-13
B,20,31,0.014788441495650022,0.04193906242769903,0.08132349571935085,1.0,1.0,1.0,0.08784329595835175,0.21394525032831488,0.4063193395351157,0.08850135746541594,0,30,0,30,31,False,1.8183364836055205e-07,5.040412531798211e-14
B,21,31,0.014788441495649458,0.04193906242770116,0.08132349571934763,0.9999999999999999,1.0,1.0,0.087843295958352,0.21394525032831543,0.4063193395351168,0.08850135746541621,0,30,0,30,31,False,7.27334421579684e-08,4.3298697960381105e-15
B,22,31,0.014788441495648933,0.04193906242770257,0.08132349571934976,1.0,1.0,1.0,0.08784329595835258,0.2139452503283166,0.406319339535119,0.08850135746541667,0,30,0,30,31,False,2.9093357278853205e-08,5.551115123125783e-15
B,23,31,0.014788441495648338,0.041939062427697196,0.08132349571935031,1.0,1.0,1.0000000000000002,0.08784329595835137,0.21394525032831405,0.4063193395351146,0.08850135746541575,0,30,0,30,31,False,1.1637383279250457e-08,1.1879386363489175e-14
B,24,31,0.01478844149564718,0.04193906242769823,0.08132349571936068,0.9999999999999999,1.0,1.0,0.0878432959583521,0.21394525032831552,0.406319339535117,0.08850135746541622,0,30,0,30,31,False,4.654928442704431e-09,8.215650382226158e-15
B,25,31,0.014788441495648588,0.04193906242770397,0.0813234957193501,0.9999999999999998,1.0,1.0,0.08784329595835272,0.2139452503283169,0.4063193395351195,0.08850135746541675,0,30,0,30,31,False,1.8619512598405663e-09,5.773159728050814e-15
