turn,province_index,province,residual_inf,pin_abs_share_l1,off_pin_max_abs,upper_b_leak_cells,escape,upper_b_face_mass,mass_identity_error,source_escape_error
3,14,山东,0.0014628921080463804,0.9999999999901094,2.4301866535835284e-15,20,0.00028366328964901546,0.2673016519635701,1.0701075442431929e-16,1.328147661294743e-16
3,15,河南,0.0017448909435830043,0.9999999999982843,2.1456699806667034e-16,20,0.00033834450429594157,0.271886380003575,6.938893903907228e-18,6.814210654071395e-17
3,16,湖北,0.0015481810427879776,0.9999999999942478,1.3777126412362756e-15,20,0.00030020131023581647,0.2687993662372832,1.2354483755472323e-16,7.947201924318748e-17
3,17,湖南,0.0017250252725674732,0.9999999999899468,2.2307425817571364e-15,20,0.0003344924351236356,0.2694292960888138,6.65158032819857e-17,2.511554332562671e-16
3,18,广东,0.001825905329319096,0.9999999999918268,3.258127478206717e-15,20,0.0003540536649651462,0.26693201429684815,1.1389543821960224e-16,2.2453826992174797e-16
3,19,广西,0.0018889457244364988,0.9999999999949908,1.7650523376861946e-15,20,0.00036627756429528945,0.26321066177674074,7.448468924975415e-17,1.2349062744609896e-16
3,20,海南,0.0018578350234416988,0.9999999999983804,2.380365869691925e-16,20,0.00036024501839595417,0.25708753305272286,1.3297739645534712e-16,5.686640394686471e-17
3,21,重庆,0.0014244138062793794,0.9999999999929333,2.5072319234328323e-15,20,0.00027620212310129584,0.2627470232961587,1.4137996329210978e-16,3.111660235033398e-17
3,22,四川,0.001746797936985981,0.9999999999954011,1.0898840694956863e-15,20,0.000338714281410022,0.26685945442611564,1.2311115668572903e-16,2.0057740190981832e-18
3,23,贵州,0.0018261018772949597,0.9999999999939341,2.3032452139103154e-15,20,0.00035409177676090414,0.26556151684699547,1.2002118049414534e-16,1.0863705768304754e-16
3,24,云南,0.0017302348154630562,0.9999999999928327,1.970080050700887e-15,20,0.0003355025957962294,0.2599018295775323,4.109126233720062e-17,6.890104806145381e-17
3,25,西藏,0.0013299171164938152,0.9999999999982755,2.1932732323023951e-16,20,0.0002578786652481513,0.23760923717001076,1.3964523981613297e-16,4.30970363562988e-17
3,26,陕西,0.0014255315546013486,0.9999999999947979,1.4159832838591194e-15,20,0.0002764188610028339,0.2651896768923994,8.386303804175377e-17,1.9770426615273173e-16
3,27,甘肃,0.0017616697550974863,0.9999999999947734,1.1104398650596536e-15,20,0.00034159801345399836,0.2635861562833624,1.651782009781666e-16,1.9212062496443139e-16
3,28,青海,0.001230054336497168,0.9999999999974092,2.9904667609402524e-16,20,0.00023851469128752635,0.24619875123846077,8.91485236326206e-17,1.3145951341386741e-17
3,29,宁夏,0.0014010771787434115,0.999999999990913,2.4734717312541177e-15,20,0.00027167701526895446,0.2590162158710534,6.917209860457518e-17,1.4891516839088403e-16
3,30,新疆,0.0012565480863303887,0.9999999999971719,5.538130108044374e-16,20,0.0002436519834991242,0.2304887250848736,7.386127300057499e-17,1.5685694930434035e-16
4,0,北京,0.0015502535198684345,0.9999999999888053,5.352822169074709e-15,20,0.00030060317559792605,0.26647830984972615,6.711211447685272e-17,1.6864764793012021e-16
4,1,天津,0.0008301245549956883,0.9999999999898759,1.8183781439135363e-15,20,0.00016096598019326992,0.2523927428952452,7.489126506443622e-17,2.0017082609513626e-16
4,2,河北,0.001646367503337229,0.9999999999908522,2.3828824045782175e-15,20,0.0003192402361041259,0.26919099432030064,1.9569849213363355e-17,4.597017211338539e-17
4,3,山西,0.0017663208127449697,0.9999999999947846,2.2812054166227586e-15,20,0.0003424998805879591,0.2696979265654292,4.6674903525500966e-17,2.918672248330978e-16
4,4,内蒙古,0.0011168610876421407,0.9999999999909055,1.741491269225369e-15,20,0.00021656586186951822,0.2557730762404745,1.066583887182615e-16,1.489693784995083e-16
4,5,辽宁,0.0014158787736212295,0.9999999999923934,2.79884927354649e-15,20,0.000274547130618981,0.2570625775923043,6.109479241955817e-17,9.400032835449323e-17
4,6,吉林,0.0012259593662374815,0.9999999999979501,1.700029006457271e-16,20,0.00023772065273312693,0.24837847217337689,3.71881345162528e-17,9.725293487194975e-17
4,7,黑龙江,0.0014538054006097481,0.999999999997453,3.2689542533385213e-16,20,0.0002819013242180484,0.24447910027761513,8.09356921760429e-17,9.16692936836494e-17
4,8,上海,0.0017161979712181034,0.9999999999947644,1.67324582466509e-15,20,0.00033278077004230474,0.2681956964770611,9.161508357502512e-17,1.3227266504323154e-17
4,9,江苏,0.0013330443906404725,0.9999999999928801,1.2866752341312779e-15,20,0.00025848506189716743,0.26609006707455685,1.0278236595162582e-16,1.2289431625123193e-16
4,10,浙江,0.0015314541404428605,0.9999999999909976,3.270058784301741e-15,20,0.00029695786656801026,0.2671795317614333,4.206704429243757e-17,1.4257258568184383e-16
4,11,安徽,0.0016614287588309871,0.9999999999935965,1.7006973154526546e-15,20,0.00032216070115796577,0.27034806758400404,6.722053469410127e-17,3.9741430632456165e-16
4,12,福建,0.0013724562995223837,0.9999999999893269,2.2401717525259712e-15,20,0.00026612726029555774,0.26172515266102264,1.577514160966409e-16,3.5870828876682914e-16
4,13,江西,0.001640608339052505,0.9999999999935796,2.1249363081838127e-15,20,0.0003181235006473735,0.2683125551452309,4.092863201132779e-17,7.334627696864437e-17
4,14,山东,0.001475472769545511,0.9999999999966491,9.371470884467908e-16,20,0.00028610275309742843,0.26855284099706567,8.592302216947623e-17,3.9085488318102435e-17
4,15,河南,0.0017592354476914452,0.9999999999977255,6.868302178083055e-16,20,0.00034112598708712017,0.2730941406464896,7.784571598445922e-17,1.3633842319005218e-16
4,16,湖北,0.0015601364690296716,0.9999999999973805,4.56188228468643e-16,20,0.00030251953693108185,0.26992663989722315,7.849623728795052e-17,1.205632815803881e-16
4,17,湖南,0.0017382343396753618,0.9999999999949952,1.0877885099841791e-15,20,0.0003370537500757253,0.27054383954101724,3.8760227666356784e-17,1.7038237140609702e-16
4,18,广东,0.0018399815646469191,0.9999999999935195,3.1981982031225806e-15,20,0.00035678312887912737,0.2680396562242899,5.616167253474913e-17,2.233456475320139e-16
4,19,广西,0.0019037171595322185,0.9999999999935894,1.8622917200309883e-15,20,0.00036914183148832873,0.264316015232619,6.65158032819857e-17,8.689880412471318e-17
4,20,海南,0.0018737196000893704,0.9999999999976465,6.853174169645093e-16,20,0.00036332513021124956,0.25826944995593,4.4289658746032856e-17,1.431146867680866e-17
4,21,重庆,0.0014356718276445852,0.9999999999947652,8.93900127258828e-16,20,0.00027838511893411063,0.2638783143700652,3.426078865054194e-17,2.575522260739316e-16
4,22,四川,0.0017612103778308773,0.9999999999949329,1.0532820817789335e-15,20,0.0003415089375297269,0.2680471327470926,5.941427905220564e-17,1.9390955854903247e-16
4,23,贵州,0.0018405317854565545,0.9999999999958609,1.0292077113520717e-15,20,0.0003568898198948054,0.266690686299715,1.1129335300563703e-16,1.8263385595518322e-16
4,24,云南,0.00174438069452932,0.9999999999953406,8.922136846608447e-16,20,0.0003382455640362077,0.26104813395161724,3.382710778154774e-17,5.1445393084437185e-17
4,25,西藏,0.001343625334090593,0.9999999999980518,2.1497696201314143e-16,20,0.00026053676838332335,0.23896223641469316,9.437979911486316e-17,1.0581813203458523e-16
4,26,陕西,0.001437159897668303,0.9999999999908509,2.0247475571166795e-15,20,0.00027867366436800723,0.2663682425500559,8.673617379884035e-17,1.9222904518167994e-16
4,27,甘肃,0.0017785626280187197,0.9999999999948007,1.0879934919574147e-15,20,0.0003448736397818834,0.26494787294405087,4.466912950640278e-17,1.3986208025063007e-16
4,28,青海,0.0012425141745457896,0.9999999999972006,2.648621204087362e-16,20,0.0002409307263662508,0.24757313590128954,7.849623728795052e-17,3.119791751327039e-17
4,29,宁夏,0.0014142123553095795,0.9999999999917955,1.1360405888574676e-15,20,0.00027422400241484046,0.26033991109529947,1.0576392192596096e-16,2.4053025196590916e-16
4,30,新疆,0.0012719076281106027,0.9999999999971717,4.558053695764841e-16,20,0.00024663028799944446,0.2320590421966156,7.995991022080595e-17,1.586187778346293e-16
5,0,北京,0.0015487665476597895,0.9999999999944981,1.3920774729887612e-15,20,0.0003003148430367873,0.2663393009624233,7.3075226425523e-17,2.629732369363591e-16
5,1,天津,0.0008295362751526801,0.9999999999869693,3.1506661022544583e-15,20,0.00016085190930939703,0.2522924628645088,8.080016690448222e-17,1.3064636178450328e-17
5,2,河北,0.0016448591553805305,0.9999999999920972,1.6623733097541338e-15,20,0.00031894775866091337,0.2690571903407986,1.4257258568184383e-17,1.3135109319661886e-16
5,3,山西,0.00176533472877818,0.9999999999945903,1.2792908008971149e-15,20,0.00034230867317036433,0.26961652571263656,9.269928574751063e-17,8.00683304380545e-17
5,4,内蒙古,0.0011158296343389009,0.9999999999916667,1.5930622977462089e-15,20,0.00021636585707421734,0.25564247984920885,9.497611030973019e-17,1.9222904518167994e-16
5,5,辽宁,0.0014143874498657395,0.9999999999921078,1.571215623970626e-15,20,0.00027425795426774477,0.256914599410547,9.90960785651751e-17,1.4983674023749671e-16
5,6,吉林,0.0012251270871203972,0.9999999999968543,3.3515060843779254e-16,20,0.00023755926897077242,0.2482853596264064,9.074772183703672e-17,5.827586677109586e-17
5,7,黑龙江,0.0014527369229299144,0.9999999999970611,5.789351609870527e-16,20,0.00028169414018035325,0.2443804613297555,5.838428698834441e-17,3.74049749507499e-17
5,8,上海,0.0017147478288272104,0.9999999999922985,2.615129521352927e-15,20,0.0003324995789971508,0.2680730420746984,8.760353553682876e-17,1.8474805019152996e-16
5,9,江苏,0.0013319580255613597,0.9999999999939239,7.818258098758225e-16,20,0.0002582744093890859,0.26597126239748875,1.0440866921035408e-16,4.565575348336459e-16
5,10,浙江,0.0015302014938247464,0.9999999999888397,3.622169533442406e-15,20,0.0002967149711019355,0.26706059510056784,5.827586677109586e-17,1.8415173899666293e-16
5,11,安徽,0.0016600510595069244,0.9999999999913421,3.6362463739928255e-15,20,0.0003218935572450633,0.2702264528246853,1.140038584368508e-16,4.6674903525500966e-17
5,12,福建,0.0013713230108342057,0.9999999999932417,1.5485244583466305e-15,20,0.0002659075090260756,0.26160694328067785,1.7932703932910243e-16,5.231275482242559e-17
5,13,江西,0.0016392654628367876,0.9999999999951878,1.5233108286057118e-15,20,0.0003178631091372814,0.2681934126958008,8.538092108323347e-17,4.586175189613684e-17
5,14,山东,0.0014741817323769518,0.9999999999934869,1.1375398371741077e-15,20,0.00028585241348066357,0.2684246755437264,9.172350379227368e-17,3.681950577760773e-16
5,15,河南,0.0017577510240812237,0.9999999999975869,6.570570097123168e-16,20,0.0003408381487138607,0.2729693579995334,6.033585089881832e-17,5.003593026020603e-17
5,16,湖北,0.0015588674444521338,0.9999999999971043,3.657928723376641e-16,20,0.00030227346568322325,0.26980717673259796,8.136937304503711e-17,1.599198204416119e-17
5,17,湖南,0.0017368336816638529,0.9999999999942343,2.266883783550583e-15,20,0.0003367821543392958,0.27042584051806323,6.722053469410127e-17,4.450649918052996e-17
5,18,广东,0.0018385595670576665,0.9999999999936561,1.7596567378121847e-15,20,0.0003565073952747042,0.2679279459275942,1.0863705768304754e-16,3.6440035017237804e-16
5,19,广西,0.001902134711476291,0.9999999999959397,1.028885838832115e-15,20,0.0003688349856047308,0.2641978079824635,5.838428698834441e-17,9.020562075079397e-17
5,20,海南,0.0018721805513889007,0.9999999999982326,4.491544668746433e-16,20,0.0003630266997153263,0.25815517191189324,8.857931749206571e-17,2.6942423986264785e-17
5,21,重庆,0.0014344249624054478,0.9999999999944242,1.2383892739400992e-15,20,0.0002781433445108586,0.2637532383021601,1.4777675610977425e-16,1.0695654431569501e-16
5,22,四川,0.0017596988848711955,0.9999999999941699,1.3889476862486566e-15,20,0.00034121585025200467,0.26792279484630244,8.944667923005412e-17,2.7701365507004638e-17
5,23,贵州,0.0018398609095599209,0.9999999999947792,1.3018760874027036e-15,20,0.0003567597331558129,0.26663828509199394,6.418476861114186e-17,1.4956568969437534e-16
5,24,云南,0.0017428427469174804,0.9999999999945124,1.2819945300647506e-15,20,0.00033794734704790843,0.26092374341296154,8.516408064873637e-17,1.975416358268589e-16
5,25,西藏,0.0013422699377851018,0.9999999999971461,5.106863282949847e-16,20,0.00026027394915515084,0.2388288322568269,9.134403303190375e-17,1.4495783046131194e-16
5,26,陕西,0.001435890200822293,0.9999999999893796,2.2026464988967112e-15,20,0.00027842746276304754,0.2662397792377834,6.62989628474886e-17,2.7798943702528334e-16
5,27,甘肃,0.0017769558506469314,0.9999999999953002,1.0970533563612467e-15,20,0.00034456207630272973,0.26481863162968944,7.144892316679474e-17,6.505213034913027e-19
5,28,青海,0.001241280727576693,0.9999999999979655,1.8526474028935508e-16,20,0.00024069155382379888,0.24743743472566085,9.39732233001811e-17,6.339872203608987e-17
5,29,宁夏,0.0014129187137034616,0.9999999999920661,2.8941692792328055e-15,20,0.0002739731577820724,0.2602098292637513,9.562663161322149e-17,2.377655364260711e-16
5,30,新疆,0.0012709843677696042,0.9999999999956793,1.1845942114599786e-15,20,0.0002464512624485123,0.2319649833644512,6.526897078362737e-17,1.1259439561261964e-16
