turn,province_index,province,capital_unit,Ktarget_MU,Kprivate_current_MU,historical_C0_GovInv_MU,historical_C0_firm_K_total_MU,historical_C0_total_K_over_target,historical_C0_GovInv_over_target,C1_GovInv_residual_MU,C1_firm_K_accounting_MU,c1_firm_K_accounting_over_target,C1_GovInv_over_target,C1_minus_C0_GovInv_MU,capital_gap_before_C1_MU,capital_gap_after_C1_MU,c1_exact_target,private_at_or_above_target,residual_floor_binding,c1_status,historical_C0_overshoot_MU,C1_mechanically_removed_overshoot_MU,remaining_private_only_overshoot_MU,counterfactual_scope
1,17,湖南,MU_10WAN_YUAN,93791807.14892803,215847.67203445273,93575959.47689357,93791807.14892803,1.0,0.9976986511018844,93575959.47689357,93791807.14892803,1.0,0.9976986511018844,0.0,93575959.47689357,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,18,广东,MU_10WAN_YUAN,191259406.86816654,207658.6888552844,191051748.17931125,191259406.86816654,1.0,0.998914256337737,191051748.17931125,191259406.86816654,1.0,0.998914256337737,0.0,191051748.17931125,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,19,广西,MU_10WAN_YUAN,67306708.83876626,216731.66526370766,67089977.17350256,67306708.83876626,1.0,0.9967799396374752,67089977.17350256,67306708.83876626,1.0,0.9967799396374752,0.0,67089977.17350256,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,20,海南,MU_10WAN_YUAN,14673330.466888333,220138.77286586814,14453191.694022465,14673330.466888333,1.0,0.9849973546658252,14453191.694022465,14673330.466888333,1.0,0.9849973546658252,0.0,14453191.694022465,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,21,重庆,MU_10WAN_YUAN,50663834.63130832,216359.9804037753,50447474.65090454,50663834.63130832,1.0,0.9957294985273367,50447474.65090454,50663834.63130832,1.0,0.9957294985273367,0.0,50447474.65090454,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,22,四川,MU_10WAN_YUAN,94830047.41899477,218811.9919490324,94611235.42704573,94830047.41899477,1.0,0.997692587972858,94611235.42704573,94830047.41899477,1.0,0.997692587972858,0.0,94611235.42704573,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,23,贵州,MU_10WAN_YUAN,39447014.665611394,220817.3900588127,39226197.27555258,39447014.665611394,1.0,0.9944021774035205,39226197.27555258,39447014.665611394,1.0,0.9944021774035205,0.0,39226197.27555258,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,24,云南,MU_10WAN_YUAN,68611984.86091176,216819.99749969383,68395164.86341207,68611984.86091176,1.0,0.9968399107249379,68395164.86341207,68611984.86091176,1.0,0.9968399107249379,0.0,68395164.86341207,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,25,西藏,MU_10WAN_YUAN,6325734.326183821,220547.75222275045,6105186.573961071,6325734.326183821,1.0,0.9651348379729058,6105186.573961071,6325734.326183821,1.0,0.9651348379729058,0.0,6105186.573961071,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,26,陕西,MU_10WAN_YUAN,73897910.2910824,214247.64263451993,73683662.64844787,73897910.2910824,1.0,0.9971007618241083,73683662.64844787,73897910.2910824,1.0,0.9971007618241083,0.0,73683662.64844787,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,27,甘肃,MU_10WAN_YUAN,25177704.67938732,221102.57076200092,24956602.10862532,25177704.67938732,1.0,0.9912183190017708,24956602.10862532,25177704.67938732,1.0,0.9912183190017708,0.0,24956602.10862532,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,28,青海,MU_10WAN_YUAN,17578407.529567722,218773.0748187012,17359634.45474902,17578407.529567722,1.0,0.9875544428896239,17359634.45474902,17578407.529567722,1.0,0.9875544428896239,0.0,17359634.45474902,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,29,宁夏,MU_10WAN_YUAN,18640640.44456374,218812.72691434613,18421827.717649393,18640640.44456374,1.0,0.9882615231185279,18421827.717649393,18640640.44456374,1.0,0.9882615231185279,0.0,18421827.717649393,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
1,30,新疆,MU_10WAN_YUAN,49250553.031937115,216302.2451244356,49034250.78681268,49250553.031937115,1.0,0.9956081255578151,49034250.78681268,49250553.031937115,1.0,0.9956081255578151,0.0,49034250.78681268,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,0,北京,MU_10WAN_YUAN,58719043.066994764,214236.96239200808,58505237.88175724,58719474.84414925,1.0000073532730087,0.9963588441829069,58504806.104602754,58719043.066994764,1.0,0.9963514909098982,-431.7771544829011,58504806.104602754,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,431.7771544829011,431.7771544829011,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,1,天津,MU_10WAN_YUAN,64593598.72309723,211467.09139457758,64382564.19141449,64594031.28280907,1.0000066966343475,0.9967328878425336,64382131.63170265,64593598.72309723,1.0,0.996726191208186,-432.559711843729,64382131.63170265,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,432.559711843729,432.559711843729,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,2,河北,MU_10WAN_YUAN,113705229.18254791,214022.66688512414,113491942.07633151,113705964.74321663,1.0000064690135537,0.9981242102254244,113491206.51566279,113705229.18254791,1.0,0.9981177412118706,-735.5606687217951,113491206.51566279,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,735.5606687217951,735.5606687217951,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,3,山西,MU_10WAN_YUAN,53478727.38884524,217882.89083391923,53261281.73335349,53479164.62418741,1.0000081758741002,0.9959339784974556,53260844.49801132,53478727.38884524,1.0,0.9959258026233555,-437.23534216731787,53260844.49801132,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,437.23534216731787,437.23534216731787,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,4,内蒙古,MU_10WAN_YUAN,82165502.99427319,210017.54837695643,81955908.1308653,82165925.67924227,1.00000514431183,0.9974491136088769,81955485.44589622,82165502.99427319,1.0,0.9974439692970467,-422.6849690824747,81955485.44589622,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,422.6849690824747,422.6849690824747,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,5,辽宁,MU_10WAN_YUAN,90061052.78222083,212164.66320777472,89849317.57381403,90061482.2370218,1.000004768485241,0.9976489814202062,89848888.11901306,90061052.78222083,1.0,0.9976442129349652,-429.45480097830296,89848888.11901306,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,429.45480097830296,429.45480097830296,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,6,吉林,MU_10WAN_YUAN,66308917.7271201,213280.91014492427,66096066.69861572,66309347.60876065,1.0000064830139788,0.9967900090093413,66095636.81697518,66308917.7271201,1.0,0.9967835259953626,-429.88164054602385,66095636.81697518,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,429.88164054602385,429.88164054602385,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,7,黑龙江,MU_10WAN_YUAN,58424879.89838116,216527.0737577716,58208787.75555803,58425314.829315804,1.0000074442760585,0.9963013677871657,58208352.82462338,58424879.89838116,1.0,0.9962939235111072,-434.93093464523554,58208352.82462338,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,434.93093464523554,434.93093464523554,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,8,上海,MU_10WAN_YUAN,66125294.30800852,212460.31986440285,65912399.68835613,66124860.00822053,0.9999934321685441,0.9967804359605458,65912833.98814412,66125294.30800852,1.0,0.9967870037920018,434.2997879907489,65912833.98814412,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,9,江苏,MU_10WAN_YUAN,203535217.25929242,197902.86263960268,203337725.87156624,203535628.73420584,1.000002021639886,0.9990296942692006,203337314.39665282,203535217.25929242,1.0,0.9990276726293146,-411.474913418293,203337314.39665282,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,411.474913418293,411.474913418293,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,10,浙江,MU_10WAN_YUAN,124249656.20818298,209329.45356678608,124040753.50307877,124250082.95664556,1.0000034346047757,0.9983186858500905,124040326.75461619,124249656.20818298,1.0,0.9983152512453148,-426.748462587595,124040326.75461619,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,426.748462587595,426.748462587595,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,11,安徽,MU_10WAN_YUAN,70182433.35888097,219207.61008344483,69963532.08691391,70182739.69699736,1.0000043648830872,0.996880967765143,69963225.74879752,70182433.35888097,1.0,0.9968766028820557,-306.33811639249325,69963225.74879752,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,306.33811639249325,306.33811639249325,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,12,福建,MU_10WAN_YUAN,87795538.11850408,212254.59651261682,87583713.2028846,87795967.79939722,1.0000048941085429,0.9975872929290147,87583283.52199146,87795538.11850408,1.0,0.9975823988204717,-429.68089313805103,87583283.52199146,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,429.68089313805103,429.68089313805103,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,13,江西,MU_10WAN_YUAN,51050047.92908307,220429.37543541222,50830111.27314169,51050540.6485771,1.000009651695033,0.9956917443790276,50829618.55364766,51050047.92908307,1.0,0.9956820926839947,-492.71949402987957,50829618.55364766,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,492.71949402987957,492.71949402987957,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,14,山东,MU_10WAN_YUAN,210016973.07581103,199858.81106951053,209817528.25886053,210017387.06993005,1.000001971241243,0.9990503395319458,209817114.2647415,210016973.07581103,1.0,0.999048368290703,-413.99411901831627,209817114.2647415,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,413.99411901831627,413.99411901831627,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,15,河南,MU_10WAN_YUAN,168320556.01470312,203944.0825214686,168116185.30807993,168320129.3906014,0.9999974654070077,0.9987858244324873,168116611.93218166,168320556.01470312,1.0,0.9987883590254796,426.6241017282009,168116611.93218166,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,16,湖北,MU_10WAN_YUAN,101805153.6623069,210965.90576996075,101594661.51220925,101805627.41797921,1.0000046535529417,0.9979324018232332,101594187.75653695,101805153.6623069,1.0,0.9979277482702915,-473.7556723058224,101594187.75653695,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,473.7556723058224,473.7556723058224,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,17,湖南,MU_10WAN_YUAN,93791807.14892803,216103.54048059025,93575959.47689357,93792063.01737416,1.0000027280468722,0.9976986511018844,93575703.60844745,93791807.14892803,1.0,0.9976959230550122,-255.86844612658024,93575703.60844745,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,255.86844612658024,255.86844612658024,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,18,广东,MU_10WAN_YUAN,191259406.86816654,208082.47736723983,191051748.17931125,191259830.6566785,1.0000022157786583,0.998914256337737,191051324.39079928,191259406.86816654,1.0,0.9989120405590786,-423.78851196169853,191051324.39079928,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,423.78851196169853,423.78851196169853,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,19,广西,MU_10WAN_YUAN,67306708.83876626,218002.86376987275,67089977.17350256,67307980.03727242,1.000018886653769,0.9967799396374752,67088705.97499639,67306708.83876626,1.0,0.9967610529837062,-1271.1985061690211,67088705.97499639,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,1271.1985061615705,1271.1985061615705,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,20,海南,MU_10WAN_YUAN,14673330.466888333,220579.2943579032,14453191.694022465,14673770.988380369,1.0000300219158174,0.9849973546658252,14452751.17253043,14673330.466888333,1.0,0.9849673327500079,-440.5214920360595,14452751.17253043,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,440.5214920360595,440.5214920360595,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,21,重庆,MU_10WAN_YUAN,50663834.63130832,217766.9848921551,50447474.65090454,50665241.635796696,1.0000277713777217,0.9957294985273367,50446067.646416165,50663834.63130832,1.0,0.9957017271496149,-1407.0044883787632,50446067.646416165,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,1407.0044883787632,1407.0044883787632,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,22,四川,MU_10WAN_YUAN,94830047.41899477,218855.34120851802,94611235.42704573,94830090.76825425,1.000000457125781,0.997692587972858,94611192.07778625,94830047.41899477,1.0,0.9976921308470771,-43.34925948083401,94611192.07778625,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,43.34925948083401,43.34925948083401,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,23,贵州,MU_10WAN_YUAN,39447014.665611394,221329.10205855287,39226197.27555258,39447526.37761113,1.0000129721350037,0.9944021774035205,39225685.56355284,39447014.665611394,1.0,0.9943892052685168,-511.7119997367263,39225685.56355284,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,511.7119997367263,511.7119997367263,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,24,云南,MU_10WAN_YUAN,68611984.86091176,217255.36856278,68395164.86341207,68612420.23197484,1.000006345408371,0.9968399107249379,68394729.49234898,68611984.86091176,1.0,0.996833565316567,-435.37106308341026,68394729.49234898,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,435.37106308341026,435.37106308341026,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,25,西藏,MU_10WAN_YUAN,6325734.326183821,220988.59682616743,6105186.573961071,6326175.1707872385,1.0000696906605124,0.9651348379729058,6104745.729357653,6325734.326183821,1.0,0.9650651473123935,-440.84460341744125,6104745.729357653,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,440.84460341744125,440.84460341744125,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,26,陕西,MU_10WAN_YUAN,73897910.2910824,214679.99383415634,73683662.64844787,73898342.64228202,1.0000058506552882,0.9971007618241083,73683230.29724824,73897910.2910824,1.0,0.9970949111688202,-432.3511996269226,73683230.29724824,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,432.3511996269226,432.3511996269226,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,27,甘肃,MU_10WAN_YUAN,25177704.67938732,221544.54225784508,24956602.10862532,25178146.650883164,1.0000175540821323,0.9912183190017708,24956160.137129474,25177704.67938732,1.0,0.9912007649196386,-441.97149584442377,24956160.137129474,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,441.97149584442377,441.97149584442377,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,28,青海,MU_10WAN_YUAN,17578407.529567722,219210.12084462531,17359634.45474902,17578844.575593647,1.0000248626631958,0.9875544428896239,17359197.408723097,17578407.529567722,1.0,0.9875295802264282,-437.0460259243846,17359197.408723097,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,437.0460259243846,437.0460259243846,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,29,宁夏,MU_10WAN_YUAN,18640640.44456374,219250.9077910944,18421827.717649393,18641078.625440486,1.000023506750106,0.9882615231185279,18421389.536772646,18640640.44456374,1.0,0.9882380163684218,-438.1808767467737,18421389.536772646,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,438.1808767467737,438.1808767467737,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
2,30,新疆,MU_10WAN_YUAN,49250553.031937115,216734.30902759073,49034250.78681268,49250985.09584027,1.00000877277262,0.9956081255578151,49033818.722909525,49250553.031937115,1.0,0.9955993527851952,-432.06390315294266,49033818.722909525,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,432.06390315294266,432.06390315294266,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
3,0,北京,MU_10WAN_YUAN,58719043.066994764,209058.7066513992,58505237.88175724,58714296.588408634,0.9999191662816999,0.9963588441829069,58509984.36034337,58719043.066994764,1.0,0.996439677901207,4746.478586129844,58509984.36034337,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
3,1,天津,MU_10WAN_YUAN,64593598.72309723,206287.59066554005,64382564.19141449,64588851.78208003,0.9999265106587799,0.9967328878425336,64387311.132431686,64593598.72309723,1.0,0.9968063771837536,4746.941017195582,64387311.132431686,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
3,2,河北,MU_10WAN_YUAN,113705229.18254791,208544.76204875854,113491942.07633151,113700486.83838026,0.9999582926466818,0.9981242102254244,113496684.42049916,113705229.18254791,1.0,0.9981659175787426,4742.344167649746,113496684.42049916,0.0,True,False,False,RESIDUAL_PUBLIC_ASSET_POSITIVE,0.0,0.0,0.0,STATIC_ACCOUNTING_ONLY__NOT_DYNAMIC_TRAJECTORY
