scan,point_id,rb,ra,standalone_household_wage,hjb_legal,hjb_converged,hjb_iterations,source_distribution_label,distribution_label,health_map_label,Ct,Lt,At,Bt,amin_mass,amax_mass,interior_a_mass,interior_a_mass_provenance,modal_a,kfe_signed_pathology,density_min,density_negative_count,source_points_csv,source_points_sha256,source_acceptance_report,accepted_candidate_sha
first_refinement,p02_ra_0p0650_w_1p05,0.02,0.065,1.05,true,true,9,INTERIOR_A_DISTRIBUTION_CANDIDATE,INTERIOR_A_DISTRIBUTION_CANDIDATE,INTERIOR_A_DISTRIBUTION_CANDIDATE,1.4520245248118848,0.8788801526224764,8.959369004297567,0.8149483194036385,0.0,0.19953363451363085,0.8004663654863691,DIRECT,9.473684210526315,false,-1.7432382502216172e-17,74,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_transition_refinement_3x3/points.csv,29b39af559aafa4a566e57f1b4357c393b60e872641eca530d9cf4a35544d613,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_TRANSITION_REFINEMENT_3X3_SCAN_ACCEPTANCE.md,cdaba87bae181280e182f639d4cf8fa5a5bae773
first_refinement,p03_ra_0p0650_w_1p30,0.02,0.065,1.3,true,true,9,INTERIOR_A_DISTRIBUTION_CANDIDATE,INTERIOR_A_DISTRIBUTION_CANDIDATE,INTERIOR_A_DISTRIBUTION_CANDIDATE,1.648582665766757,0.873876860999354,8.89797303470002,0.7300311913729753,0.0,0.1806155482538747,0.8193844517461253,DIRECT,9.473684210526315,false,-1.4087282068597557e-17,30,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_transition_refinement_3x3/points.csv,29b39af559aafa4a566e57f1b4357c393b60e872641eca530d9cf4a35544d613,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_TRANSITION_REFINEMENT_3X3_SCAN_ACCEPTANCE.md,cdaba87bae181280e182f639d4cf8fa5a5bae773
narrow,p04_ra_0p0675_w_0p80,0.02,0.0675,0.8,true,true,9,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,1.2582126602259882,0.8728042992255445,8.964759510198217,1.0665724102698664,0.0,0.22661550090016108,0.7733844990998388,DIRECT,9.473684210526315,false,-4.054013210834274e-17,97,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_wage_frontier_narrow_3x3/points.csv,d29ab0d59a2f64b2000ae0adc5e806f396a281f71f6620b73aaba842b0ba90a6,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_WAGE_FRONTIER_NARROW_3X3_SCAN_ACCEPTANCE.md,d1401fc5154a6fb77989b0de343da20329bf724a
narrow,p05_ra_0p0675_w_1p05,0.02,0.0675,1.05,true,true,9,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,1.461623095687519,0.8697791937270087,8.97316543519556,0.9071074854240857,0.0,0.21845057856439434,0.7815494214356057,DIRECT,9.473684210526315,false,-2.187620790397494e-18,30,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_wage_frontier_narrow_3x3/points.csv,d29ab0d59a2f64b2000ae0adc5e806f396a281f71f6620b73aaba842b0ba90a6,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_WAGE_FRONTIER_NARROW_3X3_SCAN_ACCEPTANCE.md,d1401fc5154a6fb77989b0de343da20329bf724a
narrow,p06_ra_0p0675_w_1p30,0.02,0.0675,1.3,true,true,9,INTERIOR_A_DISTRIBUTION_CANDIDATE,INTERIOR_A_DISTRIBUTION_CANDIDATE,INTERIOR_A_DISTRIBUTION_CANDIDATE,1.6579145830154138,0.8653040707113617,8.935854550440705,0.807045544098199,0.0,0.19563837612909374,0.8043616238709062,DIRECT,9.473684210526315,false,-5.622230012337821e-17,14,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_wage_frontier_narrow_3x3/points.csv,d29ab0d59a2f64b2000ae0adc5e806f396a281f71f6620b73aaba842b0ba90a6,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_WAGE_FRONTIER_NARROW_3X3_SCAN_ACCEPTANCE.md,d1401fc5154a6fb77989b0de343da20329bf724a
narrow,p07_ra_0p0700_w_0p80,0.02,0.07,0.8,true,true,9,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,1.2673576521693377,0.8649880796557007,8.936969338521862,1.1747574313771112,0.0,0.22478099921875108,0.775219000781249,DIRECT,10,false,-5.80859042715163e-18,1,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_wage_frontier_narrow_3x3/points.csv,d29ab0d59a2f64b2000ae0adc5e806f396a281f71f6620b73aaba842b0ba90a6,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_WAGE_FRONTIER_NARROW_3X3_SCAN_ACCEPTANCE.md,d1401fc5154a6fb77989b0de343da20329bf724a
narrow,p08_ra_0p0700_w_1p05,0.02,0.07,1.05,true,true,9,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,1.4713357127331594,0.8619603068788041,8.95804308100123,1.009419347521059,0.0,0.21884756483385462,0.7811524351661454,DIRECT,9.473684210526315,false,-1.043012186606079e-17,120,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_wage_frontier_narrow_3x3/points.csv,d29ab0d59a2f64b2000ae0adc5e806f396a281f71f6620b73aaba842b0ba90a6,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_WAGE_FRONTIER_NARROW_3X3_SCAN_ACCEPTANCE.md,d1401fc5154a6fb77989b0de343da20329bf724a
narrow,p09_ra_0p0700_w_1p30,0.02,0.07,1.3,true,true,9,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,1.6670428128811507,0.8571860740907286,8.949062925483561,0.890311026538524,0.0,0.2089592475370123,0.7910407524629879,DIRECT,9.473684210526315,false,-2.805966677142119e-17,140,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_wage_frontier_narrow_3x3/points.csv,d29ab0d59a2f64b2000ae0adc5e806f396a281f71f6620b73aaba842b0ba90a6,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_WAGE_FRONTIER_NARROW_3X3_SCAN_ACCEPTANCE.md,d1401fc5154a6fb77989b0de343da20329bf724a
first_refinement,p04_ra_0p0725_w_0p80,0.02,0.0725,0.8,true,true,9,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,1.2757592397524296,0.8576083417650073,8.912718166619287,1.2731639655682943,0.0,0.22595249968623807,0.774047500313762,DIRECT,10,false,-0.0,0,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_transition_refinement_3x3/points.csv,29b39af559aafa4a566e57f1b4357c393b60e872641eca530d9cf4a35544d613,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_TRANSITION_REFINEMENT_3X3_SCAN_ACCEPTANCE.md,cdaba87bae181280e182f639d4cf8fa5a5bae773
first_refinement,p05_ra_0p0725_w_1p05,0.02,0.0725,1.05,true,true,9,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,1.4802366377824079,0.8545516216824349,8.943983373151983,1.1030014375240271,0.0,0.2211457684086567,0.7788542315913433,DIRECT,9.473684210526315,false,-9.544457953608538e-18,119,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_transition_refinement_3x3/points.csv,29b39af559aafa4a566e57f1b4357c393b60e872641eca530d9cf4a35544d613,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_TRANSITION_REFINEMENT_3X3_SCAN_ACCEPTANCE.md,cdaba87bae181280e182f639d4cf8fa5a5bae773
first_refinement,p06_ra_0p0725_w_1p30,0.02,0.0725,1.3,true,true,9,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,TRANSITION_AMBIGUOUS__OWNER_REVIEW_REQUIRED,1.6761226080116558,0.8498773019279376,8.944663943528186,0.9775879528332881,0.0,0.21199140416780354,0.7880085958321963,DIRECT,9.473684210526315,false,-6.502271506106141e-17,63,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_transition_refinement_3x3/points.csv,29b39af559aafa4a566e57f1b4357c393b60e872641eca530d9cf4a35544d613,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_TRANSITION_REFINEMENT_3X3_SCAN_ACCEPTANCE.md,cdaba87bae181280e182f639d4cf8fa5a5bae773
first_refinement,p07_ra_0p0800_w_0p80,0.02,0.08,0.8,true,true,9,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,1.2992728253527188,0.8396966562454734,8.816799297795669,1.5546363167710253,0.0,0.2135907608309098,0.78640923916909,DIRECT,10,false,-3.008539496112573e-17,9,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_transition_refinement_3x3/points.csv,29b39af559aafa4a566e57f1b4357c393b60e872641eca530d9cf4a35544d613,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_TRANSITION_REFINEMENT_3X3_SCAN_ACCEPTANCE.md,cdaba87bae181280e182f639d4cf8fa5a5bae773
first_refinement,p08_ra_0p0800_w_1p05,0.02,0.08,1.05,true,true,9,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,1.5046133901666772,0.8357399409931907,8.870514460564715,1.3690914188879098,0.0,0.22720664935747403,0.7727933506425257,DIRECT,10,false,-8.329981256510249e-20,30,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_transition_refinement_3x3/points.csv,29b39af559aafa4a566e57f1b4357c393b60e872641eca530d9cf4a35544d613,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_TRANSITION_REFINEMENT_3X3_SCAN_ACCEPTANCE.md,cdaba87bae181280e182f639d4cf8fa5a5bae773
first_refinement,p09_ra_0p0800_w_1p30,0.02,0.08,1.3,true,true,9,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,1.7001665598055167,0.8305325322180771,8.907903739908857,1.2169800646123612,0.0,0.2329095912172514,0.7670904087827486,DIRECT,10,false,-0.0,0,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_transition_refinement_3x3/points.csv,29b39af559aafa4a566e57f1b4357c393b60e872641eca530d9cf4a35544d613,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_TRANSITION_REFINEMENT_3X3_SCAN_ACCEPTANCE.md,cdaba87bae181280e182f639d4cf8fa5a5bae773
coarse,p07_ra_0p090_w_0p80,0.02,0.09,0.8,true,true,9,BOUNDARY_CONVERGED_CANDIDATE,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,1.3227686252070205,0.8234977581614085,8.726638679548763,1.832534644363395,0.0,0.18713573348757714,0.81286426651242306,DERIVED_TOTAL_MINUS_AMIN_MINUS_AMAX,10,false,-0.0,0,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_wage_coarse_3x3/points.csv,4aa5612d6039033c6da4f8092501875fd67560a33aad15529db1439809c27ad2,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_WAGE_COARSE_3X3_SCAN_ACCEPTANCE.md,5f55b474780d70921bfcf3ea2f863039c61814c1
coarse,p08_ra_0p090_w_1p05,0.02,0.09,1.05,true,true,9,BOUNDARY_CONVERGED_CANDIDATE,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,1.5322273893063394,0.819013909954962,8.766415600209147,1.6712643571446462,0.0,0.19929869552220802,0.80070130447779188,DERIVED_TOTAL_MINUS_AMIN_MINUS_AMAX,10,false,-0.0,0,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_wage_coarse_3x3/points.csv,4aa5612d6039033c6da4f8092501875fd67560a33aad15529db1439809c27ad2,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_WAGE_COARSE_3X3_SCAN_ACCEPTANCE.md,5f55b474780d70921bfcf3ea2f863039c61814c1
coarse,p09_ra_0p090_w_1p30,0.02,0.09,1.3,true,true,11,BOUNDARY_CONVERGED_CANDIDATE,UPPER_A_BOUNDARY_PILEUP,UPPER_A_BOUNDARY_PILEUP,1.7308444768626274,0.8131892241786673,8.803585587838382,1.529902871157697,0.0,0.2094370446521605,0.7905629553478395,DERIVED_TOTAL_MINUS_AMIN_MINUS_AMAX,10,false,-0.0,0,docs/evidence/ch5_mp4c_k1_standalone_hjb_ra_wage_coarse_3x3/points.csv,4aa5612d6039033c6da4f8092501875fd67560a33aad15529db1439809c27ad2,docs/CH5_MP4C_K1_STANDALONE_MATLAB_FAITHFUL_HJB_RA_WAGE_COARSE_3X3_SCAN_ACCEPTANCE.md,5f55b474780d70921bfcf3ea2f863039c61814c1
