stage,turn,province_index,province,HJB_converged,HJB_classification,KFE_classification,asset_bridge,overall_validity
INITIALIZATION_OBSERVATION,0,29,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
INITIALIZATION_OBSERVATION,0,30,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,0,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,1,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,2,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,3,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,4,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,5,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,6,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,7,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,8,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,9,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,10,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,11,安徽,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,12,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,13,江西,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,14,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,15,河南,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,16,湖北,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,17,湖南,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,18,广东,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,19,广西,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,20,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,21,重庆,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,22,四川,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,23,贵州,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,24,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,25,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,26,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,27,甘肃,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,28,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,29,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,1,30,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,0,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,1,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,2,河北,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,3,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,4,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,5,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,6,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,7,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,8,上海,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,9,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,10,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,11,安徽,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,12,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,13,江西,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,14,山东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,15,河南,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,16,湖北,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,17,湖南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,18,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,19,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,20,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,21,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,22,四川,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,23,贵州,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,24,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,25,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,26,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,27,甘肃,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,28,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,29,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,2,30,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,0,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,1,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,2,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,3,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,4,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,5,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,6,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,7,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,8,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,9,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,10,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,11,安徽,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,12,福建,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,13,江西,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,14,山东,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,15,河南,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,16,湖北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,17,湖南,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,18,广东,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,19,广西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,20,海南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,21,重庆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,22,四川,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,23,贵州,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,24,云南,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,25,西藏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,26,陕西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,27,甘肃,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,28,青海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,29,宁夏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,3,30,新疆,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,0,北京,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,1,天津,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,2,河北,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,3,山西,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,4,内蒙古,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,5,辽宁,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,6,吉林,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,7,黑龙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,8,上海,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,9,江苏,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
OUTER_TRAJECTORY,4,10,浙江,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,SOURCE_FAITHFUL_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
