province_index,province,stage_label,Ktarget_2018_MU,At_initial,Bt_initial,Lt_initial,Ct_initial,HJB_converged,HJB_classification,KFE_classification,Kt_supply_initial_MU_beta1,private_K_over_target_beta1,GovInv0_G0_MU,GovInv0_G1_MU,firm_K_accounting_G0_MU,firm_K_accounting_G1_MU,firm_K_G0_over_target,firm_K_G1_over_target,beta_a_star,outer_turn_1_initial_state_json,only_initial_state_field_replaced
10,浙江,INITIALIZATION_OBSERVATION,124249656.20818298,7.284992506847101,4.690135987510018,0.6626729326407825,10.56692116715283,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,208902.70510419522,0.0016813141499093908,124249656.20818298,124040753.50307877,124458558.91328718,124249656.20818298,1.0016813141499095,1.0,594.7728448332466,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 124040753.50307877, ""GovSurplus"": 0.0, ""Kt"": 124249656.20818298, ""Kt0"": 124249656.20818298, ""Kt_prev"": 124249656.20818298, ""Lt"": 627300.0, ""Lt_prev"": 627300.0, ""N"": 627300.0, ""Tt"": 0.1, ""Yt"": 58002800.0, ""Yt0"": 58002800.0, ""Zt"": 1.865111818631329, ""Zt_1"": 1.865111818631329, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.08008882205739513, ""it"": 0.02, ""mt"": 0.92, ""name"": ""浙江"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08335304818599189, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.3169955863026403, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 18.00489758044457, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
11,安徽,INITIALIZATION_OBSERVATION,70182433.35888097,8.633994914935972,-1.7331237220247262,0.6370528935500427,11.708814550329276,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,218901.27196706057,0.0031190322348571085,70182433.35888097,69963532.08691391,70401334.63084802,70182433.35888097,1.003119032234857,1.0,320.6122683902986,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 69963532.08691391, ""GovSurplus"": 0.0, ""Kt"": 70182433.35888097, ""Kt0"": 70182433.35888097, ""Kt_prev"": 70182433.35888097, ""Lt"": 607600.0, ""Lt_prev"": 607600.0, ""N"": 607600.0, ""Tt"": 0.1, ""Yt"": 34010900.0, ""Yt0"": 34010900.0, ""Zt"": 1.681124916844091, ""Zt_1"": 1.681124916844091, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.01258840471135473, ""it"": 0.02, ""mt"": 0.92, ""name"": ""安徽"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08895777765800762, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.329070654177576, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 18.29792118969518, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
12,福建,INITIALIZATION_OBSERVATION,87795538.11850408,7.288281882052443,4.688533684457516,0.6657210993194854,10.401708463615293,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,211824.9156194794,0.002412707070985359,87795538.11850408,87583713.2028846,88007363.03412355,87795538.11850408,1.0024127070709854,1.0,414.4721968223006,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 87583713.2028846, ""GovSurplus"": 0.0, ""Kt"": 87795538.11850408, ""Kt0"": 87795538.11850408, ""Kt_prev"": 87795538.11850408, ""Lt"": 410400.0, ""Lt_prev"": 410400.0, ""N"": 410400.0, ""Tt"": 0.1, ""Yt"": 38687800.0, ""Yt0"": 38687800.0, ""Zt"": 1.7964378516260697, ""Zt_1"": 1.7964378516260697, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.09305226888370777, ""it"": 0.02, ""mt"": 0.92, ""name"": ""福建"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08227353131506258, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.29922718096393985, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 17.622512150269692, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
13,江西,INITIALIZATION_OBSERVATION,51050047.92908307,7.287925034601637,4.687254136300972,0.6589285517404829,10.475618175445794,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,219936.6559413823,0.004308255620972395,51050047.92908307,50830111.27314169,51269984.58502445,51050047.92908307,1.0043082556209724,1.0,232.11250398700693,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 50830111.27314169, ""GovSurplus"": 0.0, ""Kt"": 51050047.92908307, ""Kt0"": 51050047.92908307, ""Kt_prev"": 51050047.92908307, ""Lt"": 451300.0, ""Lt_prev"": 451300.0, ""N"": 451300.0, ""Tt"": 0.1, ""Yt"": 22716500.0, ""Yt0"": 22716500.0, ""Zt"": 1.5352442633792756, ""Zt_1"": 1.5352442633792756, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.010634543385579892, ""it"": 0.02, ""mt"": 0.92, ""name"": ""江西"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08911960456738838, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.30216538878423244, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 18.066338850784597, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
14,山东,INITIALIZATION_OBSERVATION,210016973.07581103,7.281911169574231,4.692388076927677,0.6612100534648971,10.738900858662145,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,199444.81695050414,0.0009496604680542149,210016973.07581103,209817528.25886053,210216417.89276153,210016973.07581103,1.0009496604680541,1.0,1053.007926136935,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 209817528.25886053, ""GovSurplus"": 0.0, ""Kt"": 210016973.07581103, ""Kt0"": 210016973.07581103, ""Kt_prev"": 210016973.07581103, ""Lt"": 1007700.0, ""Lt_prev"": 1007700.0, ""N"": 1007700.0, ""Tt"": 0.1, ""Yt"": 66648899.99999999, ""Yt0"": 66648899.99999999, ""Zt"": 1.2849276420428595, ""Zt_1"": 1.2849276420428595, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.08854377463396423, ""it"": 0.02, ""mt"": 0.92, ""name"": ""山东"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08264908560515918, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.21549541947445155, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 18.321743106447045, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
15,河南,INITIALIZATION_OBSERVATION,168320556.01470312,8.82491138826962,-1.940511925276471,0.6836078392830619,12.436299488955813,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,204370.7066231856,0.0012141755675125826,168320556.01470312,168116185.30807993,168524926.72132632,168320556.01470312,1.0012141755675126,1.0,823.6041201592018,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 168116185.30807993, ""GovSurplus"": 0.0, ""Kt"": 168320556.01470312, ""Kt0"": 168320556.01470312, ""Kt_prev"": 168320556.01470312, ""Lt"": 986400.0, ""Lt_prev"": 986400.0, ""N"": 986400.0, ""Tt"": 0.1, ""Yt"": 49935900.0, ""Yt0"": 49935900.0, ""Zt"": 1.139914115532732, ""Zt_1"": 1.139914115532732, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.05766365509732591, ""it"": 0.02, ""mt"": 0.92, ""name"": ""河南"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08521809867670735, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.20145366676602536, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 18.484175006636022, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
16,湖北,INITIALIZATION_OBSERVATION,101805153.6623069,9.14595562393632,-0.8492782582383565,0.6187037280202167,11.516436275522537,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,210492.1500976498,0.002067598176766801,101805153.6623069,101594661.51220925,102015645.81240456,101805153.6623069,1.0020675981767668,1.0,483.65297050307237,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 101594661.51220925, ""GovSurplus"": 0.0, ""Kt"": 101805153.6623069, ""Kt0"": 101805153.6623069, ""Kt_prev"": 101805153.6623069, ""Lt"": 591700.0, ""Lt_prev"": 591700.0, ""N"": 591700.0, ""Tt"": 0.1, ""Yt"": 42022000.0, ""Yt0"": 42022000.0, ""Zt"": 1.5894323920714784, ""Zt_1"": 1.5894323920714784, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.05881975321110189, ""it"": 0.02, ""mt"": 0.92, ""name"": ""湖北"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.0851220223749261, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.2802892275865014, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 18.519697907284154, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
17,湖南,INITIALIZATION_OBSERVATION,93791807.14892803,7.045466751003072,4.6221127766483505,0.6321945683965557,9.863298314431825,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,215847.67203445273,0.002301348898115561,93791807.14892803,93575959.47689357,94007654.82096249,93791807.14892803,1.0023013488981156,1.0,434.5277679620161,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 93575959.47689357, ""GovSurplus"": 0.0, ""Kt"": 93791807.14892803, ""Kt0"": 93791807.14892803, ""Kt_prev"": 93791807.14892803, ""Lt"": 663500.0, ""Lt_prev"": 663500.0, ""N"": 663500.0, ""Tt"": 0.1, ""Yt"": 36329700.0, ""Yt0"": 36329700.0, ""Zt"": 1.4167063570694212, ""Zt_1"": 1.4167063570694212, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.03372367602716368, ""it"": 0.02, ""mt"": 0.92, ""name"": ""湖南"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.0872058027276669, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.2630245946091555, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 18.15409814981755, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
18,广东,INITIALIZATION_OBSERVATION,191259406.86816654,7.292882692827641,4.683996897785043,0.6653272537503436,10.148967800943874,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,207658.6888552844,0.0010857436622629586,191259406.86816654,191051748.17931125,191467065.55702183,191259406.86816654,1.0010857436622629,1.0,921.0277110121485,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 191051748.17931125, ""GovSurplus"": 0.0, ""Kt"": 191259406.86816654, ""Kt0"": 191259406.86816654, ""Kt_prev"": 191259406.86816654, ""Lt"": 1234800.0, ""Lt_prev"": 1234800.0, ""N"": 1234800.0, ""Tt"": 0.1, ""Yt"": 99945200.0, ""Yt0"": 99945200.0, ""Zt"": 1.9575836150085797, ""Zt_1"": 1.9575836150085797, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.04478680634319916, ""it"": 0.02, ""mt"": 0.92, ""name"": ""广东"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.086287673370157, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.35484491727597806, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 17.286415001574493, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
19,广西,INITIALIZATION_OBSERVATION,67306708.83876626,9.019562137869334,-0.5640414945816795,0.6456412582951425,10.330139136138044,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,216731.66526370766,0.003220060362524782,67306708.83876626,67089977.17350256,67523440.50402997,67306708.83876626,1.0032200603625248,1.0,310.5531845421434,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 67089977.17350256, ""GovSurplus"": 0.0, ""Kt"": 67306708.83876626, ""Kt0"": 67306708.83876626, ""Kt_prev"": 67306708.83876626, ""Lt"": 494700.0, ""Lt_prev"": 494700.0, ""N"": 494700.0, ""Tt"": 0.1, ""Yt"": 19627800.0, ""Yt0"": 19627800.0, ""Zt"": 1.0559578674063324, ""Zt_1"": 1.0559578674063324, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.029387680281462963, ""it"": 0.02, ""mt"": 0.92, ""name"": ""广西"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08756544677060778, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.1980216710866528, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 16.822125649139746, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
20,海南,INITIALIZATION_OBSERVATION,14673330.466888333,7.303231148085635,4.677009356382602,0.6719519175622154,9.624496213804226,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,220138.77286586814,0.015002645334174865,14673330.466888333,14453191.694022465,14893469.2397542,14673330.466888333,1.0150026453341747,1.0,66.654911698944,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 14453191.694022465, ""GovSurplus"": 0.0, ""Kt"": 14673330.466888333, ""Kt0"": 14673330.466888333, ""Kt_prev"": 14673330.466888333, ""Lt"": 98200.0, ""Lt_prev"": 98200.0, ""N"": 98200.0, ""Tt"": 0.1, ""Yt"": 4910700.0, ""Yt0"": 4910700.0, ""Zt"": 1.2419605594280527, ""Zt_1"": 1.2419605594280527, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.04031630244668984, ""it"": 0.02, ""mt"": 0.92, ""name"": ""海南"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08665876897535335, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.22725537133027118, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 16.244721014420247, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
21,重庆,INITIALIZATION_OBSERVATION,50663834.63130832,9.159777527916054,-1.3755606590391674,0.611896262914012,11.090223919296262,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,216359.9804037753,0.004270501472663364,50663834.63130832,50447474.65090454,50880194.61171209,50663834.63130832,1.0042705014726634,1.0,234.16453697563875,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 50447474.65090454, ""GovSurplus"": 0.0, ""Kt"": 50663834.63130832, ""Kt0"": 50663834.63130832, ""Kt_prev"": 50663834.63130832, ""Lt"": 316300.0, ""Lt_prev"": 316300.0, ""N"": 316300.0, ""Tt"": 0.1, ""Yt"": 21588800.0, ""Yt0"": 21588800.0, ""Zt"": 1.6103797622666287, ""Zt_1"": 1.6103797622666287, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.049108056988970965, ""it"": 0.02, ""mt"": 0.92, ""name"": ""重庆"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08592885327235546, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.2893542713385718, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 18.070548844406634, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
22,四川,INITIALIZATION_OBSERVATION,94830047.41899477,7.2908242225365285,4.685103998700219,0.6610673011765601,10.305289953203566,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,218811.9919490324,0.0023074120271419757,94830047.41899477,94611235.42704573,95048859.4109438,94830047.41899477,1.002307412027142,1.0,433.38597018523285,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 94611235.42704573, ""GovSurplus"": 0.0, ""Kt"": 94830047.41899477, ""Kt0"": 94830047.41899477, ""Kt_prev"": 94830047.41899477, ""Lt"": 832100.0, ""Lt_prev"": 832100.0, ""N"": 832100.0, ""Tt"": 0.1, ""Yt"": 42902100.0, ""Yt0"": 42902100.0, ""Zt"": 1.5639154818692091, ""Zt_1"": 1.5639154818692091, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.011326985492351607, ""it"": 0.02, ""mt"": 0.92, ""name"": ""四川"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08906225625677495, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.3072076563832695, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 17.717335154425694, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
23,贵州,INITIALIZATION_OBSERVATION,39447014.665611394,8.83148568101891,-1.6585838799270098,0.6989442113415443,11.529331410685097,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,220817.3900588127,0.005597822596479374,39447014.665611394,39226197.27555258,39667832.05567021,39447014.665611394,1.0055978225964795,1.0,178.64088808904515,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 39226197.27555258, ""GovSurplus"": 0.0, ""Kt"": 39447014.665611394, ""Kt0"": 39447014.665611394, ""Kt_prev"": 39447014.665611394, ""Lt"": 382200.0, ""Lt_prev"": 382200.0, ""N"": 382200.0, ""Tt"": 0.1, ""Yt"": 15353200.0, ""Yt0"": 15353200.0, ""Zt"": 1.3109652918730739, ""Zt_1"": 1.3109652918730739, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.00253464381740786, ""it"": 0.02, ""mt"": 0.92, ""name"": ""贵州"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08979022758512188, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.26429212197852703, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 17.471672154406804, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
24,云南,INITIALIZATION_OBSERVATION,68611984.86091176,7.298893940387087,4.6797808922749695,0.6688141419340898,9.841130274913418,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,216819.99749969383,0.0031600892750621497,68611984.86091176,68395164.86341207,68828804.85841145,68611984.86091176,1.003160089275062,1.0,316.44675607474187,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 68395164.86341207, ""GovSurplus"": 0.0, ""Kt"": 68611984.86091176, ""Kt0"": 68611984.86091176, ""Kt_prev"": 68611984.86091176, ""Lt"": 470300.0, ""Lt_prev"": 470300.0, ""N"": 470300.0, ""Tt"": 0.1, ""Yt"": 20880600.0, ""Yt0"": 20880600.0, ""Zt"": 1.1223138132516461, ""Zt_1"": 1.1223138132516461, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.0374277762208637, ""it"": 0.02, ""mt"": 0.92, ""name"": ""云南"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08689848117056337, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.20665334664421148, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 16.690391966376946, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
25,西藏,INITIALIZATION_OBSERVATION,6325734.326183821,7.31845662773239,4.6689918736931,0.6830850909393061,8.975804814394353,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,220547.75222275045,0.03486516202709419,6325734.326183821,6105186.573961071,6546282.078406571,6325734.326183821,1.034865162027094,1.0,28.681926079187193,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 6105186.573961071, ""GovSurplus"": 0.0, ""Kt"": 6325734.326183821, ""Kt0"": 6325734.326183821, ""Kt_prev"": 6325734.326183821, ""Lt"": 35400.0, ""Lt_prev"": 35400.0, ""N"": 35400.0, ""Tt"": 0.1, ""Yt"": 1548400.0, ""Yt0"": 1548400.0, ""Zt"": 0.9519473348738489, ""Zt_1"": 0.9519473348738489, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.06424649713341461, ""it"": 0.02, ""mt"": 0.92, ""name"": ""西藏"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08467093143392833, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.16621555599464055, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 14.871770683578495, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
26,陕西,INITIALIZATION_OBSERVATION,73897910.2910824,7.281527789393527,4.692207800627235,0.6596879759364712,10.761561272316895,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,214247.64263451993,0.002899238175891615,73897910.2910824,73683662.64844787,74112157.93371692,73897910.2910824,1.0028992381758917,1.0,344.9181955161258,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 73683662.64844787, ""GovSurplus"": 0.0, ""Kt"": 73897910.2910824, ""Kt0"": 73897910.2910824, ""Kt_prev"": 73897910.2910824, ""Lt"": 393100.0, ""Lt_prev"": 393100.0, ""N"": 393100.0, ""Tt"": 0.1, ""Yt"": 23941900.0, ""Yt0"": 23941900.0, ""Zt"": 1.276834793819483, ""Zt_1"": 1.276834793819483, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.07184534014649524, ""it"": 0.02, ""mt"": 0.92, ""name"": ""陕西"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.08403899067870337, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.22000163436718528, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 18.430975272573402, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
27,甘肃,INITIALIZATION_OBSERVATION,25177704.67938732,9.106801584198516,1.6350134235841134,0.6285098446598826,9.866403756778285,False,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY,221102.57076200092,0.008781680998229156,25177704.67938732,24956602.10862532,25398807.25014932,25177704.67938732,1.008781680998229,1.0,113.87341446377431,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 24956602.10862532, ""GovSurplus"": 0.0, ""Kt"": 25177704.67938732, ""Kt0"": 25177704.67938732, ""Kt_prev"": 25177704.67938732, ""Lt"": 251500.0, ""Lt_prev"": 251500.0, ""N"": 251500.0, ""Tt"": 0.1, ""Yt"": 8104100.0, ""Yt0"": 8104100.0, ""Zt"": 1.0755387353608545, ""Zt_1"": 1.0755387353608545, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.0, ""it"": 0.02, ""mt"": 0.92, ""name"": ""甘肃"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.09, ""rah"": 0.09, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.2185687699720253, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 17.49933815729084, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
28,青海,INITIALIZATION_OBSERVATION,17578407.529567722,7.304725655419864,4.686549948212361,0.6796360768994074,9.934963489707254,True,HJB_CONVERGED,DIAGNOSTIC_ONLY,218773.0748187012,0.012445557110376149,17578407.529567722,17359634.45474902,17797180.604386423,17578407.529567722,1.012445557110376,1.0,80.34995871468678,"{""At"": 2.0, ""AtTax"": 0.0, ""Bt"": 1.0, ""Ct"": 4.0, ""GovInv"": 17359634.45474902, ""GovSurplus"": 0.0, ""Kt"": 17578407.529567722, ""Kt0"": 17578407.529567722, ""Kt_prev"": 17578407.529567722, ""Lt"": 58700.0, ""Lt_prev"": 58700.0, ""N"": 58700.0, ""Tt"": 0.1, ""Yt"": 2748000.0, ""Yt0"": 2748000.0, ""Zt"": 0.695994950573659, ""Zt_1"": 0.695994950573659, ""alpha"": 0.7380939146868483, ""corptau"": 0.25, ""epsilon_pi"": 0.0, ""inter_prv_ratio"": 0.162982585204926, ""it"": 0.02, ""mt"": 0.92, ""name"": ""青海"", ""pit"": 0.02, ""pit_1"": 0.02, ""ra"": 0.08818883738518214, ""rah"": 0.07491839929988998, ""ramax"": 0.09, ""ramin"": 0.02, ""rb"": 0.02, ""rb_gap"": 0.07, ""rk"": 0.10615407045353614, ""tau"": 0.05, ""totalpit"": 0.02, ""w"": 16.341381100330132, ""wjt"": 1.3, ""wjtmax"": 1.3, ""wjtmin"": 0.8}",GovInv
