outer_iteration,province_index_0based,global_household_call_number,rah,rb,tau,w,Tt,rb_gap,Yt,Lt,Kt,Zt,GovInv,name,regime,year,step,index_0,index_1,provenance,ra,wjt,ra0,wt0,inter_prv_ratio,portfolio_weight_sum,raw_price_generation_turn,rah_ra_generation_turn,rah_implied,rah_transmission_pass,lagged_ra_identified,lagged_ra_identification,ra0_provenance,ra0_constraint,ra0_status,ra0_finite,ra_provenance,ra_constraint,ra_status,ra_finite,ra_lower_distance,ra_upper_distance,ra_strict_below,ra_strict_above,ra_exact_lower,ra_exact_upper,ra_near_lower,ra_near_upper,ra_outside_by_roundoff,ra_near_inside,rah_provenance,rah_constraint,rah_status,rah_finite,rah_lower_distance,rah_upper_distance,rah_strict_below,rah_strict_above,rah_exact_lower,rah_exact_upper,rah_near_lower,rah_near_upper,rah_outside_by_roundoff,rah_near_inside,wt0_provenance,wt0_constraint,wt0_status,wt0_finite,wjt_provenance,wjt_constraint,wjt_status,wjt_finite,wjt_lower_distance,wjt_upper_distance,wjt_strict_below,wjt_strict_above,wjt_exact_lower,wjt_exact_upper,wjt_near_lower,wjt_near_upper,wjt_outside_by_roundoff,wjt_near_inside,w_provenance,w_constraint,rah_above_owner_recollection_0p07,ramin,ramax,wjtmin,wjtmax,bounds_provenance,phase,ra_clipped_amount,wjt_clipped_amount
1.0,10.0,11.0,0.09,0.02,0.05,20.0,0.1,0.07,58002840.0,369100.0,98142144.3554609,0.0004481765543902068,98142144.3554609,浙江,OWNER_A_CAPTURE_PID67056,2018,1,10,11,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.06276806168696052,0.9421698207323738,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
1.0,11.0,12.0,0.09,0.02,0.05,20.0,0.1,0.07,34010910.0,438530.0,54313245.2543264,0.000641551386937363,54313245.2543264,安徽,OWNER_A_CAPTURE_PID67056,2018,1,11,12,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.0,1.0,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
1.0,12.0,13.0,0.09,0.02,0.05,20.0,0.1,0.07,35804040.0,279100.0,75562152.8770214,0.0007909691648437431,75562152.8770214,福建,OWNER_A_CAPTURE_PID67056,2018,1,12,13,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.0649064986932153,0.9401949851907495,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
1.0,13.0,14.0,0.09,0.02,0.05,20.0,0.1,0.07,22717000.0,229500.0,38642602.7655129,0.0005972473033647159,38642602.7655129,江西,OWNER_A_CAPTURE_PID67056,2018,1,13,14,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.019675113595976762,0.9819009641575444,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
1.0,14.0,15.0,0.09,0.02,0.05,20.0,0.1,0.07,66648869.99999999,562100.0,157288007.639664,0.00033054728607754435,157288007.639664,山东,OWNER_A_CAPTURE_PID67056,2018,1,14,15,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.06892202679478683,0.9364858419937966,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
1.0,15.0,16.0,0.09,0.02,0.05,20.0,0.1,0.07,49935900.0,499200.0,128897630.76160501,0.0006181110089804474,128897630.76160501,河南,OWNER_A_CAPTURE_PID67056,2018,1,15,16,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.05937102807378291,0.9453063369405427,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
1.0,16.0,17.0,0.09,0.02,0.05,20.0,0.1,0.07,42021950.0,358000.0,76781442.8482972,0.0006926198455034483,76781442.8482972,湖北,OWNER_A_CAPTURE_PID67056,2018,1,16,17,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.040044697087704216,0.9631358992350666,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
1.0,17.0,18.0,0.09,0.02,0.05,20.0,0.1,0.07,36425780.0,373858.0,64972845.9653664,0.0006933324069686307,64972845.9653664,湖南,OWNER_A_CAPTURE_PID67056,2018,1,17,18,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.02206701218325156,0.979698909542593,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
1.0,18.0,19.0,0.09,0.02,0.05,20.0,0.1,0.07,97277770.0,696000.0,157153836.749134,0.0009725027967433352,157153836.749134,广东,OWNER_A_CAPTURE_PID67056,2018,1,18,19,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.045048029371518965,0.9585224493887057,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
1.0,19.0,20.0,0.09,0.02,0.05,20.0,0.1,0.07,19627810.0,256200.0,52819779.099576995,0.0006223369520165091,52819779.099576995,广西,OWNER_A_CAPTURE_PID67056,2018,1,19,20,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.03637382456647036,0.9665196592550925,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
1.0,20.0,21.0,0.09,0.02,0.05,20.0,0.1,0.07,4910690.0,53600.0,10030399.0365303,0.00038281495183633223,10030399.0365303,海南,OWNER_A_CAPTURE_PID67056,2018,1,20,21,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.027963724364002344,0.9742685877115467,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
1.0,21.0,22.0,0.09,0.02,0.05,20.0,0.1,0.07,20363190.0,166323.0,39300958.3175844,0.0006868337888017926,39300958.3175844,重庆,OWNER_A_CAPTURE_PID67056,2018,1,21,22,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.049686711943930977,0.9542437432126918,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
1.0,22.0,23.0,0.09,0.02,0.05,20.0,0.1,0.07,42902100.0,469000.0,69531075.8089531,0.0007046610342276092,69531075.8089531,四川,OWNER_A_CAPTURE_PID67056,2018,1,22,23,D:\ProjectTemp\ch5-mp4c-2018-final-production-path-faithful-durable-execution-20260903-001\household_call_ledger.csv,0.09,0.6,,,0.010782650770128166,0.9900842911367937,,initial,,,,MISSING,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,CAPTURED,DESCRIPTIVE_FIRM_RANGE_ONLY,INITIALIZATION,True,0.06999999999999999,0.0,False,False,False,True,False,True,False,False,MISSING,FIRM_NATIVE,MISSING,False,SOURCE_INITIALIZATION,FIRM_NATIVE,INITIALIZATION,True,-0.20000000000000007,0.7000000000000001,True,False,False,False,False,False,False,False,CAPTURED,COMPOSITE_NO_FIRM_CLIP,True,0.02,0.09,0.8,1.3,HASH_BOUND_EXECUTED_ADAPTER_LITERALS,initialization,,
