turn,province,firm_ra0,firm_ra_used,firm_wage_raw,firm_wage_used,household_rah,household_composite_wage,At,Bt,Lt,Ct,Kt_supply,GovInv,govinv_after,firm_K,firm_Y,same_year_Zt,zt_after,nk_gap,yt_gap,gdp_level_gap,kfe_diagnostic_status,hjb_operator_status
11,安徽,-0.024973361184907384,0.02,1.19322668512647,1.19322668512647,0.0184420457528848,14.475346154198538,0.012024567694851038,1.8652691275739324,0.7137381496931436,9.923533691897738,431.30404737558615,890533786390.918,801480407751.8262,890533786822.222,31353668.53495589,0.0005337262209120929,0.0005789596552818388,0.05198316027660754,2.99997352156689e-05,0.07812881943859495,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
12,安徽,-0.02497040422427207,0.02,1.1910615819766788,1.1910615819766788,0.0184420457528848,14.48423058537818,0.01202979281576965,1.8653363212745566,0.713676160523737,9.928700559328902,431.49378255252935,801480407751.8262,801480407751.8262,801480408183.32,31352056.147742942,0.0005789596552818388,0.0005789596552818388,0.1194264329005077,5.142579124828295e-05,0.0781762273934844,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
13,安徽,-0.02497040380892232,0.02,1.1931501395127486,1.1931501395127486,0.0184420457528848,14.475017114570885,0.012024374114016419,1.865266636163385,0.7137404463185928,9.923342325443535,431.2959805986229,801480407751.8262,721332366976.6436,801480408183.1222,31351027.85951738,0.0005789596552818388,0.000628079533087698,0.05132084645973478,3.279811125356247e-05,0.0782064614721345,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
14,安徽,-0.024967115705212116,0.02,1.191094793566697,1.191094793566697,0.0184420457528848,14.484086302894985,0.012029707987871629,1.8653352312442046,0.7136771668806501,9.928616653445902,431.49170231221973,721332366976.6436,721332366976.6436,721332367408.1353,31352135.791428328,0.000628079533087698,0.000628079533087698,0.11918238767606215,3.5339572147741194e-05,0.07817388568287442,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
15,安徽,-0.024967115164806316,0.02,1.1931522190361132,1.1931522190361132,0.0184420457528848,14.475034438686214,0.012024384306248356,1.8652667673424705,0.7137403253985461,9.923352401007046,431.29681302765147,721332366976.6436,649199130278.9792,721332367407.9403,31351197.379277777,0.000628079533087698,0.0006813631368992545,0.05121955404414946,2.993136278794939e-05,0.07820147719472947,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
16,安徽,-0.02496346192995473,0.02,1.1910930418900298,1.1910930418900298,0.0184420457528848,14.484098032952557,0.012029714883912777,1.865335319860351,0.7136770850641714,9.928623474935623,431.4918458924751,649199130278.9792,649199130278.9792,649199130710.4711,31352105.86823752,0.0006813631368992545,0.0006813631368992545,0.11913987483385957,2.8977807410512924e-05,0.07817476549466429,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
17,安徽,-0.024963461332105946,0.02,1.1931522306045936,1.1931522306045936,0.0184420457528848,14.47503748576776,0.012024386098928811,1.8652667904150562,0.7137403041303347,9.923354173164528,431.2968743550508,649199130278.9792,584279217251.0813,649199130710.2761,31351164.214524392,0.0006813631368992545,0.0007391678776008864,0.05119939458751299,3.003478353535982e-05,0.07820245231604006,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
18,安徽,-0.02495940214105463,0.02,1.1910943390828004,1.1910943390828004,0.0184420457528848,14.484102112709383,0.012029717282543394,1.865335350682989,0.7136770566081171,9.928625847474487,431.49194676580123,584279217251.0813,584279217251.0813,584279217682.5732,31352107.596011687,0.0007391678776008864,0.0007391678776008864,0.11913236473414912,3.009079601756781e-05,0.07817471469406312,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
19,安徽,-0.024959401475271047,0.02,1.1931532142839674,1.1931532142839674,0.0184420457528848,14.475042361473657,0.012024388967312186,1.8652668273328268,0.7137402700985879,9.923357008834696,431.29698278284854,584279217251.0813,525851295525.9732,584279217682.3783,31351167.217763923,0.0007391678776008864,0.0008018765168670185,0.051196079705576714,2.999409991444324e-05,0.07820236401377434,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
20,安徽,-0.024954891267404505,0.02,1.1910952424615373,1.1910952424615373,0.0184420457528848,14.484107703559815,0.012029720569651934,1.8653353929220968,0.7136770176122915,9.928629098773488,431.492064804345,525851295525.9732,525851295525.9732,525851295957.4653,31352107.173907716,0.0008018765168670185,0.0008018765168670185,0.11913104246030148,2.9981535847323215e-05,0.07817472710490703,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
21,安徽,-0.024954890527610317,0.02,1.1931542577056231,1.1931542577056231,0.0184420457528848,14.475047838390536,0.012024392189548011,1.8652668688045124,0.7137402318704856,9.923360194164072,431.29710005598105,525851295525.9732,473266165973.3759,525851295957.2703,31351166.721818354,0.0008018765168670185,0.0008699051703403615,0.0511954563076803,2.999645555390451e-05,0.07820237859573387,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
22,安徽,-0.024949879184593595,0.02,1.191096302761607,1.191096302761607,0.0184420457528848,14.484113824812225,0.012029724168440708,1.8653354391670605,0.7136769749169676,9.928632658521835,431.4921960709669,473266165973.3759,473266165973.3759,473266166404.8681,31352107.23129075,0.0008699051703403615,0.0008699051703403615,0.11913081068152886,2.9999185699791653e-05,0.07817472541771164,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
23,安徽,-0.024949878362415835,0.02,1.1931554309970374,1.1931554309970374,0.0184420457528848,14.475053924866542,0.012024395770500323,1.8652669148922922,0.7137401893877653,9.923363734007772,431.29723050025467,473266165973.3759,425939549376.0383,473266166404.67316,31351166.8069506,0.0008699051703403615,0.0009437051558594523,0.051195352456256615,2.999557041616363e-05,0.0782023760926468,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
24,安徽,-0.024944310203451656,0.02,1.1910974719945011,1.1910974719945011,0.0184420457528848,14.484120637529726,0.012029728173685495,1.8653354906347017,0.7136769273987453,9.928636620383962,431.4923418883649,425939549376.0383,425939549376.0383,425939549807.5307,31352107.247843742,0.0009437051558594523,0.0009437051558594523,0.11913077290124274,2.9996998163861477e-05,0.07817472493101496,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
25,安徽,-0.02494430928972963,0.02,1.1931567335911546,1.1931567335911546,0.0184420457528848,14.47506068968137,0.01202439975059415,1.8652669661170544,0.7137401421703613,9.923367668367433,431.29737542920697,425939549376.0383,383345594438.4345,425939549807.3357,31351166.830385856,0.0009437051558594523,0.0010237660964603156,0.05119533584284586,2.9995350885103633e-05,0.07820237540359543,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
26,安徽,-0.024938122446221737,0.02,1.1910987721880366,1.1910987721880366,0.0184420457528848,14.48412820591137,0.01202973262383883,1.865335547817336,0.7136768746098416,9.928641021694212,431.49250391899784,383345594438.4345,383345594438.4345,383345594869.927,31352107.27493589,0.0010237660964603156,0.0010237660964603156,0.11913076984359083,2.999711478435252e-05,0.07817472413444249,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
27,安徽,-0.024938121430735354,0.02,1.1931581811451741,1.1931581811451741,0.0184420457528848,14.475068206051471,0.012024404172416403,1.8652670230286899,0.7137400897072477,9.923372039824967,431.29753646222315,383345594438.4345,345011034994.59106,383345594869.73206,31351166.867378604,0.0010237660964603156,0.0011106191510317307,0.05119533574354285,2.9995035071839204e-05,0.07820237431592214,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
28,安徽,-0.024931247159930146,0.02,1.1911002166963582,1.1911002166963582,0.0184420457528848,14.484136615433002,0.012029737568001917,1.8653356113498183,0.7136768159540912,9.9286459121598,431.49268395146015,345011034994.59106,345011034994.59106,345011035426.08374,31352107.304116998,0.0011106191510317307,0.0011106191510317307,0.11913077336649336,2.9996865583026278e-05,0.0781747232764497,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
29,安徽,-0.024931246031316787,0.02,1.193159789521244,1.193159789521244,0.0184420457528848,14.475076557647895,0.012024409086095294,1.8652670862686627,0.7137400314144118,9.923376897042795,431.29771538452263,345011034994.59106,310509931495.13196,345011035425.8888,31351166.907156225,0.0011106191510317307,0.0012048405405670236,0.05119533879048188,2.999469705977642e-05,0.07820237314636702,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
30,安徽,-0.024923607952343666,0.02,1.1911018217296696,1.1911018217296696,0.0184420457528848,14.484145959364188,0.012029743061556278,1.8653356819416622,0.7136767507809527,9.928651346020603,431.4928839880192,310509931495.13196,310509931495.13196,310509931926.6248,31352107.3366898,0.0012048405405670236,0.0012048405405670236,0.11913077850894327,2.9996635734885757e-05,0.07817472231873313,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
31,安徽,-0.02492360669796434,0.02,1.1931615766148214,1.1931615766148214,0.0184420457528848,14.475085837241933,0.012024414545069051,1.8652671565296801,0.7137399666443507,9.923382293975605,431.29791418886725,310509931495.13196,279458938345.6188,310509931926.4299,31351166.95154672,0.0012048405405670236,0.0013070553706821216,0.051195342751669703,2.9994320093984506e-05,0.07820237184118262,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
32,安徽,-0.024915119943179083,0.02,1.191103605103156,1.191103605103156,0.0184420457528848,14.484156341563786,0.012029749165783695,1.8653357603797525,0.7136766783660318,9.928657383674476,431.49310625358277,279458938345.6188,279458938345.6188,279458938777.1119,31352107.372863725,0.0013070553706821216,0.0013070553706821216,0.11913078444110681,2.999637361056351e-05,0.07817472125513514,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
33,安徽,-0.02491511854897431,0.02,1.1931635622804406,1.1931635622804406,0.0184420457528848,14.475096147958864,0.012024420611264216,1.8652672346027477,0.7137398946772662,9.923388290600203,431.29813508666587,279458938345.6188,251513044511.05692,279458938776.91693,31351167.000844266,0.0013070553706821216,0.00141794177886697,0.05119534725334551,2.999390147129244e-05,0.07820237039171951,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
34,安徽,-0.024905688820977434,0.02,1.1911055866368925,1.1911055866368925,0.0184420457528848,14.484167877403369,0.012029755947862264,1.8653358475295285,0.7136765979046473,9.92866409221418,431.4933532102101,251513044511.05692,251513044511.05692,251513044942.55026,31352107.413058877,0.00141794177886697,0.00141794177886697,0.11913079107108326,2.9996083226624393e-05,0.07817472007330362,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
35,安徽,-0.024905687271305505,0.02,1.1931657685836716,1.1931657685836716,0.0184420457528848,14.475107604380394,0.012024427351510004,1.8652673213512154,0.7137398147134226,9.923394953556064,431.298380529768,251513044511.05692,226361740059.95123,251513044942.3553,31351167.055621877,0.00141794177886697,0.0015382354335105642,0.05119535227324534,2.9993436313935362e-05,0.07820236878112963,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
36,安徽,-0.024895209795188365,0.02,1.1911077883499896,1.1911077883499896,0.0184420457528848,14.484180695080326,0.01202976348362487,1.8653359443633943,0.7136765085026535,9.92867154619131,431.4936276158996,226361740059.95123,226361740059.95123,226361740491.44485,31352107.45771889,0.0015382354335105642,0.0015382354335105642,0.11913079844447871,2.9995760455925335e-05,0.07817471876019477,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
37,安徽,-0.02489520807264484,0.02,1.1931682200416138,1.1931682200416138,0.0184420457528848,14.475120333823412,0.012024434840638785,1.8652674177380866,0.7137397258641938,9.923402356889326,431.2986532444936,226361740059.95123,203725566053.95612,226361740491.24988,31351167.1164843,0.0015382354335105642,0.0016687344146137553,0.05119535785400353,2.9992919482690894e-05,0.07820236699163208,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
38,安徽,-0.024883566431817078,0.02,1.1911102347089857,1.1911102347089857,0.0184420457528848,14.484194937039117,0.012029771857231225,1.8653360519616218,0.7136764091665372,9.928679828442641,431.4939325078769,203725566053.95612,203725566053.95612,203725566485.45004,31352107.50734004,0.0016687344146137553,0.0016687344146137553,0.11913080663818953,2.9995401837679125e-05,0.07817471730121694,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
39,安徽,-0.024883564517033132,0.02,1.193170943896014,1.193170943896014,0.0184420457528848,14.475134477754832,0.012024443161630108,1.865267524832247,0.7137396271421963,9.923410582875583,431.2989562601223,203725566053.95612,183353009448.56052,203725566485.25507,31351167.18410789,0.0016687344146137553,0.0018103045085593023,0.051195364055301895,2.9992345233265105e-05,0.07820236500334043,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
40,安徽,-0.02487062935969659,0.02,1.1911129528993563,1.1911129528993563,0.0184420457528848,14.484210761555687,0.012029781160845049,1.8653361715112842,0.7136762987923869,9.928689031011231,431.4942712793091,183353009448.56052,183353009448.56052,183353009880.05478,31352107.56247323,0.0018103045085593023,0.0018103045085593023,0.11913081574231088,2.9995003369975848e-05,0.0781747156801722,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
41,安徽,-0.024870627231113565,0.02,1.1931739704160182,1.1931739704160182,0.0184420457528848,14.475150193364877,0.012024452407158912,1.8652676438253342,0.7137395174503048,9.923419722934941,431.29929295331897,183353009448.56052,165017708503.70447,183353009879.8598,31351167.25924347,0.0018103045085593023,0.0019638849520668632,0.05119537094558857,2.9991707188647965e-05,0.07820236279417869,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
42,安徽,-0.02485625483300968,0.02,1.1911159731278058,1.1911159731278058,0.0184420457528848,14.484228344497467,0.01202979149817783,1.8653363043444382,0.7136761761535868,9.928699256170402,431.49464769683965,165017708503.70447,165017708503.70447,165017708935.19913,31352107.6237306,0.0019638849520668632,0.0019638849520668632,0.1191308258577698,2.9994560628354705e-05,0.07817471387906227,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
43,安徽,-0.024856252466626923,0.02,1.1931773332346816,1.1931773332346816,0.0184420457528848,14.475167655315166,0.012024462680870254,1.8652677760481442,0.7137393955694467,9.923429878648758,431.29966705472526,165017708503.70447,148515937653.334,165017708935.00412,31351167.342725344,0.0019638849520668632,0.0021304946634387277,0.051195378601306296,2.999099826206386e-05,0.07820236033961625,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
44,安徽,-0.02484028313408768,0.02,1.1911193289580888,1.1911193289580888,0.0184420457528848,14.484247881279174,0.012029802984261555,1.8653364519374602,0.713676039887196,9.928710617560782,431.49506594104633,148515937653.334,148515937653.334,148515938084.82907,31352107.69179218,0.0021304946634387277,0.0021304946634387277,0.11913083709684169,2.9994068691419074e-05,0.07817471187789271,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
45,安徽,-0.024840280503180278,0.02,1.1931810697228986,1.1931810697228986,0.0184420457528848,14.475187057681348,0.01202447409540254,1.865267922955809,0.7137392601450847,9.923441162888857,431.3000827266632,148515937653.334,133664343888.00061,148515938084.6341,31351167.435480352,0.0021304946634387277,0.002311239002434871,0.05119538710744398,2.9990210580699284e-05,0.07820235761240213,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
46,安徽,-0.024822536798738255,0.02,1.1911230576842016,1.1911230576842016,0.0184420457528848,14.484269589036295,0.012029815747370259,1.865336615937231,0.7136758884787823,9.928723241454456,431.49553066320226,133664343888.00061,133664343888.00061,133664344319.49614,31352107.767413497,0.002311239002434871,0.002311239002434871,0.11913084958428677,2.9993522093763048e-05,0.07817470965444906,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
47,安徽,-0.024822533873540855,0.02,1.1931852214049135,1.1931852214049135,0.0184420457528848,14.475208616111917,0.012024486778676523,1.8652680861906983,0.7137391096720906,9.92345370107394,431.30054459051837,133664343888.00061,120297909499.20055,133664344319.30115,31351167.53853822,0.002311239002434871,0.0025073171036225244,0.05119539655843919,2.998933539810622e-05,0.07820235458225977,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
48,安徽,-0.024802818644382232,0.02,1.1911272007450648,1.1911272007450648,0.0184420457528848,14.484293709040383,0.01202982992787691,1.8653367981522366,0.713675720245611,9.928737268158942,431.4960470231161,120297909499.20055,120297909499.20055,120297909930.6966,31352107.85143393,0.0025073171036225244,0.0025073171036225244,0.1191308634587177,2.9992914763132816e-05,0.07817470718405195,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
49,安徽,-0.02480281539173455,0.02,1.1931898344200422,1.1931898344200422,0.0184420457528848,14.475232570227275,0.012024500871701854,1.865268267566915,0.7137389424780486,9.92346763256418,431.30105777787554,120297909499.20055,108268118549.28049,120297909930.5016,31351167.653042987,0.0025073171036225244,0.0027200298318496054,0.051195407059212994,2.998836299605845e-05,0.07820235121555186,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
50,安徽,-0.024780909579088125,0.02,1.1911318041853434,1.1911318041853434,0.0184420457528848,14.484320509383146,0.012029845684725017,1.8653370006197822,0.7136755333178703,9.928752853578988,431.49662076201736,108268118549.28049,108268118549.28049,108268118980.77711,31352107.944785897,0.0027200298318496054,0.0027200298318496054,0.11913087887412266,2.9992239948262167e-05,0.07817470443928576,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
51,安徽,-0.024780905962037168,0.02,1.193194960035755,1.193194960035755,0.0184420457528848,14.475259186285854,0.012024516530336166,1.8652684690939028,0.7137387567046454,9.923483112211823,431.30162799321175,108268118549.28049,97441306694.35245,108268118980.5821,31351167.780265547,0.0027200298318496054,0.002950788412618108,0.05119541872632871,2.9987282577748076e-05,0.07820234747491106,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
52,安徽,-0.024756566167158163,0.02,1.191136919167531,1.191136919167531,0.0184420457528848,14.484350287959336,0.01202986319203664,1.8653372255807013,0.7136753256179311,9.928770170950244,431.49725825513474,97441306694.35245,97441306694.35245,97441307125.8497,31352108.04850533,0.002950788412618108,0.002950788412618108,0.11913089600157478,2.9991490153369327e-05,0.07817470138969185,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
53,安徽,-0.024756562144511423,0.02,1.1932006552178427,1.1932006552178427,0.0184420457528848,14.475288760147045,0.012024533928853089,1.8652686930124946,0.713738550286977,9.923500312084599,431.3022615730362,97441306694.35245,87697176024.9172,97441307125.65471,31351167.921617873,0.002950788412618108,0.0032011237946102705,0.05119543168928342,2.9986082147992477e-05,0.07820234331882214,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
54,安徽,-0.02472951792421413,0.02,1.191142602541005,1.191142602541005,0.0184420457528848,14.484383375781734,0.01202988264502373,1.865337475540696,0.7136750948371876,9.928789412767664,431.49796659688377,87697176024.9172,87697176024.9172,87697176456.41518,31352108.16374296,0.0032011237946102705,0.0032011237946102705,0.11913091503111783,2.9990657044676183e-05,0.07817469800143606,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
55,安徽,-0.0247295134500372,0.02,1.1932069832640118,1.1932069832640118,0.0184420457528848,14.475321620564173,0.012024553261425054,1.8652689418189035,0.7137383209305749,9.923519423380817,431.3029655628734,87697176024.9172,78927458422.42549,87697176456.22017,31351168.078668464,0.0032011237946102705,0.003472696806476835,0.051195446091941044,2.9984748380784687e-05,0.07820233870116744,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
56,安徽,-0.024699464311725233,0.02,1.1911489174744117,1.1911489174744117,0.0184420457528848,14.484420140665314,0.012029904260011201,1.8653377532783284,0.7136748384103946,9.928810792927536,431.49875364755496,78927458422.42549,78927458422.42549,78927458853.92424,31352108.29177718,0.003472696806476835,0.003472696806476835,0.11913093617387283,2.998973136669747e-05,0.07817469423693058,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
57,安徽,-0.024699459334776196,0.02,1.193214014507994,1.193214014507994,0.0184420457528848,14.475358132844143,0.012024574741997803,1.8652692182693815,0.7137380660858983,9.923540658557224,431.30374778627777,78927458422.42549,71034712580.18294,78927458853.72923,31351168.253159847,0.003472696806476835,0.0037673091752649076,0.05119546209412096,2.9983266470745562e-05,0.07820233357071271,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
58,安徽,-0.024666071397579686,0.02,1.1911559341584366,1.1911559341584366,0.0184420457528848,14.48446099132175,0.012029928276991373,1.8653380618782343,0.713674553487117,9.928834549108512,431.49962816946856,71034712580.18294,71034712580.18294,71034713011.68257,31352108.434028,0.0037673091752649076,0.0037673091752649076,0.11913095966435994,2.998870283121846e-05,0.07817469005442379,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
59,安徽,-0.024666065860671653,0.02,1.1932218271020147,1.1932218271020147,0.0184420457528848,14.475398702914998,0.01202459860984144,1.8652695254409575,0.7137377829199169,9.92356425369514,431.30461693851674,71034712580.18294,63931241322.16464,71034713011.48755,31351168.447027683,0.0037673091752649076,0.004086915479578077,0.051195479873368366,2.9981619969698947e-05,0.07820232787054493,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
60,安徽,-0.02462896814559046,0.02,1.1911637305867973,1.1911637305867973,0.0184420457528848,14.484506381910162,0.01202995496297701,1.8653384047701782,0.7136742368999929,9.928860945417997,431.5005998727157,63931241322.16464,63931241322.16464,63931241753.665245,31352108.59207287,0.004086915479578077,0.004086915479578077,0.11913098576309866,2.998756001004743e-05,0.07817468540753492,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
61,安徽,-0.024628961984872005,0.02,1.193230507886372,1.193230507886372,0.0184420457528848,14.475443781846698,0.01202462513017389,1.8652698667468472,0.7137374682845942,9.923590471129184,431.3055826848947,63931241322.16464,57538117189.94818,63931241753.47022,31351168.66242223,0.004086915479578077,0.004433636116761038,0.05119549962690828,2.9979790605816348e-05,0.07820232153744155,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
62,安徽,-0.02458774229270124,0.02,1.1911723934242155,1.1911723934242155,0.0184420457528848,14.484556817095047,0.012029984614651571,1.8653387857658075,0.7136738851294804,9.928890275333327,431.50167956682424,57538117189.94818,57538117189.94818,57538117621.44986,31352108.767663956,0.004433636116761038,0.004433636116761038,0.11913101475946908,2.9986290203343202e-05,0.07817468024474639,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
63,安徽,-0.02458773543684307,0.02,1.1932401533558272,1.1932401533558272,0.0184420457528848,14.47549387087606,0.012024654598270311,1.865270245985037,0.7137371186818164,9.923619602369772,431.30665576070726,57538117189.94818,51784305470.95336,57538117621.25484,31351168.901732016,0.004433636116761038,0.004809771370126406,0.051195521573833114,2.997775808011305e-05,0.0782023145011741,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
64,安徽,-0.024541935768076218,0.02,1.1911820189710263,1.1911820189710263,0.0184420457528848,14.484612857668155,0.012030017561534566,1.865339209098482,0.7136734942646628,9.928922864970822,431.5028792561226,51784305470.95336,51784305470.95336,51784305902.45624,31352108.962747473,0.004809771370126406,0.004809771370126406,0.11913104697490928,2.9984879300837264e-05,0.07817467450883475,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
65,安徽,-0.02454192813735041,0.02,1.1932508707336245,1.1932508707336245,0.0184420457528848,14.475549526992046,0.01202468734057482,1.8652706673595871,0.7137367302244568,9.923651971350854,431.3078480946,51784305470.95336,46605874923.858025,51784305902.26121,31351169.1676102,0.004809771370126406,0.00521781666953704,0.051195545957510635,2.997549984251613e-05,0.07820230668373385,DIAGNOSTIC_ONLY,DIAGNOSTIC_ONLY
