classification,path,turn,province_index,province,static_raw_S_transpose_ra0,static_clipped_same_turn_S,persisted_next_allocation_payoff_if_available,next_allocation_payoff_validation_status,raw_minus_clipped
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,10,浙江,0.5836822658477699,0.09000000000000004,0.09000000000000004,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4936822658477699
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,11,安徽,0.6237456881451301,0.09000000000000005,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.53374568814513
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,12,福建,0.6102260287549272,0.09000000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5202260287549272
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,13,江西,0.6161348811851372,0.09000000000000011,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5261348811851371
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,14,山东,0.35322531762061843,0.09000000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.2632253176206184
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,15,河南,0.32779870143437684,0.09000000000000007,0.08999999999999997,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.23779870143437676
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,16,湖北,0.5246971299707676,0.08999999999999998,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4346971299707676
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,17,湖南,0.4769445287788159,0.09000000000000002,0.09000000000000002,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.38694452877881585
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,18,广东,0.5539766140937659,0.09000000000000005,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4639766140937658
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,19,广西,0.38024089567742864,0.08999999999999996,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.29024089567742867
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,20,海南,0.6727594418842888,0.09000000000000004,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5827594418842887
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,21,重庆,0.6382829536507315,0.08999999999999998,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5482829536507315
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,22,四川,0.5301096880622991,0.09,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4401096880622991
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,23,贵州,0.5570132737445812,0.09000000000000004,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4670132737445812
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,24,云南,0.4032365573523681,0.08999999999999997,0.08999999999999997,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.3132365573523681
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,25,西藏,0.6271931217878621,0.08999999999999997,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5371931217878622
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,26,陕西,0.4544332870599197,0.09,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.36443328705991973
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,27,甘肃,0.5077975242704718,0.09,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4177975242704718
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,28,青海,0.36993988971156055,0.09,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.2799398897115606
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,29,宁夏,0.41378611560448686,0.09000000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.32378611560448683
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,1,30,新疆,0.4019226278079459,0.09,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.3119226278079459
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,0,北京,1.0144126697489741,0.0900000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.9244126697489741
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,1,天津,0.43532727322202985,0.08999999999999994,0.09000000000000002,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.34532727322202994
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,2,河北,0.35153708564382885,0.08999999999999986,0.08999999999999997,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.261537085643829
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,3,山西,0.4571191281907806,0.08999999999999998,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.36711912819078063
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,4,内蒙古,0.35614948532452756,0.09000000000000014,0.09000000000000004,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.2661494853245274
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,5,辽宁,0.3784800042149617,0.08999999999999994,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.2884800042149618
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,6,吉林,0.29789022376705687,0.08999999999999991,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.20789022376705696
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,7,黑龙江,0.3336348344763714,0.09000000000000005,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.24363483447637133
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,8,上海,0.942931345023594,0.09000000000000008,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.8529313450235939
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,9,江苏,0.5601169290216892,0.09000000000000008,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4701169290216891
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,10,浙江,0.6241722193372352,0.09000000000000004,0.09000000000000004,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5341722193372351
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,11,安徽,0.6695166083731492,0.09000000000000005,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5795166083731491
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,12,福建,0.6596190479913645,0.09000000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5696190479913645
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,13,江西,0.6650723806715346,0.09000000000000011,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5750723806715345
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,14,山东,0.367877831006992,0.09000000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.277877831006992
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,15,河南,0.3405112473017412,0.09000000000000007,0.08999999999999997,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.2505112473017411
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,16,湖北,0.5586894996239563,0.08999999999999998,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.46868949962395634
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,17,湖南,0.5044325293447853,0.09000000000000002,0.09000000000000002,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4144325293447853
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,18,广东,0.5823748908237494,0.09000000000000005,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4923748908237493
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,19,广西,0.40055475620227726,0.08999999999999996,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.3105547562022773
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,20,海南,0.7321782661104417,0.09000000000000004,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.6421782661104416
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,21,重庆,0.6954784616343411,0.08999999999999998,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.6054784616343412
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,22,四川,0.5604306737539164,0.09,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.47043067375391645
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,23,贵州,0.599644836619208,0.09000000000000004,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5096448366192079
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,24,云南,0.42604305784902446,0.08999999999999997,0.08999999999999997,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.3360430578490245
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,25,西藏,0.6873389709190686,0.08999999999999997,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5973389709190686
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,26,陕西,0.4841297901489383,0.09,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.39412979014893834
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,27,甘肃,0.5353474669548602,0.09,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.44534746695486027
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,28,青海,0.38789657725548266,0.09,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.2978965772554827
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,29,宁夏,0.4371097648700026,0.09000000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.34710976487000256
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,2,30,新疆,0.42831266369233967,0.09,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.3383126636923397
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,0,北京,1.037193115996112,0.0900000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.947193115996112
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,1,天津,0.43842604656374684,0.08999999999999994,0.09000000000000002,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.34842604656374687
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,2,河北,0.35278781314161023,0.08999999999999986,0.08999999999999997,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.26278781314161037
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,3,山西,0.4598952782762088,0.08999999999999998,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.3698952782762088
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,4,内蒙古,0.35809165205413646,0.09000000000000014,0.09000000000000004,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.2680916520541363
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,5,辽宁,0.3802739725248936,0.08999999999999994,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.2902739725248936
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,6,吉林,0.2993351318109907,0.08999999999999991,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.20933513181099078
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,7,黑龙江,0.3352072741010874,0.09000000000000005,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.24520727410108736
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,8,上海,0.9614409543518165,0.09000000000000008,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.8714409543518165
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,9,江苏,0.5638327480084395,0.09000000000000008,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.47383274800843944
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,10,浙江,0.6293629066865896,0.09000000000000004,0.09000000000000004,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5393629066865895
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,11,安徽,0.6756342377125513,0.09000000000000005,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5856342377125512
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,12,福建,0.6662588757688295,0.09000000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5762588757688295
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,13,江西,0.6715850385169978,0.09000000000000011,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5815850385169977
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,14,山东,0.3692462347005805,0.09000000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.27924623470058046
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,15,河南,0.34161490018965357,0.09000000000000007,0.08999999999999997,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.2516149001896535
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,16,湖北,0.5626658512861892,0.08999999999999998,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4726658512861892
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,17,湖南,0.5073899426160199,0.09000000000000002,0.09000000000000002,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.41738994261601986
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,18,广东,0.5858042196838986,0.09000000000000005,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.49580421968389854
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,19,广西,0.40239734669713506,0.08999999999999996,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.3123973466971351
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,20,海南,0.7405182387913117,0.09000000000000004,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.6505182387913117
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,21,重庆,0.7033972156119314,0.08999999999999998,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.6133972156119314
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,22,四川,0.5639067193125907,0.09,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.47390671931259076
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,23,贵州,0.6048339833555175,0.09000000000000004,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5148339833555174
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,24,云南,0.4281997871032667,0.08999999999999997,0.08999999999999997,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.33819978710326676
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,25,西藏,0.6954276328319448,0.08999999999999997,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.6054276328319448
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,26,陕西,0.4872517923794478,0.09,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.39725179237944785
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,27,甘肃,0.5409355581681484,0.09,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.45093555816814845
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,28,青海,0.38976853180831555,0.09,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.29976853180831553
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,29,宁夏,0.4394435033133162,0.09000000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.3494435033133162
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,3,30,新疆,0.43085141754287426,0.09,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.3408514175428743
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,0,北京,1.0429951732883027,0.0900000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.9529951732883026
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,1,天津,0.43936346443717106,0.08999999999999994,0.09000000000000002,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.34936346443717115
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,2,河北,0.35338682459102644,0.08999999999999986,0.08999999999999997,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.2633868245910266
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,3,山西,0.46079850307007186,0.08999999999999998,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.3707985030700719
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,4,内蒙古,0.35879146776629267,0.09000000000000014,0.09000000000000004,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.26879146776629254
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,5,辽宁,0.3809691906964151,0.08999999999999994,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.29096919069641514
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,6,吉林,0.2998926336249009,0.08999999999999991,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.20989263362490096
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,7,黑龙江,0.3358242131069974,0.09000000000000005,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.24582421310699734
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,8,上海,0.966035554341728,0.09000000000000008,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.876035554341728
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,9,江苏,0.5650120372824964,0.09000000000000008,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4750120372824963
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,10,浙江,0.6308266543722375,0.09000000000000004,0.09000000000000004,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5408266543722374
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,11,安徽,0.6773146253855775,0.09000000000000005,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5873146253855774
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,12,福建,0.6679655325389452,0.09000000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.5779655325389452
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,13,江西,0.6732859249022641,0.09000000000000011,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.583285924902264
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,14,山东,0.3698895309668145,0.09000000000000001,0.09000000000000001,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.27988953096681446
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,15,河南,0.3421859627731101,0.09000000000000007,0.08999999999999997,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.25218596277311
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,16,湖北,0.5638571078976855,0.08999999999999998,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.47385710789768554
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,17,湖南,0.5083521256253398,0.09000000000000002,0.09000000000000002,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4183521256253398
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,18,广东,0.5869296199307047,0.09000000000000005,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4969296199307046
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,19,广西,0.4030713261239347,0.08999999999999996,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.31307132612393473
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,20,海南,0.7425999610056409,0.09000000000000004,0.09,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.6525999610056408
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,21,重庆,0.7053772982276045,0.08999999999999998,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.6153772982276046
STATIC_NO_FEEDBACK_COUNTERFACTUAL,A_EQUAL_SHARE,4,22,四川,0.5650355446875064,0.09,0.08999999999999998,VALIDATED_SAME_S_AND_NEXT_ALLOCATION_PAYOFF,0.4750355446875064
