snapshot,row,i_b,i_a,i_z,face,negative_row,leak,outward_budget_violation,budget_b,budget_a,captured_b,captured_a,operator_b,operator_a,row_sum,neighbors_and_signed_A
matlab_M24,125,5,6,0,interior,0.0,0.0,0.0,-39.24503409850787,0.16092932911070812,-39.245034098507865,0.16092932911070812,-39.24503409850787,0.16092932911076385,9.2148511043888e-15,105:0.23423258824301357 124:106.81032852240641 125:-108.20598586970688 126:0.28809311217077427 145:0.53999831355335903 525:0.33333333333333331
matlab_M24,139,19,6,0,upper_b,0.0,0.00859700582482148,0.0,-0.08715353696204975,-2.654938620297738,-0.08715353696204886,-2.654938620297738,-0.1333058840216137,-2.682087059744542,-0.008597005824820841,119:5.5843816921190621 138:0.24515660615038506 139:-6.7114669509809604 159:0.53999831355335903 539:0.33333333333333331
matlab_M24,145,5,7,0,interior,0.0,0.0,0.0,-3639.501102571819,-99.97969868520559,-3639.501102571819,-99.97969868520559,-3639.5011025718195,-99.97969868520966,-3.9246383920499284e-14,125:190.59141962344574 144:9878.6458498377942 145:-10070.200594916128 165:0.62999212155511808 545:0.33333333333333331
matlab_M24,153,13,7,0,interior,0.0,0.0,0.0,-7845.19499600221,-171.02857690840705,-7845.19499600221,-171.02857690840705,-7845.1949960022075,-171.02857690841563,8.70248317852429e-13,133:325.58428824752855 152:21294.100703434568 153:-21620.648317136984 173:0.62999212155511808 553:0.33333333333333331
matlab_M24,159,19,7,0,upper_b,1.0,0.008596844547997202,0.24835369180188538,0.24835369180188538,-2.684736852891662,0.24835369180188493,-2.684736852891662,0.20220221054421383,-2.7164094380684967,-0.008596844547997529,139:5.7309921420492769 158:-0.66550603319997736 159:-6.0374084082857484 179:0.62999212155511808 559:0.33333333333333331
matlab_M24,179,19,8,0,upper_b,0.0,0.0,0.0,-3610948.98653346,3896.754854082795,-3610948.98653346,3896.754854082795,-3610948.9865334705,3896.7548540702105,-1.4985441221249118e-09,178:9801147.2491622474 179:-9808551.4167183395 199:7403.8342227573112 579:0.33333333333333331
matlab_M24,190,10,9,0,interior,0.0,0.0,0.0,-28.931842643192038,-2.154635371476033,-28.931842643192038,-2.154635371476033,-28.931842643192013,-2.154635371475922,1.226796442210798e-14,170:460.23463922616827 189:81.017172779088284 190:-1000.2138629636636 191:2.4878856047099096 210:456.1408320203638 590:0.33333333333333331
matlab_M24,191,11,9,0,interior,0.0,0.0,0.0,-577.4948582593487,-50.1080396177495,-577.4948582593486,-50.1080396177495,-577.4948582593486,-50.10803961774785,1.892930256985892e-14,171:592.85721795405038 190:1567.4860438468033 191:-2658.3285378145133 211:497.65194268032627 591:0.33333333333333331
matlab_M24,196,16,9,0,interior,0.0,0.0,0.0,-998.4794265979344,0.42626460578345887,-998.4794265979344,0.42626460578345887,-998.4794265979345,0.4262646057831454,3.4916514124461173e-14,195:2710.1584436229646 196:-2711.3016797072864 216:0.8099027509885719 596:0.33333333333333331
matlab_M24,201,1,10,0,interior,0.0,0.0,0.0,-3162.5708091431443,125.17176270748219,-3162.5708091431443,125.17176270748219,-3162.5708091431434,125.1717627074766,-2.0844437287337314e-13,200:8584.1207676742488 201:-8822.2804501517985 221:237.82634914421618 601:0.33333333333333331
matlab_M24,202,2,10,0,interior,0.0,0.0,0.0,-96.80947913207517,-1.8673388102675765,-96.80947913207517,-1.8673388102675765,-96.80947913207518,-1.8673388102674666,1.6930901125533637e-14,182:4.4476648320674874 201:265.66105207708932 202:-274.234237196506 203:2.892465861456782 222:0.89972109255909216 602:0.33333333333333331
matlab_M24,225,5,11,0,interior,0.0,0.0,0.0,-209160.39545211336,1097.3552077825425,-209160.3954521134,1097.3552077825425,-209160.39545211336,1097.355207782216,-4.380734663911312e-11,224:567721.07337002188 225:-569806.38159814209 245:2084.9748947868306 625:0.33333333333333331
matlab_M24,228,8,11,0,interior,0.0,0.0,0.0,-2646.6897770236938,-99.802125888037,-2646.6897770236938,-99.802125888037,-2646.689777023692,-99.80212588803325,7.557843240135753e-13,208:190.61331577319837 227:7183.8722519214534 228:-7375.8081776139124 248:0.98927658592807932 628:0.33333333333333331
matlab_M24,231,11,11,0,interior,0.0,0.0,0.0,-2217.224440858241,-86.12307226317742,-2217.224440858241,-86.12307226317742,-2217.2244408582396,-86.12307226318144,1.8735013540549517e-13,211:164.62311388596518 230:6018.1806251866537 231:-6184.1263489918801 251:0.98927658592807932 631:0.33333333333333331
matlab_M24,234,14,11,0,interior,0.0,0.0,0.0,-1231.0084382732398,80.54519646886658,-1231.0084382732396,80.54519646886658,-1231.0084382732402,80.5451964688632,-3.2213121059498917e-13,233:3341.308618170222 234:-3494.6778247944021 254:153.0358732908465 634:0.33333333333333331
matlab_M24,235,15,11,0,interior,0.0,0.0,0.0,-2391.453350805961,-91.92517571788365,-2391.4533508059603,-91.92517571788365,-2391.453350805959,-91.92517571788694,-6.84452494681409e-14,215:175.64711044990702 234:6491.0876664733214 235:-6668.0573868424899 255:0.98927658592807932 635:0.33333333333333331
matlab_M24,236,16,11,0,interior,0.0,0.0,0.0,-76052.61722141525,660.3876963987666,-76052.61722141525,660.3876963987666,-76052.61722141523,660.3876963986557,-1.288452677883356e-11,235:206428.53245812707 236:-207683.60241461807 256:1254.7366231576566 636:0.33333333333333331
matlab_M24,237,17,11,0,interior,0.0,0.0,0.0,-36455.6937624303,456.14148561339914,-36455.693762430295,456.14148561339914,-36455.693762430376,456.14148561344325,1.1785517006757118e-11,236:98951.168783739384 237:-99818.170939738164 257:866.66882266545838 637:0.33333333333333331
matlab_M24,241,1,12,0,interior,0.0,0.0,0.0,-18.41344815912758,-0.7022491465322743,-18.413448159127583,-0.7022491465322743,-18.413448159127576,-0.7022491465322322,-1.0547118733938987e-15,221:2.4125464570509734 240:52.388302304384538 241:-58.621398188732464 242:2.408943015323965 261:1.0782730786396524 641:0.33333333333333331
matlab_M24,254,14,12,0,interior,0.0,0.0,0.0,-2604.4818795437577,-103.02754778564098,-2604.4818795437577,-103.02754778564098,-2604.481879543757,-103.02754778564486,7.399636459126668e-14,234:196.83061387135751 253:7069.3079587616276 254:-7267.550179044958 274:1.0782730786396524 654:0.33333333333333331
matlab_M24,256,16,12,0,interior,0.0,0.0,0.0,-2134.535028660147,-87.02815100849821,-2134.535028660147,-87.02815100849821,-2134.5350286601424,-87.0281510084933,4.1505687775611477e-13,236:166.43175999478626 255:5793.7379349346838 256:-5961.5813013414427 276:1.0782730786396524 656:0.33333333333333331
matlab_M24,257,17,12,0,interior,0.0,0.0,0.0,-2385.2816440910956,-95.9061847245104,-2385.2816440910956,-95.9061847245104,-2385.2816440910965,-95.9061847245066,6.424305531993468e-13,237:183.30002405520941 256:6474.3358911044015 257:-6659.0475215715833 277:1.0782730786396524 657:0.33333333333333331
matlab_M24,258,18,12,0,interior,0.0,0.0,0.0,-14125.97821186007,294.64031046781594,-14125.978211860069,294.64031046781594,-14125.978211860036,294.64031046779945,5.305200723171311e-13,257:38341.940860763047 258:-38902.09078398523 278:559.81658988885033 658:0.33333333333333331
matlab_M24,275,15,13,0,interior,0.0,0.0,0.0,-6646.635497663703,208.5768946297158,-6646.635497663703,208.5768946297158,-6646.635497663691,208.5768946297262,2.9747870833318757e-12,274:18040.867779372908 275:-18437.497212502698 295:396.29609979646006 675:0.33333333333333331
matlab_M24,278,18,13,0,interior,0.0,0.0,0.0,-998.8713579301401,-5.966950169894904,-998.8713579301401,-5.966950169894904,-998.8713579301414,-5.9669501698974985,-2.0355939156502245e-13,258:12.503360346883415 277:2711.2222572389514 278:-2725.2251059432515 298:1.1661550240830976 678:0.33333333333333331
matlab_M24,279,19,13,0,upper_b,0.0,0.0,0.0,-6250.547782296408,-192.05641475605975,-6250.547782296408,-192.05641475605975,-6250.547782296403,-192.05641475604924,7.165934512443073e-13,259:366.07334306059664 278:16965.77255194739 279:-17333.345383365402 299:1.1661550240830976 679:0.33333333333333331
matlab_M24,285,5,14,0,interior,0.0,0.0,0.0,-49.693928485785975,-2.6641119674085685,-49.693928485785975,-2.6641119674085685,-49.693928485785996,-2.6641119674083376,5.551115123125783e-17,265:6.3137452105172747 284:138.93350089705049 285:-150.88249263468779 286:4.0499807213456975 305:1.2519324724409946 685:0.33333333333333331
matlab_M24,294,14,14,0,interior,0.0,0.0,0.0,-2036.2175676530592,84.14373966533033,-2036.2175676530592,84.14373966533033,-2036.217567653057,84.14373966533849,6.868394741843531e-13,274:121.12611405323536 293:5526.8762550583033 294:-5929.3349218622343 314:280.99921941736301 694:0.33333333333333331
matlab_M24,296,16,14,0,interior,0.0,0.0,0.0,-997.620929978787,-0.49616126681138306,-997.6209299787869,-0.49616126681138306,-997.6209299787868,-0.49616126681126627,9.953149415764528e-14,276:2.1946388793826226 295:2710.1584436229646 296:-2716.268553417236 297:2.330205109114615 316:1.2519324724409946 696:0.33333333333333331
matlab_M24,310,10,15,0,interior,0.0,0.0,0.0,-3799.109812033942,-174.12900136525744,-3799.109812033942,-174.12900136525744,-3799.109812033941,-174.12900136527404,-5.637157407534232e-13,290:394.29970116749098 309:10311.869489806413 310:-10769.95712288074 330:63.454598573501855 710:0.33333333333333331
matlab_M24,312,12,15,0,interior,0.0,0.0,0.0,-19144.682574830047,-390.6925782019132,-19144.682574830047,-390.6925782019132,-19144.682574830083,-390.6925782018992,3.59989815734707e-13,292:972.66448327533169 311:51964.138417395836 312:-53167.484818696197 332:230.34858469169666 712:0.33333333333333331
matlab_M24,314,14,15,0,interior,0.0,0.0,0.0,-133631.80613050007,-1029.4274209734385,-133631.80613050007,-1029.4274209734385,-133631.8061304999,-1029.4274209733549,1.1330769655870654e-11,294:2756.6234156157761 313:362714.90235421446 314:-366272.5704189298 334:800.71131576624259 714:0.33333333333333331
matlab_M24,315,15,15,0,interior,0.0,0.0,0.0,-2406.1951103388787,-139.21086274696495,-2406.1951103388787,-139.21086274696495,-2406.195110338875,-139.21086274695782,4.73676653456323e-13,295:398.25433566396487 314:6531.1010137769563 315:-7063.4423792189855 335:133.75369644473147 715:0.33333333333333331
matlab_M24,316,16,15,0,interior,0.0,0.0,0.0,-50.08023826524962,-3.400884699556384,-50.080238265249626,-3.400884699556384,-50.080238265249704,-3.4008846995567485,-2.1038726316646716e-14,296:7.7955977206823546 315:140.16723961582076 316:-153.86525178579063 317:4.2351643244289381 336:1.3339167915252244 716:0.33333333333333331
matlab_M24,319,19,15,0,upper_b,0.0,0.008393492419687374,0.003092339312516401,0.003092339312516401,0.7020614692238023,0.003092339312516401,0.7020614692238023,-0.041967462098436936,0.6357970553841663,-0.008393492419687287,319:-1.675643617278245 339:1.3339167915252244 719:0.33333333333333331
matlab_M24,325,5,16,0,interior,0.0,0.0,0.0,-8.43076876485341,-1.8353155971806072,-8.43076876485341,-1.8353155971806072,-8.430768764853411,-1.8353155971806618,-2.831068712794149e-15,305:4.8964334372080058 324:27.038299244850922 325:-37.832183843920212 326:4.1547840259630959 345:1.4093338025648525 725:0.33333333333333331
matlab_M24,329,9,16,0,interior,0.0,0.0,0.0,-57.63747912025547,0.7417546329288697,-57.63747912025547,0.7417546329288697,-57.63747912025549,0.7417546329289504,-1.942890293094024e-15,328:156.44458618355054 329:-158.18725331944873 349:1.4093338025648525 729:0.33333333333333331
matlab_M24,330,10,16,0,interior,0.0,0.0,0.0,-87.53116538277267,0.7417546329288697,-87.53116538277267,0.7417546329288697,-87.53116538277261,0.7417546329289504,-1.942890293094024e-15,329:237.58459175324009 330:-239.32725888913828 350:1.4093338025648525 730:0.33333333333333331
matlab_M24,333,13,16,0,interior,0.0,0.0,0.0,-1837.5456021242856,119.76579595368952,-1837.5456021242853,119.76579595368952,-1837.5456021242853,119.76579595369313,2.46302978013091e-13,332:4987.6237771944889 333:-5215.512122839832 353:227.55501231201009 733:0.33333333333333331
matlab_M24,334,14,16,0,interior,0.0,0.0,0.0,-1487.886451335208,107.27445905763487,-1487.886451335208,107.27445905763487,-1487.8864513352048,107.27445905763912,2.74724687443495e-13,333:4038.5489393384214 334:-4242.7037448812607 354:203.82147220950625 734:0.33333333333333331
matlab_M24,339,19,16,0,upper_b,1.0,0.008234888368406499,1.347677036554924,1.347677036554924,-1.3050773117782644,1.3476770365549253,-1.3050773117782644,1.3034686884718973,-1.3744237401437918,-0.008234888368406634,319:3.8889806949435548 338:-3.6497456394235299 339:-1.9901370797866174 359:1.4093338025648525 739:0.33333333333333331
matlab_M24,348,8,17,0,interior,0.0,0.0,0.0,-338.82306041574725,-51.42760575587111,-338.82306041574725,-51.42760575587111,-338.82306041574697,-51.42760575586911,4.7351012000262926e-14,328:244.19541410495478 347:919.66259255702812 348:-1310.6743031641158 368:146.48296316879964 748:0.33333333333333331
matlab_M24,350,10,17,0,interior,0.0,0.0,0.0,-48.44460050341967,-3.5856171938408927,-48.44460050341968,-3.5856171938408927,-48.444600503419686,-3.585617193841189,-1.992850329202156e-14,330:8.2864450983316811 349:136.37630536951806 350:-151.35367452002461 351:4.8838182888075279 370:1.4737724300339849 750:0.33333333333333331
matlab_M24,355,15,17,0,interior,0.0,0.0,0.0,-71863.40805409459,797.3721779309967,-71863.40805409459,797.3721779309967,-71863.4080540946,797.3721779308269,-1.9933110717573754e-11,354:195057.82186111386 355:-196573.16233251611 375:1515.0071380688939 755:0.33333333333333331
matlab_M24,359,19,17,0,upper_b,1.0,0.007976943947874356,1.5001436877506138,1.5001436877506138,-1.5727975364168554,1.5001436877506151,-1.5727975364168554,1.457320093925182,-1.6441701927925805,-0.007976943947874682,339:4.4620877492260105 358:-4.0638416370895056 359:-2.2133288194516978 379:1.4737724300339849 759:0.33333333333333331
matlab_M24,364,4,18,0,interior,0.0,0.0,0.0,-25346.36753236495,-483.75575630685387,-25346.36753236495,-483.75575630685387,-25346.367532364937,-483.7557563068222,-1.17922338560561e-12,344:920.65635399532005 363:68797.283302133437 364:-69719.793406474389 384:1.5204170122976803 764:0.33333333333333331
matlab_M24,365,5,18,0,interior,0.0,0.0,0.0,-5413720.319136396,-7164.359162405591,-5413720.319136396,-7164.359162405591,-5413720.319136396,-7164.359162398625,-8.21202383871622e-10,345:13613.802825582921 364:14694383.723370217 365:-14707999.379946146 385:1.5204170122976803 765:0.33333333333333331
matlab_M24,368,8,18,0,interior,0.0,0.0,0.0,-68.95149545137699,-3.052492258853825,-68.95149545137699,-3.052492258853825,-68.95149545137694,-3.0524922588539662,-4.163336342344337e-15,348:7.3201523041199481 367:192.31293508002565 368:-206.64571372749333 369:5.1588759977167111 388:1.5204170122976803 768:0.33333333333333331
matlab_M24,372,12,18,0,interior,0.0,0.0,0.0,-20599.96683177658,-434.41095967019527,-20599.96683177658,-434.41095967019527,-20599.966831776615,-434.4109596702147,-7.244760347191459e-13,352:826.90124038566876 371:55914.195686250707 372:-56742.950676982007 392:1.5204170122976803 772:0.33333333333333331
matlab_M24,373,13,18,0,interior,0.0,0.0,0.0,-40496.08510269681,614.4489538767806,-40496.08510269681,614.4489538767806,-40496.085102696765,614.4489538768471,1.1217082818149038e-11,372:109917.94527874846 373:-111085.73162444767 393:1167.4530123658833 773:0.33333333333333331
matlab_M24,374,14,18,0,interior,0.0,0.0,0.0,-70.18790133875576,-1.9811269385871726,-70.18790133875576,-1.9811269385871726,-70.18790133875575,-1.9811269385871095,8.271161533457416e-15,354:5.2845581956133083 373:195.08805660567927 374:-206.80440383312293 375:4.5780386861993492 394:1.5204170122976803 774:0.33333333333333331
matlab_M24,375,15,18,0,interior,0.0,0.0,0.0,7.806269968572458,0.16994512512015947,7.806269968572457,0.16994512512015947,7.806269968572464,0.1699451251202011,2.275957200481571e-15,355:1.1975212745693773 375:-24.239718677754201 376:21.188447057553812 395:1.5204170122976803 775:0.33333333333333331
matlab_M24,379,19,18,0,upper_b,1.0,0.007572853766229213,1.6261191334390661,1.6261191334390661,-1.7909313441039236,1.6261191334390652,-1.7909313441039236,1.5854648658519426,-1.862674169257669,-0.007572853766229126,359:4.9231865660951355 378:-4.406179079854093 379:-2.3783306856382853 399:1.5204170122976803 779:0.33333333333333331
matlab_M24,381,1,19,0,upper_a,1.0,0.0,0.81,-1.2290286277007745,0.81,-1.2290286277007745,0.81,-1.229028627700774,0.8100000000000067,-1.6653345369377348e-16,361:-1.5390000000000001 380:3.3359348466163876 381:-2.130268179949721 781:0.33333333333333331
matlab_M24,382,2,19,0,upper_a,1.0,0.0,0.81,-3.872452676146323,0.81,-3.872452676146323,0.81,-3.8724526761463207,0.8099999999999925,-1.0547118733938987e-15,362:-1.5390000000000001 381:10.510942978111444 382:-9.3052763114447785 782:0.33333333333333331
matlab_M24,383,3,19,0,upper_a,1.0,0.0,0.81,-27.329869763744895,0.81,-27.329869763744895,0.81,-27.329869763744917,0.8100000000000209,6.050715484207103e-15,363:-1.5390000000000001 382:74.181075073021859 383:-72.975408406355186 783:0.33333333333333331
matlab_M24,384,4,19,0,upper_a,0.0,0.0,0.0,-997.5730098656056,-0.5383018707742551,-997.5730098656056,-0.5383018707742551,-997.5730098656054,-0.53830187077111,2.789435349370706e-13,364:1.0227735544710848 383:2710.4984436229643 384:-2714.6548244985179 385:2.8002739877494838 784:0.33333333333333331
matlab_M24,385,5,19,0,upper_a,1.0,0.0,0.81,-8.227568499504846,0.81,-8.227568499504846,0.81,-8.227568499504846,0.8100000000000209,2.4980018054066022e-15,365:-1.5390000000000001 384:22.331971641513153 385:-21.126304974846484 785:0.33333333333333331
matlab_M24,386,6,19,0,upper_a,1.0,0.0,0.81,-4.9529389934990995,0.81,-4.9529389934990995,0.81,-4.952938993499103,0.8100000000000067,-1.0547118733938987e-15,366:-1.5390000000000001 385:13.443691553783269 386:-12.238024887116604 786:0.33333333333333331
matlab_M24,387,7,19,0,upper_a,0.0,0.0,0.0,-6075.633922963495,-229.05887940831778,-6075.633922963496,-229.05887940831778,-6075.63392296349,-229.05887940829658,2.4631963135846036e-12,367:435.21187087580381 386:16491.006362329485 387:-16926.551566538619 787:0.33333333333333331
matlab_M24,389,9,19,0,upper_a,0.0,0.0,0.0,-94.42070764763125,-4.623374245697514,-94.42070764763125,-4.623374245697514,-94.42070764763125,-4.62337424569733,4.5574655160862676e-14,369:8.7844110668252764 388:261.54474129831198 389:-275.92244909606916 390:5.259963397598618 789:0.33333333333333331
matlab_M24,390,10,19,0,upper_a,1.0,0.0,0.3882272547239374,3.1268097937875647,0.3882272547239374,3.1268097937875634,0.3882272547239374,3.1268097937875616,0.38822725472394826,6.106226635438361e-16,370:-0.73763178397548101 390:-8.0827567039240975 391:8.4870551545662458 790:0.33333333333333331
matlab_M24,391,11,19,0,upper_a,1.0,0.0,0.81,0.0,0.81,0.0,0.81,0.0,0.8100000000000014,5.551115123125783e-17,371:-1.5390000000000001 391:1.2056666666666669 791:0.33333333333333331
matlab_M24,393,13,19,0,upper_a,0.0,0.0,0.0,-38316.93393737196,-614.5947176566152,-38316.93393737197,-614.5947176566152,-38316.93393737194,-614.5947176566502,9.17071973915995e-12,373:1167.729963547569 392:104003.10640143817 393:-105171.16969831906 793:0.33333333333333331
matlab_M24,394,14,19,0,upper_a,0.0,0.0,0.0,-31.547708090192828,-0.9892718825748692,-31.547708090192824,-0.9892718825748692,-31.547708090192792,-0.9892718825747293,8.93729534823251e-15,374:1.8796165768922515 393:89.146140317369614 394:-94.875737157298573 395:3.5166469297033833 794:0.33333333333333331
matlab_M24,395,15,19,0,upper_a,1.0,0.0,0.81,4.625474063442299,0.81,4.625474063442299,0.81,4.625474063442292,0.8099999999999925,-1.0547118733938987e-15,375:-1.5390000000000001 395:-11.349191505533859 396:12.554858172200525 795:0.33333333333333331
matlab_M24,396,16,19,0,upper_a,0.0,0.0,0.0,4.641571440656935,-1.0350290376768818,4.641571440656936,-1.0350290376768818,4.6415714406569375,-1.0350290376769165,-1.4988010832439613e-15,376:1.9665551715860756 396:-14.89843955813109 397:12.598551053211679 796:0.33333333333333331
matlab_M24,399,19,19,0,upper_b+upper_a,1.0,0.006963981914391022,1.795775884541271,1.795775884541271,-2.167535573466046,1.7957758845412712,-2.167535573466046,1.7583902974219061,-2.2371753926099593,-0.006963981914391404,379:4.1183175895854882 398:-4.8672848475547728 399:0.40866994272155982 799:0.33333333333333331
matlab_M24,419,19,0,1,upper_b+lower_a,0.0,0.0086634895253846,0.003191811930404853,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,-0.008663489525384593,19:0.33333333333333331 419:-0.34199682285871791
matlab_M24,421,1,1,1,interior,0.0,0.0,0.0,-8539170.138805633,-2120.1509133809323,-8539170.138805633,-2120.1509133809323,-8539170.138805632,-2120.1509133801965,1.89488008617289e-09,21:0.33333333333333331 401:4148.4764985263473 420:23177747.519615289 421:-23182016.519210249 441:120.18976310257595
matlab_M24,422,2,1,1,interior,0.0,0.0,0.0,-8934061.862492438,-2168.6161113744333,-8934061.862492438,-2168.6161113744333,-8934061.862492438,-2168.6161113749085,2.574258417542552e-09,22:0.33333333333333331 402:4239.7412976608966 421:24249596.483908046 422:-24253955.929225087 442:119.37068604947316
matlab_M24,423,3,1,1,interior,0.0,0.0,0.0,-9202213.954921018,-2200.918180956564,-9202213.954921018,-2200.918180956564,-9202213.95492102,-2200.918180957152,1.6143578140948023e-09,23:0.33333333333333331 403:4299.4214006834754 422:24977437.877642762 423:-24981855.309233643 443:117.67685686600423
matlab_M24,424,4,1,1,interior,0.0,0.0,0.0,-9464745.01937759,-2232.0902731960064,-9464745.019377587,-2232.0902731960064,-9464745.019377582,-2232.0902731967544,-5.515896073227111e-10,24:0.33333333333333331 404:4356.9395290272951 423:25690022.195453454 424:-25694495.43632577 444:115.96800995488246
matlab_M24,425,5,1,1,interior,0.0,0.0,0.0,-7961386.862073849,-2047.1734603142245,-7961386.862073849,-2047.1734603142245,-7961386.862073849,-2047.1734603149782,1.6725796858629849e-09,25:0.33333333333333331 405:3992.9476356956261 424:21609478.625629015 425:-21613575.224659141 445:103.31806109859934
matlab_M24,426,6,1,1,interior,0.0,0.0,0.0,-7346660.727614129,-1966.557991993447,-7346660.727614129,-1966.557991993447,-7346660.727614133,-1966.5579919943718,2.2790279108342304e-09,26:0.33333333333333331 406:3832.9705160326671 425:19940936.260666918 426:-19944866.074847527 446:96.510331245117399
matlab_M24,427,7,1,1,interior,0.0,0.0,0.0,-7007322.168114588,-1920.6079483039848,-7007322.168114588,-1920.6079483039848,-7007322.168114583,-1920.607948303762,-3.8365993715316904e-10,27:0.33333333333333331 407:3740.8355171996213 426:19019874.456311021 427:-19023707.305576976 447:91.680415422050217
matlab_M24,428,8,1,1,interior,0.0,0.0,0.0,-6617531.027569327,-1866.4304050912656,-6617531.0275693275,-1866.4304050912656,-6617531.027569322,-1866.4304050921714,1.1974966018790667e-09,28:0.33333333333333331 408:3632.888737335003 427:17961869.931973886 428:-17965589.825012214 448:86.670967661598141
matlab_M24,429,9,1,1,interior,0.0,0.0,0.0,-6163194.293859371,-1801.225873609964,-6163194.293859371,-1801.225873609964,-6163194.293859377,-1801.2258736118697,-7.025373061075868e-10,29:0.33333333333333331 409:3503.6964815525475 428:16728670.22618972 429:-16732255.6233263 449:81.367321693615594
matlab_M24,430,10,1,1,interior,0.0,0.0,0.0,-5711551.845247607,-1733.9792779680008,-5711551.845247606,-1733.9792779680008,-5711551.845247606,-1733.9792779675029,-4.6891102112311955e-11,30:0.33333333333333331 410:3370.7606541427731 429:15502783.579957789 430:-15506230.873971269 450:76.20002600357121
matlab_M24,431,11,1,1,interior,0.0,0.0,0.0,-5316119.40869082,-1672.883757341185,-5316119.40869082,-1672.883757341185,-5316119.408690817,-1672.8837573416615,-4.082305049557533e-10,31:0.33333333333333331 411:3250.0001808118418 430:14429466.966446511 431:-14432788.821002521 451:71.521041863590028
matlab_M24,432,12,1,1,interior,0.0,0.0,0.0,-5010958.479187758,-1624.1649515019355,-5010958.479187758,-1624.1649515019355,-5010958.479187767,-1624.1649515021409,-1.3834077772223452e-09,32:0.33333333333333331 412:3153.4798459047661 431:13601173.014938198 432:-13604394.394555489 452:67.566438051088511
matlab_M24,433,13,1,1,interior,0.0,0.0,0.0,-4838071.641996027,-1595.903773274949,-4838071.641996028,-1595.903773274949,-4838071.6419960335,-1595.9037732757297,-1.4523730551552205e-09,33:0.33333333333333331 413:3096.837218985002 432:13131908.742560644 433:-13135070.533162726 453:64.620049762598924
