snapshot,row,i_b,i_a,i_z,face,budget_b,budget_a,captured_b,captured_a,operator_b,operator_a,negative_row,leak,outward_budget_violation,consumption,labor,transfer
matlab_P24,399,19,19,0,upper_b+upper_a,1.7956545032698097,-2.167136991461158,1.7956545032698106,-2.167136991461158,1.7582689161504446,-2.2367768106050736,1.0,0.006963981914391022,1.7956545032698097,9.024302346563465,0.6904992742289798,-2.977136991461158
matlab_P24,400,0,0,1,lower_b+lower_a,6.673892931773212,0.0,6.673892931773212,0.0,6.67389293177321,0.0,0.0,0.0,0.0,9.04084698388299,0.7603537757049754,-0.0
matlab_P24,419,19,0,1,upper_b+lower_a,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,0.0,0.0086634895253846,0.003191811930404853,13.608244356056666,0.6456222883320316,-0.0
matlab_P24,780,0,19,1,lower_b+upper_a,0.5663682646152743,0.12920375914237614,0.5663682646152743,0.12920375914237614,0.5663682646152739,0.1292037591423778,1.0,0.0,0.12920375914237614,13.40839832197021,0.6493272220428717,-0.6807962408576239
matlab_P24,799,19,19,1,upper_b+upper_a,-9027.69677978242,-299.8069866404116,-9027.696779782418,-299.8069866404116,-9027.696779782404,-299.8069866404112,0.0,0.0,0.0,265.48159244865354,0.19673679350854056,-300.6169866404116
python_P24,0,0,0,0,lower_b+lower_a,0.7546749938734756,0.0,0.7546749938734756,0.0,0.7546749938734759,0.0,0.0,0.0,0.0,8.29485717361356,0.7141757776915347,0.0
python_P24,19,19,0,0,upper_b+lower_a,0.003167337713492202,0.0,0.003167337713492202,0.0,-0.04298529754025138,0.0,0.0,0.008597059508050262,0.003167337713492202,9.0238698901241,0.6905125105264047,0.0
python_P24,380,0,19,0,lower_b+upper_a,0.8726796190179431,-0.2954155173540651,0.8726796190179442,-0.2954155173540651,0.8726796190179428,-0.29541551735406113,0.0,0.0,0.0,8.823877554784197,0.6965234976447368,-1.1054155173540652
python_P24,399,19,19,0,upper_b+upper_a,1.7956545032698097,-2.167136991461158,1.7956545032698106,-2.167136991461158,1.7582689161504446,-2.2367768106050736,1.0,0.006963981914391022,1.7956545032698097,9.024302346563465,0.6904992742289798,-2.977136991461158
python_P24,400,0,0,1,lower_b+lower_a,6.673892931773215,0.0,6.673892931773215,0.0,6.673892931773217,0.0,0.0,0.0,0.0,9.04084698388299,0.7603537757049755,0.0
python_P24,419,19,0,1,upper_b+lower_a,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,0.0,0.0086634895253846,0.003191811930404853,13.608244356056666,0.6456222883320316,0.0
python_P24,780,0,19,1,lower_b+upper_a,0.5663682646152743,0.12920375914237614,0.5663682646152743,0.12920375914237614,0.5663682646152739,0.1292037591423778,1.0,0.0,0.12920375914237614,13.40839832197021,0.6493272220428717,-0.6807962408576239
python_P24,799,19,19,1,upper_b+upper_a,-9027.696779782416,-299.8069866404116,-9027.696779782416,-299.8069866404116,-9027.696779782404,-299.8069866403821,0.0,0.0,0.0,265.48159244865354,0.19673679350854056,-300.6169866404116
matlab_P32,0,0,0,0,lower_b+lower_a,0.7546749938734756,0.0,0.7546749938734756,0.0,0.7546749938734759,0.0,0.0,0.0,0.0,8.29485717361356,0.7141757776915347,-0.0
matlab_P32,19,19,0,0,upper_b+lower_a,0.003167337713492202,0.0,0.003167337713492202,0.0,-0.04298529754025138,0.0,0.0,0.008597059508050262,0.003167337713492202,9.0238698901241,0.6905125105264047,0.0
matlab_P32,380,0,19,0,lower_b+upper_a,0.0,0.81,0.0,0.81,-1.1102230246251565e-16,0.8100000000000014,1.0,0.0,0.81,8.823877554784197,0.6965234976447368,-0.0
matlab_P32,399,19,19,0,upper_b+upper_a,-10.604401322847906,-12.37119929497964,-10.604401322847906,-12.37119929497964,-10.604401322847925,-12.371199294979686,0.0,0.0,0.0,12.935896464224875,0.5978745527373803,-13.18119929497964
matlab_P32,400,0,0,1,lower_b+lower_a,6.673892931773212,0.0,6.673892931773212,0.0,6.67389293177321,0.0,0.0,0.0,0.0,9.04084698388299,0.7603537757049754,-0.0
matlab_P32,419,19,0,1,upper_b+lower_a,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,0.0,0.0086634895253846,0.003191811930404853,13.608244356056666,0.6456222883320316,0.0
matlab_P32,780,0,19,1,lower_b+upper_a,0.0,0.81,0.0,0.81,0.0,0.8100000000000023,1.0,0.0,0.81,13.40839832197021,0.6493272220428717,-0.0
matlab_P32,799,19,19,1,upper_b+upper_a,-2508.5768978394553,-126.70244811786696,-2508.5768978394553,-126.70244811786696,-2508.576897839448,-126.70244811786688,0.0,0.0,0.0,1000.0,0.1157442311556564,-127.51244811786697
python_P32,0,0,0,0,lower_b+lower_a,0.7546749938734756,0.0,0.7546749938734756,0.0,0.7546749938734759,0.0,0.0,0.0,0.0,8.29485717361356,0.7141757776915347,0.0
python_P32,19,19,0,0,upper_b+lower_a,0.003167337713492202,0.0,0.003167337713492202,0.0,-0.04298529754025138,0.0,0.0,0.008597059508050262,0.003167337713492202,9.0238698901241,0.6905125105264047,0.0
python_P32,380,0,19,0,lower_b+upper_a,0.0,0.81,0.0,0.81,-1.1102230246251565e-16,0.8100000000000014,1.0,0.0,0.81,8.823877554784197,0.6965234976447368,0.0
python_P32,399,19,19,0,upper_b+upper_a,-10.604401322847906,-12.37119929497964,-10.604401322847904,-12.37119929497964,-10.604401322847925,-12.371199294979686,0.0,0.0,0.0,12.935896464224875,0.5978745527373803,-13.18119929497964
python_P32,400,0,0,1,lower_b+lower_a,6.673892931773215,0.0,6.673892931773215,0.0,6.673892931773217,0.0,0.0,0.0,0.0,9.04084698388299,0.7603537757049755,0.0
python_P32,419,19,0,1,upper_b+lower_a,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,0.0,0.0086634895253846,0.003191811930404853,13.608244356056666,0.6456222883320316,0.0
python_P32,780,0,19,1,lower_b+upper_a,0.0,0.81,0.0,0.81,0.0,0.8100000000000023,1.0,0.0,0.81,13.40839832197021,0.6493272220428717,0.0
python_P32,799,19,19,1,upper_b+upper_a,-2508.5768978394553,-126.70244811786696,-2508.576897839456,-126.70244811786696,-2508.576897839448,-126.70244811786688,0.0,0.0,0.0,1000.0,0.11574423115565641,-127.51244811786697
matlab_M143_FINAL,0,0,0,0,lower_b+lower_a,0.7546749938729818,0.0,0.7546749938729818,0.0,0.7546749938729821,0.0,0.0,0.0,0.0,8.294857173613904,0.714175777691523,0.0
matlab_M143_FINAL,19,19,0,0,upper_b+lower_a,0.003167337713492202,0.0,0.003167337713492202,0.0,-0.04298529754025138,0.0,0.0,0.008597059508050262,0.003167337713492202,9.0238698901241,0.6905125105264047,0.0
matlab_M143_FINAL,380,0,19,0,lower_b+upper_a,2.610478495918538,0.81,2.610478495918538,0.81,2.6104784959185383,0.8100000000000067,1.0,0.0,0.81,7.0516779606554065,0.7620995288832453,0.0
matlab_M143_FINAL,399,19,19,0,upper_b+upper_a,-1983.7788295491314,-103.0553112617454,-1983.7788295491314,-103.0553112617454,-1983.7788295491275,-103.05531126174417,0.0,0.0,0.0,1000.0,0.10503370406435336,-103.8653112617454
matlab_M143_FINAL,400,0,0,1,lower_b+lower_a,6.67389293177397,0.0,6.67389293177397,0.0,6.67389293177397,0.0,0.0,0.0,0.0,9.040846983882545,0.7603537757049905,0.0
matlab_M143_FINAL,419,19,0,1,upper_b+lower_a,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,0.0,0.0086634895253846,0.003191811930404853,13.608244356056666,0.6456222883320316,0.0
matlab_M143_FINAL,780,0,19,1,lower_b+upper_a,6.011497291705851,0.81,6.011497291705851,0.81,6.011497291705851,0.8100000000000023,1.0,0.0,0.81,9.435557818527018,0.7474675139754782,0.0
matlab_M143_FINAL,799,19,19,1,upper_b+upper_a,-2009.1458927085273,-104.37640593765192,-2009.1458927085273,-104.37640593765192,-2009.1458927085223,-104.37640593764809,0.0,0.0,0.0,1000.0,0.1157442311556564,-105.18640593765193
python_M143_FINAL,0,0,0,0,lower_b+lower_a,0.7546749938729818,0.0,0.7546749938729818,0.0,0.7546749938729821,0.0,0.0,0.0,0.0,8.294857173613904,0.714175777691523,0.0
python_M143_FINAL,19,19,0,0,upper_b+lower_a,0.003167337713492202,0.0,0.003167337713492202,0.0,-0.04298529754025138,0.0,0.0,0.008597059508050262,0.003167337713492202,9.0238698901241,0.6905125105264047,0.0
python_M143_FINAL,380,0,19,0,lower_b+upper_a,2.610478495918538,0.81,2.610478495918538,0.81,2.6104784959185383,0.8100000000000067,1.0,0.0,0.81,7.0516779606554065,0.7620995288832453,0.0
python_M143_FINAL,399,19,19,0,upper_b+upper_a,-1983.7788295491314,-103.0553112617454,-1983.7788295491314,-103.0553112617454,-1983.7788295491275,-103.05531126174417,0.0,0.0,0.0,1000.0,0.10503370406435336,-103.8653112617454
python_M143_FINAL,400,0,0,1,lower_b+lower_a,6.67389293177397,0.0,6.67389293177397,0.0,6.67389293177397,0.0,0.0,0.0,0.0,9.040846983882545,0.7603537757049905,0.0
python_M143_FINAL,419,19,0,1,upper_b+lower_a,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,0.0,0.0086634895253846,0.003191811930404853,13.608244356056666,0.6456222883320316,0.0
python_M143_FINAL,780,0,19,1,lower_b+upper_a,6.011497291705851,0.81,6.011497291705851,0.81,6.011497291705851,0.8100000000000023,1.0,0.0,0.81,9.435557818527018,0.7474675139754782,0.0
python_M143_FINAL,799,19,19,1,upper_b+upper_a,-2009.1458927085273,-104.37640593765192,-2009.1458927085273,-104.37640593765192,-2009.1458927085223,-104.37640593764809,0.0,0.0,0.0,1000.0,0.11574423115565641,-105.18640593765193
matlab_trajectory_52,0,0,0,0,lower_b+lower_a,0.7546749938732269,0.0,0.7546749938732269,0.0,0.7546749938732272,0.0,0.0,0.0,0.0,8.294857173613732,0.7141757776915287,0.0
matlab_trajectory_52,19,19,0,0,upper_b+lower_a,0.003167337713492202,0.0,0.003167337713492202,0.0,-0.04298529754025138,0.0,0.0,0.008597059508050262,0.003167337713492202,9.0238698901241,0.6905125105264047,0.0
matlab_trajectory_52,380,0,19,0,lower_b+upper_a,2.024537988253068,-3.6220285540148134,2.0245379882530674,-3.6220285540148134,2.0245379882530687,-3.622028554014814,0.0,0.0,0.0,8.823877554784197,0.6965234976447368,-4.432028554014813
matlab_trajectory_52,399,19,19,0,upper_b+upper_a,-2156.4131603859764,-111.39240661429994,-2156.4131603859764,-111.39240661429994,-2156.4131603859764,-111.39240661430328,0.0,0.0,0.0,1000.0,0.10503370406435336,-112.20240661429995
matlab_trajectory_52,400,0,0,1,lower_b+lower_a,6.67389293177359,0.0,6.67389293177359,0.0,6.67389293177359,0.0,0.0,0.0,0.0,9.040846983882767,0.760353775704983,0.0
matlab_trajectory_52,419,19,0,1,upper_b+lower_a,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,0.0,0.0086634895253846,0.003191811930404853,13.608244356056666,0.6456222883320316,0.0
matlab_trajectory_52,780,0,19,1,lower_b+upper_a,2.0231695273415706,-3.5547050385849803,2.023169527341569,-3.5547050385849803,2.0231695273415706,-3.5547050385849914,0.0,0.0,0.0,13.40839832197021,0.6493272220428717,-4.36470503858498
matlab_trajectory_52,799,19,19,1,upper_b+upper_a,-325.0811884545149,0.81,-325.0811884545149,0.81,-325.081188454511,9634.607114182203,1.0,0.0,0.81,329.0317904663253,0.18055279264332247,0.0
matlab_trajectory_57,0,0,0,0,lower_b+lower_a,0.7546749938732269,0.0,0.7546749938732269,0.0,0.7546749938732272,0.0,0.0,0.0,0.0,8.294857173613732,0.7141757776915287,0.0
matlab_trajectory_57,19,19,0,0,upper_b+lower_a,0.003167337713492202,0.0,0.003167337713492202,0.0,-0.04298529754025138,0.0,0.0,0.008597059508050262,0.003167337713492202,9.0238698901241,0.6905125105264047,0.0
matlab_trajectory_57,380,0,19,0,lower_b+upper_a,2.8967793441783325,0.81,2.8967793441783325,0.81,2.896779344178332,0.8100000000000067,1.0,0.0,0.81,6.868489684429623,0.7701657145290355,0.0
matlab_trajectory_57,399,19,19,0,upper_b+upper_a,-851.3261729078891,-94.53988855571637,-851.326172907889,-94.53988855571637,-851.3261729078907,-94.53988855572122,0.0,0.0,0.0,33.409983283649595,0.40905167750178595,-95.34988855571638
matlab_trajectory_57,400,0,0,1,lower_b+lower_a,6.67389293177359,0.0,6.67389293177359,0.0,6.67389293177359,0.0,0.0,0.0,0.0,9.040846983882767,0.760353775704983,0.0
matlab_trajectory_57,419,19,0,1,upper_b+lower_a,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,0.0,0.0086634895253846,0.003191811930404853,13.608244356056666,0.6456222883320316,0.0
matlab_trajectory_57,780,0,19,1,lower_b+upper_a,0.0,0.81,0.0,0.81,0.0,0.8100000000000023,1.0,0.0,0.81,13.40839832197021,0.6493272220428717,0.0
matlab_trajectory_57,799,19,19,1,upper_b+upper_a,-995.3841171897418,-3.3231410982766945,-995.3841171897417,-3.3231410982766945,-995.384117189742,-3.3231410982771195,0.0,0.0,0.0,1000.0,0.1157442311556564,-4.1331410982766945
python_trajectory_146,0,0,0,0,lower_b+lower_a,0.7546749938734756,0.0,0.7546749938734756,0.0,0.7546749938734759,0.0,0.0,0.0,0.0,8.29485717361356,0.7141757776915347,0.0
python_trajectory_146,19,19,0,0,upper_b+lower_a,0.003167337713492202,0.0,0.003167337713492202,0.0,-0.04298529754025138,0.0,0.0,0.008597059508050262,0.003167337713492202,9.0238698901241,0.6905125105264047,0.0
python_trajectory_146,380,0,19,0,lower_b+upper_a,2.5490766947363364,0.81,2.5490766947363364,0.81,2.5490766947363386,0.8099999999999925,1.0,0.0,0.81,7.091280472298252,0.7603942361832167,0.0
python_trajectory_146,399,19,19,0,upper_b+upper_a,-395.373475699577,0.81,-395.373475699577,0.81,-395.3734756995594,12374.712574903524,1.0,0.0,0.81,397.5153920052333,0.15191025809000572,0.0
python_trajectory_146,400,0,0,1,lower_b+lower_a,6.67389293177359,0.0,6.67389293177359,0.0,6.67389293177359,0.0,0.0,0.0,0.0,9.040846983882767,0.760353775704983,0.0
python_trajectory_146,419,19,0,1,upper_b+lower_a,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,0.0,0.0086634895253846,0.003191811930404853,13.608244356056666,0.6456222883320316,0.0
python_trajectory_146,780,0,19,1,lower_b+upper_a,0.0,0.81,0.0,0.81,0.0,0.8100000000000023,1.0,0.0,0.81,13.40839832197021,0.6493272220428717,0.0
python_trajectory_146,799,19,19,1,upper_b+upper_a,-2077.518576302614,-107.71633885984113,-2077.5185763026134,-107.71633885984113,-2077.5185763026093,-107.71633885983465,0.0,0.0,0.0,1000.0,0.11574423115565641,-108.52633885984113
python_trajectory_401,0,0,0,0,lower_b+lower_a,0.7546749938732287,0.0,0.7546749938732287,0.0,0.754674993873229,0.0,0.0,0.0,0.0,8.294857173613732,0.7141757776915288,0.0
python_trajectory_401,19,19,0,0,upper_b+lower_a,0.003167337713492202,0.0,0.003167337713492202,0.0,-0.04298529754025138,0.0,0.0,0.008597059508050262,0.003167337713492202,9.0238698901241,0.6905125105264047,0.0
python_trajectory_401,380,0,19,0,lower_b+upper_a,2.5490765308744425,0.81,2.5490765308744425,0.81,2.549076530874442,0.8100000000000067,1.0,0.0,0.81,7.091280578131739,0.7603942316438294,0.0
python_trajectory_401,399,19,19,0,upper_b+upper_a,-996.4352987134297,-3.517449176957539,-996.4352987134297,-3.517449176957539,-996.435298713431,-3.5174491769600236,0.0,0.0,0.0,1000.0,0.10503370406435336,-4.327449176957539
python_trajectory_401,400,0,0,1,lower_b+lower_a,6.67389293177359,0.0,6.67389293177359,0.0,6.67389293177359,0.0,0.0,0.0,0.0,9.040846983882767,0.760353775704983,0.0
python_trajectory_401,419,19,0,1,upper_b+lower_a,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,0.0,0.0086634895253846,0.003191811930404853,13.608244356056666,0.6456222883320316,0.0
python_trajectory_401,780,0,19,1,lower_b+upper_a,0.0,0.81,0.0,0.81,0.0,0.8100000000000023,1.0,0.0,0.81,13.40839832197021,0.6493272220428717,0.0
python_trajectory_401,799,19,19,1,upper_b+upper_a,-2073.75788914487,-107.53542505572915,-2073.75788914487,-107.53542505572915,-2073.7578891448684,-107.53542505573569,0.0,0.0,0.0,1000.0,0.11574423115565641,-108.34542505572915
python_trajectory_424,0,0,0,0,lower_b+lower_a,0.7546749938734756,0.0,0.7546749938734756,0.0,0.7546749938734759,0.0,0.0,0.0,0.0,8.29485717361356,0.7141757776915347,0.0
python_trajectory_424,19,19,0,0,upper_b+lower_a,0.003167337713492202,0.0,0.003167337713492202,0.0,-0.04298529754025138,0.0,0.0,0.008597059508050262,0.003167337713492202,9.0238698901241,0.6905125105264047,0.0
python_trajectory_424,380,0,19,0,lower_b+upper_a,2.5490765308746086,0.81,2.5490765308746086,0.81,2.549076530874609,0.8100000000000067,1.0,0.0,0.81,7.091280578131632,0.7603942316438339,0.0
python_trajectory_424,399,19,19,0,upper_b+upper_a,-370.4487875422335,0.81,-370.4487875422335,0.81,-370.4487875422249,10813.189857641342,1.0,0.0,0.81,372.64155020282317,0.1558878151445308,0.0
python_trajectory_424,400,0,0,1,lower_b+lower_a,6.67389293177359,0.0,6.67389293177359,0.0,6.67389293177359,0.0,0.0,0.0,0.0,9.040846983882767,0.760353775704983,0.0
python_trajectory_424,419,19,0,1,upper_b+lower_a,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,0.0,0.0086634895253846,0.003191811930404853,13.608244356056666,0.6456222883320316,0.0
python_trajectory_424,780,0,19,1,lower_b+upper_a,0.0,0.81,0.0,0.81,0.0,0.8100000000000023,1.0,0.0,0.81,13.40839832197021,0.6493272220428717,0.0
python_trajectory_424,799,19,19,1,upper_b+upper_a,-2075.5794549143166,-107.62309368386721,-2075.579454914316,-107.62309368386721,-2075.579454914314,-107.62309368386195,0.0,0.0,0.0,1000.0,0.11574423115565641,-108.43309368386721
python_trajectory_500,0,0,0,0,lower_b+lower_a,0.7546749938732287,0.0,0.7546749938732287,0.0,0.754674993873229,0.0,0.0,0.0,0.0,8.294857173613732,0.7141757776915288,0.0
python_trajectory_500,19,19,0,0,upper_b+lower_a,0.003167337713492202,0.0,0.003167337713492202,0.0,-0.04298529754025138,0.0,0.0,0.008597059508050262,0.003167337713492202,9.0238698901241,0.6905125105264047,0.0
python_trajectory_500,380,0,19,0,lower_b+upper_a,2.5490765308747747,0.81,2.5490765308747747,0.81,2.549076530874776,0.8099999999999925,1.0,0.0,0.81,7.091280578131524,0.7603942316438385,0.0
python_trajectory_500,399,19,19,0,upper_b+upper_a,-374.7070458040074,0.81,-374.7070458040074,0.81,-374.707045804001,11057.917460570365,1.0,0.0,0.81,376.8907909531897,0.1551824024131829,0.0
python_trajectory_500,400,0,0,1,lower_b+lower_a,6.67389293177359,0.0,6.67389293177359,0.0,6.67389293177359,0.0,0.0,0.0,0.0,9.040846983882767,0.760353775704983,0.0
python_trajectory_500,419,19,0,1,upper_b+lower_a,0.003191811930404853,0.0,0.003191811930404853,0.0,-0.04331744762692313,0.0,0.0,0.0086634895253846,0.003191811930404853,13.608244356056666,0.6456222883320316,0.0
python_trajectory_500,780,0,19,1,lower_b+upper_a,0.0,0.81,0.0,0.81,0.0,0.8100000000000023,1.0,0.0,0.81,13.40839832197021,0.6493272220428717,0.0
python_trajectory_500,799,19,19,1,upper_b+upper_a,-2081.3502530160413,-107.9003447058725,-2081.3502530160413,-107.9003447058725,-2081.3502530160404,-107.90034470587125,0.0,0.0,0.0,1000.0,0.11574423115565641,-108.7103447058725
