generation_turn,household_entry_turn,province,consumed_old_ra,old_ra_generation_turn,ratio,captured_rah,derived_rah,algebra_match,next_common_rah,next_common_match
5,6,甘肃,0.02,4,0.006163422815411727,0.019886661499636943,0.019886661499636943,True,0.019886661499636943,True
5,6,青海,0.02,4,0.12022999455338848,0.01777996111430564,0.01777996111430564,True,0.01777996111430564,True
5,6,宁夏,0.02,4,0.1230684752371874,0.017727315871499987,0.017727315871499987,True,0.017727315871499987,True
5,6,新疆,0.02,4,0.3,0.014424565870159915,0.014424565870159915,True,0.014424565870159915,True
6,7,北京,0.09,5,0.12116569491184198,0.07993173548689111,0.07993173548689111,True,0.07993173548689111,True
6,7,天津,0.09,5,0.19817398532280342,0.07348694778018657,0.07348694778018657,True,0.07348694778018657,True
6,7,河北,0.09,5,0.04042780400496038,0.08665044342793835,0.08665044342793835,True,0.08665044342793835,True
6,7,山西,0.09,5,0.0385356371748285,0.08680743348666484,0.08680743348666484,True,0.08680743348666484,True
6,7,内蒙古,0.09,5,0.13838331231905796,0.07849388952014204,0.07849388952014204,True,0.07849388952014204,True
6,7,辽宁,0.09,5,0.07632297463521798,0.08366820932271848,0.08366820932271848,True,0.08366820932271848,True
6,7,吉林,0.09,5,0.1023070236880023,0.08150458506614482,0.08150458506614482,True,0.08150458506614482,True
6,7,黑龙江,0.09,5,0.06479729188901276,0.08462662600480349,0.08462662600480349,True,0.08462662600480349,True
6,7,上海,0.09,5,0.11875593934055706,0.08013283266621211,0.08013283266621211,True,0.08013283266621211,True
6,7,江苏,0.09,5,0.08033848825905156,0.0833341125806568,0.0833341125806568,True,0.0833341125806568,True
6,7,浙江,0.09,5,0.06276806168696052,0.08479528386591365,0.08479528386591365,True,0.08479528386591365,True
6,7,安徽,0.09,5,0.0,0.09,0.09,True,0.09,True
6,7,福建,0.09,5,0.0649064986932153,0.08461754866716745,0.08461754866716745,True,0.08461754866716745,True
6,7,江西,0.09,5,0.019675113595976762,0.08837108677417899,0.08837108677417899,True,0.08837108677417899,True
6,7,山东,0.09,5,0.06892202679478683,0.08428372577944168,0.08428372577944168,True,0.08428372577944168,True
6,7,河南,0.09,5,0.05937102807378291,0.08507757032464885,0.08507757032464885,True,0.08507757032464885,True
6,7,湖北,0.09,5,0.040044697087704216,0.08668223093115598,0.08668223093115598,True,0.08668223093115598,True
6,7,湖南,0.09,5,0.02206701218325156,0.08817290185883336,0.08817290185883336,True,0.08817290185883336,True
6,7,广东,0.09,5,0.045048029371518965,0.08626702044498351,0.08626702044498351,True,0.08626702044498351,True
6,7,广西,0.09,5,0.03637382456647036,0.08698676933295832,0.08698676933295832,True,0.08698676933295832,True
6,7,海南,0.09,5,0.027963724364002344,0.0876841728940392,0.0876841728940392,True,0.0876841728940392,True
6,7,重庆,0.09,5,0.049686711943930977,0.08588193688914225,0.08588193688914225,True,0.08588193688914225,True
6,7,四川,0.09,5,0.010782650770128166,0.08910758620231143,0.08910758620231143,True,0.08910758620231143,True
6,7,贵州,0.09,5,0.02212936068262254,0.08816773540648017,0.08816773540648017,True,0.08816773540648017,True
6,7,云南,0.09,5,0.029568731957169938,0.0875511111690813,0.0875511111690813,True,0.0875511111690813,True
6,7,西藏,0.09,5,0.2837596352791583,0.06628257775181406,0.06628257775181406,True,0.06628257775181406,True
6,7,陕西,0.09,5,0.05109219959757891,0.08576523383998451,0.08576523383998451,True,0.08576523383998451,True
6,7,甘肃,0.09,5,0.006163422815411727,0.08948997674836623,0.08948997674836623,True,0.08948997674836623,True
6,7,青海,0.09,5,0.12022999455338848,0.08000982501437538,0.08000982501437538,True,0.08000982501437538,True
6,7,宁夏,0.09,5,0.1230684752371874,0.07977292142174992,0.07977292142174992,True,0.07977292142174992,True
6,7,新疆,0.09,5,0.3,0.06491054641571962,0.06491054641571962,True,0.06491054641571962,True
7,8,北京,0.09,6,0.12116569491184198,0.07993173548689111,0.07993173548689111,True,0.07993173548689111,True
7,8,天津,0.09,6,0.19817398532280342,0.07348694778018657,0.07348694778018657,True,0.07348694778018657,True
7,8,河北,0.09,6,0.04042780400496038,0.08665044342793835,0.08665044342793835,True,0.08665044342793835,True
7,8,山西,0.09,6,0.0385356371748285,0.08680743348666484,0.08680743348666484,True,0.08680743348666484,True
7,8,内蒙古,0.09,6,0.13838331231905796,0.07849388952014204,0.07849388952014204,True,0.07849388952014204,True
7,8,辽宁,0.09,6,0.07632297463521798,0.08366820932271848,0.08366820932271848,True,0.08366820932271848,True
7,8,吉林,0.09,6,0.1023070236880023,0.08150458506614482,0.08150458506614482,True,0.08150458506614482,True
7,8,黑龙江,0.09,6,0.06479729188901276,0.08462662600480349,0.08462662600480349,True,0.08462662600480349,True
7,8,上海,0.09,6,0.11875593934055706,0.08013283266621211,0.08013283266621211,True,0.08013283266621211,True
7,8,江苏,0.09,6,0.08033848825905156,0.0833341125806568,0.0833341125806568,True,0.0833341125806568,True
7,8,浙江,0.09,6,0.06276806168696052,0.08479528386591365,0.08479528386591365,True,0.08479528386591365,True
7,8,安徽,0.09,6,0.0,0.09,0.09,True,0.09,True
7,8,福建,0.09,6,0.0649064986932153,0.08461754866716745,0.08461754866716745,True,0.08461754866716745,True
7,8,江西,0.09,6,0.019675113595976762,0.08837108677417899,0.08837108677417899,True,0.08837108677417899,True
7,8,山东,0.09,6,0.06892202679478683,0.08428372577944168,0.08428372577944168,True,0.08428372577944168,True
7,8,河南,0.09,6,0.05937102807378291,0.08507757032464885,0.08507757032464885,True,0.08507757032464885,True
7,8,湖北,0.09,6,0.040044697087704216,0.08668223093115598,0.08668223093115598,True,0.08668223093115598,True
7,8,湖南,0.09,6,0.02206701218325156,0.08817290185883336,0.08817290185883336,True,0.08817290185883336,True
7,8,广东,0.09,6,0.045048029371518965,0.08626702044498351,0.08626702044498351,True,0.08626702044498351,True
7,8,广西,0.09,6,0.03637382456647036,0.08698676933295832,0.08698676933295832,True,0.08698676933295832,True
7,8,海南,0.09,6,0.027963724364002344,0.0876841728940392,0.0876841728940392,True,0.0876841728940392,True
7,8,重庆,0.09,6,0.049686711943930977,0.08588193688914225,0.08588193688914225,True,0.08588193688914225,True
7,8,四川,0.09,6,0.010782650770128166,0.08910758620231143,0.08910758620231143,True,0.08910758620231143,True
7,8,贵州,0.09,6,0.02212936068262254,0.08816773540648017,0.08816773540648017,True,0.08816773540648017,True
7,8,云南,0.09,6,0.029568731957169938,0.0875511111690813,0.0875511111690813,True,0.0875511111690813,True
7,8,西藏,0.09,6,0.2837596352791583,0.06628257775181406,0.06628257775181406,True,0.06628257775181406,True
7,8,陕西,0.09,6,0.05109219959757891,0.08576523383998451,0.08576523383998451,True,0.08576523383998451,True
7,8,甘肃,0.09,6,0.006163422815411727,0.08948997674836623,0.08948997674836623,True,0.08948997674836623,True
7,8,青海,0.09,6,0.12022999455338848,0.08000982501437538,0.08000982501437538,True,0.08000982501437538,True
7,8,宁夏,0.09,6,0.1230684752371874,0.07977292142174992,0.07977292142174992,True,0.07977292142174992,True
7,8,新疆,0.09,6,0.3,0.06491054641571962,0.06491054641571962,True,0.06491054641571962,True
8,9,北京,0.09,7,0.12116569491184198,0.07993173548689111,0.07993173548689111,True,0.07993173548689111,True
8,9,天津,0.09,7,0.19817398532280342,0.07348694778018657,0.07348694778018657,True,0.07348694778018657,True
8,9,河北,0.09,7,0.04042780400496038,0.08665044342793835,0.08665044342793835,True,0.08665044342793835,True
8,9,山西,0.09,7,0.0385356371748285,0.08680743348666484,0.08680743348666484,True,0.08680743348666484,True
8,9,内蒙古,0.09,7,0.13838331231905796,0.07849388952014204,0.07849388952014204,True,0.07849388952014204,True
8,9,辽宁,0.09,7,0.07632297463521798,0.08366820932271848,0.08366820932271848,True,0.08366820932271848,True
8,9,吉林,0.09,7,0.1023070236880023,0.08150458506614482,0.08150458506614482,True,0.08150458506614482,True
8,9,黑龙江,0.09,7,0.06479729188901276,0.08462662600480349,0.08462662600480349,True,0.08462662600480349,True
8,9,上海,0.09,7,0.11875593934055706,0.08013283266621211,0.08013283266621211,True,0.08013283266621211,True
8,9,江苏,0.09,7,0.08033848825905156,0.0833341125806568,0.0833341125806568,True,0.0833341125806568,True
8,9,浙江,0.09,7,0.06276806168696052,0.08479528386591365,0.08479528386591365,True,0.08479528386591365,True
8,9,安徽,0.09,7,0.0,0.09,0.09,True,0.09,True
8,9,福建,0.09,7,0.0649064986932153,0.08461754866716745,0.08461754866716745,True,0.08461754866716745,True
8,9,江西,0.09,7,0.019675113595976762,0.08837108677417899,0.08837108677417899,True,0.08837108677417899,True
8,9,山东,0.09,7,0.06892202679478683,0.08428372577944168,0.08428372577944168,True,0.08428372577944168,True
8,9,河南,0.09,7,0.05937102807378291,0.08507757032464885,0.08507757032464885,True,0.08507757032464885,True
8,9,湖北,0.09,7,0.040044697087704216,0.08668223093115598,0.08668223093115598,True,0.08668223093115598,True
8,9,湖南,0.09,7,0.02206701218325156,0.08817290185883336,0.08817290185883336,True,0.08817290185883336,True
8,9,广东,0.09,7,0.045048029371518965,0.08626702044498351,0.08626702044498351,True,0.08626702044498351,True
8,9,广西,0.09,7,0.03637382456647036,0.08698676933295832,0.08698676933295832,True,0.08698676933295832,True
8,9,海南,0.09,7,0.027963724364002344,0.0876841728940392,0.0876841728940392,True,0.0876841728940392,True
8,9,重庆,0.09,7,0.049686711943930977,0.08588193688914225,0.08588193688914225,True,0.08588193688914225,True
8,9,四川,0.09,7,0.010782650770128166,0.08910758620231143,0.08910758620231143,True,0.08910758620231143,True
8,9,贵州,0.09,7,0.02212936068262254,0.08816773540648017,0.08816773540648017,True,0.08816773540648017,True
8,9,云南,0.09,7,0.029568731957169938,0.0875511111690813,0.0875511111690813,True,0.0875511111690813,True
8,9,西藏,0.09,7,0.2837596352791583,0.06628257775181406,0.06628257775181406,True,0.06628257775181406,True
8,9,陕西,0.09,7,0.05109219959757891,0.08576523383998451,0.08576523383998451,True,0.08576523383998451,True
8,9,甘肃,0.09,7,0.006163422815411727,0.08948997674836623,0.08948997674836623,True,0.08948997674836623,True
8,9,青海,0.09,7,0.12022999455338848,0.08000982501437538,0.08000982501437538,True,0.08000982501437538,True
8,9,宁夏,0.09,7,0.1230684752371874,0.07977292142174992,0.07977292142174992,True,0.07977292142174992,True
8,9,新疆,0.09,7,0.3,0.06491054641571962,0.06491054641571962,True,0.06491054641571962,True
9,10,北京,0.09,8,0.12116569491184198,0.07993173548689111,0.07993173548689111,True,0.07993173548689111,True
9,10,天津,0.09,8,0.19817398532280342,0.07348694778018657,0.07348694778018657,True,0.07348694778018657,True
9,10,河北,0.09,8,0.04042780400496038,0.08665044342793835,0.08665044342793835,True,0.08665044342793835,True
9,10,山西,0.09,8,0.0385356371748285,0.08680743348666484,0.08680743348666484,True,0.08680743348666484,True
9,10,内蒙古,0.09,8,0.13838331231905796,0.07849388952014204,0.07849388952014204,True,0.07849388952014204,True
9,10,辽宁,0.09,8,0.07632297463521798,0.08366820932271848,0.08366820932271848,True,0.08366820932271848,True
9,10,吉林,0.09,8,0.1023070236880023,0.08150458506614482,0.08150458506614482,True,0.08150458506614482,True
9,10,黑龙江,0.09,8,0.06479729188901276,0.08462662600480349,0.08462662600480349,True,0.08462662600480349,True
9,10,上海,0.09,8,0.11875593934055706,0.08013283266621211,0.08013283266621211,True,0.08013283266621211,True
