step,index_0,tKN,name,N,alpha,Zt,Kt0,Kt,Kt_prev,Lt,Lt_prev,Yt0,Yt,Zt_1,GovInv,inter_prv_ratio,rb_gap,rah,ra,it,rb,rk,wjt,w,Tt,pit,pit_1,totalpit,epsilon_pi,tau,At,Bt,mt,Ct,AtTax,GovSurplus,corptau,ramin,ramax,wjtmin,wjtmax,convergent,Lt_supply,Kt_supply,Yt_1,KNratio,wt0,Thetat,It,PIt,Corptax,ra0,Govinc
1,10,3.0,浙江,369100.0,0.772866243094144,0.0004481765543902068,98142144.3554609,98142144.3554609,98142144.3554609,369100.0,369100.0,58002840.0,58002840.0,0.0004481765543902068,98142144.3554609,0.06276806168696052,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,11,3.0,安徽,438530.0,0.772866243094144,0.000641551386937363,54313245.2543264,54313245.2543264,54313245.2543264,438530.0,438530.0,34010910.0,34010910.0,0.000641551386937363,54313245.2543264,0.0,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,12,3.0,福建,279100.0,0.772866243094144,0.0007909691648437431,75562152.8770214,75562152.8770214,75562152.8770214,279100.0,279100.0,35804040.0,35804040.0,0.0007909691648437431,75562152.8770214,0.0649064986932153,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,13,3.0,江西,229500.0,0.772866243094144,0.0005972473033647159,38642602.7655129,38642602.7655129,38642602.7655129,229500.0,229500.0,22717000.0,22717000.0,0.0005972473033647159,38642602.7655129,0.019675113595976762,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,14,3.0,山东,562100.0,0.772866243094144,0.00033054728607754435,157288007.639664,157288007.639664,157288007.639664,562100.0,562100.0,66648869.99999999,66648869.99999999,0.00033054728607754435,157288007.639664,0.06892202679478683,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,15,3.0,河南,499200.0,0.772866243094144,0.0006181110089804474,128897630.76160501,128897630.76160501,128897630.76160501,499200.0,499200.0,49935900.0,49935900.0,0.0006181110089804474,128897630.76160501,0.05937102807378291,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,16,3.0,湖北,358000.0,0.772866243094144,0.0006926198455034483,76781442.8482972,76781442.8482972,76781442.8482972,358000.0,358000.0,42021950.0,42021950.0,0.0006926198455034483,76781442.8482972,0.040044697087704216,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,17,3.0,湖南,373858.0,0.772866243094144,0.0006933324069686307,64972845.9653664,64972845.9653664,64972845.9653664,373858.0,373858.0,36425780.0,36425780.0,0.0006933324069686307,64972845.9653664,0.02206701218325156,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,18,3.0,广东,696000.0,0.772866243094144,0.0009725027967433352,157153836.749134,157153836.749134,157153836.749134,696000.0,696000.0,97277770.0,97277770.0,0.0009725027967433352,157153836.749134,0.045048029371518965,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,19,3.0,广西,256200.0,0.772866243094144,0.0006223369520165091,52819779.099576995,52819779.099576995,52819779.099576995,256200.0,256200.0,19627810.0,19627810.0,0.0006223369520165091,52819779.099576995,0.03637382456647036,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,20,3.0,海南,53600.0,0.772866243094144,0.00038281495183633223,10030399.0365303,10030399.0365303,10030399.0365303,53600.0,53600.0,4910690.0,4910690.0,0.00038281495183633223,10030399.0365303,0.027963724364002344,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,21,3.0,重庆,166323.0,0.772866243094144,0.0006868337888017926,39300958.3175844,39300958.3175844,39300958.3175844,166323.0,166323.0,20363190.0,20363190.0,0.0006868337888017926,39300958.3175844,0.049686711943930977,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,22,3.0,四川,469000.0,0.772866243094144,0.0007046610342276092,69531075.8089531,69531075.8089531,69531075.8089531,469000.0,469000.0,42902100.0,42902100.0,0.0007046610342276092,69531075.8089531,0.010782650770128166,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,23,3.0,贵州,188600.0,0.772866243094144,0.0006090843098101169,32803436.570136297,32803436.570136297,32803436.570136297,188600.0,188600.0,15353210.0,15353210.0,0.0006090843098101169,32803436.570136297,0.02212936068262254,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,24,3.0,云南,282200.0,0.772866243094144,0.0007110216288681008,53834280.8089249,53834280.8089249,53834280.8089249,282200.0,282200.0,20880630.0,20880630.0,0.0007110216288681008,53834280.8089249,0.029568731957169938,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,25,3.0,西藏,7853.660000000001,0.772866243094144,0.0007579273359250301,6015865.97237512,6015865.97237512,6015865.97237512,7853.660000000001,7853.660000000001,1477630.0,1477630.0,0.0007579273359250301,6015865.97237512,0.2837596352791583,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,26,3.0,陕西,211200.0,0.772866243094144,0.000652876469041312,50576819.2081364,50576819.2081364,50576819.2081364,211200.0,211200.0,23941880.0,23941880.0,0.000652876469041312,50576819.2081364,0.05109219959757891,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,27,3.0,甘肃,133700.0,0.772866243094144,0.0005131096729274248,18423950.2203418,18423950.2203418,18423950.2203418,133700.0,133700.0,8246100.0,8246100.0,0.0005131096729274248,18423950.2203418,0.006163422815411727,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,28,3.0,青海,32930.0,0.772866243094144,0.0005277056201467056,13038007.4590434,13038007.4590434,13038007.4590434,32930.0,32930.0,2748000.0,2748000.0,0.0005277056201467056,13038007.4590434,0.12022999455338848,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,29,3.0,宁夏,34500.0,0.772866243094144,0.000594643144096446,13881227.2259032,13881227.2259032,13881227.2259032,34500.0,34500.0,3510210.0,3510210.0,0.000594643144096446,13881227.2259032,0.1230684752371874,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
1,30,3.0,新疆,44039.04,0.772866243094144,0.0006624231201077291,35352199.6021162,35352199.6021162,35352199.6021162,44039.04,44039.04,12199080.0,12199080.0,0.0006624231201077291,35352199.6021162,0.3,0.07,0.09,0.09,0.02,0.02,0.1,0.6,20.0,0.1,0.02,0.02,0.02,0.0,0.05,2.0,1.0,0.9,4.0,0.0,0.0,0.25,0.02,0.09,0.8,1.3,,,,,,,,,,,,
2,0,13.119022405335777,北京,123780.0,0.772866243094144,0.0016341152925786636,49270438.3129602,49367001.59459932,49367001.59459932,2485119.9997324906,2485119.9997324906,30319980.0,40914.71454737012,0.0016341152925786636,49270438.3129602,0.12116569491184198,0.07,0.07993173548689111,0.02,0.04,0.02,0.0006185893338436938,0.8,11.23742634168987,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9657290892838177,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2485119.9997324906,96563.28163911952,30319980.0,19.865037342226294,0.00361134648984412,818.2942909474024,1330738.3215041046,583.8902382836028,-4169514.6512865396,-0.024372540010362608,-3059849.980493132
2,1,13.442588793253606,天津,89700.0,0.772866243094144,0.0006331796953290661,51336802.8150781,51432692.438448064,51432692.438448064,2520677.283555772,2520677.283555772,13362920.0,16416.635594823827,0.0006331796953290661,51336802.8150781,0.19817398532280342,0.07,0.07348694778018657,0.02,0.04,0.02,0.00023823094808971261,0.8,11.146602769307194,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9657149216014536,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2520677.283555772,95889.6233699608,13362920.0,20.404314655422677,0.0014285568793309495,328.33271189647655,1381706.9343311638,234.51292651242647,-4314924.683691853,-0.024758349345755593,-3162154.858664923
2,2,22.246332614859146,河北,419600.0,0.772866243094144,0.00020325561576148244,90356776.0949341,90452862.77359664,90452862.77359664,2578678.1315924386,2578678.1315924386,32494600.0,8194.783732377882,0.00020325561576148244,90356776.0949341,0.04042780400496038,0.07,0.08665044342793835,0.02,0.04,0.02,6.761027484508336e-05,0.8,11.138511713050608,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9655909407463544,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2578678.1315924386,96086.67866254163,32494600.0,35.077221024765244,0.0006969718316889432,163.89567464755766,2357408.2480024546,118.07912437064368,-6125290.44202807,-0.024931410658925696,-4189221.1090021865
2,3,10.049736416284848,山西,178900.0,0.772866243094144,0.0006904139506587265,37758335.6649879,37856863.89001002,37856863.89001002,2566643.486941443,2566643.486941443,15958130.0,14183.552064948035,0.0006904139506587265,37758335.6649879,0.0385356371748285,0.07,0.08680743348666484,0.02,0.04,0.02,0.0002796694136485934,0.8,11.213392248545862,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9658290402221805,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2566643.486941443,98528.22502212018,15958130.0,14.749560693808082,0.001212275708319815,283.6710412989607,1044949.8222723729,200.99454581898698,-3742973.783579956,-0.024716348589591132,-2859474.991385547
2,4,14.825272514500828,内蒙古,130400.0,0.772866243094144,0.0006509396292199082,56986309.349860296,57082133.75428878,57082133.75428878,2513658.366548129,2513658.366548129,16140760.0,18281.14885075326,0.0006509396292199082,56986309.349860296,0.13838331231905796,0.07,0.07849388952014204,0.02,0.04,0.02,0.0002390251836517075,0.8,10.850868181974974,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9656862234862874,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2513658.366548129,95824.40442847976,16140760.0,22.708787524168045,0.0015951993095747595,365.6229770150652,1522877.7482857015,261.67227906359585,-4561707.18630776,-0.024757536714154312,-3296298.176435569
2,5,17.261899819803464,辽宁,226100.0,0.772866243094144,0.0002864698302222306,67054545.412681095,67150561.0190419,67150561.0190419,2508441.533282962,2508441.533282962,23510500.0,9117.211155702276,0.0002864698302222306,67054545.412681095,0.07632297463521798,0.07,0.08366820932271848,0.02,0.04,0.02,0.00010132939338216197,0.8,10.297780532858527,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9656477570796298,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2508441.533282962,96015.60636080663,23510500.0,26.769833033005774,0.0007971837746510245,182.34422311404552,1774779.631836848,130.85242926294825,-5019593.605550667,-0.02489720912483038,-3553080.716085318
2,6,13.7577009097268,吉林,147424.0,0.772866243094144,0.00047331941528535383,52390313.5226049,52486856.28620974,52486856.28620974,2507792.946982281,2507792.946982281,11253810.0,12451.336014486518,0.00047331941528535383,52390313.5226049,0.1023070236880023,0.07,0.08150458506614482,0.02,0.04,0.02,0.00017705856277951728,0.8,9.814701416831848,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9657110570897383,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2507792.946982281,96542.76360484208,11253810.0,20.929501516211335,0.0010890634050009682,249.02672028973038,1408714.1707600858,177.91642946748382,-4355940.5811710665,-0.024820399137461226,-3182744.758822276
2,7,11.994732531305065,黑龙江,163500.0,0.772866243094144,0.0005703841154289705,44224774.7160286,44322405.72187826,44322405.72187826,2463557.4208073365,2463557.4208073365,12846500.0,13113.665753064875,0.0005703841154289705,44224774.7160286,0.06479729188901276,0.07,0.08462662600480349,0.02,0.04,0.02,0.000220839922809966,0.8,9.11423414890972,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9657672250581468,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2463557.4208073365,97631.0058496628,12846500.0,17.99122088550844,0.0011676577545991335,262.2733150612975,1205691.148896616,186.64385332605985,-3952502.8016923876,-0.024776001789914907,-2944829.5317838695
2,8,14.240472860095082,上海,137600.0,0.772866243094144,0.0015030642394494576,54021103.923275396,54117341.58537002,54117341.58537002,2489971.4373536343,2489971.4373536343,36011820.0,40420.705610919125,0.0015030642394494576,54021103.923275396,0.11875593934055706,0.07,0.08013283266621211,0.02,0.04,0.02,0.0005574613145076762,0.8,11.091092813674198,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9657016194406154,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2489971.4373536343,96237.66209462108,36011820.0,21.734121433491804,0.003560690037062654,808.4141122183826,1449171.2017288734,577.9506313037743,-4387645.229725858,-0.02443452899837948,-3182724.674845089
2,9,36.798540831933565,江苏,488700.0,0.772866243094144,0.0001820044285805966,149374736.001046,149465416.10641217,149465416.10641217,2519183.3026875304,2519183.3026875304,92595400.0,10760.952332049852,0.0001820044285805966,149374736.001046,0.08033848825905156,0.07,0.0833341125806568,0.02,0.04,0.02,5.372492754562199e-05,0.8,11.233436899008423,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9655205187111328,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2519183.3026875304,90680.10536615658,92595400.0,59.330901386555944,0.0009367724945047493,215.21904664099705,3827315.508026475,155.81300794230813,-8730744.633653164,-0.024945493220979966,-5617290.843950288
2,10,24.522691918499476,浙江,369100.0,0.772866243094144,0.0004481765543902068,98142144.3554609,98236726.70582531,98236726.70582531,2527239.832754579,2527239.832754579,58002840.0,19171.891715536713,0.0004481765543902068,98142144.3554609,0.06276806168696052,0.07,0.08479528386591365,0.02,0.04,0.02,0.00014564034163728345,0.8,11.0573267724171,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9655755629110403,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2527239.832754579,94582.35036441941,58002840.0,38.871153197499126,0.0016637438370663508,383.4378343107343,2550500.5180100496,276.543745927107,-6423656.114084576,-0.02485224835217001,-4334451.330790049
2,11,13.79414132404452,安徽,438530.0,0.772866243094144,0.000641551386937363,54313245.2543264,54413445.073219396,54413445.073219396,2592321.7950238893,2592321.7950238893,34010910.0,17484.890330111644,0.000641551386937363,54313245.2543264,0.0,0.07,0.09,0.02,0.04,0.02,0.0002398326892069169,0.8,11.184202992091468,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9657113794538024,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2592321.7950238893,100199.81889299671,34010910.0,20.990235540074202,0.0014794593428676367,349.6978066022329,1460535.945723478,249.83496321884553,-4505327.271790476,-0.024756723746024084,-3289446.372405174
2,12,19.132030904563685,福建,279100.0,0.772866243094144,0.0007909691648437431,75562152.8770214,75657960.25524569,75657960.25524569,2531491.0728597105,2531491.0728597105,35804040.0,27661.98035506656,0.0007909691648437431,75562152.8770214,0.0649064986932153,0.07,0.08461754866716745,0.02,0.04,0.02,0.00027286029622508004,0.8,10.763128853682408,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9656224793441434,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2531491.0728597105,95807.37822428839,35804040.0,29.88671817427281,0.002396602015326526,553.2396071013312,1987256.3846054256,397.71069393687014,-5402692.329025859,-0.02472319718378831,-3764874.8132948666
2,13,10.24803570446473,江西,229500.0,0.772866243094144,0.0005972473033647159,38642602.7655129,38741707.72633658,38741707.72633658,2569068.623848572,2569068.623848572,22717000.0,12493.319449186267,0.0005972473033647159,38642602.7655129,0.019675113595976762,0.07,0.08837108677417899,0.02,0.04,0.02,0.0002407135765772585,0.8,11.13322591273794,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9658221529522666,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2569068.623848572,99104.96082368569,22717000.0,15.080059507441218,0.0010667950373044457,249.86638898372533,1067647.6539820996,177.12837226903596,-3786388.2937038015,-0.024755857398555275,-2885082.9026535354
2,14,38.21364582701584,山东,562100.0,0.772866243094144,0.00033054728607754435,157288007.639664,157378813.9137608,157378813.9137608,2551147.995243827,2551147.995243827,66648869.99999999,20396.82647429605,0.00033054728607754435,157288007.639664,0.06892202679478683,0.07,0.08428372577944168,0.02,0.04,0.02,9.671194429017492e-05,0.8,11.2646842351341,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9655159273354528,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2551147.995243827,90806.27409682794,66648869.99999999,61.68940971169306,0.0017533478076097698,407.93652948592097,4025276.6219408372,295.4291167798646,-9102976.132369488,-0.024901880167112405,-5829658.675266438
2,15,31.289574849910494,河南,499200.0,0.772866243094144,0.0006181110089804474,128897630.76160501,128990644.25256982,128990644.25256982,2572132.937656715,2572132.937656715,49935900.0,32767.03602527848,0.0006181110089804474,128897630.76160501,0.05937102807378291,0.07,0.08507757032464885,0.02,0.04,0.02,0.00018956263916935305,0.8,11.390354659931491,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9655382007206426,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2572132.937656715,93013.49096480785,49935900.0,50.14929141651749,0.0027937972990891547,655.3407205055696,3317779.5972790606,473.8702979770517,-7830173.646186242,-0.024807682101133,-5123614.479523726
2,16,19.202077215300296,湖北,358000.0,0.772866243094144,0.0006926198455034483,76781442.8482972,76878166.61791115,76878166.61791115,2562309.8611943843,2562309.8611943843,42021950.0,24591.355385062892,0.0006926198455034483,76781442.8482972,0.040044697087704216,0.07,0.08668223093115598,0.02,0.04,0.02,0.00023872097854180758,0.8,11.363913738197198,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9656212152356132,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2562309.8611943843,96723.7696139538,42021950.0,30.003462025500493,0.0021049379660792824,491.82710770125783,2018677.9350617302,353.59380614636433,-5485265.858484148,-0.024757829467881718,-3821521.603910906
2,17,16.395721189555918,湖南,373858.0,0.772866243094144,0.0006933324069686307,64972845.9653664,65071045.42455103,65071045.42455103,2569317.162884298,2569317.162884298,36425780.0,21653.651452748592,0.0006933324069686307,64972845.9653664,0.02206701218325156,0.07,0.08817290185883336,0.02,0.04,0.02,0.00024835444795486586,0.8,11.159839913144722,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9656600081889752,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2569317.162884298,98199.45918463366,36425780.0,25.326201982593197,0.0018484995716100796,433.07302905497187,1724975.5947984075,310.5131845111992,-4962430.1959885415,-0.024748066619405217,-3534507.513989419
2,18,38.71573564277103,广东,696000.0,0.772866243094144,0.0009725027967433352,157153836.749134,157246434.3044602,157246434.3044602,2514887.658903103,2514887.658903103,97277770.0,59775.787498601276,0.0009725027967433352,157153836.749134,0.045048029371518965,0.07,0.08626702044498351,0.02,0.04,0.02,0.0002836671902524775,0.8,10.618625176201556,0.1,0.02,0.02,0.02,0.0,0.05,7.274097868486394,4.6982774669466725,0.9655177630821228,11.400731651949162,0.00454757918951576,0.0,0.25,0.02,0.09,0.8,1.3,True,2514887.658903103,92597.55532620032,97277770.0,62.526226071285045,0.005212531219574405,1195.5157499720256,4023758.412937699,865.6871165074269,-9029419.399074562,-0.024712203842752165,-5760598.376599146
