turn,province_index,province,baseline_converged,treatment_converged,baseline_iterations,treatment_iterations,baseline_initial_gap,baseline_final_gap,baseline_gap_nondecrease_count,baseline_gap_nondecrease_fraction,baseline_policy_switch_total,baseline_policy_switch_mean,baseline_reversion_total,baseline_reversion_mean,baseline_first_policy_switch_iteration,baseline_first_reversion_iteration,baseline_first_floor_iteration,baseline_floor_share_first,baseline_floor_share_final,baseline_linear_solve_residual_max,treatment_initial_gap,treatment_final_gap,treatment_gap_nondecrease_count,treatment_gap_nondecrease_fraction,treatment_policy_switch_total,treatment_policy_switch_mean,treatment_reversion_total,treatment_reversion_mean,treatment_first_policy_switch_iteration,treatment_first_reversion_iteration,treatment_first_floor_iteration,treatment_floor_share_first,treatment_floor_share_final,treatment_linear_solve_residual_max,treatment_final_relaxed_update,treatment_raw_relaxed_identity_max_abs,treatment_all_iteration_values_finite
1,14,山东,True,True,15,33,0.423616080194853,7.239737698228055e-10,2,0.14285714285714285,2484,177.42857142857142,494,38.0,2,3,,0.0,0.0,8.826273045769994e-14,0.423616080194853,7.021604320200936e-08,2,0.0625,2754,86.0625,258,8.32258064516129,2,3,,0.0,0.0,8.038014698286133e-14,3.510802160100468e-08,4.440892098500626e-16,True
1,15,河南,False,True,100,34,0.4202709660891064,0.3587512505611632,43,0.43434343434343436,22606,228.34343434343435,4712,48.08163265306123,2,3,5,0.0,0.1125,15.420403170647878,0.4202709660891064,5.103359912439487e-08,2,0.06060606060606061,2729,82.6969696969697,206,6.4375,2,3,,0.0,0.0,7.993605777301127e-14,2.5516799562197434e-08,4.440892098500626e-16,True
1,16,湖北,False,True,100,34,0.4195084789458976,0.007907594369422455,50,0.5050505050505051,20379,205.84848484848484,4032,41.142857142857146,2,3,5,0.0,0.265,0.006243622646024716,0.4195084789458976,5.1050627947191174e-08,2,0.06060606060606061,2728,82.66666666666667,204,6.375,2,3,,0.0,0.0,7.596701045997634e-14,2.5525313862573284e-08,4.440892098500626e-16,True
1,17,湖南,False,True,100,34,0.42756758313848975,0.2058091017317485,44,0.4444444444444444,21316,215.31313131313132,3854,39.326530612244895,2,3,5,0.0,0.055,2.166786392187226,0.42756758313848975,5.961938476239936e-08,2,0.06060606060606061,2748,83.27272727272727,203,6.34375,2,3,,0.0,0.0,1.0458300891968975e-13,2.980969227017738e-08,4.440892098500626e-16,True
1,18,广东,False,True,100,33,0.4476956053717478,0.04680647315474018,42,0.42424242424242425,6288,63.515151515151516,1246,12.714285714285714,2,3,5,0.0,0.02,4.61041398174683e-06,0.4476956053717478,8.470275747463063e-08,2,0.0625,2729,85.28125,236,7.612903225806452,2,3,,0.0,0.0,5.4414805994440485e-14,4.235137862629301e-08,4.440892098500626e-16,True
1,19,广西,False,False,100,100,0.45944925861762265,0.09121637957767925,43,0.43434343434343436,9656,97.53535353535354,1433,14.622448979591837,2,3,5,0.0,0.535,2.1371030700483018e-05,0.45944925861762265,0.09836989136671359,37,0.37373737373737376,5598,56.54545454545455,574,5.857142857142857,2,3,6,0.0,1.4625,6.245216772240991e-05,0.04918494568335685,1.7763568394002505e-15,True
1,20,海南,True,False,14,100,0.47483542929589806,2.552571487512978e-10,2,0.15384615384615385,2417,185.92307692307693,523,43.583333333333336,2,3,,0.0,0.0,6.360884041711756e-14,0.47483542929589806,0.0025114796131620043,35,0.35353535353535354,3017,30.474747474747474,334,3.4081632653061225,2,3,10,0.0,0.0,1.292687311360563e-12,0.0012557398065808911,4.440892098500626e-16,True
1,21,重庆,False,True,100,33,0.4293476630870625,0.003659066625460339,40,0.40404040404040403,20858,210.68686868686868,4351,44.39795918367347,2,3,5,0.0,0.2925,0.012608062542409345,0.4293476630870625,9.72344453842311e-08,2,0.0625,2725,85.15625,218,7.032258064516129,2,3,,0.0,0.0,7.416289804496046e-14,4.861722269211555e-08,4.440892098500626e-16,True
1,22,四川,False,True,100,34,0.43760023829100403,0.048200291036978093,49,0.494949494949495,20553,207.6060606060606,3281,33.47959183673469,2,3,5,0.0,0.015,0.00298120282835296,0.43760023829100403,5.178747786160898e-08,2,0.06060606060606061,2727,82.63636363636364,190,5.9375,2,3,,0.0,0.0,6.651623696285469e-14,2.589373893080449e-08,4.440892098500626e-16,True
1,23,贵州,False,False,100,100,0.4434468761046175,0.3037203268799673,48,0.48484848484848486,26895,271.6666666666667,4967,50.683673469387756,2,3,5,0.0,0.1675,0.007010700916127893,0.4434468761046175,0.3925561446455017,38,0.3838383838383838,10933,110.43434343434343,1425,14.540816326530612,2,3,6,0.0,0.195,6.108345588963244e-05,0.19627807232275085,1.7763568394002505e-15,True
1,24,云南,True,False,60,100,0.462832277473765,1.4832668426834061e-10,24,0.4067796610169492,4483,75.98305084745763,1113,19.189655172413794,2,3,5,0.0,0.0,0.00013133201138406346,0.462832277473765,0.1339063576756494,30,0.30303030303030304,10701,108.0909090909091,1229,12.540816326530612,2,3,6,0.0,0.3825,0.0003803632941278691,0.06695317883782481,3.552713678800501e-15,True
1,25,西藏,True,True,13,33,0.5162979652397781,7.219969511140789e-09,2,0.16666666666666666,2585,215.41666666666666,473,43.0,2,3,,0.0,0.0,7.921441280700492e-14,0.5162979652397781,7.356445363981834e-08,2,0.0625,2624,82.0,234,7.548387096774194,2,3,,0.0,0.0,7.949196856316121e-14,3.6782227041953774e-08,4.440892098500626e-16,True
1,26,陕西,True,True,77,33,0.4213400790280648,7.931090162394128e-08,34,0.4473684210526316,6903,90.82894736842105,1253,16.706666666666667,2,3,5,0.0,0.0,3.0916519989148284e-05,0.4213400790280648,8.890564728858408e-08,2,0.0625,2742,85.6875,231,7.451612903225806,2,3,,0.0,0.0,7.854827899222983e-14,4.445282364429204e-08,2.220446049250313e-16,True
1,27,甘肃,False,False,100,100,0.442799423688355,0.03481466673150879,42,0.42424242424242425,20374,205.7979797979798,3911,39.90816326530612,2,3,5,0.0,0.2825,0.003540543524726731,0.442799423688355,0.00648321398272067,26,0.26262626262626265,5961,60.21212121212121,610,6.224489795918367,2,3,6,0.0,0.0125,0.00015705140615920616,0.003241606991360335,8.881784197001252e-16,True
1,28,青海,True,True,24,32,0.4713331287503073,2.1059358923380955e-08,5,0.21739130434782608,4019,174.7391304347826,453,20.59090909090909,2,3,7,0.0,0.0,3.341000046064302e-11,0.4713331287503073,9.243934417924038e-08,2,0.06451612903225806,2279,73.51612903225806,315,10.5,2,3,,0.0,0.0,9.728329253277934e-14,4.621967208962019e-08,4.440892098500626e-16,True
1,29,宁夏,True,True,17,73,0.433344392705854,4.1642446380052434e-08,4,0.25,2579,161.1875,426,28.4,2,3,6,0.0,0.0,2.944824800676926e-10,0.433344392705854,5.726245122517071e-08,14,0.19444444444444445,2882,40.02777777777778,272,3.8309859154929575,2,3,12,0.0,0.0,3.142090754248983e-12,2.8631225612585354e-08,4.440892098500626e-16,True
1,30,新疆,True,True,15,32,0.5531010804830236,6.1155787101085934e-09,3,0.21428571428571427,3049,217.78571428571428,615,47.30769230769231,2,3,6,0.0,0.0,5.617728504603292e-14,0.5531010804830236,8.234383974681236e-08,2,0.06451612903225806,2890,93.2258064516129,330,11.0,2,3,,0.0,0.0,1.0696998842263383e-13,4.117191965136158e-08,4.440892098500626e-16,True
2,0,北京,False,False,100,100,0.5012209552471418,1.1975377207601963,45,0.45454545454545453,19397,195.92929292929293,3622,36.95918367346939,2,3,3,0.0,0.1525,0.7479738166324389,0.5012209552471418,1.5921301843844655,35,0.35353535353535354,9716,98.14141414141415,846,8.63265306122449,2,3,4,0.0,1.25,1.6421779168500523e-05,0.796065092192233,2.842170943040401e-14,True
2,1,天津,False,False,100,100,0.48620815889577784,0.059337943944469784,43,0.43434343434343436,20532,207.3939393939394,3925,40.05102040816327,2,3,5,0.0,0.0025,0.0001299777343180819,0.48620815889577784,0.08938117810593327,33,0.3333333333333333,12492,126.18181818181819,1905,19.43877551020408,2,3,6,0.0,0.3425,3.0361203683524057e-05,0.044690589052966634,1.7763568394002505e-15,True
2,2,河北,False,False,100,100,0.4717370926537612,1.1685567694320753,39,0.3939393939393939,26045,263.0808080808081,5082,51.857142857142854,2,3,4,0.0,0.3475,0.1085190352556981,0.4717370926537612,0.1331624615655701,37,0.37373737373737376,12564,126.9090909090909,1607,16.397959183673468,2,3,5,0.0,0.33,0.0031328316102953438,0.0665812307827851,7.105427357601002e-15,True
2,3,山西,False,False,100,100,0.4948547757553916,0.004123059127876694,53,0.5353535353535354,5547,56.03030303030303,534,5.448979591836735,2,3,3,0.0,1.3625,0.0017985063126772123,0.4948547757553916,1.5641941105398325,28,0.2828282828282828,12443,125.68686868686869,1842,18.79591836734694,2,3,4,0.0,0.04,0.8432983326184997,0.7820970552699162,5.684341886080802e-14,True
2,4,内蒙古,False,False,100,100,0.48560096696355926,0.05109719857355116,39,0.3939393939393939,22758,229.87878787878788,4629,47.234693877551024,2,3,4,0.0,0.83,0.00014522982086028098,0.48560096696355926,0.15576768990291578,40,0.40404040404040403,13951,140.91919191919192,1588,16.20408163265306,2,3,5,0.0,0.095,0.004798055991028839,0.07788384495145784,3.552713678800501e-15,True
2,5,辽宁,False,False,100,100,0.513716604928184,0.002090778540951521,47,0.47474747474747475,12481,126.07070707070707,2776,28.3265306122449,2,4,4,0.0,0.8075,7.646514221867169e-06,0.513716604928184,0.868634122193797,34,0.3434343434343434,12079,122.01010101010101,1711,17.459183673469386,2,3,5,0.0,0.4775,13.487969422629787,0.4343170610968985,9.094947017729282e-13,True
2,6,吉林,False,False,100,100,0.5217844853241451,0.01103831436228675,44,0.4444444444444444,6614,66.8080808080808,724,7.387755102040816,2,3,4,0.0,0.7925,3.171360666886537e-05,0.5217844853241451,0.443735639379478,34,0.3434343434343434,13625,137.62626262626262,1658,16.918367346938776,2,3,7,0.0,0.41,0.0059850124848558894,0.221867819689739,1.7763568394002505e-15,True
2,7,黑龙江,False,False,100,100,0.5698502904853577,0.6547233891935016,45,0.45454545454545453,24434,246.8080808080808,4481,45.724489795918366,2,3,4,0.0,0.145,0.006038949031651156,0.5698502904853577,0.533821846472458,36,0.36363636363636365,12354,124.78787878787878,1807,18.43877551020408,2,3,5,0.0,0.0875,1.742443995166737e-05,0.266910923236229,3.552713678800501e-15,True
2,8,上海,False,False,100,100,0.5042227288149519,0.39256307777803257,45,0.45454545454545453,18409,185.94949494949495,3061,31.23469387755102,2,3,3,0.0,0.425,0.029127836803174684,0.5042227288149519,0.11799458396441065,33,0.3333333333333333,9139,92.31313131313131,1329,13.561224489795919,2,3,4,0.0,0.0475,0.002058771517437852,0.058997291982205324,1.7763568394002505e-15,True
2,9,江苏,False,False,100,100,0.4903928913666511,5.307823215191222,49,0.494949494949495,23703,239.42424242424244,4585,46.785714285714285,2,4,3,0.0,0.855,1689.752996926202,0.4903928913666511,0.48113212610153505,44,0.4444444444444444,14455,146.010101010101,1644,16.775510204081634,2,3,4,0.0,0.3725,0.0003671295748429882,0.2405660630507675,1.4210854715202004e-14,True
2,10,浙江,False,False,100,100,0.49857916817768766,6.7458188865614215,47,0.47474747474747475,23615,238.53535353535352,4613,47.07142857142857,2,3,3,0.0,0.53,0.18962461765288105,0.49857916817768766,0.11770154379195069,30,0.30303030303030304,12286,124.1010101010101,1468,14.979591836734693,2,3,4,0.0,0.2375,0.00017449764476611248,0.05885077189597532,1.4210854715202004e-14,True
2,11,安徽,False,False,100,100,0.49158690090954726,0.0008401221113487622,49,0.494949494949495,12310,124.34343434343434,1866,19.040816326530614,2,3,3,0.0,0.745,0.004433581615690907,0.49158690090954726,0.3460747742829499,38,0.3838383838383838,11214,113.27272727272727,1594,16.26530612244898,2,3,4,0.0,0.14,0.0012922097172306532,0.17303738714147499,3.552713678800501e-15,True
2,12,福建,False,False,100,100,0.5107357322141954,13.913839660989568,49,0.494949494949495,24962,252.14141414141415,4873,49.724489795918366,2,3,3,0.0,0.0825,1.3929835192077578,0.5107357322141954,0.035562602048533676,26,0.26262626262626265,7652,77.29292929292929,886,9.040816326530612,2,3,4,0.0,0.0525,0.00015121624158248147,0.017781301024266838,1.7763568394002505e-15,True
2,13,江西,False,False,100,100,0.49838838735793667,1.892730308895823,42,0.42424242424242425,21290,215.05050505050505,3952,40.326530612244895,2,3,3,0.0,0.32,0.043244254509539615,0.49838838735793667,1.060767240592428,32,0.32323232323232326,12144,122.66666666666667,1541,15.724489795918368,2,3,4,0.0,0.545,0.0013744893755235493,0.530383620296214,5.684341886080802e-14,True
2,14,山东,False,False,100,100,0.4694133631925377,50.93586949139517,44,0.4444444444444444,26592,268.6060606060606,5161,52.66326530612245,2,4,4,0.0,0.2825,0.1253545787250593,0.4694133631925377,1.1502273041944662,35,0.35353535353535354,12347,124.71717171717172,1684,17.183673469387756,2,3,5,0.0,0.2075,0.016435159651041458,0.5751136520972331,3.552713678800501e-15,True
2,15,河南,False,False,100,100,0.4616502882467741,0.6239367899469316,47,0.47474747474747475,24770,250.2020202020202,4667,47.62244897959184,2,3,4,0.0,0.125,0.00023997099806572983,0.4616502882467741,0.07830703998425992,38,0.3838383838383838,11758,118.76767676767676,1531,15.622448979591837,2,3,5,0.0,0.1175,0.044891987146654384,0.039153519992130015,2.842170943040401e-14,True
2,16,湖北,False,False,100,100,0.485686139706595,0.19716495406406254,42,0.42424242424242425,16985,171.56565656565655,3016,30.775510204081634,2,4,3,0.0,0.0275,2.273416578711193,0.485686139706595,0.7230726548451315,33,0.3333333333333333,13662,138.0,1736,17.714285714285715,2,3,4,0.0,0.515,0.003923814151979614,0.3615363274225657,1.1368683772161603e-13,True
2,17,湖南,False,False,100,100,0.49585880507538516,1.1733612154404869,45,0.45454545454545453,23288,235.23232323232324,4683,47.785714285714285,2,3,3,0.0,0.1225,0.00027200807515715374,0.49585880507538516,0.04520090107214869,37,0.37373737373737376,10922,110.32323232323232,1349,13.76530612244898,2,3,4,0.0,0.725,0.00012433836768140864,0.022600450536074346,3.552713678800501e-15,True
2,18,广东,False,False,100,100,0.5223379756962925,0.7699379692611381,42,0.42424242424242425,21616,218.34343434343435,3563,36.357142857142854,2,3,3,0.0,0.55,0.05423984555945009,0.5223379756962925,1.2637459266275222,31,0.31313131313131315,12716,128.44444444444446,1642,16.755102040816325,2,3,4,0.0,0.325,0.4165815393880626,0.631872963313761,3.552713678800501e-15,True
2,19,广西,False,False,100,100,0.5215637751920856,1.6940600278575726,43,0.43434343434343436,22887,231.1818181818182,4047,41.295918367346935,2,3,4,0.0,0.5525,0.8134096961326226,0.5215637751920856,1.0901182973209,37,0.37373737373737376,11457,115.72727272727273,1060,10.816326530612244,2,3,5,0.0,0.03,2.527612585074071e-05,0.5450591486604501,1.7763568394002505e-15,True
2,20,海南,False,False,100,100,0.5606962234401651,0.9121880299917826,45,0.45454545454545453,23158,233.91919191919192,4038,41.204081632653065,2,3,3,0.0,0.4625,0.00036885609923362206,0.5606962234401651,5.330444045691209,36,0.36363636363636365,10263,103.66666666666667,1793,18.29591836734694,2,3,4,0.0,0.2025,0.00015316624119050219,2.6652220228456045,1.7763568394002505e-15,True
2,21,重庆,True,False,77,100,0.5023610307397846,2.24222418410136e-09,41,0.5394736842105263,7192,94.63157894736842,1048,13.973333333333333,2,3,3,0.0,0.5775,9.55688229637092e-05,0.5023610307397846,0.4401406658622562,27,0.2727272727272727,12115,122.37373737373737,1757,17.928571428571427,2,3,4,0.0,0.2025,16.86667097610058,0.2200703329311281,2.2737367544323206e-13,True
2,22,四川,False,False,100,100,0.5126266386494822,0.33653671046667416,45,0.45454545454545453,14897,150.4747474747475,1994,20.346938775510203,2,3,3,0.0,0.405,0.0007705276095656931,0.5126266386494822,0.01875661508794324,36,0.36363636363636365,13539,136.75757575757575,1813,18.5,2,3,4,0.0,0.5325,0.0002984832143020249,0.00937830754397162,3.552713678800501e-15,True
2,23,贵州,True,False,82,100,0.5186881720851582,1.3264433995630043e-10,32,0.3950617283950617,14835,183.14814814814815,2299,28.7375,2,3,3,0.0,0.0,0.8094793026750666,0.5186881720851582,0.5293362377748054,34,0.3434343434343434,10769,108.77777777777777,1507,15.377551020408163,2,3,4,0.0,0.18,0.007020559242667967,0.2646681188874027,1.7763568394002505e-15,True
2,24,云南,False,False,100,100,0.535448046267609,1.5981457050536987,41,0.41414141414141414,24474,247.21212121212122,4567,46.60204081632653,2,3,5,0.0,0.22,0.00038646879258173554,0.535448046267609,71.47891779275778,34,0.3434343434343434,13676,138.14141414141415,1705,17.397959183673468,2,3,7,0.0,0.6975,9.306601514777121e-05,35.73945889637889,3.552713678800501e-15,True
2,25,西藏,False,False,100,100,0.6227299574606424,1.193549341742584,46,0.46464646464646464,25708,259.67676767676767,5175,52.80612244897959,2,3,3,0.0,0.865,0.00286509649150974,0.6227299574606424,2.393066708685083,30,0.30303030303030304,12393,125.18181818181819,2387,24.357142857142858,2,3,4,0.0,0.3075,0.002190518431394269,1.1965333543425416,1.7763568394002505e-15,True
2,26,陕西,False,False,100,100,0.49026660909626774,0.3620616920178472,39,0.3939393939393939,19514,197.11111111111111,3407,34.765306122448976,2,3,3,0.0,0.0325,0.00020022490283874705,0.49026660909626774,0.6012550036145331,29,0.29292929292929293,11070,111.81818181818181,1765,18.010204081632654,2,3,4,0.0,0.3675,0.0009323522429677822,0.3006275018072666,4.440892098500626e-16,True
2,27,甘肃,False,False,100,100,0.5202571315807196,0.0014593469681336568,44,0.4444444444444444,11982,121.03030303030303,2159,22.03061224489796,2,3,3,0.0,0.915,0.09573703684944507,0.5202571315807196,0.05300037152125814,30,0.30303030303030304,10465,105.70707070707071,1241,12.66326530612245,2,3,4,0.0,0.955,0.00718696817008918,0.02650018576062907,3.552713678800501e-15,True
2,28,青海,False,False,100,100,0.539375880881769,0.4909604154435421,45,0.45454545454545453,25953,262.1515151515151,6025,61.47959183673469,2,4,4,0.0,0.29,0.004520232401607446,0.539375880881769,0.0015998382223889607,36,0.36363636363636365,7874,79.53535353535354,1120,11.428571428571429,2,3,6,0.0,0.8625,3.204935889876198e-05,0.0007999191111940362,3.552713678800501e-15,True
2,29,宁夏,False,False,100,100,0.5029215196369474,1.3227599788891193,52,0.5252525252525253,21054,212.66666666666666,4291,43.785714285714285,2,3,5,0.0,0.3025,0.016069780465873304,0.5029215196369474,0.18862388667114643,25,0.25252525252525254,7838,79.17171717171718,1014,10.346938775510203,2,3,4,0.0,1.3325,0.0027308505187359283,0.09431194333557322,1.1368683772161603e-13,True
2,30,新疆,False,False,100,100,0.6519913687702763,1.4534925678337691,41,0.41414141414141414,24614,248.62626262626262,4882,49.816326530612244,2,3,5,0.0,0.22,25.589019802264335,0.6519913687702763,0.5819399395511444,34,0.3434343434343434,11583,117.0,1897,19.357142857142858,2,3,5,0.0,0.3275,0.18361277659239258,0.2909699697755723,1.7763568394002505e-15,True
