destination,origin,distance_raw
辽宁,江苏,1130.092836
辽宁,浙江,1313.729294
辽宁,安徽,1230.462801
辽宁,福建,1808.517611
辽宁,江西,1607.430389
辽宁,山东,791.243583
辽宁,河南,1153.30395
辽宁,湖北,1487.92703
辽宁,湖南,1778.877363
辽宁,广东,2276.138829
辽宁,广西,2532.245331
辽宁,海南,2715.221065
辽宁,重庆,2039.823919
辽宁,四川,2121.213338
辽宁,贵州,2276.209356
辽宁,云南,2658.702395
辽宁,西藏,3137.546486
辽宁,陕西,1513.247019
辽宁,甘肃,1811.868665
辽宁,青海,2357.726862
辽宁,宁夏,1539.832426
辽宁,新疆,2899.03462
吉林,北京,860.203885
吉林,天津,859.246155
吉林,河北,1052.10699
吉林,山西,1266.210725
吉林,内蒙古,1137.108665
吉林,辽宁,281.716395
吉林,吉林,0.0
吉林,黑龙江,464.888496
吉林,上海,1449.059656
吉林,江苏,1402.501067
吉林,浙江,1580.674718
吉林,安徽,1510.929753
吉林,福建,2078.852476
吉林,江西,1887.459841
吉林,山东,1068.397337
吉林,河南,1425.692395
吉林,湖北,1769.506694
吉林,湖南,2060.54355
吉林,广东,2556.271154
吉林,广西,2813.27505
吉林,海南,2996.539312
吉林,重庆,2307.120578
吉林,四川,2376.535165
吉林,贵州,2551.304144
吉林,云南,2927.851564
吉林,西藏,3348.192576
吉林,陕西,1768.659434
吉林,甘肃,2030.581669
吉林,青海,2545.733632
吉林,宁夏,1755.030131
吉林,新疆,2995.123857
黑龙江,北京,1249.863325
黑龙江,天津,1273.454285
黑龙江,河北,1461.829012
黑龙江,山西,1645.460596
黑龙江,内蒙古,1418.245064
黑龙江,辽宁,741.514693
黑龙江,吉林,464.888496
黑龙江,黑龙江,0.0
黑龙江,上海,1911.300531
黑龙江,江苏,1867.372744
黑龙江,浙江,2045.015696
黑龙江,安徽,1971.482349
黑龙江,福建,2543.61959
黑龙江,江西,2348.684092
黑龙江,山东,1507.913721
黑龙江,河南,1851.514052
黑龙江,湖北,2220.968788
黑龙江,湖南,2512.694998
黑龙江,广东,3017.239373
黑龙江,广西,3259.204216
黑龙江,海南,3454.08116
黑龙江,重庆,2715.270833
黑龙江,四川,2759.679948
黑龙江,贵州,2977.013017
黑龙江,云南,3337.235774
黑龙江,西藏,3639.514265
黑龙江,陕西,2158.452086
黑龙江,甘肃,2353.495883
黑龙江,青海,2807.832826
黑龙江,宁夏,2078.410185
黑龙江,新疆,3095.635141
上海,北京,1074.359837
上海,天津,966.501145
上海,河北,940.693998
上海,山西,1109.006074
上海,内蒙古,1472.268744
上海,辽宁,1189.877177
上海,吉林,1449.059656
上海,黑龙江,1911.300531
上海,上海,0.0
上海,江苏,192.398329
上海,浙江,165.833526
上海,安徽,411.323888
上海,福建,651.434367
上海,江西,612.272654
上海,山东,739.435986
上海,河南,836.693933
上海,湖北,695.499167
上海,湖南,889.848105
上海,广东,1213.650071
上海,广西,1605.930258
上海,海南,1673.564084
上海,重庆,1458.934815
上海,四川,1667.184905
上海,贵州,1532.062712
上海,云南,1964.915418
上海,西藏,2906.612043
上海,陕西,1226.22931
上海,甘肃,1732.390207
上海,青海,2358.753624
上海,宁夏,1564.392285
上海,新疆,3269.0462
江苏,北京,925.494706
江苏,天津,821.429451
江苏,河北,771.702052
江苏,山西,923.983699
江苏,内蒙古,1302.305682
江苏,辽宁,1130.092836
江苏,吉林,1402.501067
江苏,黑龙江,1867.372744
江苏,上海,192.398329
江苏,江苏,0.0
江苏,浙江,202.221367
江苏,安徽,236.814882
江苏,福建,678.918958
江苏,江西,528.066047
江苏,山东,574.203642
江苏,河南,644.305453
江苏,湖北,545.833785
江苏,湖南,778.966039
江苏,广东,1179.249766
江苏,广西,1525.229182
江苏,海南,1634.8364
江苏,重庆,1302.037234
江苏,四川,1498.901063
江苏,贵州,1404.599866
江苏,云南,1835.2012
江苏,西藏,2730.721089
江苏,陕西,1037.563319
江苏,甘肃,1541.608991
江苏,青海,2168.648389
江苏,宁夏,1372.010543
江苏,新疆,3077.43531
浙江,北京,1126.57574
浙江,天津,1023.179758
浙江,河北,966.17489
浙江,山西,1100.410845
浙江,内蒙古,1494.131442
浙江,辽宁,1313.729294
浙江,吉林,1580.674718
浙江,黑龙江,2045.015696
浙江,上海,165.833526
浙江,江苏,202.221367
浙江,浙江,0.0
浙江,安徽,329.567036
浙江,福建,501.033286
浙江,江西,451.909458
浙江,山东,771.82787
浙江,河南,791.839064
浙江,湖北,566.877228
浙江,湖南,734.656966
浙江,广东,1049.232929
浙江,广西,1441.165437
浙江,海南,1509.074232
浙江,重庆,1326.67741
浙江,四川,1545.557257
浙江,贵州,1380.250787
浙江,云南,1813.037728
浙江,西藏,2791.850771
浙江,陕西,1146.588805
浙江,甘肃,1658.873137
浙江,青海,2279.572213
浙江,宁夏,1512.698967
浙江,新疆,3225.018406
安徽,北京,899.107927
安徽,天津,808.6599
安徽,河北,705.595027
安徽,山西,795.777445
安徽,内蒙古,1213.890558
安徽,辽宁,1230.462801
安徽,吉林,1510.929753
安徽,黑龙江,1971.482349
安徽,上海,411.323888
安徽,江苏,236.814882
安徽,浙江,329.567036
安徽,安徽,0.0
安徽,福建,650.028474
安徽,江西,377.485858
安徽,山东,535.987426
安徽,河南,467.20232
安徽,湖北,317.305995
安徽,湖南,577.990879
安徽,广东,1045.757201
安徽,广西,1338.011839
安徽,海南,1487.340786
安徽,重庆,1066.04631
安徽,四川,1262.393779
安徽,贵州,1181.542252
安徽,云南,1609.300744
安徽,西藏,2496.885097
安徽,陕西,821.001366
安徽,甘肃,1331.707493
安徽,青海,1954.883039
安徽,宁夏,1183.489096
安徽,新疆,2896.13728
福建,北京,1548.08135
福建,天津,1454.711889
福建,河北,1354.82518
福建,山西,1417.843176
福建,内蒙古,1851.881442
福建,辽宁,1808.517611
福建,吉林,2078.852476
福建,黑龙江,2543.61959
福建,上海,651.434367
福建,江苏,678.918958
福建,浙江,501.033286
福建,安徽,650.028474
福建,福建,0.0
福建,江西,373.786123
福建,山东,1184.229433
福建,河南,1063.135282
福建,湖北,635.379008
福建,湖南,575.470796
福建,广东,606.100595
福建,广西,1072.808668
福建,海南,1056.220571
福建,重庆,1227.249803
福建,四川,1481.43851
福建,贵州,1155.289158
福建,云南,1564.737054
福建,西藏,2711.567445
福建,陕西,1277.733479
福建,甘肃,1771.004999
福建,青海,2347.470506
福建,宁夏,1698.700094
福建,新疆,3382.649741
江西,北京,1249.984806
江西,天津,1168.123306
江西,河北,1040.388844
江西,山西,1067.799149
江西,内蒙古,1509.644992
江西,辽宁,1607.430389
江西,吉林,1887.459841
江西,黑龙江,2348.684092
江西,上海,612.272654
江西,江苏,528.066047
江西,浙江,451.909458
江西,安徽,377.485858
江西,福建,373.786123
江西,江西,0.0
江西,山东,894.654559
江西,河南,709.055527
江西,湖北,261.983469
江西,湖南,288.223334
江西,广东,668.813756
江西,广西,999.880573
江西,海南,1115.251886
江西,重庆,922.907014
江西,四川,1163.711082
江西,贵州,934.551518
江西,云南,1366.163099
江西,西藏,2410.941919
江西,陕西,904.974285
江西,甘肃,1403.056239
江西,青海,1991.129461
江西,宁夏,1324.914856
江西,新疆,3012.696865
山东,北京,363.953797
山东,天津,273.821483
山东,河北,201.930688
山东,山西,416.856125
山东,内蒙古,732.914096
山东,辽宁,791.243583
山东,吉林,1068.397337
山东,黑龙江,1507.913721
山东,上海,739.435986
山东,江苏,574.203642
山东,浙江,771.82787
山东,安徽,535.987426
山东,福建,1184.229433
山东,江西,894.654559
山东,山东,0.0
山东,河南,369.520022
山东,湖北,721.972523
山东,湖南,1012.482159
山东,广东,1545.009452
山东,广西,1751.447185
山东,海南,1961.974047
山东,重庆,1259.649466
山东,四川,1369.009499
山东,贵州,1485.205742
山东,云南,1873.496677
山东,西藏,2491.344998
山东,陕西,776.414415
山东,甘肃,1189.340152
山东,青海,1803.95394
山东,宁夏,955.87918
山东,新疆,2595.325499
河南,北京,622.606321
河南,天津,578.907696
河南,河北,398.552021
河南,山西,358.921098
河南,内蒙古,802.838283
河南,辽宁,1153.30395
河南,吉林,1425.692395
河南,黑龙江,1851.514052
河南,上海,836.693933
河南,江苏,644.305453
河南,浙江,791.839064
河南,安徽,467.20232
河南,福建,1063.135282
河南,江西,709.055527
河南,山东,369.520022
河南,河南,0.0
河南,湖北,468.993544
河南,湖南,730.923741
河南,广东,1290.493751
河南,广西,1425.24746
河南,海南,1671.852207
河南,重庆,890.373483
河南,四川,1005.161475
河南,贵州,1126.693196
河南,云南,1506.118259
河南,西藏,2164.838648
河南,陕西,434.148081
河南,甘肃,909.378105
河南,青海,1537.729986
河南,宁夏,727.708802
河南,新疆,2435.791363
湖北,北京,1055.28236
湖北,天津,986.612651
湖北,河北,835.381703
湖北,山西,825.808609
湖北,内蒙古,1271.032672
湖北,辽宁,1487.92703
湖北,吉林,1769.506694
湖北,黑龙江,2220.968788
湖北,上海,695.499167
湖北,江苏,545.833785
湖北,浙江,566.877228
湖北,安徽,317.305995
湖北,福建,635.379008
湖北,江西,261.983469
湖北,山东,721.972523
湖北,河南,468.993544
湖北,湖北,0.0
湖北,湖南,291.777411
湖北,广东,831.531874
湖北,广西,1047.039627
湖北,海南,1240.001529
湖北,重庆,763.487481
湖北,四川,978.743111
湖北,贵州,864.364442
湖北,云南,1292.111272
湖北,西藏,2226.063818
湖北,陕西,647.627511
湖北,甘肃,1152.634064
湖北,青海,1753.174594
湖北,宁夏,1063.813752
湖北,新疆,2757.727097
湖南,北京,1338.196663
湖南,天津,1274.150331
湖南,河北,1115.655861
湖南,山西,1073.907643
湖南,内蒙古,1517.213227
湖南,辽宁,1778.877363
湖南,吉林,2060.54355
湖南,黑龙江,2512.694998
湖南,上海,889.848105
湖南,江苏,778.966039
湖南,浙江,734.656966
湖南,安徽,577.990879
湖南,福建,575.470796
湖南,江西,288.223334
湖南,山东,1012.482159
湖南,河南,730.923741
湖南,湖北,291.777411
湖南,湖南,0.0
湖南,广东,562.020366
湖南,广西,761.450543
湖南,海南,950.530703
湖南,重庆,654.999555
湖南,四川,906.615282
湖南,贵州,646.80338
湖南,云南,1079.036558
湖南,西藏,2144.015236
湖南,陕西,774.925595
湖南,甘肃,1230.411439
湖南,青海,1782.255238
湖南,宁夏,1204.80332
湖南,新疆,2839.968514
广东,北京,1886.419072
广东,天津,1814.557769
广东,河北,1666.903824
广东,山西,1635.924781
广东,内蒙古,2079.037183
广东,辽宁,2276.138829
广东,吉林,2556.271154
广东,黑龙江,3017.239373
广东,上海,1213.650071
广东,江苏,1179.249766
广东,浙江,1049.232929
广东,安徽,1045.757201
广东,福建,606.100595
广东,江西,668.813756
广东,山东,1545.009452
广东,河南,1290.493751
广东,湖北,831.531874
广东,湖南,562.020366
广东,广东,0.0
广东,广西,504.339696
广东,海南,459.914771
广东,重庆,980.930134
广东,四川,1232.504687
广东,贵州,758.199563
广东,云南,1085.767782
广东,西藏,2349.621939
广东,陕西,1302.622795
广东,甘肃,1697.963811
广东,青海,2172.34661
广东,宁夏,1723.574214
广东,新疆,3270.176138
广西,北京,2047.842972
广西,天津,1998.750182
广西,河北,1823.745047
广西,山西,1720.276887
广西,内蒙古,2134.936913
广西,辽宁,2532.245331
广西,吉林,2813.27505
广西,黑龙江,3259.204216
广西,上海,1605.930258
广西,江苏,1525.229182
广西,浙江,1441.165437
广西,安徽,1338.011839
广西,福建,1072.808668
广西,江西,999.880573
广西,山东,1751.447185
广西,河南,1425.24746
广西,湖北,1047.039627
广西,湖南,761.450543
广西,广东,504.339696
广西,广西,0.0
广西,海南,376.282297
广西,重庆,772.570024
广西,四川,968.693052
广西,贵州,446.557165
广西,云南,619.300786
广西,西藏,1922.148911
广西,陕西,1273.842495
广西,甘肃,1533.942211
广西,青海,1889.754628
广西,宁夏,1639.985082
广西,新疆,2999.143338
海南,北京,2287.124157
海南,天津,2224.669145
海南,河北,2063.62825
海南,山西,1995.991163
海南,内蒙古,2427.421427
海南,辽宁,2715.221065
海南,吉林,2996.539312
海南,黑龙江,3454.08116
海南,上海,1673.564084
海南,江苏,1634.8364
海南,浙江,1509.074232
海南,安徽,1487.340786
海南,福建,1056.220571
海南,江西,1115.251886
海南,山东,1961.974047
海南,河南,1671.852207
海南,湖北,1240.001529
海南,湖南,950.530703
海南,广东,459.914771
海南,广西,376.282297
海南,海南,0.0
海南,重庆,1132.27685
海南,四川,1341.310225
海南,贵州,817.264714
海南,云南,961.493911
海南,西藏,2267.966024
海南,陕西,1590.515984
海南,甘肃,1894.324134
海南,青海,2265.999803
海南,宁夏,1980.17555
海南,新疆,3375.42385
重庆,北京,1465.478149
重庆,天津,1448.854691
重庆,河北,1256.82638
重庆,山西,1080.264021
重庆,内蒙古,1440.830991
重庆,辽宁,2039.823919
重庆,吉林,2307.120578
重庆,黑龙江,2715.270833
重庆,上海,1458.934815
重庆,江苏,1302.037234
重庆,浙江,1326.67741
重庆,安徽,1066.04631
重庆,福建,1227.249803
重庆,江西,922.907014
重庆,山东,1259.649466
重庆,河南,890.373483
重庆,湖北,763.487481
重庆,湖南,654.999555
重庆,广东,980.930134
重庆,广西,772.570024
重庆,海南,1132.27685
重庆,重庆,0.0
重庆,四川,259.819291
重庆,贵州,334.60893
重庆,云南,622.050931
重庆,西藏,1489.806869
重庆,陕西,573.35417
重庆,甘肃,762.47236
重庆,青海,1191.633301
重庆,宁夏,878.603716
重庆,新疆,2290.749953
四川,北京,1518.495021
四川,天津,1520.643825
四川,河北,1328.408341
四川,山西,1115.370808
四川,内蒙古,1413.71297
四川,辽宁,2121.213338
四川,吉林,2376.535165
四川,黑龙江,2759.679948
四川,上海,1667.184905
四川,江苏,1498.901063
四川,浙江,1545.557257
四川,安徽,1262.393779
四川,福建,1481.43851
四川,江西,1163.711082
四川,山东,1369.009499
四川,河南,1005.161475
四川,湖北,978.743111
四川,湖南,906.615282
四川,广东,1232.504687
四川,广西,968.693052
四川,海南,1341.310225
四川,重庆,259.819291
四川,四川,0.0
四川,贵州,524.116449
四川,云南,638.132203
四川,西藏,1249.498222
四川,陕西,608.224683
四川,甘肃,597.546705
四川,青海,942.492238
四川,宁夏,782.736007
四川,新疆,2048.445955
贵州,北京,1734.455919
贵州,天津,1703.563055
贵州,河北,1516.331865
贵州,山西,1369.680853
贵州,内蒙古,1755.204239
贵州,辽宁,2276.209356
贵州,吉林,2551.304144
贵州,黑龙江,2977.013017
贵州,上海,1532.062712
贵州,江苏,1404.599866
贵州,浙江,1380.250787
贵州,安徽,1181.542252
贵州,福建,1155.289158
贵州,江西,934.551518
贵州,山东,1485.205742
贵州,河南,1126.693196
贵州,湖北,864.364442
贵州,湖南,646.80338
贵州,广东,758.199563
贵州,广西,446.557165
贵州,海南,817.264714
贵州,重庆,334.60893
贵州,四川,524.116449
贵州,贵州,0.0
贵州,云南,432.912463
贵州,西藏,1597.170685
贵州,陕西,882.496854
贵州,甘肃,1089.960745
贵州,青海,1456.914874
贵州,宁夏,1212.762168
贵州,新疆,2566.261117
云南,北京,2087.390744
云南,天津,2070.35275
云南,河北,1878.601658
云南,山西,1699.074724
云南,内蒙古,2037.782315
云南,辽宁,2658.702395
云南,吉林,2927.851564
云南,黑龙江,3337.235774
云南,上海,1964.915418
云南,江苏,1835.2012
云南,浙江,1813.037728
云南,安徽,1609.300744
云南,福建,1564.737054
云南,江西,1366.163099
云南,山东,1873.496677
云南,河南,1506.118259
云南,湖北,1292.111272
云南,湖南,1079.036558
云南,广东,1085.767782
云南,广西,619.300786
云南,海南,961.493911
云南,重庆,622.050931
云南,四川,638.132203
云南,贵州,432.912463
云南,云南,0.0
云南,西藏,1307.385941
云南,陕西,1187.235834
云南,甘肃,1225.016138
云南,青海,1401.464047
云南,宁夏,1420.601852
云南,新疆,2488.585436
西藏,北京,2517.960521
西藏,天津,2560.279915
西藏,河北,2386.91388
西藏,山西,2131.739708
西藏,内蒙古,2225.67532
西藏,辽宁,3137.546486
西藏,吉林,3348.192576
西藏,黑龙江,3639.514265
西藏,上海,2906.612043
西藏,江苏,2730.721089
西藏,浙江,2791.850771
西藏,安徽,2496.885097
西藏,福建,2711.567445
西藏,江西,2410.941919
西藏,山东,2491.344998
西藏,河南,2164.838648
西藏,湖北,2226.063818
西藏,湖南,2144.015236
西藏,广东,2349.621939
西藏,广西,1922.148911
西藏,海南,2267.966024
西藏,重庆,1489.806869
西藏,四川,1249.498222
西藏,贵州,1597.170685
西藏,云南,1307.385941
西藏,西藏,0.0
西藏,陕西,1730.690626
西藏,甘肃,1326.937641
西藏,青海,850.428854
西藏,宁夏,1597.742532
西藏,新疆,1492.908486
陕西,北京,912.201579
陕西,天津,912.481189
陕西,河北,720.471738
陕西,山西,513.688522
陕西,内蒙古,872.717789
陕西,辽宁,1513.247019
陕西,吉林,1768.659434
陕西,黑龙江,2158.452086
陕西,上海,1226.22931
陕西,江苏,1037.563319
陕西,浙江,1146.588805
陕西,安徽,821.001366
陕西,福建,1277.733479
陕西,江西,904.974285
陕西,山东,776.414415
陕西,河南,434.148081
陕西,湖北,647.627511
陕西,湖南,774.925595
陕西,广东,1302.622795
陕西,广西,1273.842495
陕西,海南,1590.515984
陕西,重庆,573.35417
陕西,四川,608.224683
陕西,贵州,882.496854
陕西,云南,1187.235834
陕西,西藏,1730.690626
陕西,陕西,0.0
陕西,甘肃,513.269716
陕西,青海,1133.883932
陕西,宁夏,430.154818
陕西,新疆,2110.248098
甘肃,北京,1191.278257
甘肃,天津,1234.346492
甘肃,河北,1065.647383
甘肃,山西,807.769726
甘肃,内蒙古,940.08799
甘肃,辽宁,1811.868665
甘肃,吉林,2030.581669
甘肃,黑龙江,2353.495883
甘肃,上海,1732.390207
甘肃,江苏,1541.608991
甘肃,浙江,1658.873137
甘肃,安徽,1331.707493
甘肃,福建,1771.004999
甘肃,江西,1403.056239
甘肃,山东,1189.340152
甘肃,河南,909.378105
甘肃,湖北,1152.634064
甘肃,湖南,1230.411439
甘肃,广东,1697.963811
甘肃,广西,1533.942211
甘肃,海南,1894.324134
甘肃,重庆,762.47236
甘肃,四川,597.546705
甘肃,贵州,1089.960745
甘肃,云南,1225.016138
甘肃,西藏,1326.937641
甘肃,陕西,513.269716
甘肃,甘肃,0.0
甘肃,青海,628.474606
甘肃,宁夏,276.290487
甘肃,新疆,1612.48504
青海,北京,1753.619848
青海,天津,1814.097662
青海,河北,1662.180194
青海,山西,1403.380905
青海,内蒙古,1409.691985
青海,辽宁,2357.726862
青海,吉林,2545.733632
青海,黑龙江,2807.832826
青海,上海,2358.753624
青海,江苏,2168.648389
青海,浙江,2279.572213
青海,安徽,1954.883039
青海,福建,2347.470506
青海,江西,1991.129461
青海,山东,1803.95394
青海,河南,1537.729986
青海,湖北,1753.174594
青海,湖南,1782.255238
青海,广东,2172.34661
青海,广西,1889.754628
青海,海南,2265.999803
青海,重庆,1191.633301
青海,四川,942.492238
青海,贵州,1456.914874
青海,云南,1401.464047
青海,西藏,850.428854
青海,陕西,1133.883932
青海,甘肃,628.474606
青海,青海,0.0
青海,宁夏,850.467483
青海,新疆,1109.744622
宁夏,北京,921.463073
宁夏,天津,971.267422
宁夏,河北,812.444777
宁夏,山西,553.273651
宁夏,内蒙古,669.235643
宁夏,辽宁,1539.832426
宁夏,吉林,1755.030131
宁夏,黑龙江,2078.410185
宁夏,上海,1564.392285
宁夏,江苏,1372.010543
宁夏,浙江,1512.698967
宁夏,安徽,1183.489096
宁夏,福建,1698.700094
宁夏,江西,1324.914856
宁夏,山东,955.87918
宁夏,河南,727.708802
宁夏,湖北,1063.813752
宁夏,湖南,1204.80332
宁夏,广东,1723.574214
宁夏,广西,1639.985082
宁夏,海南,1980.17555
宁夏,重庆,878.603716
宁夏,四川,782.736007
宁夏,贵州,1212.762168
宁夏,云南,1420.601852
宁夏,西藏,1597.742532
宁夏,陕西,430.154818
宁夏,甘肃,276.290487
宁夏,青海,850.467483
宁夏,宁夏,0.0
宁夏,新疆,1712.874933
新疆,北京,2405.870364
新疆,天津,2499.390679
新疆,河北,2409.254284
新疆,山西,2182.078745
新疆,内蒙古,1962.309639
新疆,辽宁,2899.03462
新疆,吉林,2995.123857
新疆,黑龙江,3095.635141
新疆,上海,3269.0462
新疆,江苏,3077.43531
新疆,浙江,3225.018406
新疆,安徽,2896.13728
新疆,福建,3382.649741
新疆,江西,3012.696865
新疆,山东,2595.325499
新疆,河南,2435.791363
新疆,湖北,2757.727097
新疆,湖南,2839.968514
新疆,广东,3270.176138
新疆,广西,2999.143338
新疆,海南,3375.42385
新疆,重庆,2290.749953
新疆,四川,2048.445955
新疆,贵州,2566.261117
新疆,云南,2488.585436
新疆,西藏,1492.908486
新疆,陕西,2110.248098
新疆,甘肃,1612.48504
新疆,青海,1109.744622
新疆,宁夏,1712.874933
新疆,新疆,0.0
