destination,origin,distance_score
江苏,山西,0.2538755536379248
江苏,内蒙古,0.35782403562031373
江苏,辽宁,0.31050649996559365
江苏,吉林,0.38535391397895785
江苏,黑龙江,0.5130829577885994
江苏,上海,0.052863738123032196
江苏,江苏,0.0
江苏,浙江,0.055562735100311525
江苏,安徽,0.06506771639209388
江苏,福建,0.18654108998251173
江苏,江西,0.14509245150602537
江苏,山东,0.15776930661377692
江苏,河南,0.17703061619954938
江苏,湖北,0.1499743496677846
江苏,湖南,0.21403022004641054
江苏,广东,0.3240129534153646
江苏,广西,0.4190749289452229
江苏,海南,0.4491908207976209
江苏,重庆,0.35775027632705264
江苏,四川,0.41184096389302105
江苏,贵州,0.38593058406380504
江苏,云南,0.5042434419473282
江苏,西藏,0.7502982239307147
江苏,陕西,0.28508291037018374
江苏,甘肃,0.42357547704240145
江苏,青海,0.5958620384745216
江苏,宁夏,0.3769762784540151
江苏,新疆,0.8455620959078725
浙江,北京,0.30954013584557283
浙江,天津,0.28113085524614645
浙江,河北,0.2654680871267309
浙江,山西,0.3023510185362607
浙江,内蒙古,0.4105304535741393
浙江,辽宁,0.36096280941489867
浙江,吉林,0.43430925197926107
浙江,黑龙江,0.5618924799021223
浙江,上海,0.04556474131583051
浙江,江苏,0.055562735100311525
浙江,浙江,0.0
浙江,安徽,0.0905524781615329
浙江,福建,0.13766487765091917
浙江,江西,0.12416751937088506
浙江,山东,0.21206892288413656
浙江,河南,0.2175672373686932
浙江,湖北,0.15575628689011334
浙江,湖南,0.2018557731906568
浙江,广东,0.28828927505247737
浙江,广西,0.39597741128787695
浙江,海南,0.414636163543104
浙江,重庆,0.3645204588860157
浙江,四川,0.42466031026807916
浙江,贵州,0.3792403838812815
浙江,云南,0.4981537633841367
浙江,西藏,0.7670943339467856
浙江,陕西,0.3150389644097191
浙江,甘肃,0.45579520128629036
浙江,青海,0.6263396835456558
浙江,宁夏,0.4156321027635813
浙江,新疆,0.8861123136716158
安徽,北京,0.24704063826495265
安徽,天津,0.22218896289997095
安徽,河北,0.1938706584517261
安徽,山西,0.21864935457259432
安徽,内蒙古,0.333530924627383
安徽,辽宁,0.3380843462637177
安徽,吉林,0.41514599009271913
安徽,黑龙江,0.5416883148279129
安徽,上海,0.11301614942289559
安徽,江苏,0.06506771639209388
安徽,浙江,0.0905524781615329
安徽,安徽,0.0
安徽,福建,0.17860308455199858
安徽,江西,0.1037187466553315
安徽,山东,0.14726894496730322
安徽,河南,0.12836941580169903
安徽,湖北,0.08718361075032083
安徽,湖南,0.15880989519902322
安徽,广东,0.2873342772843892
安徽,广西,0.36763472858650825
安徽,海南,0.4086646397579101
安徽,重庆,0.2929089522334926
安徽,四川,0.34685776372413807
安徽,贵州,0.3246428413160788
安徽,云南,0.4421745944166536
安徽,西藏,0.686048993133978
安徽,陕西,0.2255799280402051
安徽,甘肃,0.36590253424930597
安徽,青海,0.537127456210149
安徽,宁夏,0.3251777599503378
安徽,新疆,0.7957482974723277
福建,北京,0.4253538349574239
福建,天津,0.3996994607191078
福建,河北,0.3722543947770459
福建,山西,0.3895693416110296
福建,内蒙古,0.5088265375984178
福建,辽宁,0.4969118072683252
福建,吉林,0.5711895392172615
福建,黑龙江,0.6988898530941738
福建,上海,0.17898937044006888
福建,江苏,0.18654108998251173
福建,浙江,0.13766487765091917
福建,安徽,0.17860308455199858
福建,福建,0.0
福建,江西,0.10270220028935646
福建,山东,0.32538117638068936
福建,河南,0.29210911253290556
福建,湖北,0.1745779688543136
福建,湖南,0.1581174723050577
福建,广东,0.16653337529918982
福建,广西,0.29476699083634444
福建,海南,0.29020921312421344
福建,重庆,0.3372015367001179
福建,四川,0.4070429189539116
福建,贵州,0.3174294902784232
福建,云南,0.4299301885000305
福建,西藏,0.7450355315477794
福建,陕西,0.35107252945469636
福建,甘肃,0.48660476922186213
福建,青海,0.6449955502509894
福建,宁夏,0.46673813325471336
福建,新疆,0.9294234050762816
江西,北京,0.34344825022962233
江西,天津,0.3209558256807657
江西,河北,0.28585925710061755
江西,山西,0.29339056567758776
江西,内蒙古,0.4147929866679613
江西,辽宁,0.44166069204842096
江西,吉林,0.5186021275286855
江西,黑龙江,0.6453289974946699
江西,上海,0.1682292222036393
江西,江苏,0.14509245150602537
江西,浙江,0.12416751937088506
江西,安徽,0.1037187466553315
江西,福建,0.10270220028935646
江西,江西,0.0
江西,山东,0.2458170222338722
江西,河南,0.1948214721449924
江西,湖北,0.07198308618251838
江西,湖南,0.07919280239447009
江西,广东,0.1837645650772027
江西,广西,0.2747291259758258
江西,海南,0.3064287717525954
江西,重庆,0.2535797215785882
江西,四川,0.31974351445494337
江西,贵州,0.25677918808761696
江西,云南,0.375369623396709
江西,西藏,0.6624350788195084
江西,陕西,0.24865249016959137
江西,甘肃,0.3855064541146949
江西,青海,0.5470865934358414
江西,宁夏,0.36403617612967376
江西,新疆,0.8277744351690294
山东,北京,0.1000006513231787
山东,天津,0.07523572187455076
山东,河北,0.05548286757436298
山东,山西,0.11453619759338958
山东,内蒙古,0.20137689884834123
山东,辽宁,0.2174036218539179
山东,吉林,0.29355492497293456
山东,黑龙江,0.41431729928938743
山东,上海,0.20316886599701237
山东,江苏,0.15776930661377692
山东,浙江,0.21206892288413656
山东,安徽,0.14726894496730322
山东,福建,0.32538117638068936
山东,江西,0.2458170222338722
山东,山东,0.0
山东,河南,0.10153003810248838
山东,湖北,0.19837057102453753
山东,湖南,0.278191562191885
山东,广东,0.4245097943035539
山东,广西,0.48123102630564907
山东,海南,0.539075795324572
山东,重庆,0.3461037309603731
山东,四川,0.3761517057826397
山东,贵州,0.4080780109265488
山东,云南,0.5147655814999258
山东,西藏,0.684526784785112
山东,陕西,0.21332913088609642
山东,甘肃,0.32678540744777107
山东,青海,0.4956578841709802
山东,宁夏,0.2626392178737621
山东,新疆,0.7130966689589278
河南,北京,0.1710685205955636
河南,天津,0.1590618016165407
河南,河北,0.10950692646893638
河南,山西,0.09861785718265347
河南,内蒙古,0.22058940411928846
河南,辽宁,0.3168840306770992
河南,吉林,0.3917260082507192
河南,黑龙江,0.5087255928092921
河南,上海,0.22989164819223482
河南,江苏,0.17703061619954938
河南,浙江,0.2175672373686932
河南,安徽,0.12836941580169903
河南,福建,0.29210911253290556
河南,江西,0.1948214721449924
河南,山东,0.10153003810248838
河南,河南,0.0
河南,湖北,0.1288615759828599
河南,湖南,0.20083002504731218
河南,广东,0.35457856654396164
河南,广西,0.3916037570469586
河南,海南,0.4593613557384972
河南,重庆,0.24464074548695305
河南,四川,0.2761801168541374
河南,贵州,0.3095724082839939
河南,云南,0.413823974667125
河南,西藏,0.5948152666465782
河南,陕西,0.11928736896982599
河南,甘肃,0.2498624922960702
河南,青海,0.42250967410344803
河南,宁夏,0.19994668217078687
河南,新疆,0.669262760260125
湖北,北京,0.2899514284497522
湖北,天津,0.2710836059877348
湖北,河北,0.22953109733174795
湖北,山西,0.2269007754527925
湖北,内蒙古,0.3492314027240116
湖北,辽宁,0.40882571729664596
湖北,吉林,0.4861930920333953
湖北,黑龙江,0.6102376928037677
湖北,上海,0.1910967003724603
湖北,江苏,0.1499743496677846
湖北,浙江,0.15575628689011334
湖北,安徽,0.08718361075032083
湖北,福建,0.1745779688543136
湖北,江西,0.07198308618251838
湖北,山东,0.19837057102453753
湖北,河南,0.1288615759828599
湖北,湖北,0.0
湖北,湖南,0.08016932748579295
湖北,广东,0.22847331084715505
湖北,广西,0.28768663914001724
湖北,海南,0.34070522567384415
湖北,重庆,0.20977730142239187
湖北,四川,0.268921355910663
湖北,贵州,0.23749445092503302
湖北,云南,0.3550229997518639
湖北,西藏,0.6116376131307731
湖北,陕西,0.17794339130032233
湖北,甘肃,0.3166999715001804
湖北,青海,0.4817056525536108
湖北,宁夏,0.29229553026631705
湖北,新疆,0.7577184470796408
湖南,北京,0.36768551118730125
湖南,天津,0.35008801675901663
湖南,河北,0.3065397687072948
湖南,山西,0.29506894733932304
湖南,内蒙古,0.4168724495987104
湖南,辽宁,0.48876779522665237
湖南,吉林,0.5661589431907337
湖南,黑龙江,0.6903929522034722
湖南,上海,0.2444963916084555
湖南,江苏,0.21403022004641054
湖南,浙江,0.2018557731906568
湖南,安徽,0.15880989519902322
湖南,福建,0.1581174723050577
湖南,江西,0.07919280239447009
湖南,山东,0.278191562191885
湖南,河南,0.20083002504731218
湖南,湖北,0.08016932748579295
湖南,湖南,0.0
湖南,广东,0.1544218060648266
湖南,广西,0.2092176283859132
湖南,海南,0.26116965995735697
湖南,重庆,0.17996894841130676
湖南,四川,0.24910337368879637
湖南,贵州,0.17771695146797287
湖南,云南,0.29647817797466447
湖南,西藏,0.5890937855686631
湖南,陕西,0.21292005981463025
湖南,甘肃,0.338070233940957
湖南,青海,0.4896959067146286
湖南,宁夏,0.3310340974855336
湖南,新疆,0.780315258360445
广东,北京,0.5183161638191848
广东,天津,0.49857141279813066
广东,河北,0.45800172842570247
广东,山西,0.44948986647260747
广东,内蒙古,0.5712402896709075
广东,辽宁,0.6253963202971538
广东,吉林,0.7023660213624688
广东,黑龙江,0.8290225434794387
广东,上海,0.3334648479527254
广东,江苏,0.3240129534153646
广东,浙江,0.28828927505247737
广东,安徽,0.2873342772843892
广东,福建,0.16653337529918982
广东,江西,0.1837645650772027
广东,山东,0.4245097943035539
广东,河南,0.35457856654396164
广东,湖北,0.22847331084715505
广东,湖南,0.1544218060648266
广东,广东,0.0
广东,广西,0.1385733532768555
广东,海南,0.12636707470083236
广东,重庆,0.26952226659290207
广东,四川,0.3386453788222754
广东,贵州,0.20832438281430943
广东,云南,0.29832766213927725
广东,西藏,0.645586682155785
广东,陕西,0.3579111662033835
广东,甘肃,0.4665358307092664
广东,青海,0.5968781688509195
广东,宁夏,0.4735725947209607
广东,新疆,0.8985199397205824
广西,北京,0.562669307740713
广西,天津,0.5491804775217718
广西,河北,0.5010957271244547
广西,山西,0.47266661475772515
广西,内蒙古,0.5865994079295085
广西,辽宁,0.6957646396256123
广西,吉林,0.7729809104072849
广西,黑龙江,0.8955052731466627
广西,上海,0.4412485131446518
广西,江苏,0.4190749289452229
广西,浙江,0.39597741128787695
广西,安徽,0.36763472858650825
广西,福建,0.29476699083634444
广西,江西,0.2747291259758258
广西,山东,0.48123102630564907
广西,河南,0.3916037570469586
广西,湖北,0.28768663914001724
广西,湖南,0.2092176283859132
广西,广东,0.1385733532768555
广西,广西,0.0
广西,海南,0.10338805390009924
广西,重庆,0.2122728385569331
广西,四川,0.26615998220300974
广西,贵州,0.12269691296291706
广西,云南,0.17016028538632477
广西,西藏,0.5281333636976417
广西,陕西,0.350003435142464
广西,甘肃,0.421468937696278
广西,青海,0.5192326476566235
广西,宁夏,0.4506054826522297
广西,新疆,0.8240504417970732
海南,北京,0.6284146703296409
海南,天津,0.6112544100716693
海南,河北,0.5670065013469594
海南,山西,0.5484224041089175
海南,内蒙古,0.6669630204073401
海南,辽宁,0.7460394072668927
海南,吉林,0.8233349545615808
海南,黑龙江,0.9490500403355338
海南,上海,0.4598317143840073
海南,江苏,0.4491908207976209
海南,浙江,0.414636163543104
海南,安徽,0.4086646397579101
海南,福建,0.29020921312421344
海南,江西,0.3064287717525954
海南,山东,0.539075795324572
海南,河南,0.4593613557384972
海南,湖北,0.34070522567384415
海南,湖南,0.26116965995735697
海南,广东,0.12636707470083236
海南,广西,0.10338805390009924
海南,海南,0.0
海南,重庆,0.31110658388915535
海南,四川,0.36854099952263825
海南,贵州,0.22455323828769225
海南,云南,0.26418193225573194
海南,西藏,0.6231507445403569
海南,陕西,0.4370132573171821
海南,甘肃,0.5204881739898882
海南,青海,0.6226105018439873
海南,宁夏,0.5440768755992224
海南,新疆,0.9274380052471096
重庆,北京,0.4026576192029296
重庆,天津,0.3980901256338392
重庆,河北,0.34532805437431086
重庆,山西,0.2968154380897859
重庆,内蒙古,0.39588551825610174
重庆,辽宁,0.5604659771817105
重庆,吉林,0.6339089257560583
重庆,黑龙江,0.746053081619121
重庆,上海,0.40085976005921775
重庆,江苏,0.35775027632705264
重庆,浙江,0.3645204588860157
重庆,安徽,0.2929089522334926
重庆,福建,0.3372015367001179
重庆,江西,0.2535797215785882
重庆,山东,0.3461037309603731
重庆,河南,0.24464074548695305
重庆,湖北,0.20977730142239187
重庆,湖南,0.17996894841130676
重庆,广东,0.26952226659290207
重庆,广西,0.2122728385569331
重庆,海南,0.31110658388915535
重庆,重庆,0.0
重庆,四川,0.07138845243679792
重庆,贵州,0.09193779873809617
重庆,云南,0.17091592056172364
重庆,西藏,0.40934222550711724
重庆,陕西,0.15753590403910672
重庆,甘肃,0.20949838480712757
重庆,青海,0.3274154775156514
重庆,宁夏,0.2414068614730378
重庆,新疆,0.6294109010725364
四川,北京,0.41722463780479235
四川,天津,0.4178150473604478
四川,河北,0.36499605284552994
四川,山西,0.3064614469920205
四川,内蒙古,0.3884345181979937
四川,辽宁,0.5828286918391843
四川,吉林,0.6529814123423967
四川,黑龙江,0.7582550162088731
四川,上海,0.4580789587865512
四川,江苏,0.41184096389302105
四川,浙江,0.42466031026807916
四川,安徽,0.34685776372413807
四川,福建,0.4070429189539116
四川,江西,0.31974351445494337
四川,山东,0.3761517057826397
四川,河南,0.2761801168541374
四川,湖北,0.268921355910663
四川,湖南,0.24910337368879637
四川,广东,0.3386453788222754
四川,广西,0.26615998220300974
四川,海南,0.36854099952263825
四川,重庆,0.07138845243679792
四川,四川,0.0
四川,贵州,0.1440072522974436
四川,云南,0.17533444205362939
四川,西藏,0.34331455546582396
四川,陕西,0.1671169938387369
四川,甘肃,0.16418309188849958
四川,青海,0.2589609957195758
四川,宁夏,0.21506606376771545
四川,新疆,0.562834984519562
贵州,北京,0.4765624730969423
贵州,天津,0.468074289853072
贵州,河北,0.4166302848657746
贵州,山西,0.3763361683100863
贵州,内蒙古,0.48226332175126124
贵州,辽宁,0.625415698432494
贵州,吉林,0.7010012760590184
贵州,黑龙江,0.8179698718669538
贵州,上海,0.4209525229048663
贵州,江苏,0.38593058406380504
贵州,浙江,0.3792403838812815
贵州,安徽,0.3246428413160788
贵州,福建,0.3174294902784232
贵州,江西,0.25677918808761696
贵州,山东,0.4080780109265488
贵州,河南,0.3095724082839939
贵州,湖北,0.23749445092503302
贵州,湖南,0.17771695146797287
贵州,广东,0.20832438281430943
贵州,广西,0.12269691296291706
贵州,海南,0.22455323828769225
贵州,重庆,0.09193779873809617
贵州,四川,0.1440072522974436
贵州,贵州,0.0
贵州,云南,0.11894786817108409
贵州,西藏,0.43884171587386267
贵州,陕西,0.24247654762248885
贵州,甘肃,0.2994797287873799
贵州,青海,0.4003047571514327
贵州,宁夏,0.33322088600194016
贵州,新疆,0.7051108829765776
云南,北京,0.5735355302969255
云南,天津,0.5688541380122878
云南,河北,0.516168235982996
云南,山西,0.46684106732028435
云南,内蒙古,0.55990502210602
云南,辽宁,0.7305102278531665
云南,吉林,0.8044621756689282
云南,黑龙江,0.9169453754016267
云南,上海,0.5398839721267036
云南,江苏,0.5042434419473282
云南,浙江,0.4981537633841367
云南,安徽,0.4421745944166536
云南,福建,0.4299301885000305
云南,江西,0.375369623396709
云南,山东,0.5147655814999258
云南,河南,0.413823974667125
云南,湖北,0.3550229997518639
云南,湖南,0.29647817797466447
云南,广东,0.29832766213927725
云南,广西,0.17016028538632477
云南,海南,0.26418193225573194
云南,重庆,0.17091592056172364
云南,四川,0.17533444205362939
云南,贵州,0.11894786817108409
云南,云南,0.0
云南,西藏,0.359219897438704
云南,陕西,0.32620722095177723
云南,甘肃,0.3365878105714747
云南,青海,0.3850689803519701
云南,宁夏,0.3903273207805383
云南,新疆,0.6837685621765244
西藏,北京,0.691839717517909
西藏,天津,0.703467476311705
西藏,河北,0.6558330882101928
西藏,山西,0.5857209376812266
西藏,内蒙古,0.6115308686666187
西藏,辽宁,0.8620783592395125
西藏,吉林,0.9199558875750141
西藏,黑龙江,1.0
西藏,上海,0.798626363674934
西藏,江苏,0.7502982239307147
西藏,浙江,0.7670943339467856
西藏,安徽,0.686048993133978
西藏,福建,0.7450355315477794
西藏,江西,0.6624350788195084
西藏,山东,0.684526784785112
西藏,河南,0.5948152666465782
西藏,湖北,0.6116376131307731
西藏,湖南,0.5890937855686631
西藏,广东,0.645586682155785
西藏,广西,0.5281333636976417
西藏,海南,0.6231507445403569
西藏,重庆,0.40934222550711724
西藏,四川,0.34331455546582396
西藏,贵州,0.43884171587386267
西藏,云南,0.359219897438704
西藏,西藏,0.0
西藏,陕西,0.4755279138877067
西藏,甘肃,0.36459196046041603
西藏,青海,0.23366548173152993
西藏,宁夏,0.4389988376649487
西藏,新疆,0.4101944318110813
陕西,北京,0.25063827548976514
陕西,天津,0.25071510167580013
陕西,河北,0.1979582124264596
陕西,山西,0.14114205484505776
陕西,内蒙古,0.23978963275199586
陕西,辽宁,0.41578268659430573
陕西,吉林,0.4859602972321363
陕西,黑龙江,0.5930604824817193
陕西,上海,0.33692114406371204
陕西,江苏,0.28508291037018374
陕西,浙江,0.3150389644097191
陕西,安徽,0.2255799280402051
陕西,福建,0.35107252945469636
陕西,江西,0.24865249016959137
陕西,山东,0.21332913088609642
陕西,河南,0.11928736896982599
陕西,湖北,0.17794339130032233
陕西,湖南,0.21292005981463025
陕西,广东,0.3579111662033835
陕西,广西,0.350003435142464
陕西,海南,0.4370132573171821
陕西,重庆,0.15753590403910672
陕西,四川,0.1671169938387369
陕西,贵州,0.24247654762248885
陕西,云南,0.32620722095177723
陕西,西藏,0.4755279138877067
陕西,陕西,0.0
陕西,甘肃,0.14102698289602666
陕西,青海,0.31154814885716625
陕西,宁夏,0.11819017228113543
陕西,新疆,0.5798158612245473
甘肃,北京,0.32731792493743667
甘肃,天津,0.33915143673712184
甘肃,河北,0.2927993422770662
甘肃,山西,0.22194437696482006
甘肃,内蒙古,0.25830039987492676
甘肃,辽宁,0.4978325493663095
甘肃,吉林,0.5579265586420226
甘肃,黑龙江,0.6466510945245602
甘肃,上海,0.47599489406040285
甘肃,江苏,0.42357547704240145
甘肃,浙江,0.45579520128629036
甘肃,安徽,0.36590253424930597
甘肃,福建,0.48660476922186213
甘肃,江西,0.3855064541146949
甘肃,山东,0.32678540744777107
甘肃,河南,0.2498624922960702
甘肃,湖北,0.3166999715001804
甘肃,湖南,0.338070233940957
甘肃,广东,0.4665358307092664
甘肃,广西,0.421468937696278
甘肃,海南,0.5204881739898882
甘肃,重庆,0.20949838480712757
甘肃,四川,0.16418309188849958
甘肃,贵州,0.2994797287873799
甘肃,云南,0.3365878105714747
