province_index,province_name,Y0_raw_亿元,Y0_MU,POP_raw_万人,N0_NU,K0_trackA_亿元,K0_MU,L0,L0_proxy_role,alpha_raw,alpha_used,alpha_clip_flag,alpha_clip_reason,Zt0,Kt_1,Lt_1,Yt_1,Zt_1,pit,pit_1,rk_old,mstar,mt0,raw_wjt0,used_wjt0,wage_bound_status,wage_lower_clip,wage_upper_clip,rk_new,Thetat,PIt,Corptax_before_clipping,divrate,raw_ra0,used_ra0,ra_bound_status,ra_lower_clip,ra_upper_clip,Corptax_ra_adjustment,Corptax_after_ra_clip,Corptax_wage_adjustment,Corptax_after_ra_and_wage_clip,legacy_ra,legacy_wjt,raw_ra_minus_legacy,raw_wjt_minus_legacy,legacy_matlab_level_year,legacy_matlab_gdp_亿元,legacy_matlab_population_万人,legacy_matlab_capital_亿元,K_to_Y,K_to_N,Y_to_N,firm_equation_provenance,clipping_provenance,unit_provenance,inter_prv_ratio,rah0,rah0_provenance,w0,w0_provenance,composite_seed_policy
11,浙江,58002.8,58002800.0,6273.0,627300.0,124249.65620818298,124249656.20818298,627300.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.865111818631329,124249656.20818298,627300.0,58002800.0,1.865111818631329,0.02,0.02,0.1,0.9,0.92,22.279584540707074,1.3,above,False,True,0.3169955863026403,1160056.0,3480167.999999998,870041.9999999995,0.021007108427138634,0.31300269472977893,0.09,above,False,True,27708008.15367341,28578050.15367341,13160493.382385546,41738543.536058955,0.09,0.6,0.22300269472977893,21.679584540707072,2009,22833.74,5276.0,48634.67225908805,2.142132038594395,198.07055030795948,92.46421170094054,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.08008882205739513,0.08335304818599189,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,18.00489758044457,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
12,安徽,34010.9,34010900.0,6076.0,607600.0,70182.43335888097,70182433.35888097,607600.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.681124916844091,70182433.35888097,607600.0,34010900.0,1.681124916844091,0.02,0.02,0.1,0.9,0.92,13.487571992789512,1.3,above,False,True,0.329070654177576,680218.0,2040653.9999999986,510163.49999999965,0.021807315972841357,0.32587797015041736,0.09,above,False,True,16554489.920909781,17064653.42090978,7405168.742818907,24469822.163728688,0.09,0.6,0.23587797015041737,12.887571992789512,2009,10864.68,6131.0,22812.175548548825,2.06352767374227,115.50762567294431,55.975806451612904,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.01258840471135473,0.08895777765800762,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,18.29792118969518,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
13,福建,38687.8,38687800.0,4104.0,410400.0,87795.53811850408,87795538.11850408,410400.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.7964378516260697,87795538.11850408,410400.0,38687800.0,1.7964378516260697,0.02,0.02,0.1,0.9,0.92,22.714338761179093,1.3,above,False,True,0.29922718096393985,773756.0,2321267.9999999986,580316.9999999997,0.0198296068035953,0.29405678776753513,0.09,above,False,True,17915275.488784127,18495592.488784127,8788444.6275879,27284037.116372027,0.09,0.6,0.20405678776753514,22.11433876117909,2009,12418.09,3666.0,19997.38916017104,2.269333953300629,213.9267498014232,94.26851851851852,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.09305226888370777,0.08227353131506258,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,17.622512150269692,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
14,江西,22716.5,22716500.0,4513.0,451300.0,51050.04792908307,51050047.92908307,451300.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.5352442633792756,51050047.92908307,451300.0,22716500.0,1.5352442633792756,0.02,0.02,0.1,0.9,0.92,12.128567294604284,1.3,above,False,True,0.30216538878423244,454330.0,1362989.999999999,340747.49999999977,0.020024320083304577,0.297189708867537,0.09,above,False,True,10577044.56810053,10917792.06810053,4886932.4200549135,15804724.488155443,0.09,0.6,0.207189708867537,11.528567294604285,2009,7589.2,4432.0,18122.769974104183,2.247267313586295,113.11776629533142,50.33569687569244,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.010634543385579892,0.08911960456738838,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,18.066338850784597,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
15,山东,66648.9,66648899.99999999,10077.0,1007700.0,210016.97307581102,210016973.07581103,1007700.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.2849276420428595,210016973.07581103,1007700.0,66648899.99999999,1.2849276420428595,0.02,0.02,0.1,0.9,0.92,15.936580619503328,1.3,above,False,True,0.21549541947445155,1332977.9999999998,3998933.9999999963,999733.4999999991,0.014280752912848423,0.20477617238729998,0.09,above,False,True,24104944.306008223,25104677.806008223,14749282.290273502,39853960.09628172,0.09,0.6,0.11477617238729998,15.336580619503328,2009,29540.8,9470.0,66656.60424205677,3.151094362784848,208.41219914241444,66.13962488835962,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.08854377463396423,0.08264908560515918,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,18.321743106447045,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
16,河南,49935.9,49935900.0,9864.0,986400.0,168320.55601470312,168320556.01470312,986400.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.139914115532732,168320556.01470312,986400.0,49935900.0,1.139914115532732,0.02,0.02,0.1,0.9,0.92,12.198129358010842,1.3,above,False,True,0.20145366676602536,998718.0,2996153.999999998,749038.4999999995,0.013350214336291218,0.18980388110231658,0.09,above,False,True,16799044.75956725,17548083.25956725,10749914.798741894,28297998.058309145,0.09,0.6,0.09980388110231658,11.598129358010842,2009,19181.0,9487.0,37325.93745199879,3.370732399229875,170.64127738716863,50.624391727493915,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.05766365509732591,0.08521809867670735,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,18.484175006636022,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
17,湖北,42022.0,42022000.0,5917.0,591700.0,101805.15366230691,101805153.6623069,591700.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.5894323920714784,101805153.6623069,591700.0,42022000.0,1.5894323920714784,0.02,0.02,0.1,0.9,0.92,17.11230710776901,1.3,above,False,True,0.2802892275865014,840440.0,2521319.999999998,630329.9999999995,0.01857459992912061,0.273863827515622,0.09,above,False,True,18718285.21316779,19348615.21316779,9356142.115666922,28704757.328834713,0.09,0.6,0.183863827515622,16.512307107769008,2009,13192.14,5720.0,25678.616932107012,2.422663215989408,172.05535518388862,71.01909751563292,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.05881975321110189,0.0851220223749261,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,18.519697907284154,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
18,湖南,36329.7,36329700.0,6635.0,663500.0,93791.80714892803,93791807.14892803,663500.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.4167063570694212,93791807.14892803,663500.0,36329700.0,1.4167063570694212,0.02,0.02,0.1,0.9,0.92,13.193326220034834,1.3,above,False,True,0.2630245946091555,726594.0,2179781.9999999986,544945.4999999997,0.017430482999481092,0.2554550776086366,0.09,above,False,True,15518330.730880165,16063276.230880165,7891221.946993112,23954498.177873276,0.09,0.6,0.16545507760863662,12.593326220034834,2009,13059.69,6406.0,17328.38772155945,2.5816840532382055,141.3591667655283,54.75463451394122,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.03372367602716368,0.0872058027276669,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,18.15409814981755,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
19,广东,99945.2,99945200.0,12348.0,1234800.0,191259.40686816652,191259406.86816654,1234800.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.9575836150085797,191259406.86816654,1234800.0,99945200.0,1.9575836150085797,0.02,0.02,0.1,0.9,0.92,19.50287948786266,1.3,above,False,True,0.35484491727597806,1998904.0,5996711.999999996,1499177.999999999,0.02351536101489695,0.35336027829087496,0.09,above,False,True,50370130.61854801,51869308.61854801,22476915.591612812,74346224.21016082,0.09,0.6,0.26336027829087494,18.90287948786266,2009,39923.24,10130.0,56533.135563321164,1.9136427449058737,154.89100005520453,80.94039520570132,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.04478680634319916,0.086287673370157,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,17.286415001574493,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
20,广西,19627.8,19627800.0,4947.0,494700.0,67306.70883876627,67306708.83876626,494700.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.0559578674063324,67306708.83876626,494700.0,19627800.0,1.0559578674063324,0.02,0.02,0.1,0.9,0.92,9.56011530302147,1.3,above,False,True,0.1980216710866528,392556.0,1177667.9999999993,294416.9999999998,0.013122778029688453,0.18614444911634126,0.09,above,False,True,6471166.44313716,6765583.44313716,4086279.040404721,10851862.48354188,0.09,0.6,0.09614444911634126,8.960115303021471,2009,7784.98,4856.0,14497.49160096258,3.429151959912281,136.05560711292958,39.67616737416616,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.029387680281462963,0.08756544677060778,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,16.822125649139746,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
21,海南,4910.7,4910700.0,982.0,98200.0,14673.330466888332,14673330.466888333,98200.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.2419605594280527,14673330.466888333,98200.0,4910700.0,1.2419605594280527,0.02,0.02,0.1,0.9,0.92,12.049397516247566,1.3,above,False,True,0.22725537133027118,98214.0,294641.9999999998,73660.49999999996,0.01506007790792037,0.21731544923819157,0.09,above,False,True,1868141.6602123315,1941802.1602123315,1055590.836095511,2997392.9963078424,0.09,0.6,0.12731544923819157,11.449397516247567,2009,1620.28,864.0,2151.7215647509083,2.988032351169555,149.42291717808894,50.0071283095723,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.04031630244668984,0.08665876897535335,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,16.244721014420247,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
22,重庆,21588.8,21588800.0,3163.0,316300.0,50663.83463130832,50663834.63130832,316300.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.6103797622666287,50663834.63130832,316300.0,21588800.0,1.6103797622666287,0.02,0.02,0.1,0.9,0.92,16.44609246613938,1.3,above,False,True,0.2893542713385718,431776.0,1295327.999999999,323831.99999999977,0.01917533497157856,0.28352960631015034,0.09,above,False,True,9804951.970359659,10128783.970359659,4790709.047039886,14919493.017399546,0.09,0.6,0.19352960631015034,15.84609246613938,2009,6576.96,2859.0,16114.37067041282,2.3467647405742014,160.17652428488245,68.25418906101802,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.049108056988970965,0.08592885327235546,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,18.070548844406634,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
23,四川,42902.1,42902100.0,8321.0,832100.0,94830.04741899477,94830047.41899477,832100.0,2018_POPULATION_AS_LABOR_PROXY_NU,0.7380939146868483,0.7380939146868483,False,NONE_INSIDE_OWNER_RANGE_0.2_0.8,1.5639154818692091,94830047.41899477,832100.0,42902100.0,1.5639154818692091,0.02,0.02,0.1,0.9,0.92,12.423284914909623,1.3,above,False,True,0.3072076563832695,858042.0,2574125.999999998,643531.4999999995,0.020358468149550817,0.30256612453282034,0.09,above,False,True,20157655.6691193,20801187.1691193,9255685.377696296,30056872.546815597,0.09,0.6,0.21256612453282034,11.823284914909623,2009,14190.6,8185.0,30280.066347269065,2.2103824152895726,113.96472469534282,51.5588270640548,"HANK_firm.m:30,33-35,43-54",HANK_firm.m:55-74,exact task section 3: GDP/K x1000 MU; POP x100 NU,0.011326985492351607,0.08906225625677495,HANK_mp_1turn.m:29-40; SOURCE_LAGGED_BASELINE_INITIAL_SEED,17.717335154425694,HANK_mp_1turn.m:4-10; wage_caculate.m:3-11; load_distdata.m:6-8,INITIAL_COMPOSITE_NO_DAMPING_BASE
