turn,province_index,province_name,hjb_converged,hjb_iterations,hjb_convergence_statistic,hjb_acceptance_classification,downstream_kfe_attempted,kfe_reached,kfe_status,kfe_source_free_normwise_ratio,kfe_upper_b_max_outward_leak_rate
1,13,江西,False,100,0.05869183330034722,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,6.604161767961214e-06,4.267051968956466
1,14,山东,True,15,7.239737698228055e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.11763513599753661,4.200585466724112
1,15,河南,False,100,0.3587512505611632,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,1.2989299477027342e-14,4.615659938021393
1,16,湖北,False,100,0.007907594369422455,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,2.94708184765571e-06,0.007759133731191779
1,17,湖南,False,100,0.2058091017317485,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,2.3105564971803003e-08,4.684902940472038
1,18,广东,False,100,0.04680647315474018,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,8.412795459349587e-09,4.211756428764804
1,19,广西,False,100,0.09121637957767925,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,9.14803188466253e-06,0.29508018538582115
1,20,海南,True,14,2.552571487512978e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12335222678593173,4.183348550755901
1,21,重庆,False,100,0.003659066625460339,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,4.082089239434528e-06,0.00790458742814058
1,22,四川,False,100,0.048200291036978093,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,0.000703929312085506,4.255931104369305
1,23,贵州,False,100,0.3037203268799673,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,4.381760389060762e-15,4.633944832085544
1,24,云南,True,60,1.4832668426834061e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12049425850980072,4.200156834418785
1,25,西藏,True,13,7.219969511140789e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1351315125941733,4.116159383795591
1,26,陕西,True,77,7.931090162394128e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1152415606233068,4.219818479317899
1,27,甘肃,False,100,0.03481466673150879,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,2.7513016043059495e-05,0.00866780853203026
1,28,青海,True,24,2.1059358923380955e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14238335702021288,4.053425722683096
1,29,宁夏,True,17,4.1642446380052434e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12545429494449414,4.144777158408012
1,30,新疆,True,15,6.1155787101085934e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14494522461261883,4.067717483050515
2,0,北京,True,91,4.2031300662159765e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.00025245746385755196,1.0354253800556326
2,1,天津,True,21,7.353862407910583e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.15033636751364007,3.959965344738187
2,2,河北,True,45,3.451128272047299e-11,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.11883113637461645,4.207873480018336
2,3,山西,False,100,0.523618440634219,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,1.6648015268570715e-06,1.386984884918769
2,4,内蒙古,True,26,1.6459769547338965e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1430720044731351,4.046916398270533
2,5,辽宁,True,40,9.16330693545575e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13195898475216078,4.124753896858635
2,6,吉林,True,28,1.219184753153968e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1437594271458206,4.058804027844616
2,7,黑龙江,True,13,1.0546550299750379e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1412480552479541,4.088096949893176
2,8,上海,True,15,8.856011479707604e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13052289174823736,4.118593761167805
2,9,江苏,True,16,6.087632620221939e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1262542180224134,4.145981820178645
2,10,浙江,True,14,5.2678312822962425e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12335800094963109,4.17158982867121
2,11,安徽,False,100,0.009406184163712084,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,0.0001874362057336201,0.008467115043157288
2,12,福建,True,15,6.60716010791873e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12723090579561866,4.147475922905619
2,13,江西,True,87,2.532176690550614e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.0001360271453070862,0.008496476696780013
2,14,山东,True,14,7.131677914884449e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1228936157938967,4.171541279705445
2,15,河南,False,100,0.008846181865201252,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,0.12129353201399813,4.20429829363581
2,16,湖北,True,60,1.200452293126375e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.11856645932705473,4.20462638459554
2,17,湖南,True,72,7.948841584948241e-11,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.00019820218996356687,0.008135825739549978
2,18,广东,True,14,2.8149260700160994e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12363624609029462,4.180492791787134
2,19,广西,True,13,3.562171047022389e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12479250622166353,4.1786121149841735
2,20,海南,True,13,1.769531143835934e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12952132096966235,4.1505066585375525
2,21,重庆,True,14,9.705120485037355e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12034661598206273,4.1974812677875395
2,22,四川,False,100,0.37825878723068573,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,3.6384922048435693e-10,4.404073720066199
2,23,贵州,True,77,3.059095243784782e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.000260657873526935,0.008620315146367677
2,24,云南,True,13,2.2948782429921266e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12683725506424837,4.1653518043986075
2,25,西藏,True,13,9.474815598764508e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14358233092069178,4.076953767465046
2,26,陕西,True,14,5.923534107665773e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12096812052845879,4.18710379241541
2,27,甘肃,False,100,0.00994821972736748,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,9.470140793175203e-07,2.7150969822448854
2,28,青海,True,27,3.0514043292129145e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.15124667576303039,4.017917904825143
2,29,宁夏,False,100,0.029104115992007573,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,2.9871669667645575e-07,4.111340984860128
2,30,新疆,True,24,1.9169332787782878e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1536170922065437,4.031123621901834
3,0,北京,True,34,5.067637420808069e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13007847913711387,4.120576279235169
3,1,天津,True,21,7.139486779550452e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.15149604194473723,3.9533000684610355
3,2,河北,False,100,0.0031139951231156093,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,0.0001676081920795975,0.007989078961779836
3,3,山西,True,27,4.122475694146033e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1184656810518008,4.210085001898937
3,4,内蒙古,True,27,9.748083229510485e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14359728304649214,4.044776128779959
3,5,辽宁,True,31,1.0303491393415243e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13145172035876831,4.127246183623204
3,6,吉林,True,25,6.999985657785146e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14411729436234522,4.057289541346536
3,7,黑龙江,True,13,1.0562871466390789e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1410347784755845,4.089073537986197
3,8,上海,True,13,2.3754017419719275e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13117431805729685,4.115472775200269
3,9,江苏,True,16,1.4232321987606156e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12484784711544178,4.153208311871973
3,10,浙江,True,14,1.659443205070943e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12242813038291345,4.176608729628221
3,11,安徽,False,100,0.2388886266642105,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,4.9225653142912344e-08,5.1997596920595575
3,12,福建,True,15,5.991117268955293e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12699226287457285,4.148701664987105
3,13,江西,False,100,0.006139570367608371,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,0.0002158367942607431,0.008496984451367848
3,14,山东,True,35,1.3525780495626805e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1211156327130196,4.181179152541429
3,15,河南,False,100,0.0061118030608948715,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,0.11878618808188932,4.213932704727895
3,16,湖北,True,25,8.375832361018354e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.11773522102502854,4.209395206271485
3,17,湖南,False,100,0.14034695335326774,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,1.4243143260846588e-06,4.270765871385715
3,18,广东,True,14,1.603722044052347e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12165833853812617,4.191415382418085
3,19,广西,True,13,6.91078532177869e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1241603924806452,4.182068416024164
3,20,海南,True,13,4.759209204507897e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13116038796864965,4.142116096640089
3,21,重庆,True,14,8.903779491475916e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12042549852043972,4.197037736379973
3,22,四川,False,100,0.312390659416125,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,5.586299386722409e-07,4.149402099813356
3,23,贵州,False,100,0.27797930916365154,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,1.882168946698723e-05,4.224117862484952
3,24,云南,True,13,2.5686959670423448e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12621569053262682,4.168663219557954
3,25,西藏,True,14,1.426678331029052e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14610055185707382,4.0658289540873875
3,26,陕西,True,14,8.226059255989071e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12068268155948358,4.188688374185233
3,27,甘肃,True,79,6.016029896471764e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.11860292193804615,4.22220472403787
3,28,青海,True,25,1.5927348329114466e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.15032071346590625,4.025652575180566
3,29,宁夏,True,52,2.6987301282588305e-11,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13424834218047768,4.1020259229906575
3,30,新疆,False,100,0.05875201947849895,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,4.422845392098827e-07,4.5596336670748565
4,0,北京,True,61,2.4931652742310462e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13011756836773775,4.1203873137656455
4,1,天津,True,21,3.80053322146523e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.15153966078292824,3.9530498814425665
4,2,河北,True,30,8.111042770764243e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.11758792345835627,4.215068614507542
4,3,山西,False,100,0.014845889406699397,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,0.030827381115065312,4.209935088956937
4,4,内蒙古,True,26,9.857376470634449e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14364483229030536,4.044582368974068
4,5,辽宁,False,100,0.1519690820952273,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,2.688899086432175e-12,4.567588505804786
4,6,吉林,True,25,6.90684673898545e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14412355744280111,4.0572630099712335
4,7,黑龙江,True,13,1.0562017926929457e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14105164041961996,4.088996399923071
4,8,上海,True,13,3.059637321278785e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13120952926616114,4.115304355003345
4,9,江苏,True,16,1.4258261238353498e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12484539685255715,4.153220988534885
4,10,浙江,True,14,1.654579806498191e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12243284378645351,4.176583178149929
4,11,安徽,False,100,0.37605318082114736,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,1.3171914409147572e-06,4.247458316664506
4,12,福建,True,15,5.962247540125531e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12701264930705816,4.148597111389487
4,13,江西,False,100,0.21878245791944817,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,3.401161768187807e-08,4.15327660169745
4,14,山东,True,33,1.8558843351001997e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12110559359210629,4.181234078166031
4,15,河南,True,54,2.0658275090568168e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.11700992175065376,4.213981173516123
4,16,湖北,True,24,1.7351897696471497e-11,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.11774645443857246,4.209346119744622
4,17,湖南,False,100,0.7491408133603334,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,2.031442402850469e-07,3.833774427819534
4,18,广东,True,14,1.6198109520360049e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12164794143483758,4.1914734212534865
4,19,广西,True,13,6.734238100492007e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12417854491871477,4.181968873780384
4,20,海南,True,13,4.6332498282453116e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13110582341695873,4.142393306934681
4,21,重庆,True,14,8.589022604255092e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12045861438759964,4.196850910211712
4,22,四川,False,100,0.06306044436255953,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,4.780054694920576e-10,5.1118776917320154
4,23,贵州,False,100,0.13316775544810677,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,4.065034975856934e-06,3.7216193799611217
4,24,云南,True,13,2.5872619158207044e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1262374288469836,4.168547097412635
4,25,西藏,True,14,1.427398199638219e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14608518701641857,4.065896118666986
4,26,陕西,True,14,7.989970796096202e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12070831534482293,4.188546103676108
4,27,甘肃,False,100,0.275072156458271,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,2.6491325315984792e-09,4.9265851793936335
4,28,青海,True,25,1.7148948927570018e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.15028549892933887,4.025791280086157
4,29,宁夏,False,100,0.00345311953888805,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,0.00013608766614957757,0.006666380960231928
4,30,新疆,False,100,0.2650892016681361,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,1.584146114215698e-08,2.790725789595301
5,0,北京,False,100,0.5031445674792121,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,6.2636875043760265e-09,4.120447556988765
5,1,天津,True,21,4.3410741668026276e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.15153050088700595,3.9531018483031204
5,2,河北,False,100,0.42902639289448663,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,1.1605295790422643e-09,5.249589477498512
5,3,山西,True,51,9.610942908189202e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.11848093020279847,4.209999358283191
5,4,内蒙古,True,26,9.92183979420247e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14362995149654223,4.044642998150331
5,5,辽宁,True,49,5.681233261611851e-11,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13145365118562513,4.127236690918984
5,6,吉林,True,25,7.087120756921195e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14411151929248636,4.057314006741451
5,7,黑龙江,True,13,1.05626600799269e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14103906847217246,4.089053911510078
5,8,上海,True,13,2.3547483518626677e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1311985079495618,4.11535706516016
5,9,江苏,True,16,1.4370411527409033e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12483454281281972,4.153277146875669
5,10,浙江,True,14,1.665277293838585e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12242249409253302,4.176639285787519
5,11,安徽,False,100,0.21794176292490453,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,3.867766335707092e-09,2.3969505009664793
5,12,福建,True,15,5.975580519290702e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1270024549604509,4.148649391318129
5,13,江西,False,100,0.15792562602803084,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,1.1233592292181366e-22,2.269736605615028
5,14,山东,False,100,0.029048161131411954,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,5.712521913088954e-06,4.181297124292285
5,15,河南,False,100,0.03312321764471293,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,2.6870201904306396e-06,4.077346270409434
5,16,湖北,True,28,8.401359608001258e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.11773643628224378,4.20940401845773
5,17,湖南,False,100,0.36642386322854814,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,2.4881868804970527e-08,1.5172174290862768
5,18,广东,True,14,1.634986812604211e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1216382328206796,4.191527622620766
5,19,广西,True,13,6.83088181574476e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12416851412039674,4.182023877194044
5,20,海南,True,13,4.6072509363170866e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13109448805087914,4.142450913671123
5,21,重庆,True,14,8.686843910865605e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12044820049842458,4.196909653895007
5,22,四川,False,100,1.144916806642156,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,1.7090343561738186e-09,5.473765943971329
5,23,贵州,False,100,0.002727302612400173,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,0.00017126157139950003,0.008620612328788317
5,24,云南,True,13,2.5777165735263452e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12622661880016486,4.16860483950816
5,25,西藏,True,14,1.4280665538990434e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14607163615134994,4.0659553610536205
5,26,陕西,True,14,8.09293112524756e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12069705370402765,4.188608602227944
5,27,甘肃,False,100,0.2916079135927605,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,1.3332847071837284e-10,4.92252926752746
5,28,青海,True,25,1.780460223699265e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1502692410768015,4.0258553313332985
5,29,宁夏,False,100,5.272883720763843e-07,HJB_NONCONVERGED_DIAGNOSTIC_ONLY,True,True,DIAGNOSTIC_ONLY,0.11972009516224297,4.102283586461115
5,30,新疆,True,30,5.051204343686777e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.15379526822732043,4.030400500169818
6,0,北京,True,28,7.487050979193555e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14757629773561368,4.04267706257065
6,1,天津,True,24,3.6378589030050534e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.16428112515267035,3.8844685391764604
6,2,河北,True,13,7.775793786635177e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1325247970665822,4.134437540816191
6,3,山西,True,13,1.0107091164002213e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13365222882053504,4.1289133315375715
6,4,内蒙古,True,25,9.057507233123374e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.16402135375389482,3.9687885519651656
6,5,辽宁,True,15,4.1250566518158394e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14906503200667842,4.047373166968361
6,6,吉林,True,26,1.5372827455450988e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.16412226786538156,3.97924367673966
6,7,黑龙江,True,42,2.457094083752054e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.1602580162056744,4.006975329023263
6,8,上海,True,28,8.617208280270461e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14751241763704626,4.0430749948869975
6,9,江苏,True,14,1.4525416425215099e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14025764843985236,4.079332737927331
6,10,浙江,True,16,3.848605878431499e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13721430705464555,4.102173810033639
6,11,安徽,True,14,4.2789682908050963e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12734349733976347,4.169506841224848
6,12,福建,True,15,6.236347882548898e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14235166865601054,4.075530949664094
6,13,江西,True,14,1.5705277078836843e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.12888525117861532,4.161830026156634
6,14,山东,True,16,1.0571526765090766e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13652784746181387,4.10320468152601
6,15,河南,True,13,5.201735486792813e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13163479548034698,4.135079108880336
6,16,湖北,True,13,4.964905819804244e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13209706506152763,4.132460946382338
6,17,湖南,True,14,3.158864281260776e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13086294853109845,4.145388458083528
6,18,广东,True,13,1.4169943440833777e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13628142397658244,4.1156027798609705
6,19,广西,True,14,2.846657132238306e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13950262608111622,4.1040064853171545
6,20,海南,True,15,4.893411009732063e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14694832624701368,4.06748692550733
6,21,重庆,True,13,1.170216457069273e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13570030165747654,4.117313832901057
6,22,四川,True,14,1.7474555136232084e-10,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13154795902180058,4.147760713031559
6,23,贵州,True,13,2.089666484295094e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.13282618006220517,4.143461809340861
6,24,云南,True,13,1.5119774321448176e-08,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.14227365754306173,4.089178878307069
6,25,西藏,True,16,2.7247497591531555e-09,HJB_CONVERGED,True,True,DIAGNOSTIC_ONLY,0.0006544877697706173,3.476270163034192
