turn,province_index,province,Ktarget_2018_MU,firm_K_total_MU,Ktarget_minus_totalK_MU,capital_position,firm_ra0_raw,firm_ra_used_clipped,adaptation_gate_open,recorded_c0_action,replayed_c0_action,c0_replay_exact,c0_capital_gap_direction,c1_symbolic_positive_gain_direction,dynamic_effect_claimed
1,30,新疆,49250553.031937115,49250553.031937115,0,AT_TARGET,0.39385194909616816,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,HOLD_AT_TARGET,False
2,0,北京,58719043.066994764,58719474.84414925,-431.7771544829011,ABOVE_TARGET,1.0916666149973002,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,1,天津,64593598.72309723,64594031.28280907,-432.55971184372902,ABOVE_TARGET,0.39180612652365143,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,2,河北,113705229.18254791,113705964.74321663,-735.56066872179508,ABOVE_TARGET,0.3422673422844203,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,3,山西,53478727.38884524,53479164.62418741,-437.23534216731787,ABOVE_TARGET,0.4525545708671346,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,4,内蒙古,82165502.99427319,82165925.67924227,-422.68496908247471,ABOVE_TARGET,0.31132753271840363,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,5,辽宁,90061052.78222083,90061482.2370218,-429.45480097830296,ABOVE_TARGET,0.36204811794922326,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,6,吉林,66308917.7271201,66309347.60876065,-429.88164054602385,ABOVE_TARGET,0.25912314903175243,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,7,黑龙江,58424879.89838116,58425314.829315804,-434.93093464523554,ABOVE_TARGET,0.3194130116338149,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,8,上海,66125294.30800852,66124860.00822053,434.29978799074888,BELOW_TARGET,1.008286223476053,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
2,9,江苏,203535217.25929242,203535628.73420584,-411.474913418293,ABOVE_TARGET,0.5627637603858349,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,10,浙江,124249656.20818298,124250082.95664556,-426.74846258759499,ABOVE_TARGET,0.6310787884304435,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,11,安徽,70182433.35888097,70182739.69699736,-306.33811639249325,ABOVE_TARGET,0.6696571380217234,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,12,福建,87795538.11850408,87795967.79939722,-429.68089313805103,ABOVE_TARGET,0.671729445975921,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,13,江西,51050047.92908307,51050540.6485771,-492.71949402987957,ABOVE_TARGET,0.6648912243841754,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,14,山东,210016973.07581103,210017387.06993005,-413.99411901831627,ABOVE_TARGET,0.3506352578558796,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,15,河南,168320556.01470312,168320129.3906014,426.62410172820091,BELOW_TARGET,0.3276439599979974,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
2,16,湖北,101805153.6623069,101805627.41797921,-473.75567230582237,ABOVE_TARGET,0.5591252492162698,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,17,湖南,93791807.14892803,93792063.01737416,-255.86844612658024,ABOVE_TARGET,0.502229344292891,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,18,广东,191259406.86816654,191259830.6566785,-423.78851196169853,ABOVE_TARGET,0.5834488050239518,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,19,广西,67306708.83876626,67307980.03727242,-1271.1985061615705,ABOVE_TARGET,0.39548221710774656,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,20,海南,14673330.466888333,14673770.988380369,-440.5214920360595,ABOVE_TARGET,0.7391161220832236,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,21,重庆,50663834.63130832,50665241.635796696,-1407.0044883787632,ABOVE_TARGET,0.7025440593577575,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,22,四川,94830047.41899477,94830090.76825425,-43.349259480834007,ABOVE_TARGET,0.5593529723580277,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,23,贵州,39447014.665611394,39447526.37761113,-511.71199973672628,ABOVE_TARGET,0.5983072069744713,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,24,云南,68611984.86091176,68612420.23197484,-435.37106308341026,ABOVE_TARGET,0.42077570519406915,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,25,西藏,6325734.326183821,6326175.1707872385,-440.84460341744125,ABOVE_TARGET,0.6967474255954329,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,26,陕西,73897910.2910824,73898342.64228202,-432.35119962692261,ABOVE_TARGET,0.4792196002715259,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,27,甘肃,25177704.67938732,25178146.650883164,-441.97149584442377,ABOVE_TARGET,0.5339655515972584,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,28,青海,17578407.529567722,17578844.575593647,-437.04602592438459,ABOVE_TARGET,0.3581876231915102,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,29,宁夏,18640640.44456374,18641078.625440486,-438.18087674677372,ABOVE_TARGET,0.4212463429559894,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
2,30,新疆,49250553.031937115,49250985.09584027,-432.06390315294266,ABOVE_TARGET,0.41831429406986353,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,DECREASE_GOVINV_TOWARD_TARGET,False
3,0,北京,58719043.066994764,58714296.588408634,4746.4785861298442,BELOW_TARGET,1.1167818704406565,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,1,天津,64593598.72309723,64588851.78208003,4746.9410171955824,BELOW_TARGET,0.3940293472189244,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,2,河北,113705229.18254791,113700486.83838026,4742.3441676497459,BELOW_TARGET,0.3432707768992394,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,3,山西,53478727.38884524,53473987.76581063,4739.6230346113443,BELOW_TARGET,0.4551141659334542,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,4,内蒙古,82165502.99427319,82160747.40100248,4755.5932707041502,BELOW_TARGET,0.31247857590537403,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,5,辽宁,90061052.78222083,90056306.51462738,4746.2675934433937,BELOW_TARGET,0.3634391138864794,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,6,吉林,66308917.7271201,66304170.04308299,4747.6840371116996,BELOW_TARGET,0.2600653339665937,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,7,黑龙江,58424879.89838116,58420138.16053963,4741.7378415316343,BELOW_TARGET,0.32080749842289585,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,8,上海,66125294.30800852,66120547.189606704,4747.1184018179774,BELOW_TARGET,1.0284547228234813,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,9,江苏,203535217.25929242,203530460.06767792,4757.1916145086288,BELOW_TARGET,0.5661218612652836,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,10,浙江,124249656.20818298,124244908.84155628,4747.3666266947985,BELOW_TARGET,0.6360402906451148,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,11,安徽,70182433.35888097,70178040.25326742,4393.1056135445833,BELOW_TARGET,0.6755143113752103,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,12,福建,87795538.11850408,87790791.41792569,4746.700578391552,BELOW_TARGET,0.678262043989408,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,13,江西,51050047.92908307,51044970.30317088,5077.6259121894836,BELOW_TARGET,0.6711443278328568,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,14,山东,210016973.07581103,210007803.46887362,9169.6069374084473,BELOW_TARGET,0.3515677247761844,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,15,河南,168320556.01470312,168318734.98340195,1821.0313011705875,BELOW_TARGET,0.32843673333406354,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,16,湖北,101805153.6623069,101802572.93897238,2580.7233345210552,BELOW_TARGET,0.5628453380882444,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,17,湖南,93791807.14892803,93790110.41646685,1696.7324611842632,BELOW_TARGET,0.504948638425305,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,18,广东,191259406.86816654,191254660.2313788,4746.6367877423763,BELOW_TARGET,0.5865897303934097,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,19,广西,67306708.83876626,67302803.58343047,3905.2553357928991,BELOW_TARGET,0.39712751015509334,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,20,海南,14673330.466888333,14668593.58773485,4736.8791534826159,BELOW_TARGET,0.7473201004893967,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,21,重庆,50663834.63130832,50660064.57872985,3770.0525784641504,BELOW_TARGET,0.7103680968182737,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,22,四川,94830047.41899477,94824708.98809583,5338.4308989346027,BELOW_TARGET,0.5626572192864072,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,23,贵州,39447014.665611394,39442346.44874694,4668.216864451766,BELOW_TARGET,0.6033027917153944,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,24,云南,68611984.86091176,68607243.90051731,4740.9603944420815,BELOW_TARGET,0.42272596929167905,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,25,西藏,6325734.326183821,6320997.816412455,4736.5097713656723,BELOW_TARGET,0.7049169477140795,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,26,陕西,73897910.2910824,73893166.17781754,4744.1132648587227,BELOW_TARGET,0.4820743708412679,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,27,甘肃,25177704.67938732,25172969.625198852,4735.0541884675622,BELOW_TARGET,0.539620737406181,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,28,青海,17578407.529567722,17573666.84273542,4740.6868323013186,BELOW_TARGET,0.3594163827570587,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,29,宁夏,18640640.44456374,18635900.53367055,4739.9108931906521,BELOW_TARGET,0.4231047715280239,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
3,30,新疆,49250553.031937115,49245807.985576406,4745.0463607087731,BELOW_TARGET,0.42057506654487625,0.09,False,NONE,NONE,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,0,北京,58719043.066994764,58713781.72055283,5261.3464419320226,BELOW_TARGET,1.122620167385354,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,1,天津,64593598.72309723,64588336.88887203,5261.8342252001166,BELOW_TARGET,0.39456036534612676,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,2,河北,113705229.18254791,113699972.0438644,5257.1386835128069,BELOW_TARGET,0.34364867510707425,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,3,山西,53478727.38884524,53472459.88754402,6267.5013012215495,BELOW_TARGET,0.45575346176654086,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,4,内蒙古,82165502.99427319,82160232.44091132,5270.5533618628979,BELOW_TARGET,0.3128376325361697,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,5,辽宁,90061052.78222083,90055791.66374508,5261.1184757500887,BELOW_TARGET,0.3638656310985889,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,6,吉林,66308917.7271201,66303655.214775145,5262.512344956398,BELOW_TARGET,0.26033554617768795,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,7,黑龙江,58424879.89838116,58419623.34547243,5256.5529087260365,BELOW_TARGET,0.3211931329768756,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,8,上海,66125294.30800852,66120032.31994463,5261.9880638942122,BELOW_TARGET,1.0329938488695214,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,9,江苏,203535217.25929242,203529945.21544498,5272.0438474416733,BELOW_TARGET,0.5669767277869039,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,10,浙江,124249656.20818298,124244394.01482087,5262.1933621019125,BELOW_TARGET,0.6371891166928713,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,11,安徽,70182433.35888097,70177155.47502123,5277.8838597387075,BELOW_TARGET,0.6768455563319795,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,12,福建,87795538.11850408,87790276.57275811,5261.5457459688187,BELOW_TARGET,0.6796875007405573,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,13,江西,51050047.92908307,51044578.22561766,5469.7034654095769,BELOW_TARGET,0.6725285495605619,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
4,14,山东,210016973.07581103,210011704.9114288,5268.1643822193146,BELOW_TARGET,0.3519474784783529,0.09,True,HIGH_RA_INCREASE_1P1,HIGH_RA_INCREASE_1P1,True,CAPITAL_GAP_CLOSING_OR_NEUTRAL_DIRECTION,INCREASE_GOVINV_TOWARD_TARGET,False
