turn,province,iteration,d1_active,raw_candidate_count,hit_count,winner_changed_count,fallback_to_zero_count,switch_to_other_nonzero_count
1,内蒙古,2,False,0,0,0,0,0
1,内蒙古,3,False,0,0,0,0,0
1,内蒙古,4,False,0,0,0,0,0
1,内蒙古,5,False,0,0,0,0,0
1,内蒙古,6,False,0,0,0,0,0
1,内蒙古,7,False,0,0,0,0,0
1,内蒙古,8,False,0,0,0,0,0
1,内蒙古,9,False,0,0,0,0,0
1,内蒙古,10,False,0,0,0,0,0
1,内蒙古,11,False,0,0,0,0,0
1,内蒙古,12,False,0,0,0,0,0
1,内蒙古,13,False,0,0,0,0,0
1,内蒙古,14,False,0,0,0,0,0
1,内蒙古,15,False,0,0,0,0,0
1,内蒙古,16,False,0,0,0,0,0
1,内蒙古,17,False,0,0,0,0,0
1,内蒙古,18,False,0,0,0,0,0
1,内蒙古,19,False,0,0,0,0,0
1,内蒙古,20,False,0,0,0,0,0
1,内蒙古,21,False,0,0,0,0,0
1,内蒙古,22,False,0,0,0,0,0
1,内蒙古,23,False,0,0,0,0,0
1,内蒙古,24,False,0,0,0,0,0
1,内蒙古,25,False,0,0,0,0,0
1,内蒙古,26,False,0,0,0,0,0
1,辽宁,1,False,0,0,0,0,0
1,辽宁,2,False,0,0,0,0,0
1,辽宁,3,False,0,0,0,0,0
1,辽宁,4,False,0,0,0,0,0
1,辽宁,5,False,0,0,0,0,0
1,辽宁,6,False,0,0,0,0,0
1,辽宁,7,False,0,0,0,0,0
1,辽宁,8,False,0,0,0,0,0
1,辽宁,9,False,0,0,0,0,0
1,辽宁,10,False,0,0,0,0,0
1,辽宁,11,False,0,0,0,0,0
1,辽宁,12,False,0,0,0,0,0
1,辽宁,13,False,0,0,0,0,0
1,辽宁,14,False,0,0,0,0,0
1,辽宁,15,False,0,0,0,0,0
1,吉林,1,False,0,0,0,0,0
1,吉林,2,False,0,0,0,0,0
1,吉林,3,False,0,0,0,0,0
1,吉林,4,False,0,0,0,0,0
1,吉林,5,False,0,0,0,0,0
1,吉林,6,False,0,0,0,0,0
1,吉林,7,False,0,0,0,0,0
1,吉林,8,False,0,0,0,0,0
1,吉林,9,False,0,0,0,0,0
1,吉林,10,False,0,0,0,0,0
1,吉林,11,False,0,0,0,0,0
1,吉林,12,False,0,0,0,0,0
1,吉林,13,False,0,0,0,0,0
1,吉林,14,False,0,0,0,0,0
1,吉林,15,False,0,0,0,0,0
1,黑龙江,1,False,0,0,0,0,0
1,黑龙江,2,False,0,0,0,0,0
1,黑龙江,3,False,0,0,0,0,0
1,黑龙江,4,False,0,0,0,0,0
1,黑龙江,5,False,0,0,0,0,0
1,黑龙江,6,False,0,0,0,0,0
1,黑龙江,7,False,0,0,0,0,0
1,黑龙江,8,False,0,0,0,0,0
1,黑龙江,9,False,0,0,0,0,0
1,黑龙江,10,False,0,0,0,0,0
1,黑龙江,11,False,0,0,0,0,0
1,黑龙江,12,False,0,0,0,0,0
1,黑龙江,13,False,0,0,0,0,0
1,上海,1,False,0,0,0,0,0
1,上海,2,False,0,0,0,0,0
1,上海,3,False,0,0,0,0,0
1,上海,4,False,0,0,0,0,0
1,上海,5,False,0,0,0,0,0
1,上海,6,False,0,0,0,0,0
1,上海,7,False,0,0,0,0,0
1,上海,8,False,0,0,0,0,0
1,上海,9,False,0,0,0,0,0
1,上海,10,False,0,0,0,0,0
1,上海,11,False,0,0,0,0,0
1,上海,12,False,0,0,0,0,0
1,上海,13,False,0,0,0,0,0
1,上海,14,False,0,0,0,0,0
1,上海,15,False,0,0,0,0,0
1,上海,16,False,0,0,0,0,0
1,上海,17,False,0,0,0,0,0
1,上海,18,False,0,0,0,0,0
1,江苏,1,False,0,0,0,0,0
1,江苏,2,False,0,0,0,0,0
1,江苏,3,False,0,0,0,0,0
1,江苏,4,False,0,0,0,0,0
1,江苏,5,False,0,0,0,0,0
1,江苏,6,False,0,0,0,0,0
1,江苏,7,False,0,0,0,0,0
1,江苏,8,False,0,0,0,0,0
1,江苏,9,False,0,0,0,0,0
1,江苏,10,False,0,0,0,0,0
1,江苏,11,False,0,0,0,0,0
1,江苏,12,False,0,0,0,0,0
1,江苏,13,False,0,0,0,0,0
1,江苏,14,False,0,0,0,0,0
1,江苏,15,False,0,0,0,0,0
1,江苏,16,False,0,0,0,0,0
1,江苏,17,False,0,0,0,0,0
1,浙江,1,False,0,0,0,0,0
1,浙江,2,False,0,0,0,0,0
1,浙江,3,False,0,0,0,0,0
1,浙江,4,False,0,0,0,0,0
1,浙江,5,False,0,0,0,0,0
1,浙江,6,False,0,0,0,0,0
1,浙江,7,False,0,0,0,0,0
1,浙江,8,False,0,0,0,0,0
1,浙江,9,False,0,0,0,0,0
1,浙江,10,False,0,0,0,0,0
1,浙江,11,False,0,0,0,0,0
1,浙江,12,False,0,0,0,0,0
1,浙江,13,False,0,0,0,0,0
1,浙江,14,False,0,0,0,0,0
1,浙江,15,False,0,0,0,0,0
1,安徽,1,False,0,0,0,0,0
1,安徽,2,False,0,0,0,0,0
1,安徽,3,False,0,0,0,0,0
1,安徽,4,False,0,0,0,0,0
1,安徽,5,False,0,0,0,0,0
1,安徽,6,False,0,0,0,0,0
1,安徽,7,False,0,0,0,0,0
1,安徽,8,False,0,0,0,0,0
1,安徽,9,False,0,0,0,0,0
1,安徽,10,False,0,0,0,0,0
1,安徽,11,False,0,0,0,0,0
1,安徽,12,False,0,0,0,0,0
1,安徽,13,False,0,0,0,0,0
1,安徽,14,False,0,0,0,0,0
1,安徽,15,False,0,0,0,0,0
1,安徽,16,False,0,0,0,0,0
1,安徽,17,False,0,0,0,0,0
1,安徽,18,False,0,0,0,0,0
1,安徽,19,False,0,0,0,0,0
1,安徽,20,False,0,0,0,0,0
1,安徽,21,False,0,0,0,0,0
1,安徽,22,False,0,0,0,0,0
1,安徽,23,False,0,0,0,0,0
1,安徽,24,False,0,0,0,0,0
1,安徽,25,False,0,0,0,0,0
1,安徽,26,False,0,0,0,0,0
1,安徽,27,False,0,0,0,0,0
1,安徽,28,False,0,0,0,0,0
1,安徽,29,False,0,0,0,0,0
1,安徽,30,False,0,0,0,0,0
1,安徽,31,False,0,0,0,0,0
1,安徽,32,False,0,0,0,0,0
1,安徽,33,False,0,0,0,0,0
1,安徽,34,False,0,0,0,0,0
1,安徽,35,False,0,0,0,0,0
1,安徽,36,False,0,0,0,0,0
1,安徽,37,False,0,0,0,0,0
1,安徽,38,False,0,0,0,0,0
1,安徽,39,False,0,0,0,0,0
1,安徽,40,False,0,0,0,0,0
1,安徽,41,False,0,0,0,0,0
1,安徽,42,False,0,0,0,0,0
1,安徽,43,False,0,0,0,0,0
1,安徽,44,False,0,0,0,0,0
1,安徽,45,False,0,0,0,0,0
1,安徽,46,False,0,0,0,0,0
1,安徽,47,False,0,0,0,0,0
1,安徽,48,False,0,0,0,0,0
1,安徽,49,False,0,0,0,0,0
1,安徽,50,False,0,0,0,0,0
1,安徽,51,False,0,0,0,0,0
1,安徽,52,False,0,0,0,0,0
1,安徽,53,False,0,0,0,0,0
1,安徽,54,False,0,0,0,0,0
1,安徽,55,False,0,0,0,0,0
1,安徽,56,False,0,0,0,0,0
1,安徽,57,False,0,0,0,0,0
1,安徽,58,False,0,0,0,0,0
1,安徽,59,False,0,0,0,0,0
1,安徽,60,False,0,0,0,0,0
1,安徽,61,False,0,0,0,0,0
1,安徽,62,False,0,0,0,0,0
1,安徽,63,False,0,0,0,0,0
1,安徽,64,False,0,0,0,0,0
1,安徽,65,False,0,0,0,0,0
1,安徽,66,False,0,0,0,0,0
1,安徽,67,False,0,0,0,0,0
1,安徽,68,False,0,0,0,0,0
1,安徽,69,False,0,0,0,0,0
1,安徽,70,False,0,0,0,0,0
1,安徽,71,False,0,0,0,0,0
1,安徽,72,False,0,0,0,0,0
1,安徽,73,False,0,0,0,0,0
1,安徽,74,False,0,0,0,0,0
1,安徽,75,False,0,0,0,0,0
1,安徽,76,False,0,0,0,0,0
1,安徽,77,False,0,0,0,0,0
1,安徽,78,False,0,0,0,0,0
1,安徽,79,False,0,0,0,0,0
1,安徽,80,False,0,0,0,0,0
1,安徽,81,False,0,0,0,0,0
1,安徽,82,False,0,0,0,0,0
1,安徽,83,False,0,0,0,0,0
1,安徽,84,False,0,0,0,0,0
1,安徽,85,False,0,0,0,0,0
1,安徽,86,False,0,0,0,0,0
1,安徽,87,False,0,0,0,0,0
1,安徽,88,False,0,0,0,0,0
1,安徽,89,False,0,0,0,0,0
1,安徽,90,False,0,0,0,0,0
1,安徽,91,False,0,0,0,0,0
1,安徽,92,False,0,0,0,0,0
1,安徽,93,False,0,0,0,0,0
1,安徽,94,False,0,0,0,0,0
1,安徽,95,False,0,0,0,0,0
1,安徽,96,False,0,0,0,0,0
1,安徽,97,False,0,0,0,0,0
1,安徽,98,False,0,0,0,0,0
1,安徽,99,False,0,0,0,0,0
1,安徽,100,False,0,0,0,0,0
1,福建,1,False,0,0,0,0,0
1,福建,2,False,0,0,0,0,0
1,福建,3,False,0,0,0,0,0
1,福建,4,False,0,0,0,0,0
1,福建,5,False,0,0,0,0,0
1,福建,6,False,0,0,0,0,0
1,福建,7,False,0,0,0,0,0
1,福建,8,False,0,0,0,0,0
1,福建,9,False,0,0,0,0,0
1,福建,10,False,0,0,0,0,0
1,福建,11,False,0,0,0,0,0
1,福建,12,False,0,0,0,0,0
1,福建,13,False,0,0,0,0,0
1,福建,14,False,0,0,0,0,0
1,江西,1,False,0,0,0,0,0
1,江西,2,False,0,0,0,0,0
1,江西,3,False,0,0,0,0,0
1,江西,4,False,0,0,0,0,0
1,江西,5,False,0,0,0,0,0
1,江西,6,False,0,0,0,0,0
1,江西,7,False,0,0,0,0,0
1,江西,8,False,0,0,0,0,0
1,江西,9,False,0,0,0,0,0
1,江西,10,False,0,0,0,0,0
1,江西,11,False,0,0,0,0,0
1,江西,12,False,0,0,0,0,0
1,江西,13,False,0,0,0,0,0
1,江西,14,False,0,0,0,0,0
1,江西,15,False,0,0,0,0,0
1,江西,16,False,0,0,0,0,0
1,江西,17,False,0,0,0,0,0
1,江西,18,False,0,0,0,0,0
1,江西,19,False,0,0,0,0,0
1,江西,20,False,0,0,0,0,0
1,江西,21,False,0,0,0,0,0
1,江西,22,False,0,0,0,0,0
1,江西,23,False,0,0,0,0,0
1,江西,24,False,0,0,0,0,0
1,江西,25,False,0,0,0,0,0
1,江西,26,False,0,0,0,0,0
1,江西,27,False,0,0,0,0,0
1,江西,28,False,0,0,0,0,0
1,江西,29,False,0,0,0,0,0
1,江西,30,False,0,0,0,0,0
1,江西,31,False,0,0,0,0,0
1,江西,32,False,0,0,0,0,0
1,江西,33,False,0,0,0,0,0
1,江西,34,False,0,0,0,0,0
1,江西,35,False,0,0,0,0,0
1,江西,36,False,0,0,0,0,0
1,江西,37,False,0,0,0,0,0
1,江西,38,False,0,0,0,0,0
1,江西,39,False,0,0,0,0,0
1,江西,40,False,0,0,0,0,0
1,江西,41,False,0,0,0,0,0
1,江西,42,False,0,0,0,0,0
1,江西,43,False,0,0,0,0,0
1,江西,44,False,0,0,0,0,0
1,江西,45,False,0,0,0,0,0
1,江西,46,False,0,0,0,0,0
1,江西,47,False,0,0,0,0,0
1,江西,48,False,0,0,0,0,0
1,江西,49,False,0,0,0,0,0
1,江西,50,False,0,0,0,0,0
1,江西,51,False,0,0,0,0,0
1,江西,52,False,0,0,0,0,0
1,江西,53,False,0,0,0,0,0
1,江西,54,False,0,0,0,0,0
1,江西,55,False,0,0,0,0,0
1,江西,56,False,0,0,0,0,0
1,江西,57,False,0,0,0,0,0
1,江西,58,False,0,0,0,0,0
1,江西,59,False,0,0,0,0,0
1,江西,60,False,0,0,0,0,0
1,江西,61,False,0,0,0,0,0
1,江西,62,False,0,0,0,0,0
1,江西,63,False,0,0,0,0,0
1,江西,64,False,0,0,0,0,0
1,江西,65,False,0,0,0,0,0
1,江西,66,False,0,0,0,0,0
1,江西,67,False,0,0,0,0,0
1,江西,68,False,0,0,0,0,0
1,江西,69,False,0,0,0,0,0
1,江西,70,False,0,0,0,0,0
1,江西,71,False,0,0,0,0,0
1,江西,72,False,0,0,0,0,0
1,江西,73,False,0,0,0,0,0
1,江西,74,False,0,0,0,0,0
1,江西,75,False,0,0,0,0,0
1,江西,76,False,0,0,0,0,0
1,江西,77,False,0,0,0,0,0
1,江西,78,False,0,0,0,0,0
1,江西,79,False,0,0,0,0,0
1,江西,80,False,0,0,0,0,0
1,江西,81,False,0,0,0,0,0
1,江西,82,False,0,0,0,0,0
1,江西,83,False,0,0,0,0,0
1,江西,84,False,0,0,0,0,0
1,江西,85,False,0,0,0,0,0
1,江西,86,False,0,0,0,0,0
1,江西,87,False,0,0,0,0,0
1,江西,88,False,0,0,0,0,0
1,江西,89,False,0,0,0,0,0
1,江西,90,False,0,0,0,0,0
1,江西,91,False,0,0,0,0,0
1,江西,92,False,0,0,0,0,0
1,江西,93,False,0,0,0,0,0
1,江西,94,False,0,0,0,0,0
1,江西,95,False,0,0,0,0,0
1,江西,96,False,0,0,0,0,0
1,江西,97,False,0,0,0,0,0
1,江西,98,False,0,0,0,0,0
1,江西,99,False,0,0,0,0,0
1,江西,100,False,0,0,0,0,0
1,山东,1,False,0,0,0,0,0
1,山东,2,False,0,0,0,0,0
1,山东,3,False,0,0,0,0,0
1,山东,4,False,0,0,0,0,0
1,山东,5,False,0,0,0,0,0
1,山东,6,False,0,0,0,0,0
1,山东,7,False,0,0,0,0,0
1,山东,8,False,0,0,0,0,0
1,山东,9,False,0,0,0,0,0
1,山东,10,False,0,0,0,0,0
1,山东,11,False,0,0,0,0,0
1,山东,12,False,0,0,0,0,0
1,山东,13,False,0,0,0,0,0
1,山东,14,False,0,0,0,0,0
1,山东,15,False,0,0,0,0,0
1,河南,1,False,0,0,0,0,0
1,河南,2,False,0,0,0,0,0
1,河南,3,False,0,0,0,0,0
1,河南,4,False,0,0,0,0,0
1,河南,5,False,0,0,0,0,0
1,河南,6,False,0,0,0,0,0
1,河南,7,False,0,0,0,0,0
1,河南,8,False,0,0,0,0,0
1,河南,9,False,0,0,0,0,0
1,河南,10,False,0,0,0,0,0
1,河南,11,False,0,0,0,0,0
1,河南,12,False,0,0,0,0,0
1,河南,13,False,0,0,0,0,0
1,河南,14,False,0,0,0,0,0
1,河南,15,False,0,0,0,0,0
1,河南,16,False,0,0,0,0,0
1,河南,17,False,0,0,0,0,0
1,河南,18,False,0,0,0,0,0
1,河南,19,False,0,0,0,0,0
1,河南,20,False,0,0,0,0,0
1,河南,21,False,0,0,0,0,0
1,河南,22,False,0,0,0,0,0
1,河南,23,False,0,0,0,0,0
1,河南,24,False,0,0,0,0,0
1,河南,25,False,0,0,0,0,0
1,河南,26,False,0,0,0,0,0
1,河南,27,False,0,0,0,0,0
1,河南,28,False,0,0,0,0,0
1,河南,29,False,0,0,0,0,0
1,河南,30,False,0,0,0,0,0
1,河南,31,False,0,0,0,0,0
1,河南,32,False,0,0,0,0,0
1,河南,33,False,0,0,0,0,0
1,河南,34,False,0,0,0,0,0
1,河南,35,False,0,0,0,0,0
1,河南,36,False,0,0,0,0,0
1,河南,37,False,0,0,0,0,0
1,河南,38,False,0,0,0,0,0
1,河南,39,False,0,0,0,0,0
1,河南,40,False,0,0,0,0,0
1,河南,41,False,0,0,0,0,0
1,河南,42,False,0,0,0,0,0
1,河南,43,False,0,0,0,0,0
1,河南,44,False,0,0,0,0,0
1,河南,45,False,0,0,0,0,0
1,河南,46,False,0,0,0,0,0
1,河南,47,False,0,0,0,0,0
1,河南,48,False,0,0,0,0,0
1,河南,49,False,0,0,0,0,0
1,河南,50,False,0,0,0,0,0
1,河南,51,False,0,0,0,0,0
1,河南,52,False,0,0,0,0,0
1,河南,53,False,0,0,0,0,0
1,河南,54,False,0,0,0,0,0
1,河南,55,False,0,0,0,0,0
1,河南,56,False,0,0,0,0,0
1,河南,57,False,0,0,0,0,0
1,河南,58,False,0,0,0,0,0
1,河南,59,False,0,0,0,0,0
1,河南,60,False,0,0,0,0,0
1,河南,61,False,0,0,0,0,0
1,河南,62,False,0,0,0,0,0
1,河南,63,False,0,0,0,0,0
1,河南,64,False,0,0,0,0,0
1,河南,65,False,0,0,0,0,0
1,河南,66,False,0,0,0,0,0
1,河南,67,False,0,0,0,0,0
1,河南,68,False,0,0,0,0,0
1,河南,69,False,0,0,0,0,0
1,河南,70,False,0,0,0,0,0
1,河南,71,False,0,0,0,0,0
1,河南,72,False,0,0,0,0,0
1,河南,73,False,0,0,0,0,0
1,河南,74,False,0,0,0,0,0
1,河南,75,False,0,0,0,0,0
1,河南,76,False,0,0,0,0,0
1,河南,77,False,0,0,0,0,0
1,河南,78,False,0,0,0,0,0
1,河南,79,False,0,0,0,0,0
1,河南,80,False,0,0,0,0,0
1,河南,81,False,0,0,0,0,0
1,河南,82,False,0,0,0,0,0
1,河南,83,False,0,0,0,0,0
1,河南,84,False,0,0,0,0,0
1,河南,85,False,0,0,0,0,0
1,河南,86,False,0,0,0,0,0
1,河南,87,False,0,0,0,0,0
1,河南,88,False,0,0,0,0,0
1,河南,89,False,0,0,0,0,0
1,河南,90,False,0,0,0,0,0
1,河南,91,False,0,0,0,0,0
1,河南,92,False,0,0,0,0,0
1,河南,93,False,0,0,0,0,0
1,河南,94,False,0,0,0,0,0
1,河南,95,False,0,0,0,0,0
1,河南,96,False,0,0,0,0,0
1,河南,97,False,0,0,0,0,0
1,河南,98,False,0,0,0,0,0
1,河南,99,False,0,0,0,0,0
1,河南,100,False,0,0,0,0,0
1,湖北,1,False,0,0,0,0,0
1,湖北,2,False,0,0,0,0,0
1,湖北,3,False,0,0,0,0,0
1,湖北,4,False,0,0,0,0,0
1,湖北,5,False,0,0,0,0,0
1,湖北,6,False,0,0,0,0,0
1,湖北,7,False,0,0,0,0,0
1,湖北,8,False,0,0,0,0,0
1,湖北,9,False,0,0,0,0,0
1,湖北,10,False,0,0,0,0,0
1,湖北,11,False,0,0,0,0,0
1,湖北,12,False,0,0,0,0,0
1,湖北,13,False,0,0,0,0,0
1,湖北,14,False,0,0,0,0,0
1,湖北,15,False,0,0,0,0,0
1,湖北,16,False,0,0,0,0,0
1,湖北,17,False,0,0,0,0,0
1,湖北,18,False,0,0,0,0,0
1,湖北,19,False,0,0,0,0,0
1,湖北,20,False,0,0,0,0,0
1,湖北,21,False,0,0,0,0,0
1,湖北,22,False,0,0,0,0,0
1,湖北,23,False,0,0,0,0,0
1,湖北,24,False,0,0,0,0,0
1,湖北,25,False,0,0,0,0,0
1,湖北,26,False,0,0,0,0,0
1,湖北,27,False,0,0,0,0,0
1,湖北,28,False,0,0,0,0,0
1,湖北,29,False,0,0,0,0,0
1,湖北,30,False,0,0,0,0,0
1,湖北,31,False,0,0,0,0,0
1,湖北,32,False,0,0,0,0,0
1,湖北,33,False,0,0,0,0,0
1,湖北,34,False,0,0,0,0,0
1,湖北,35,False,0,0,0,0,0
1,湖北,36,False,0,0,0,0,0
1,湖北,37,False,0,0,0,0,0
1,湖北,38,False,0,0,0,0,0
1,湖北,39,False,0,0,0,0,0
1,湖北,40,False,0,0,0,0,0
1,湖北,41,False,0,0,0,0,0
1,湖北,42,False,0,0,0,0,0
1,湖北,43,False,0,0,0,0,0
1,湖北,44,False,0,0,0,0,0
1,湖北,45,False,0,0,0,0,0
1,湖北,46,False,0,0,0,0,0
1,湖北,47,False,0,0,0,0,0
1,湖北,48,False,0,0,0,0,0
1,湖北,49,False,0,0,0,0,0
1,湖北,50,False,0,0,0,0,0
1,湖北,51,False,0,0,0,0,0
1,湖北,52,False,0,0,0,0,0
1,湖北,53,False,0,0,0,0,0
1,湖北,54,False,0,0,0,0,0
1,湖北,55,False,0,0,0,0,0
1,湖北,56,False,0,0,0,0,0
1,湖北,57,False,0,0,0,0,0
1,湖北,58,False,0,0,0,0,0
1,湖北,59,False,0,0,0,0,0
1,湖北,60,False,0,0,0,0,0
1,湖北,61,False,0,0,0,0,0
1,湖北,62,False,0,0,0,0,0
1,湖北,63,False,0,0,0,0,0
1,湖北,64,False,0,0,0,0,0
1,湖北,65,False,0,0,0,0,0
1,湖北,66,False,0,0,0,0,0
1,湖北,67,False,0,0,0,0,0
1,湖北,68,False,0,0,0,0,0
1,湖北,69,False,0,0,0,0,0
1,湖北,70,False,0,0,0,0,0
1,湖北,71,False,0,0,0,0,0
1,湖北,72,False,0,0,0,0,0
1,湖北,73,False,0,0,0,0,0
1,湖北,74,False,0,0,0,0,0
1,湖北,75,False,0,0,0,0,0
1,湖北,76,False,0,0,0,0,0
1,湖北,77,False,0,0,0,0,0
1,湖北,78,False,0,0,0,0,0
1,湖北,79,False,0,0,0,0,0
1,湖北,80,False,0,0,0,0,0
1,湖北,81,False,0,0,0,0,0
1,湖北,82,False,0,0,0,0,0
1,湖北,83,False,0,0,0,0,0
1,湖北,84,False,0,0,0,0,0
1,湖北,85,False,0,0,0,0,0
1,湖北,86,False,0,0,0,0,0
1,湖北,87,False,0,0,0,0,0
1,湖北,88,False,0,0,0,0,0
1,湖北,89,False,0,0,0,0,0
1,湖北,90,False,0,0,0,0,0
1,湖北,91,False,0,0,0,0,0
1,湖北,92,False,0,0,0,0,0
1,湖北,93,False,0,0,0,0,0
1,湖北,94,False,0,0,0,0,0
1,湖北,95,False,0,0,0,0,0
1,湖北,96,False,0,0,0,0,0
1,湖北,97,False,0,0,0,0,0
1,湖北,98,False,0,0,0,0,0
1,湖北,99,False,0,0,0,0,0
1,湖北,100,False,0,0,0,0,0
1,湖南,1,False,0,0,0,0,0
1,湖南,2,False,0,0,0,0,0
1,湖南,3,False,0,0,0,0,0
1,湖南,4,False,0,0,0,0,0
1,湖南,5,False,0,0,0,0,0
1,湖南,6,False,0,0,0,0,0
1,湖南,7,False,0,0,0,0,0
1,湖南,8,False,0,0,0,0,0
1,湖南,9,False,0,0,0,0,0
1,湖南,10,False,0,0,0,0,0
1,湖南,11,False,0,0,0,0,0
1,湖南,12,False,0,0,0,0,0
1,湖南,13,False,0,0,0,0,0
1,湖南,14,False,0,0,0,0,0
1,湖南,15,False,0,0,0,0,0
1,湖南,16,False,0,0,0,0,0
1,湖南,17,False,0,0,0,0,0
1,湖南,18,False,0,0,0,0,0
1,湖南,19,False,0,0,0,0,0
1,湖南,20,False,0,0,0,0,0
1,湖南,21,False,0,0,0,0,0
1,湖南,22,False,0,0,0,0,0
1,湖南,23,False,0,0,0,0,0
1,湖南,24,False,0,0,0,0,0
1,湖南,25,False,0,0,0,0,0
1,湖南,26,False,0,0,0,0,0
1,湖南,27,False,0,0,0,0,0
1,湖南,28,False,0,0,0,0,0
1,湖南,29,False,0,0,0,0,0
1,湖南,30,False,0,0,0,0,0
1,湖南,31,False,0,0,0,0,0
1,湖南,32,False,0,0,0,0,0
