province,turn,province_index,comparison_scope,convergence_switch,g1_converged,g2_converged,g1_iterations,g2_iterations,g1_iteration_ceiling_hit,g2_iteration_ceiling_hit,g1_hjb_statistic,g2_hjb_statistic,hjb_statistic_g2_minus_g1,hjb_statistic_g2_over_g1,g1_raw_firm_ra0,g2_raw_firm_ra0,g1_converted_rah_raw,g2_converted_rah_raw,g1_consumed_r_a,g2_consumed_r_a,consumed_r_a_g2_minus_g1,g1_return_status,g2_return_status,g2_return_regime,g2_wage_status,g2_wage_raw,g2_wage_guarded,g2_wage_hit,g1_transfer_abs_max,g1_adjustment_cost_abs_max,g1_mu_a_abs_max,g1_mu_b_abs_max,g2_transfer_abs_max,g2_adjustment_cost_abs_max,g2_mu_a_abs_max,g2_mu_b_abs_max,liquid_policy_transition_cell_count,transfer_policy_transition_cell_count,g2_material_outward_boundary_count
浙江,2,10,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.46676402522920624,6.7458188865614215,6.279054861332215,14.452311064994483,0.5650514730193218,0.5631295456080021,0.5103872209647321,0.5103872209647321,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,5.056830252690966,1.3,True,842.4883367991483,71062.90859793943,840.6883367991484,70269.17228079906,4011797.960331508,5096599311444.478,4011796.8550718017,5096595300644.997,558,702,6
安徽,2,11,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,5.450000039107732,0.0008401221113487622,-5.449159916996384,0.000154150845012894,0.6041455599835855,0.6021341144861768,0.5489080240565922,0.5489080240565922,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,2.9652548221795096,1.3,True,1034347.2871469227,135517516088.9672,1034345.7270103244,135516482739.05855,204.7649963055654,19936.61076283921,204.02815426016159,20730.256479268737,371,537,6
福建,2,12,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.005001992208620687,13.913839660989568,13.908837668780947,2781.659602949751,0.6062461202066513,0.6041981996948074,0.5374007585319589,0.5374007585319589,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.7809343189652354,1.3,True,119.40866622214484,1516.9973211226609,117.63040071068556,2395.040891031835,332746.5771748464,13148067073.469866,332743.6925734961,13147734387.609938,451,443,31
江西,2,13,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.43510936314953375,1.892730308895823,1.4576209457462892,4.350010524239971,0.5993041903583384,0.5973035315629246,0.5413318073667525,0.5413318073667525,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,2.1259268092064056,1.3,True,13007.255480096981,18910625.47475828,13008.979190541466,18923932.19438492,57547.14798244514,419484491.8971673,57544.41774339815,419427389.59499043,368,541,32
山东,2,14,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.05841642710343087,50.93586949139517,50.877453064291736,871.9442803512993,0.28076029361264243,0.27967950224668015,0.2783443332018329,0.2783443332018329,0.2,0.2783443332018329,0.07834433320183287,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,4.883171481008134,1.3,True,102.21238163026293,1241.5934331638116,100.43411611880364,2147.1646143299536,39969.232350466,337262343.13462645,39967.91403560529,337222747.659164,334,229,19
河南,2,15,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_CONVERGED_G2_NONCONVERGED,True,False,97,100,False,True,5.532547753261952e-10,0.6239367899469316,0.6239367893936768,1127756718.5553217,0.2574544073894338,0.25644235344382205,0.25304592118083025,0.25304592118083025,0.2,0.25304592118083025,0.053045921180830236,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,3.633865183911217,1.3,True,3.445595671503416,1.5317725202986492,1.6455956715034157,10.740804535730915,59377.83431812067,418686043.77026683,59375.7487849609,418627086.6169039,155,415,41
湖北,2,16,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.002578741504366988,0.19716495406406254,0.19458621255969555,76.45782011503368,0.49208870622926415,0.4904097403401606,0.45052857784049805,0.45052857784049805,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.6360608706867636,1.3,True,102.01390318688033,1143.4727101134158,100.21390318688033,2055.629599754445,42699421.26005487,192453176175102.66,42699418.14809023,192453133476680.03,578,661,50
湖南,2,17,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.13423612455232503,1.1733612154404869,1.0391250908881617,8.741024216496301,0.43441322207277466,0.43288698529698477,0.40256238500533503,0.40256238500533503,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.016746336245939,1.3,True,19777.350092726054,41289355.2745358,19779.128358237514,41309459.682082765,328888.8027548641,13701293202.033812,328886.0725158171,13700964606.983997,239,484,24
广东,2,18,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.05344319968607503,0.7699379692611381,0.7164947695750631,14.406659290307246,0.5167529360832112,0.5149322977867063,0.4799881090546145,0.4799881090546145,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,7.339786370472547,1.3,True,1547.0117337751437,239479.23161717516,1545.2117337751438,238930.90940747957,48166.26977067058,1306758757.5035677,48169.381735315634,1306721827.4371943,666,692,23
广西,2,19,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,2.2827390078653833,1.6940600278575726,-0.5886789800078107,0.7421172644005889,0.3262098915002899,0.3249695897180601,0.3059096356629964,0.3059096356629964,0.2,0.3059096356629964,0.10590963566299638,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,1.7277435211252283,1.3,True,73609.28517019992,605585069.1760961,73611.0088806444,605658859.9443773,70398.17445803613,784691676.2629266,70396.24548654705,784621392.2495065,375,241,27
海南,2,20,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.27482745100403194,0.9121880299917826,0.6373605789877507,3.3191299728584975,0.6745275380087972,0.672274537461681,0.5984489815056437,0.5984489815056437,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,LOWER,0.7417463756495267,0.8,True,138078.70545466527,2130889390.8157687,138076.98174422077,2130752310.7688794,110208.59987233885,1282081988.8077898,110205.4879076938,1281972134.8120737,203,347,38
重庆,2,21,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_NONCONVERGED_G2_CONVERGED,False,True,100,77,True,False,0.2782550984772536,2.24222418410136e-09,-0.2782550962350294,8.05816028662869e-09,0.6374391300351925,0.635340215616056,0.5635985431144864,0.5635985431144864,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,2.241275506186378,1.3,True,1272.6796839184312,171097.03452014545,1274.4579494298905,172410.92002423274,101.02585285306415,1052.0724846117923,97.87585285306415,1976.9775135703796,301,711,9
四川,2,22,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,8.635334071950789,0.33653671046667416,-8.298797361484114,0.03897205454503602,0.4922896988431802,0.4906050395553857,0.4551703013356036,0.4551703013356036,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.424463876160496,1.3,True,28598.561333489924,91412721.60061754,28596.83762304544,91385121.60108486,1603.4548929587731,271550.8137188247,1606.566857603827,273264.8549601191,476,58,18
贵州,2,23,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_NONCONVERGED_G2_CONVERGED,False,True,100,82,True,False,0.05428623763903362,1.3264433995630043e-10,-0.05428623750638928,2.4434248112439592e-09,0.531784913703513,0.5299795591590443,0.4820443031272923,0.4820443031272923,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,1.4836560848919336,1.3,True,3917.2726558888216,1944094.9016049956,3918.832792487097,1948189.6536170598,4.502414631123904,2.4774152141682504,1.3524146311239043,11.008135756121838,74,163,44
云南,2,24,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.055883480967729326,1.5981457050536987,1.5422622240859694,28.597819559174734,0.35183170068145087,0.3505423164686985,0.32878188271884484,0.32878188271884484,0.2,0.32878188271884484,0.12878188271884483,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,1.8808687241502822,1.3,True,111.09890798686479,1494.2448996812484,109.29890798686479,2131.917222490409,44027.50299652975,230191898.88829523,44024.79326892164,230148136.728452,341,449,39
西藏,2,25,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.16637498863808964,1.193549341742584,1.0271743531044943,7.173850778369547,0.6315141686970106,0.6294860331191731,0.5518193076948069,0.5518193076948069,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,LOWER,0.3059721016885241,0.8,True,106.9206974045739,1288.390158776508,105.1969869600897,2179.4697092766723,195860.19579969952,4859106983.854486,195862.9260387465,4859303315.974261,484,435,12
陕西,2,26,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.1438015474747254,0.3620616920178472,0.21826014454312181,2.517787175283933,0.41108116161270236,0.4096403916799092,0.37949824623988127,0.37949824623988127,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,2.2586088093641346,1.3,True,6678970.505444072,6519726000506.628,6678969.141520067,6519719322533.494,14394.950161627996,21874090.678123515,14391.838196982942,21859865.831439726,325,481,42
甘肃,2,27,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,108.26330401241474,0.0014593469681336568,-108.2618446654466,1.347960863975028e-05,0.4665533657636539,0.46496907957443956,0.4327975242704717,0.4327975242704717,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UNSATURATED,0.9141445619082272,0.9141445619082272,False,28638.99415312997,91671379.99328142,28640.717863574453,91700561.29319657,129.38180568315715,1686.9033447517395,126.23180568315715,2555.0523962720313,477,323,22
青海,2,28,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,1.3419493344130065,0.4909604154435421,-0.8509889189694644,0.36585614885251777,0.28837749964341786,0.28730011369143893,0.29449073815753724,0.29449073815753724,0.2,0.29449073815753724,0.09449073815753722,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,LOWER,0.44542919360500816,0.8,True,14317.09099385444,22910859.920863207,14318.814704298924,22926174.71750128,51975.01914854774,466611103.8141529,51973.31544800954,466559564.88059837,229,394,40
宁夏,2,29,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.825060515540055,1.3227599788891193,0.49769946334906434,1.6032278287166466,0.3523048471393948,0.3510490003141017,0.3380434765646002,0.3380434765646002,0.2,0.3380434765646002,0.1380434765646002,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,LOWER,0.5399462712299904,0.8,True,334564.81866358547,17722856288.653187,334563.5575254818,17722522721.284462,95588.472118329,1021221112.002592,95585.55867297278,1021126522.063848,207,273,48
新疆,2,30,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,3.6735134868707973,1.4534925678337691,-2.220020919037028,0.395668226897377,0.3493162139165106,0.34806385058208256,0.32597778713285963,0.32597778713285963,0.2,0.32597778713285963,0.12597778713285962,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,1.3988366295752006,1.3,True,83107.404282492,937365255.6325556,83108.86853099779,937448672.3503884,11096.198295469261,21268261.580148857,11094.312434695325,21257243.31468728,331,419,41
北京,3,0,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_CONVERGED_G2_NONCONVERGED,True,False,13,100,False,True,2.6516020101841065e-08,6.722404636693597,6.722404610177576,253522384.23694834,1.0631845070211672,1.0601410227877675,0.9479010036472706,0.9449314288177583,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,4.1131727441159205,1.3,True,4.698660196511849,2.677606783879661,2.8986601965118486,11.91414280474443,37464.16891381255,190487425.67154065,37461.60647892744,190450066.8341006,159,364,39
天津,3,1,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,1.0888276537561878,3.8582818274996087,2.769454173743421,3.5435193202427255,0.3262474204555825,0.3252719291627503,0.3645918798588374,0.36327478327421975,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,1.6190224085647626,1.3,True,9646878.787860999,11787888542060.996,9646877.227724401,11787878896179.707,427100.89914437575,19254978170.91631,427097.7871797307,19254551690.533447,279,249,37
河北,3,2,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,1.0540169559352253,9.237883163992665,8.18386620805744,8.764454036506391,0.2745749145600136,0.2737209430068196,0.28064591360690155,0.27956632844414375,0.2,0.27956632844414375,0.07956632844414374,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,2.5277249614603488,1.3,True,451602.3527564106,43055034218.984,451601.4055017311,43054583363.48953,1038953.4403654429,120641637858.26526,1038951.0309084415,120640599356.63475,476,276,12
山西,3,3,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,1.2935650799406189,2.146506225525906,0.8529411455852871,1.6593724264916314,0.38846647628336983,0.38731144973774667,0.387214632132298,0.38583982871242245,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,1.5277049919780028,1.3,True,3481.453993778045,3290204.0926146475,3480.7171608873373,3287721.1551012993,41578.50179123149,218981920.60261488,41575.7715521845,218941251.3935525,469,388,34
内蒙古,3,4,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.3954032988673734,0.017050173618794517,-0.3783531252485789,0.043120969571155514,0.24323120878743495,0.24244233431310222,0.2834932487184353,0.2824102178118851,0.2,0.2824102178118851,0.08241021781188507,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,1.6729520394825368,1.3,True,35962.166923339966,189021069.65223983,35960.80299933519,188986106.12335235,108.13969910280912,1395.3344974858699,105.62869735071624,2321.5199613053614,292,407,8
辽宁,3,5,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,1.0678535338693202,0.5001769431993615,-0.5676765906699588,0.46839470707840647,0.29509126488639303,0.29420245406613943,0.3068474469978131,0.30569026264984706,0.2,0.30569026264984706,0.10569026264984704,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,2.1416493597031705,1.3,True,59343.151930825145,557594133.8203175,59341.890792721475,557534950.5290757,70209.07949662441,780481871.1704764,70211.00708481517,780552773.7169241,400,490,18
吉林,3,6,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.0972219563017572,25.710620336826224,25.613398380524465,264.4528182196384,0.18928955049443105,0.18877732033566533,0.2244329424348481,0.223514931268514,0.2,0.223514931268514,0.023514931268513978,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UNSATURATED,1.1702463122825597,1.1702463122825597,False,107.3441122231601,1621.9293653746206,105.5441122231601,2533.387445820664,5678.577537297252,3604559.705370445,5676.651162189623,3599879.9998836843,433,81,13
黑龙江,3,7,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.00028262233904668976,0.06197069913193998,0.06168807679289329,219.27034975710924,0.2509927221807541,0.2503636568008044,0.2612122710132753,0.2601989831895675,0.2,0.2601989831895675,0.06019898318956751,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UNSATURATED,1.2562736647875676,1.2562736647875676,False,138.34738411863287,1927.8346076587184,136.54738411863286,2787.3701821854934,2999.3752342147436,1554197.9749488237,3000.8805486109527,1558195.3193957026,278,368,36
上海,3,8,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,41.719558173353654,0.0003269919660132681,-41.71923118138764,7.837857837672844e-06,0.9730167724361435,0.9702878985665774,0.8804331897385381,0.8775997818208252,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,4.26901777409187,1.3,True,2120711.126372601,610363768848.901,2120712.590621107,610365890339.3025,105.83514315151342,1213.3732695000008,102.68514315151342,2107.146154597167,352,488,46
江苏,3,9,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.03408635637004487,0.7188312219324666,0.6847448655624218,21.088532142560606,0.5015390774710053,0.5001262922743043,0.4939790198207754,0.49227997909180277,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,7.453738676517081,1.3,True,11957.3452901143,16979845.867987473,11958.99363374303,16991936.35482485,30189.557940030314,108232886.22875963,30192.442541380595,108263598.57585481,461,521,50
浙江,3,10,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.828692672780573,0.22482390301696573,-0.6038687697636073,0.27129949425351824,0.5728004207280714,0.5711878494688637,0.5583810197580918,0.5564800408557005,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,5.050411996176101,1.3,True,11563.457452620662,16059078.918660184,11561.679187109203,16047935.022159275,19926.330379159248,44379135.016618446,19923.3138858814,44360207.10843546,432,553,16
安徽,3,11,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,7.007350049907133,65.3390940703203,58.33174402041317,9.324365645353513,0.6130363025111741,0.611319355632496,0.6024660648136464,0.6004594420210845,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,2.964236445896195,1.3,True,528469.0792385053,40817835820.082375,528470.44316251,40818364606.25935,11032.546666248347,16519850.632638073,11029.984231363234,16508898.323233083,249,257,48
福建,3,12,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.1911427734898304,0.016087102496174427,-0.17505567099365596,0.08416275542339731,0.6158573497273563,0.614109212665352,0.5946854583528233,0.5926734387123974,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,3.782317055186416,1.3,True,3478.891274893642,1277853.4755057732,3480.669540405101,1281445.94978676,197.36588838727997,6187.3414561646005,199.57288006870616,6425.969340967609,201,190,42
江西,3,13,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,G1_NONCONVERGED_G2_CONVERGED,False,True,100,77,True,False,0.0038509375620673914,3.1110856668625786e-08,-0.0038509064512107227,8.078774627528315e-06,0.6086027900776926,0.6068714553322552,0.5980008786778093,0.5960039822054791,0.2,0.35,0.14999999999999997,UPPER,UPPER,A_STILL_UPPER_SATURATED,UPPER,2.126189138608123,1.3,True,4.341711021063698,2.319216561148968,2.541711021063698,15.21979041219291,4.713892432732075,2.6934674300100796,1.5638924327320747,11.56266770318174,0,0,40
山东,3,14,MATCHED_PROVINCE_TURN_WITH_PATH_HISTORY_DIVERGENCE,BOTH_NONCONVERGED,False,False,100,100,True,True,0.31741611080618193,0.27192436657817176,-0.04549174422801017,0.8566810483800932,0.2830205195537505,0.2821477176021281,0.2974413544314797,0.2963127224158666,0.2,0.2963127224158666,0.09631272241586658,UPPER,UNSATURATED,B_NEWLY_UNSATURATED,UPPER,4.850901466475949,1.3,True,103.24826876623123,1076.3453271990152,101.44826876623124,1971.7265428984538,18210.86897571246,39383566.26290236,18208.426849771928,39365706.63069084,167,468,55
