province_index,province,GDP,POP,CAP,alpha,same_year_Zt,GovInv,entering_firm_ra,household_rah,household_rb,household_composite_wage,entering_Lt_prev,household_Lt_return,destination_lt_supply,firm_ra0,firm_ra_used,firm_rk,firm_wage_raw,firm_wage_used,hjb_converged,hjb_iterations,hjb_statistic,kfe_returned,C,L,A,B,A_plus_B,nk_gap,yt_gap,ra_clipped_lower,ra_clipped_upper,wage_clipped_lower,wage_clipped_upper,zt_adjusted,zt_after,govinv_action,govinv_after
18,广东,97277770.0,1134600.0,1838097009407.5686,0.772866243094144,0.0013615640220957625,1838097009407.5686,0.09,0.09,0.02,20.0,1134600.0,0.647623598114104,4474158.89622557,-0.024945282488424567,0.02,5.3927553326922774e-05,6.5109619418730045,1.3,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,136940.73928585005,0.36565793649881795,True,False,False,True,False,0.0013615640220957625,NONE,1838097009407.5686
19,广西,19627810.0,494700.0,642931505730.4277,0.772866243094144,0.0007470723763426308,642931505730.4277,0.09,0.09,0.02,20.0,494700.0,0.647623598114104,4554561.069288786,-0.024961732764178107,0.02,3.771477249300236e-05,1.5646140320777393,1.3,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,47053.06285175163,0.6556970014787571,True,False,False,True,False,0.0007470723763426308,NONE,642931505730.4277
20,海南,4910690.0,98200.0,113223172885.52222,0.772866243094144,0.0010328851152404494,113223172885.52222,0.09,0.09,0.02,20.0,98200.0,0.647623598114104,4489297.619191355,-0.024921764570827194,0.02,7.71059723674638e-05,0.5715094995099423,0.8,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,8405.918454615658,1.3826383932286443,True,False,True,False,False,0.0010328851152404494,NONE,113223172885.52222
21,重庆,20363190.0,310179.0,851864893184.6962,0.772866243094144,0.0006933211712193597,851864893184.6962,0.09,0.09,0.02,20.0,310179.0,0.647623598114104,4533839.590163884,-0.02496671933720393,0.02,3.2800189884996064e-05,1.8111666964383497,1.3,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,62629.1519788622,0.8389830510142788,True,False,False,True,False,0.0006933211712193597,NONE,851864893184.6962
22,四川,42902100.0,834100.0,1543482549535.284,0.772866243094144,0.0007370356540343972,1543482549535.284,0.09,0.09,0.02,20.0,834100.0,0.647623598114104,4548284.331258113,-0.024969066466770336,0.02,3.0486945088084136e-05,3.0405031240248723,1.3,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,113117.31964031263,0.46998697312951165,True,False,False,True,False,0.0007370356540343972,NONE,1543482549535.284
23,贵州,15353210.0,382200.0,599616319886.5338,0.772866243094144,0.0006539608272221906,599616319886.5338,0.09,0.09,0.02,20.0,382200.0,0.647623598114104,4583201.944063444,-0.024965918815697177,0.02,3.3589155081542165e-05,1.2914604011554789,1.2914604011554789,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,43608.73167164668,0.7581254168531228,True,False,False,False,False,0.0006539608272221906,NONE,599616319886.5338
24,云南,20880630.0,470300.0,772812440013.2318,0.772866243094144,0.0006973721309635479,772812440013.2318,0.09,0.09,0.02,20.0,470300.0,0.647623598114104,4516889.516807365,-0.024965805236585096,0.02,3.3701093852749955e-05,1.6945568668829927,1.3,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,57030.33663089448,0.6716716626748866,True,False,False,True,False,0.0006973721309635479,NONE,772812440013.2318
25,西藏,1477630.0,35400.0,76591375387.66502,0.772866243094144,0.0005300517769194888,76591375387.66502,0.09,0.09,0.02,20.0,35400.0,0.647623598114104,4389188.049587524,-0.02495634819364926,0.02,4.3021629416937014e-05,0.22062849449174698,0.8,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,5815.693046131667,1.988675780079428,True,False,True,False,False,0.0005300517769194888,NONE,76591375387.66502
26,陕西,23941880.0,393100.0,1111158134119.995,0.772866243094144,0.0006290486196572157,1111158134119.995,0.09,0.09,0.02,20.0,393100.0,0.647623598114104,4563816.3419769285,-0.02497153053012658,0.02,2.805845578885765e-05,2.007654312126893,1.3,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,81156.10933158822,0.7452506840829198,True,False,False,True,False,0.0006290486196572157,NONE,1111158134119.995
27,甘肃,8246100.0,251500.0,423982918938.0812,0.772866243094144,0.000504915926518092,423982918938.0812,0.09,0.09,0.02,20.0,251500.0,0.647623598114104,4596727.5794365015,-0.02497151199738777,0.02,2.807672293090373e-05,0.7610683554594357,0.8,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,30744.293845111886,0.9347407295716605,True,False,True,False,False,0.000504915926518092,NONE,423982918938.0812
28,青海,2748000.0,58700.0,169435440053.7927,0.772866243094144,0.0004757509990231093,169435440053.7927,0.09,0.09,0.02,20.0,58700.0,0.647623598114104,4462710.700151264,-0.024967161655614637,0.02,3.2364264453302664e-05,0.36111820421848395,0.8,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,12654.667044211987,1.6744239556396332,True,False,True,False,False,0.0004757509990231093,NONE,169435440053.7927
29,宁夏,3510210.0,71000.0,191566336875.56973,0.772866243094144,0.0005293280580503247,191566336875.56973,0.09,0.09,0.02,20.0,71000.0,0.647623598114104,4554447.820993361,-0.02496430363143367,0.02,3.518102684349167e-05,0.43488057113569667,0.8,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,14019.48037467376,1.5731879996076512,True,False,True,False,False,0.0005293280580503247,NONE,191566336875.56973
30,新疆,12199080.0,252000.0,547982296720.294,0.772866243094144,0.0006123367103671743,547982296720.294,0.09,0.09,0.02,20.0,252000.0,0.647623598114104,4291213.801922861,-0.024967912029779632,0.02,3.162471718342674e-05,1.1868357188404386,1.1868357188404386,True,64,3.5073277615538245e-11,True,11.400731651949162,0.647623598114104,7.274097868486394,4.6982774669466725,11.972375335433068,42565.246688690364,0.9038934246750148,True,False,False,False,False,0.0006123367103671743,NONE,547982296720.294
