turn,province_index,province,Yt_MU,Kt_MU,Y_over_K,K_over_Y,mt_recovered,mt_recovery_method,mt_independent_nkpc_reconstruction,mt_minus_mstar,mstar,alpha,rk_saved,rk_reconstructed,delta_offset,delta,theta,pit,price_adjustment_cost_over_Y,profit_pre_floor_over_Y,profit_floor_binding,profit_over_Y,profit_over_K,corptau,after_tax_profit_over_K,rk_share_of_positive_components,profit_share_of_positive_components,ra0_without_profit,ra0_at_mstar,ra0_saved,ra0_reconstructed,ra0_reconstruction_error,ra_used,ramin,ramax,ra0_minus_ramax,clip_amount,raw_ra_classification,firm_wage_raw,firm_wage_used,household_composite_wage,firm_labor_supply,population_proxy_NU
1,12,福建,76098988.75386132,87795538.11850408,0.8667751275827359,1.1537017712873257,1.0122266468364405,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.11222664683644046,0.9,0.7380939146868483,0.6475835843436378,0.6475835843436378,-0.025,0.025,100.0,0.02,0.02,-0.032226646836440484,True,0.0,0.0,0.25,0.0,1.0,0.0,0.6225835843436378,0.6027918100186247,0.6225835843436378,0.6225835843436378,0.0,0.09,0.02,0.09,0.5325835843436378,0.5325835843436378,UPPER,3.713643537835033,1.3,17.622512150269692,5432528.659324941,410400.0
1,13,江西,43875482.15801732,51050047.92908307,0.8594601560211579,1.1635210695856648,1.0128142886249174,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.11281428862491738,0.9,0.7380939146868483,0.6424912128219108,0.6424912128219108,-0.025,0.025,100.0,0.02,0.02,-0.032814288624917407,True,0.0,0.0,0.25,0.0,1.0,0.0,0.6174912128219108,0.5974936893287927,0.6174912128219108,0.6174912128219108,0.0,0.09,0.02,0.09,0.5274912128219108,0.5274912128219108,UPPER,2.0887854368669423,1.3,18.066338850784597,5571902.1379387835,451300.0
1,14,山东,104054495.32559898,210016973.07581103,0.4954575518429067,2.0183363767095575,0.9954802946842787,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.09548029468427865,0.9,0.7380939146868483,0.3640413739631418,0.36404137396314173,-0.025,0.025,100.0,0.02,0.02,-0.015480294684278677,True,0.0,0.0,0.25,0.0,1.0,0.0,0.33904137396314177,0.33385223671137815,0.33904137396314177,0.3390413739631417,-5.551115123125783e-17,0.09,0.02,0.09,0.24904137396314177,0.24904137396314177,UPPER,4.913784525892621,1.3,18.321743106447045,5521066.724211836,1007700.0
1,15,河南,78628650.41899346,168320556.01470312,0.4671363514990118,2.140702595272369,0.9926719440021107,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.09267194400211065,0.9,0.7380939146868483,0.34226385429083844,0.34226385429083844,-0.025,0.025,100.0,0.02,0.02,-0.012671944002110674,True,0.0,0.0,0.25,0.0,1.0,0.0,0.3172638542908384,0.3133396296233341,0.3172638542908384,0.3172638542908384,0.0,0.09,0.02,0.09,0.22726385429083842,0.22726385429083842,UPPER,3.661506888348233,1.3,18.484175006636022,5583060.098225643,986400.0
1,16,湖北,75456260.17169675,101805153.6623069,0.7411831077038513,1.3491942673895396,1.0084390567197774,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.10843905671977738,0.9,0.7380939146868483,0.5516794349693988,0.5516794349693986,-0.025,0.025,100.0,0.02,0.02,-0.028439056719777405,True,0.0,0.0,0.25,0.0,1.0,0.0,0.5266794349693987,0.5118274537806405,0.5266794349693987,0.5266794349693986,-1.1102230246251565e-16,0.09,0.02,0.09,0.43667943496939876,0.43667943496939876,UPPER,3.603638202991041,1.3,18.519697907284154,5530308.277121804,591700.0
1,17,湖南,63388979.35437474,93791807.14892803,0.6758477236047075,1.4796232421504523,1.0049861300259584,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.10498613002595836,0.9,0.7380939146868483,0.5013263686225738,0.5013263686225738,-0.025,0.025,100.0,0.02,0.02,-0.02498613002595838,True,0.0,0.0,0.25,0.0,1.0,0.0,0.4763263686225738,0.4645060462591166,0.4763263686225738,0.4763263686225738,0.0,0.09,0.02,0.09,0.38632636862257386,0.38632636862257386,UPPER,3.00213531214522,1.3,18.15409814981755,5557623.900438139,663500.0
1,18,广东,147340859.9607001,191259406.86816654,0.7703718335917505,1.298074457548169,1.023350194105435,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.12335019410543502,0.9,0.7380939146868483,0.5818838406923955,0.5818838406923955,-0.025,0.025,100.0,0.02,0.02,-0.043350194105435044,True,0.0,0.0,0.25,0.0,1.0,0.0,0.5568838406923955,0.5329683961937034,0.5568838406923955,0.5568838406923955,0.0,0.09,0.02,0.09,0.4668838406923955,0.4668838406923955,UPPER,7.2661132594261355,1.3,17.286415001574493,5434891.80439293,1234800.0
1,19,广西,36924735.02466982,67306708.83876626,0.5486040791731966,1.8228081743524474,0.9919855451572124,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.09198554515721236,0.9,0.7380939146868483,0.40167610867663606,0.40167610867663606,-0.025,0.025,100.0,0.02,0.02,-0.011985545157212379,True,0.0,0.0,0.25,0.0,1.0,0.0,0.37667610867663603,0.3723454439194983,0.37667610867663603,0.37667610867663603,0.0,0.09,0.02,0.09,0.28667610867663607,0.28667610867663607,UPPER,1.736792284401693,1.3,16.822125649139746,5523577.341518719,494700.0
1,20,海南,14056379.201727634,14673330.466888333,0.9579542445014168,1.0438911939061,0.997832284864218,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.09783228486421802,0.9,0.7380939146868483,0.7055274933209199,0.7055274933209198,-0.025,0.025,100.0,0.02,0.02,-0.017832284864218045,True,0.0,0.0,0.25,0.0,1.0,0.0,0.6805274933209199,0.6688314332435246,0.6805274933209199,0.6805274933209198,-1.1102230246251565e-16,0.09,0.02,0.09,0.5905274933209199,0.5905274933209199,UPPER,0.6746763917598456,0.8,16.244721014420247,5444789.468952013,98200.0
1,21,重庆,45590499.75519855,50663834.63130832,0.8998627933904032,1.111280527815036,1.0102520654931582,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.11025206549315814,0.9,0.7380939146868483,0.670992502052037,0.670992502052037,-0.025,0.025,100.0,0.02,0.02,-0.03025206549315816,True,0.0,0.0,0.25,0.0,1.0,0.0,0.645992502052037,0.6267566942725329,0.645992502052037,0.645992502052037,0.0,0.09,0.02,0.09,0.555992502052037,0.555992502052037,UPPER,2.196847343905922,1.3,18.070548844406634,5490979.341466264,316300.0
1,22,四川,70401994.99396186,94830047.41899477,0.7424017693769507,1.346979548337061,1.013822742059648,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.11382274205964793,0.9,0.7380939146868483,0.5555365687691278,0.5555365687691278,-0.025,0.025,100.0,0.02,0.02,-0.033822742059647956,True,0.0,0.0,0.25,0.0,1.0,0.0,0.5305365687691278,0.5127101115695056,0.5305365687691278,0.5305365687691278,0.0,0.09,0.02,0.09,0.44053656876912783,0.44053656876912783,UPPER,3.390047700344512,1.3,17.717335154425694,5514254.106213979,832100.0
1,23,贵州,30952029.633488826,39447014.665611394,0.7846482147221089,1.2744564777403593,1.0052396348706294,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.10523963487062937,0.9,0.7380939146868483,0.5821785759334482,0.5821785759334484,-0.025,0.025,100.0,0.02,0.02,-0.025239634870629395,True,0.0,0.0,0.25,0.0,1.0,0.0,0.5571785759334482,0.5433085580939858,0.5571785759334482,0.5571785759334483,1.1102230246251565e-16,0.09,0.02,0.09,0.46717857593344825,0.46717857593344825,UPPER,1.4662920362322192,1.3,17.471672154406804,5557556.027761952,382200.0
1,24,云南,39718227.879397586,68611984.86091176,0.5788817793263559,1.7274684326110576,0.9937118799956554,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.09371187999565533,0.9,0.7380939146868483,0.42458239915169493,0.42458239915169493,-0.025,0.025,100.0,0.02,0.02,-0.013711879995655357,True,0.0,0.0,0.25,0.0,1.0,0.0,0.3995823991516949,0.39427511353907174,0.3995823991516949,0.3995823991516949,0.0,0.09,0.02,0.09,0.30958239915169494,0.30958239915169494,UPPER,1.887169667839315,1.3,16.690391966376946,5477532.799242988,470300.0
1,25,西藏,5753373.7633201815,6325734.326183821,0.9095187161916533,1.0994825968916957,0.9856243215295608,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.08562432152956079,0.9,0.7380939146868483,0.6616596896985564,0.6616596896985565,-0.025,0.025,100.0,0.02,0.02,-0.00562432152956081,True,0.0,0.0,0.25,0.0,1.0,0.0,0.6366596896985564,0.6337503297148676,0.6366596896985564,0.6366596896985565,1.1102230246251565e-16,0.09,0.02,0.09,0.5466596896985564,0.5466596896985564,UPPER,0.27943007917538387,0.8,14.871770683578495,5315038.756682897,35400.0
1,26,陕西,47855786.29886714,73897910.2910824,0.6475932284196421,1.5441792102124907,0.996381537690095,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.09638153769009494,0.9,0.7380939146868483,0.4762550517528234,0.47625505175282334,-0.025,0.025,100.0,0.02,0.02,-0.016381537690094965,True,0.0,0.0,0.25,0.0,1.0,0.0,0.4512550517528234,0.4440417526852316,0.4512550517528234,0.4512550517528233,-5.551115123125783e-17,0.09,0.02,0.09,0.36125505175282335,0.36125505175282335,UPPER,2.2573121450347458,1.3,18.430975272573402,5532406.706444514,393100.0
1,27,甘肃,18245928.29049423,25177704.67938732,0.7246859283972756,1.3799081240774365,0.9960949651523652,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.09609496515236515,0.9,0.7380939146868483,0.5327975242704717,0.5327975242704717,-0.025,0.025,100.0,0.02,0.02,-0.016094965152365175,True,0.0,0.0,0.25,0.0,1.0,0.0,0.5077975242704716,0.49987880213213287,0.5077975242704716,0.5077975242704716,0.0,0.09,0.02,0.09,0.4177975242704717,0.4177975242704717,UPPER,0.8537294612571722,0.8537294612571722,17.49933815729084,5575605.388728504,251500.0
1,28,青海,8985969.907548454,17578407.529567722,0.5111936273199732,1.9562059199420858,0.9736120245739551,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.0736120245739551,0.9,0.7380939146868483,0.36735248742384613,0.36735248742384613,-0.025,0.025,100.0,0.02,0.02,0.006387975426044874,False,0.006387975426044874,0.00326549232927073,0.25,0.0024491192469530475,0.9933772076627745,0.006622792337225501,0.3423524874238461,0.3452496326356103,0.3448016066707992,0.3448016066707992,0.0,0.09,0.02,0.09,0.2548016066707992,0.2548016066707992,UPPER,0.4234767799454395,0.8,16.341381100330132,5410867.211674127,58700.0
1,29,宁夏,10978320.88005156,18640640.44456374,0.5889454770988419,1.6979500461163595,0.9779553178709903,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.0779553178709903,0.9,0.7380939146868483,0.42511431393827603,0.42511431393827603,-0.025,0.025,100.0,0.02,0.02,0.0020446821290096735,False,0.0020446821290096735,0.001204206291985078,0.25,0.0009031547189888086,0.9978800054330274,0.00211999456697257,0.400114313938276,0.4015640940820285,0.40101746865726484,0.40101746865726484,0.0,0.09,0.02,0.09,0.3110174686572649,0.3110174686572649,UPPER,0.5092987321891809,0.8,17.874582154052934,5521129.416311342,71000.0
1,30,新疆,28296550.54021001,49250553.031937115,0.5745427979633198,1.7405143769008529,0.9877033595435155,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.08770335954351549,0.9,0.7380939146868483,0.4188519490961682,0.41885194909616824,-0.025,0.025,100.0,0.02,0.02,-0.007703359543515514,True,0.0,0.0,0.25,0.0,1.0,0.0,0.39385194909616816,0.39113245649129263,0.39385194909616816,0.3938519490961682,5.551115123125783e-17,0.09,0.02,0.09,0.3038519490961682,0.3038519490961682,UPPER,1.40888503247798,1.3,13.837477514705718,5195532.447166978,252000.0
2,0,北京,77229813.67674074,58719043.066994764,1.3152430564753301,0.7603157417001402,1.1502872773122306,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.25028727731223055,0.9,0.7380939146868483,1.1166677117947983,1.1166677117947983,-0.025,0.025,100.0,0.02,0.02,-0.17028727731223056,True,0.0,0.0,0.25,0.0,1.0,0.0,1.0916677117947984,0.9276101900752344,1.0916677117947984,1.0916677117947984,0.0,0.09,0.02,0.09,1.0016677117947983,1.0016677117947983,UPPER,4.180972339230718,1.3,17.299970660971283,5564928.6226630965,219200.0
2,1,天津,35389987.18492262,64593598.72309723,0.547886909609016,1.8251941823425235,1.0306990842120982,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.1306990842120982,0.9,0.7380939146868483,0.4168064577950156,0.4168064577950156,-0.025,0.025,100.0,0.02,0.02,-0.05069908421209822,True,0.0,0.0,0.25,0.0,1.0,0.0,0.39180645779501555,0.37182600910363917,0.39180645779501555,0.39180645779501555,0.0,0.09,0.02,0.09,0.3018064577950156,0.3018064577950156,UPPER,1.6762180584114093,1.3,17.195008630055963,5699376.792793185,138300.0
2,2,河北,55290562.59220758,113705229.18254791,0.48626226770486886,2.0565033859607182,1.0232940453163917,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.12329404531639165,0.9,0.7380939146868483,0.3672676217989673,0.36726762179896727,-0.025,0.025,100.0,0.02,0.02,-0.04329404531639168,True,0.0,0.0,0.25,0.0,1.0,0.0,0.3422676217989673,0.32719223472360387,0.3422676217989673,0.34226762179896725,-5.551115123125783e-17,0.09,0.02,0.09,0.25226762179896733,0.25226762179896733,UPPER,2.622153878883796,1.3,17.109022000888128,5651176.4904988045,742600.0
2,3,山西,33185657.733212188,53478727.38884524,0.6205394061066262,1.611501203886755,1.0426593522285763,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.14265935222857629,0.9,0.7380939146868483,0.477555040675802,0.47755504067580207,-0.025,0.025,100.0,0.02,0.02,-0.06265935222857631,True,0.0,0.0,0.25,0.0,1.0,0.0,0.452555040675802,0.42444708789002,0.452555040675802,0.45255504067580204,5.551115123125783e-17,0.09,0.02,0.09,0.362555040675802,0.362555040675802,UPPER,1.5807531481394899,1.3,17.144883996985083,5732900.530728826,350200.0
2,4,内蒙古,36830662.97882568,82165502.99427319,0.4482497110909517,2.2308993742933967,1.0165553702316743,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.11655537023167428,0.9,0.7380939146868483,0.3363277346150519,0.3363277346150519,-0.025,0.025,100.0,0.02,0.02,-0.03655537023167431,True,0.0,0.0,0.25,0.0,1.0,0.0,0.31132773461505187,0.2996603282801894,0.31132773461505187,0.31132773461505187,0.0,0.09,0.02,0.09,0.22132773461505187,0.22132773461505187,UPPER,1.7350965646846204,1.3,16.59286864974986,5651484.161937903,242200.0
2,5,辽宁,46011613.530119255,90061052.78222083,0.510893578397104,1.9573548039837108,1.0264153443896458,SAVED_RK_TIMES_K_OVER_ALPHA_Y_IDENTITY,MISSING_OBJECT__LAGGED_KT_PRIOR_RK_AND_COMPLETE_PIT_LAGS_NOT_SAVED,0.12641534438964575,0.9,0.7380939146868483,0.3870483358935818,0.38704833589358184,-0.025,0.025,100.0,0.02,0.02,-0.04641534438964577,True,0.0,0.0,0.25,0.0,1.0,0.0,0.36204833589358176,0.34503231184456784,0.36204833589358176,0.3620483358935818,5.551115123125783e-17,0.09,0.02,0.09,0.2720483358935818,0.2720483358935818,UPPER,2.2201387034529683,1.3,15.834995829751918,5571294.045737114,429100.0
