turn,province_index,province,return_level_name,return_level,observed_K_over_Y,observed_Y_over_K,mt_saved_identity,alpha,K_over_Y_for_pure_MPK_equal_return,K_over_Y_for_rk_minus_delta_equal_return,K_over_Y_for_full_ra0_equal_return,geometry_status
1,18,广东,ramin,0.02,1.298074457548169,0.7703718335917505,1.023350194105435,0.7380939146868483,37.766427543141326,16.785078908062815,16.785078908062815,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,18,广东,ramax,0.09,1.298074457548169,0.7703718335917505,1.023350194105435,0.7380939146868483,8.392539454031407,6.568074355328927,6.568074355328927,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,19,广西,ramin,0.02,1.8228081743524474,0.5486040791731966,0.9919855451572124,0.7380939146868483,36.60892471689271,16.27063320750787,16.27063320750787,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,19,广西,ramax,0.09,1.8228081743524474,0.5486040791731966,0.9919855451572124,0.7380939146868483,8.135316603753935,6.366769515981342,6.366769515981342,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,20,海南,ramin,0.02,1.0438911939061,0.9579542445014168,0.997832284864218,0.7380939146868483,36.82469686681765,16.366531940807846,16.366531940807846,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,20,海南,ramax,0.09,1.0438911939061,0.9579542445014168,0.997832284864218,0.7380939146868483,8.183265970403923,6.4042951072726355,6.4042951072726355,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,21,重庆,ramin,0.02,1.111280527815036,0.8998627933904032,1.0102520654931582,0.7380939146868483,37.28304509201597,16.570242263118207,16.570242263118207,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,21,重庆,ramax,0.09,1.111280527815036,0.8998627933904032,1.0102520654931582,0.7380939146868483,8.285121131559103,6.484007842089733,6.484007842089733,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,22,四川,ramin,0.02,1.346979548337061,0.7424017693769507,1.013822742059648,0.7380939146868483,37.41481982426802,16.628808810785788,16.628808810785788,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,22,四川,ramax,0.09,1.346979548337061,0.7424017693769507,1.013822742059648,0.7380939146868483,8.314404405392894,6.506925186829221,6.506925186829221,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,23,贵州,ramin,0.02,1.2744564777403593,0.7846482147221089,1.0052396348706294,0.7380939146868483,37.09806286500204,16.488027940000908,16.488027940000908,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,23,贵州,ramax,0.09,1.2744564777403593,0.7846482147221089,1.0052396348706294,0.7380939146868483,8.244013970000454,6.451837020000355,6.451837020000355,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,24,云南,ramin,0.02,1.7274684326110576,0.5788817793263559,0.9937118799956554,0.7380939146868483,36.67263457884104,16.29894870170713,16.29894870170713,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,24,云南,ramax,0.09,1.7274684326110576,0.5788817793263559,0.9937118799956554,0.7380939146868483,8.149474350853565,6.377849491972356,6.377849491972356,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,25,西藏,ramin,0.02,1.0994825968916957,0.9095187161916533,0.9856243215295608,0.7380939146868483,36.374165694416114,16.166295864184942,16.166295864184942,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,25,西藏,ramax,0.09,1.0994825968916957,0.9095187161916533,0.9856243215295608,0.7380939146868483,8.083147932092471,6.325941859898456,6.325941859898456,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,26,陕西,ramin,0.02,1.5441792102124907,0.6475932284196421,0.996381537690095,0.7380939146868483,36.77115748376919,16.34273665945297,16.34273665945297,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,26,陕西,ramax,0.09,1.5441792102124907,0.6475932284196421,0.996381537690095,0.7380939146868483,8.171368329726485,6.394983910220728,6.394983910220728,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,27,甘肃,ramin,0.02,1.3799081240774365,0.7246859283972756,0.9960949651523652,0.7380939146868483,36.76058161145845,16.33803627175931,16.33803627175931,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,27,甘肃,ramax,0.09,1.3799081240774365,0.7246859283972756,0.9960949651523652,0.7380939146868483,8.169018135879655,6.393144628079731,6.393144628079731,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,28,青海,ramin,0.02,1.9562059199420858,0.5111936273199732,0.9736120245739551,0.7380939146868483,35.930855530198926,15.969269124532856,16.075735381633603,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,28,青海,ramax,0.09,1.9562059199420858,0.5111936273199732,0.9736120245739551,0.7380939146868483,7.984634562266428,6.248844440034596,6.290505149334888,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,29,宁夏,ramin,0.02,1.6979500461163595,0.5889454770988419,0.9779553178709903,0.7380939146868483,36.091143447811014,16.04050819902712,16.074586234510612,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,29,宁夏,ramax,0.09,1.6979500461163595,0.5889454770988419,0.9779553178709903,0.7380939146868483,8.02025409951356,6.276720599619307,6.290055483069371,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,30,新疆,ramin,0.02,1.7405143769008529,0.5745427979633198,0.9877033595435155,0.7380939146868483,36.45089195974125,16.200396426551666,16.200396426551666,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
1,30,新疆,ramax,0.09,1.7405143769008529,0.5745427979633198,0.9877033595435155,0.7380939146868483,8.100198213275833,6.33928555821587,6.33928555821587,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,0,北京,ramin,0.02,0.7603157417001402,1.3152430564753301,1.1502872773122306,0.7380939146868483,42.45100197629302,18.867111989463567,18.867111989463567,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,0,北京,ramax,0.09,0.7603157417001402,1.3152430564753301,1.1502872773122306,0.7380939146868483,9.433555994731783,7.382782952398787,7.382782952398787,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,1,天津,ramin,0.02,1.8251941823425235,0.547886909609016,1.0306990842120982,0.7380939146868483,38.03763609651285,16.9056160428946,16.9056160428946,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,1,天津,ramax,0.09,1.8251941823425235,0.547886909609016,1.0306990842120982,0.7380939146868483,8.4528080214473,6.615241060263105,6.615241060263105,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,2,河北,ramin,0.02,2.0565033859607182,0.48626226770486886,1.0232940453163917,0.7380939146868483,37.76435538916583,16.784157950740372,16.784157950740372,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,2,河北,ramax,0.09,2.0565033859607182,0.48626226770486886,1.0232940453163917,0.7380939146868483,8.392078975370186,6.567713980724493,6.567713980724493,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,3,山西,ramin,0.02,1.611501203886755,0.6205394061066262,1.0426593522285763,0.7380939146868483,38.47902614856216,17.10178939936096,17.10178939936096,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,3,山西,ramax,0.09,1.611501203886755,0.6205394061066262,1.0426593522285763,0.7380939146868483,8.55089469968048,6.692004547576029,6.692004547576029,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,4,内蒙古,ramin,0.02,2.2308993742933967,0.4482497110909517,1.0165553702316743,0.7380939146868483,37.51566663551174,16.673629615782996,16.673629615782996,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,4,内蒙古,ramax,0.09,2.2308993742933967,0.4482497110909517,1.0165553702316743,0.7380939146868483,8.336814807891498,6.524463762697694,6.524463762697694,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,5,辽宁,ramin,0.02,1.9573548039837108,0.510893578397104,1.0264153443896458,0.7380939146868483,37.87954598176016,16.835353769671183,16.835353769671183,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,5,辽宁,ramax,0.09,1.9573548039837108,0.510893578397104,1.0264153443896458,0.7380939146868483,8.417676884835592,6.587747127262637,6.587747127262637,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,6,吉林,ramin,0.02,2.6164247076372646,0.38220094661276904,1.0071718086383286,0.7380939146868483,37.169369150004854,16.51971962222438,16.51971962222438,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,6,吉林,ramax,0.09,2.6164247076372646,0.38220094661276904,1.0071718086383286,0.7380939146868483,8.25985981111219,6.464238113044323,6.464238113044323,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,7,黑龙江,ramin,0.02,2.182458771886386,0.4581988044317833,1.0183905297971947,0.7380939146868483,37.58339264090124,16.703730062622775,16.703730062622775,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,7,黑龙江,ramax,0.09,2.182458771886386,0.4581988044317833,1.0183905297971947,0.7380939146868483,8.351865031311387,6.536242198417608,6.536242198417608,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,8,上海,ramin,0.02,0.8123502026836493,1.2309961845229285,1.137239486868038,0.7380939146868483,41.96947723994464,18.65310099553095,18.65310099553095,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,8,上海,ramax,0.09,0.8123502026836493,1.2309961845229285,1.137239486868038,0.7380939146868483,9.326550497765474,7.299039519990372,7.299039519990372,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,9,江苏,ramin,0.02,1.336269243607742,0.7483521788619024,1.0641069049219611,0.7380939146868483,39.2705415549578,17.45357402442569,17.45357402442569,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,9,江苏,ramax,0.09,1.336269243607742,0.7483521788619024,1.0641069049219611,0.7380939146868483,8.726787012212846,6.829659400862227,6.829659400862227,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,10,浙江,ramin,0.02,1.2102097963842928,0.8263030120791203,1.07573480985091,0.7380939146868483,39.69966584838853,17.644295932617123,17.644295932617123,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,10,浙江,ramax,0.09,1.2102097963842928,0.8263030120791203,1.07573480985091,0.7380939146868483,8.822147966308561,6.904289712763223,6.904289712763223,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,11,安徽,ramin,0.02,1.1501583181843045,0.8694455225769687,1.082472172539198,0.7380939146868483,39.9483061684517,17.75480274153409,17.75480274153409,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,11,安徽,ramax,0.09,1.1501583181843045,0.8694455225769687,1.082472172539198,0.7380939146868483,8.877401370767044,6.9475315075568185,6.9475315075568185,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,12,福建,ramin,0.02,1.1461289471427685,0.8725021756870732,1.0818979276133964,0.7380939146868483,39.92711383418801,17.745383926305784,17.745383926305784,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,12,福建,ramax,0.09,1.1461289471427685,0.8725021756870732,1.0818979276133964,0.7380939146868483,8.872691963152892,6.943845884206611,6.943845884206611,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,13,江西,ramin,0.02,1.1563990868038523,0.8647533636193707,1.080879453234207,0.7380939146868483,39.8895273471108,17.728678820938132,17.728678820938132,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,13,江西,ramax,0.09,1.1563990868038523,0.8647533636193707,1.080879453234207,0.7380939146868483,8.864339410469066,6.937309103845357,6.937309103845357,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,14,山东,ramin,0.02,2.0144167220535283,0.4964216137863392,1.025189485570049,0.7380939146868483,37.83430603500968,16.815247126670968,16.815247126670968,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,14,山东,ramax,0.09,2.0144167220535283,0.4964216137863392,1.025189485570049,0.7380939146868483,8.407623563335484,6.579879310436467,6.579879310436467,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,15,河南,ramin,0.02,2.1366354160768153,0.46802556602574286,1.020833982223164,0.7380939146868483,37.67356750922298,16.74380778187688,16.74380778187688,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,15,河南,ramax,0.09,2.1366354160768153,0.46802556602574286,1.020833982223164,0.7380939146868483,8.37190389093844,6.551924784212692,6.551924784212692,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,16,湖北,ramin,0.02,1.3428362758593102,0.7446924230283236,1.0627170982633019,0.7380939146868483,39.219251163090426,17.430778294706855,17.430778294706855,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,16,湖北,ramax,0.09,1.3428362758593102,0.7446924230283236,1.0627170982633019,0.7380939146868483,8.715389147353427,6.820739332711379,6.820739332711379,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,17,湖南,ramin,0.02,1.4736503480468086,0.6785870212193892,1.0526464846074903,0.7380939146868483,38.84759823026459,17.265599213450926,17.265599213450926,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,17,湖南,ramax,0.09,1.4736503480468086,0.6785870212193892,1.0526464846074903,0.7380939146868483,8.632799606725463,6.756104040046015,6.756104040046015,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,18,广东,ramin,0.02,1.296483019632542,0.7713174679938551,1.0687579787552053,0.7380939146868483,39.44218801961164,17.52986134204962,17.52986134204962,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,18,广东,ramax,0.09,1.296483019632542,0.7713174679938551,1.0687579787552053,0.7380939146868483,8.76493067102481,6.859510959932461,6.859510959932461,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,19,广西,ramin,0.02,1.8127758340474587,0.5516401869542022,1.03271643253437,0.7380939146868483,38.112085722536484,16.93870476557177,16.93870476557177,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,19,广西,ramax,0.09,1.8127758340474587,0.5516401869542022,1.03271643253437,0.7380939146868483,8.469352382785885,6.628188821310693,6.628188821310693,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,20,海南,ramin,0.02,1.0562436614645268,0.9467512435657672,1.0934867088941123,0.7380939146868483,40.35479428128467,17.935464125015407,17.935464125015407,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,20,海南,ramax,0.09,1.0562436614645268,0.9467512435657672,1.0934867088941123,0.7380939146868483,8.967732062507704,7.018225092397334,7.018225092397334,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,21,重庆,ramin,0.02,1.1023319549631572,0.9071677506014263,1.0865797112969124,0.7380939146868483,40.099893636522175,17.82217494956541,17.82217494956541,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,21,重庆,ramax,0.09,1.1023319549631572,0.9071677506014263,1.0865797112969124,0.7380939146868483,8.911087474782706,6.973894545482119,6.973894545482119,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,22,四川,ramin,0.02,1.3432880489939385,0.744441968905295,1.0634885245825692,0.7380939146868483,39.247720416684444,17.443431296304198,17.443431296304198,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,22,四川,ramax,0.09,1.3432880489939385,0.744441968905295,1.0634885245825692,0.7380939146868483,8.721715648152099,6.825690507249469,6.825690507249469,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,23,贵州,ramin,0.02,1.2656455655125058,0.7901106180505312,1.0688169264015068,0.7380939146868483,39.444363464562656,17.530828206472293,17.530828206472293,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,23,贵州,ramax,0.09,1.2656455655125058,0.7901106180505312,1.0688169264015068,0.7380939146868483,8.765414103236147,6.859889298184811,6.859889298184811,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,24,云南,ramin,0.02,1.717506187952743,0.5822395325352475,1.0372976905673374,0.7380939146868483,38.281155656323655,17.01384695836607,17.01384695836607,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,24,云南,ramax,0.09,1.717506187952743,0.5822395325352475,1.0372976905673374,0.7380939146868483,8.506923479183035,6.657592288056288,6.657592288056288,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,25,西藏,ramin,0.02,1.1092705360209394,0.9014933395662853,1.0847131479477798,0.7380939146868483,40.03100868405356,17.791559415134916,17.791559415134916,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,25,西藏,ramax,0.09,1.1092705360209394,0.9014933395662853,1.0847131479477798,0.7380939146868483,8.895779707567458,6.9619145537484455,6.9619145537484455,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,26,陕西,ramin,0.02,1.533558829381213,0.6520780167289033,1.0476322212660898,0.7380939146868483,38.66254836731833,17.18335482991926,17.18335482991926,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
2,26,陕西,ramax,0.09,1.533558829381213,0.6520780167289033,1.0476322212660898,0.7380939146868483,8.59167741495963,6.723921455185797,6.723921455185797,ALGEBRAIC_GEOMETRY_ONLY__NOT_TARGET_OR_CALIBRATION
