province_index,province_name,source_excel_column,MATLAB_steady_label,MATLAB_analysis_ii,MATLAB_data_year_index,MATLAB_level_row,MATLAB_level_year,MATLAB_Zt_source_row,MATLAB_Zt_source_year,MATLAB_PLM_vintage,canonical_year,canonical_level_row,MATLAB_GDP_raw_亿元,MATLAB_GDP_transformed,canonical_GDP_raw_亿元,canonical_GDP_transformed,GDP_abs_diff_亿元,GDP_relative_difference,GDP_classification,MATLAB_POP_raw_万人,MATLAB_POP_transformed,canonical_POP_raw_万人,canonical_POP_transformed,POP_diff_万人,POP_relative_difference,POP_classification,MATLAB_alpha,canonical_alpha,alpha_diff,alpha_classification,MATLAB_Zt_fixed_2020_level,canonical_same_year_Zt,Zt_ratio,Zt_log_ratio,Zt_relative_difference,Zt_classification,MATLAB_raw_capital_万元,MATLAB_transformed_capital,canonical_PIM_capital_万元,canonical_transformed_capital,capital_ratio,capital_relative_difference,capital_classification,MATLAB_initial_GovInv,canonical_initial_GovInv,GovInv_ratio_MATLAB_to_canonical,GovInv_to_initial_Kt0,initial_source_At,initial_source_Bt,initial_source_At_times_N,corrected_turn1_persisted_At,corrected_turn1_persisted_Bt,corrected_turn1_At_times_N,corrected_turn1_persisted_Kt_supply,corrected_turn1_Kt_total,legacy_replay_turn1_persisted_At,legacy_replay_turn1_persisted_Bt,legacy_replay_turn1_persisted_Kt_supply,legacy_replay_turn1_GovInv,legacy_replay_turn1_Kt_total,legacy_replay_turn1_GovInv_to_private_supply,initial_ra,initial_rah,initial_rb,initial_wjt,initial_household_wage,ra_bounds,wjt_bounds,initial_ra_at_upper_bound,initial_rah_equals_ra_upper_descriptive,initial_wjt_below_firm_lower_bound,initial_household_wage_bound_status,corrected_turn1_firm_ra0,corrected_turn1_firm_ra_used,corrected_turn1_wage_raw,corrected_turn1_wage_used,corrected_turn1_ra_clipped_lower,corrected_turn1_wage_clipped_lower,corrected_turn1_wage_clipped_upper,MATLAB_initial_K_over_Y_model_units,MATLAB_initial_K_over_L_model_units,MATLAB_initial_Y_over_N_model_units,canonical_initial_K_over_Y_model_units,canonical_initial_K_over_L_model_units,canonical_initial_Y_over_N_model_units,provenance
16,河南,R,2018,10,10,10,2009,21,2020,19,2018,19,19181.0,19181000.0,49935.9,49935900.0,-30754.9,-0.615887567861999,YEAR_OR_VINTAGE_MISMATCH,9487.0,948700.0,9864.0,986400.0,-377.0,-0.03821978913219789,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0006181110089804474,0.0006738778676648355,0.9172448579181938,-0.08638082173880829,-0.08275514208180625,YEAR_OR_VINTAGE_MISMATCH,373259374.51998794,373259374519.9879,2007934973.5219033,2007934973521.9033,0.1858921625660485,-0.8141078374339515,YEAR_OR_VINTAGE_MISMATCH,373259374519.9879,2007934973521.9033,0.18589216256604849,1.0,2.0,1.0,1897400.0,7.274097868486394,4.6982774669466725,7175170.137474979,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,93013.49096480785,128897630.76160501,128990644.25256982,1385.7950005378696,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.024973280978659775,0.02,3.373574822771648,1.3,True,False,True,19459.84956571544,393443.00044269837,20.218193317170865,40210.24900966846,2035619.3973255306,50.624391727493915,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
17,湖北,S,2018,10,10,10,2009,21,2020,19,2018,19,13192.14,13192140.0,42021.95,42021950.0,-28829.809999999998,-0.6860654967225461,YEAR_OR_VINTAGE_MISMATCH,5720.0,572000.0,5917.0,591700.0,-197.0,-0.03329389893527125,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0006926198455034483,0.0007970659999681263,0.8689617240368367,-0.1404562006743277,-0.13103827596316328,YEAR_OR_VINTAGE_MISMATCH,256786169.32107013,256786169321.07013,1502025322.1956341,1502025322195.634,0.17095994689736965,-0.8290400531026303,YEAR_OR_VINTAGE_MISMATCH,256786169321.07013,1502025322195.634,0.17095994689736965,1.0,2.0,1.0,1144000.0,7.274097868486394,4.6982774669466725,4304083.708783399,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,96723.7696139538,76781442.8482972,76878166.61791115,793.8218615212073,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.02496631656974253,0.02,3.2122387892038615,1.3,True,False,True,19465.088251115445,448926.8694424303,23.063181818181818,35743.827266360415,2538491.3337766333,71.01901301335135,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
18,湖南,T,2018,10,10,10,2009,21,2020,19,2018,19,13059.69,13059690.0,36425.78,36425780.0,-23366.089999999997,-0.6414712327368144,YEAR_OR_VINTAGE_MISMATCH,6406.0,640600.0,6635.0,663500.0,-229.0,-0.034513941220798795,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0006933324069686307,0.0007385222456866581,0.9388104569876414,-0.063141676392781,-0.06118954301235853,YEAR_OR_VINTAGE_MISMATCH,173283877.2155945,173283877215.5945,1332351833.795125,1332351833795.125,0.13005864728838604,-0.869941352711614,YEAR_OR_VINTAGE_MISMATCH,173283877215.5945,1332351833795.125,0.13005864728838604,1.0,2.0,1.0,1281200.0,7.274097868486394,4.6982774669466725,4826363.935740722,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,98199.45918463366,64972845.9653664,65071045.42455103,661.6415864694845,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.024967895036831826,0.02,2.7031473617202555,1.3,True,False,True,13268.605703167113,270502.462091156,20.38665313768342,36577.166880026314,2008066.064499058,54.89944235116805,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
19,广东,U,2018,10,10,10,2009,21,2020,19,2018,19,39923.24,39923240.0,97277.77,97277770.0,-57354.530000000006,-0.589595444056746,YEAR_OR_VINTAGE_MISMATCH,10130.0,1013000.0,11346.0,1134600.0,-1216.0,-0.10717433456724837,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0009725027967433352,0.0013615640220957625,0.7142541819270666,-0.33651638289775226,-0.2857458180729334,YEAR_OR_VINTAGE_MISMATCH,565331355.6332116,565331355633.2117,1838097009.4075687,1838097009407.5686,0.3075633944997396,-0.6924366055002604,YEAR_OR_VINTAGE_MISMATCH,565331355633.2117,1838097009407.5686,0.30756339449973963,1.0,2.0,1.0,2026000.0,7.274097868486394,4.6982774669466725,8253191.4415846625,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,92597.55532620032,157153836.749134,157246434.3044602,1697.1704727572608,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.024945282488424567,0.02,6.5109619418730045,1.3,True,False,True,14160.457809366466,558076.3629153126,39.41089832181639,18895.344839911202,1620039.6698462619,85.73750220341971,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
20,广西,V,2018,10,10,10,2009,21,2020,19,2018,19,7784.98,7784980.0,19627.81,19627810.0,-11842.830000000002,-0.6033699123845198,YEAR_OR_VINTAGE_MISMATCH,4856.0,485600.0,4947.0,494700.0,-91.0,-0.01839498686072367,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0006223369520165091,0.0007470723763426308,0.833034350785694,-0.18268040022772622,-0.16696564921430604,YEAR_OR_VINTAGE_MISMATCH,144974916.0096258,144974916009.6258,642931505.7304277,642931505730.4277,0.22549045227597192,-0.774509547724028,YEAR_OR_VINTAGE_MISMATCH,144974916009.6258,642931505730.4277,0.22549045227597195,1.0,2.0,1.0,971200.0,7.274097868486394,4.6982774669466725,3598496.215540219,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,97940.24796475169,52819779.099576995,52917719.34754175,539.3061606152623,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.024961732764178107,0.02,1.5646140320777393,1.3,True,False,True,18622.387727344936,298548.0148468406,16.03167215815486,32756.150876253017,1299639.186841374,39.676187588437436,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
21,海南,W,2018,10,10,10,2009,21,2020,19,2018,19,1620.28,1620280.0,4910.69,4910690.0,-3290.41,-0.6700504409767263,YEAR_OR_VINTAGE_MISMATCH,864.0,86400.0,982.0,98200.0,-118.0,-0.12016293279022404,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.00038281495183633223,0.0010328851152404494,0.37062684531688234,-0.9925595303099758,-0.6293731546831177,YEAR_OR_VINTAGE_MISMATCH,21517215.647509083,21517215647.509083,113223172.88552222,113223172885.52222,0.19004250719298185,-0.8099574928070181,YEAR_OR_VINTAGE_MISMATCH,21517215647.509083,113223172885.52222,0.19004250719298185,1.0,2.0,1.0,172800.0,7.274097868486394,4.6982774669466725,714316.4106853639,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,99836.39147587656,10030399.0365303,10130235.428006176,100.4683651747764,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.024921764570827194,0.02,0.5715094995099423,0.8,True,True,False,13279.936583497349,249041.84777209588,18.75324074074074,23056.469230499628,1152985.4672660104,50.00702647657841,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
22,重庆,X,2018,10,10,10,2009,21,2020,19,2018,19,6576.96,6576960.0,20363.19,20363190.0,-13786.23,-0.6770172060467933,YEAR_OR_VINTAGE_MISMATCH,2859.0,285900.0,3101.79,310179.0,-242.78999999999996,-0.07827415782499782,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0006868337888017926,0.0006933211712193597,0.990643034300889,-0.009401017109693913,-0.009356965699111012,YEAR_OR_VINTAGE_MISMATCH,161143706.7041282,161143706704.1282,851864893.1846962,851864893184.6962,0.18916580316121795,-0.810834196838782,YEAR_OR_VINTAGE_MISMATCH,161143706704.1282,851864893184.6962,0.18916580316121798,1.0,2.0,1.0,571800.0,7.274097868486394,4.6982774669466725,2256272.4027492413,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,98196.03697621771,39300958.3175844,39399154.35456062,400.2295767506664,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.02496671933720393,0.02,1.8111666964383497,1.3,True,False,True,24501.24475504309,563636.6096681644,23.004407135362015,41833.56798147521,2746365.4637634917,65.6498022109814,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
23,四川,Y,2018,10,10,10,2009,21,2020,19,2018,19,14190.6,14190600.0,42902.1,42902100.0,-28711.5,-0.6692329746096345,YEAR_OR_VINTAGE_MISMATCH,8185.0,818500.0,8341.0,834100.0,-156.0,-0.01870279343004436,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0007046610342276092,0.0007370356540343972,0.9560745540197746,-0.04491938359510389,-0.04392544598022535,YEAR_OR_VINTAGE_MISMATCH,302800663.47269064,302800663472.6906,1543482549.535284,1543482549535.284,0.19618016644493888,-0.8038198335550611,YEAR_OR_VINTAGE_MISMATCH,302800663472.6906,1543482549535.284,0.19618016644493888,1.0,2.0,1.0,1637000.0,7.274097868486394,4.6982774669466725,6067325.0321045015,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,98973.63313548609,69531075.8089531,69630049.44208859,702.521202932616,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.024969066466770336,0.02,3.0405031240248723,1.3,True,False,True,21338.115616865434,369945.83197640884,17.337324373854614,35976.8531035843,1850476.6209510658,51.43519961635295,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
24,贵州,Z,2018,10,10,10,2009,21,2020,19,2018,19,3856.66,3856660.0,15353.21,15353210.0,-11496.55,-0.7488043217021066,YEAR_OR_VINTAGE_MISMATCH,3537.0,353700.0,3822.0,382200.0,-285.0,-0.07456828885400314,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0006090843098101169,0.0006539608272221906,0.9313773615421366,-0.07109075456762791,-0.06862263845786347,YEAR_OR_VINTAGE_MISMATCH,64726096.25713812,64726096257.138115,599616319.8865339,599616319886.5338,0.10794585489165191,-0.892054145108348,YEAR_OR_VINTAGE_MISMATCH,64726096257.138115,599616319886.5338,0.10794585489165191,1.0,2.0,1.0,707400.0,7.274097868486394,4.6982774669466725,2780160.2053354997,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,99187.84702195536,32803436.570136297,32902624.417158253,330.720320634394,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.024965918815697177,0.02,1.2914604011554789,1.2914604011554789,True,False,False,16782.94074591437,182997.16216324037,10.903760248798417,39054.78527855307,1568854.840100821,40.17061747776034,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
25,云南,AA,2018,10,10,10,2009,21,2020,19,2018,19,6574.36,6574360.0,20880.63,20880630.0,-14306.27,-0.6851455152454691,YEAR_OR_VINTAGE_MISMATCH,4571.0,457100.0,4703.0,470300.0,-132.0,-0.028067191154582182,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0007110216288681008,0.0006973721309635479,1.019572760795149,0.01938367758346296,0.01957276079514907,YEAR_OR_VINTAGE_MISMATCH,142164277.06060243,142164277060.60242,772812440.0132318,772812440013.2318,0.18395702462834107,-0.8160429753716589,YEAR_OR_VINTAGE_MISMATCH,142164277060.60242,772812440013.2318,0.18395702462834104,1.0,2.0,1.0,914200.0,7.274097868486394,4.6982774669466725,3421008.227549151,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,98176.5779963565,53834280.8089249,53932457.38692126,548.3413855687941,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.024965805236585096,0.02,1.6945568668829927,1.3,True,False,True,21624.0481294913,311013.51358696655,14.382760883832859,37010.973328545726,1643232.9151886706,44.39853285137146,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
26,西藏,AB,2018,10,10,10,2009,21,2020,19,2018,19,441.4,441400.0,1477.63,1477630.0,-1036.23,-0.7012783985165434,YEAR_OR_VINTAGE_MISMATCH,296.0,29600.0,354.0,35400.0,-58.0,-0.1638418079096045,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0007579273359250301,0.0005300517769194888,1.4299118858347946,0.35761282407598416,0.42991188583479456,YEAR_OR_VINTAGE_MISMATCH,14717384.792848438,14717384792.848438,76591375.38766502,76591375387.66502,0.1921545959758109,-0.8078454040241891,YEAR_OR_VINTAGE_MISMATCH,14717384792.848438,76591375387.66502,0.1921545959758109,1.0,2.0,1.0,59200.0,7.274097868486394,4.6982774669466725,257503.06454441836,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,99659.46212131466,6015865.97237512,6115525.434496434,60.36422276744836,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.02495634819364926,0.02,0.22062849449174698,0.8,True,True,False,33342.511991047664,497208.94570433913,14.912162162162161,51833.933655695284,2163598.1747927973,41.7409604519774,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
27,陕西,AC,2018,10,10,10,2009,21,2020,19,2018,19,8169.8,8169800.0,23941.88,23941880.0,-15772.080000000002,-0.6587653099923649,YEAR_OR_VINTAGE_MISMATCH,3727.0,372700.0,3931.0,393100.0,-204.0,-0.05189519206308827,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.000652876469041312,0.0006290486196572157,1.0378791855502054,0.03717938639954281,0.037879185550205446,YEAR_OR_VINTAGE_MISMATCH,177283041.9799106,177283041979.9106,1111158134.119995,1111158134119.995,0.15954798559820976,-0.8404520144017903,YEAR_OR_VINTAGE_MISMATCH,177283041979.9106,1111158134119.995,0.15954798559820976,1.0,2.0,1.0,745400.0,7.274097868486394,4.6982774669466725,2859447.8721020017,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,97583.40528526594,50576819.2081364,50674402.61342167,518.2932391043846,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.02497153053012658,0.02,2.007654312126893,1.3,True,False,True,21699.801951077214,475672.2349876861,21.920579554601556,46410.646704435705,2826655.1364029385,60.9053167133045,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
28,甘肃,AD,2018,10,10,10,2009,21,2020,19,2018,19,3382.4,3382400.0,8246.1,8246100.0,-4863.700000000001,-0.5898182170965669,YEAR_OR_VINTAGE_MISMATCH,2555.0,255500.0,2515.0,251500.0,40.0,0.015904572564612324,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0005131096729274248,0.000504915926518092,1.016227942077084,0.016097676431120162,0.01622794207708392,YEAR_OR_VINTAGE_MISMATCH,76841622.329627,76841622329.62701,423982918.9380812,423982918938.0812,0.1812375425927218,-0.8187624574072783,YEAR_OR_VINTAGE_MISMATCH,76841622329.62701,423982918938.0812,0.18123754259272182,1.0,2.0,1.0,511000.0,7.274097868486394,4.6982774669466725,1829435.6139243282,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,100000.01163765774,18423950.2203418,18523950.23197946,184.23948076225784,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.02497151199738777,0.02,0.7610683554594357,0.8,True,True,False,22718.07661117166,300749.9895484423,13.238356164383562,51416.17479027433,1685816.7751017145,32.787673956262424,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
29,青海,AE,2018,10,10,10,2009,21,2020,19,2018,19,939.7,939700.0,2748.0,2748000.0,-1808.3,-0.6580422125181951,YEAR_OR_VINTAGE_MISMATCH,557.0,55700.0,587.0,58700.0,-30.0,-0.05110732538330494,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0005277056201467056,0.0004757509990231093,1.1092054903306103,0.10364398455846024,0.10920549033061029,YEAR_OR_VINTAGE_MISMATCH,22049541.560949482,22049541560.949482,169435440.0537927,169435440053.7927,0.13013535747863111,-0.869864642521369,YEAR_OR_VINTAGE_MISMATCH,22049541560.949482,169435440053.7927,0.1301353574786311,1.0,2.0,1.0,111400.0,7.274097868486394,4.6982774669466725,426989.54488015134,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,99239.83832225348,13038007.4590434,13137247.297365654,131.37876561936886,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.024967161655614637,0.02,0.36111820421848395,0.8,True,True,False,23464.44776093379,395862.505582576,16.870736086175942,61657.729277217135,2886464.0554308807,46.81431005110733,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
30,宁夏,AF,2018,10,10,10,2009,21,2020,19,2018,19,1266.66,1266660.0,3510.21,3510210.0,-2243.55,-0.6391497944567419,YEAR_OR_VINTAGE_MISMATCH,625.0,62500.0,710.0,71000.0,-85.0,-0.11971830985915492,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.000594643144096446,0.0005293280580503247,1.1233924502069597,0.1163530806084424,0.12339245020695963,YEAR_OR_VINTAGE_MISMATCH,35598528.48217465,35598528482.17465,191566336.87556973,191566336875.56973,0.185828726814865,-0.8141712731851349,YEAR_OR_VINTAGE_MISMATCH,35598528482.17465,191566336875.56973,0.18582872681486504,1.0,2.0,1.0,125000.0,7.274097868486394,4.6982774669466725,516460.948662534,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,99170.32493958592,13881227.2259032,13980397.550842786,139.9735982952519,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.02496430363143367,0.02,0.43488057113569667,0.8,True,True,False,28104.249350397622,569576.4557147945,20.26656,54574.038839718916,2698117.4207826722,49.439577464788734,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
31,新疆,AG,2018,10,10,10,2009,21,2020,19,2018,19,4273.6,4273600.0,12199.08,12199080.0,-7925.48,-0.6496785003459277,YEAR_OR_VINTAGE_MISMATCH,2159.0,215900.0,2520.0,252000.0,-361.0,-0.14325396825396824,YEAR_OR_VINTAGE_MISMATCH,0.772866243094144,0.772866243094144,0.0,EXACT_MATCH,0.0006624231201077291,0.0006123367103671743,1.0817955364957976,0.0786221944490788,0.08179553649579756,YEAR_OR_VINTAGE_MISMATCH,109317100.42565432,109317100425.65433,547982296.720294,547982296720.294,0.1994902044827425,-0.8005097955172575,YEAR_OR_VINTAGE_MISMATCH,109317100425.65433,547982296720.294,0.1994902044827425,1.0,2.0,1.0,431800.0,7.274097868486394,4.6982774669466725,1833072.6628585714,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,NOT_AVAILABLE_WITHOUT_SCIENTIFIC_RERUN,7.274097868486394,4.6982774669466725,96996.37602305484,35352199.6021162,35449195.97813925,364.4692827875695,0.09,0.09,0.02,0.6,20.0,"[0.02,0.09]","[0.8,1.3]",True,True,True,COMPOSITE_WAGE_HAS_NO_WJT_BOUND,-0.024967912029779632,0.02,1.1868357188404386,1.1868357188404386,True,False,False,25579.628515924356,506332.1001651428,19.794349235757295,44919.9691058911,2174532.9234932302,48.40904761904762,MATLAB cache mydata2{10}; GDP/CAP/POP row10=2009; IND_Zt fixed row21=2020; alpha PLM vintage19; corrected values canonical workbook 2018; saved outputs explicitly labelled by route
